cbsa_code,msa_title,date,zhvi_all_homes_sa,permits_units_sa,employment_thousands_sa,bls_preliminary_flag,zhvi_source_vintage,permits_source_vintage,employment_source_vintage
10420,"Akron, OH",2005-08-01,134972.66666439144,39.3821953539071,337.1,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2005-09-01,135203.96736078942,201602.0,337.1,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2005-10-01,135467.92289630976,45.9623585280691,337.7,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2005-11-01,135794.10454350524,201603.0,337.7,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2005-12-01,136037.197656772,52.7845560719185,337.5,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2006-01-01,136177.98215238567,201604.0,337.0,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2006-02-01,136256.12797875042,49.7007720210438,337.0,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2006-03-01,136327.37821254868,201605.0,337.6,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2006-04-01,136547.65934948987,51.5017778089541,337.9,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2006-05-01,136857.0208083454,201606.0,338.1,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2006-06-01,137228.20631504094,67.234113469041,338.2,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2006-07-01,137412.24163547542,201607.0,338.2,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2006-08-01,137495.11433391596,47.9945686646379,338.8,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2006-09-01,137522.2671473517,201608.0,338.9,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2006-10-01,137562.6150054288,50.4424539400193,338.1,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2006-11-01,137592.0425387723,201609.0,338.2,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2006-12-01,137680.9398563739,42.449455893334,337.7,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2007-01-01,137786.80062981622,201610.0,338.4,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2007-02-01,137935.60686496095,45.6307400764485,337.5,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2007-03-01,137707.64572150182,201611.0,337.7,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2007-04-01,137392.1717305437,57.0233521112084,338.2,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2007-05-01,137014.01156537456,201612.0,339.0,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2007-06-01,136949.74870287298,60.0132113752588,341.3,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2007-07-01,136921.24476395047,201701.0,341.3,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2007-08-01,136782.29438501224,68.333903482692,340.4,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2007-09-01,136594.23319927987,201702.0,340.3,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2007-10-01,136446.75912291292,58.9335508703821,340.8,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2007-11-01,136196.7166249178,201703.0,341.4,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2007-12-01,135727.38196955566,47.9567761937556,342.0,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2008-01-01,135069.7101335674,201704.0,342.3,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
10420,"Akron, OH",2008-02-01,134423.14309034325,38.6198433289769,342.4,0,current Zillow Research download,Census BPS monthly file,current BLS SM bulk download
