start_date,end_date,T_months,N_complete_msas,NT,NT_over_N_plus_T,number_excluded_for_ZHVI,number_excluded_for_permits_SA,number_excluded_for_employment_SA,number_excluded_for_geographic_ambiguity,number_containing_preliminary_BLS_observations,number_affected_by_X13_warnings,complete_cbsa_codes
2008-05-01,2026-06-01,218,134,29212,82.98863636363636,52,25,0,679,134,0,10420;10500;10740;11020;11460;11540;11700;12620;12700;12940;12980;13020;13380;13460;13780;13820;14020;14260;14500;14540;16180;16300;16620;16820;17020;17420;17660;17820;17860;18020;18140;18580;19460;20020;21300;21340;21500;21780;22180;22380;22420;22500;23060;23420;23460;23540;23580;24020;24300;24540;24580;24780;25980;26300;26620;26820;27060;27140;27180;27260;27340;27740;27780;27860;28740;28940;29180;29540;29740;29940;30620;30700;30980;31180;31340;31540;32780;32900;33540;33660;33700;33780;33860;34060;35300;35660;36100;36260;36420;37900;38300;38340;38940;39380;39460;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;45060;45220;45780;45820;46060;46140;46220;46700;47220;47300;47580;48620;48700;48900;49340;49420;49740
2008-06-01,2026-06-01,217,137,29729,83.98022598870057,48,25,0,679,137,0,10420;10500;10740;11020;11460;11540;11700;12620;12700;12940;12980;13020;13380;13460;13780;13820;14020;14260;14500;14540;16180;16300;16620;16820;17020;17420;17660;17820;17860;18020;18140;18580;19460;20020;21300;21340;21500;21780;22180;22380;22420;22500;23060;23420;23460;23540;23580;24020;24300;24540;24580;24780;25980;26300;26620;26820;27060;27100;27140;27180;27260;27340;27740;27780;27860;28740;28940;29180;29540;29740;29940;30020;30620;30700;30980;31180;31340;31540;32780;32900;33540;33660;33700;33780;33860;34060;35300;35660;36100;36260;36420;37900;38300;38340;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;45060;45220;45780;45820;46060;46140;46220;46700;47220;47300;47580;48620;48700;48900;49340;49420;49740
2008-07-01,2026-06-01,216,139,30024,84.57464788732395,46,25,0,679,139,0,10420;10500;10740;11020;11460;11540;11700;12620;12700;12940;12980;13020;13380;13460;13780;13820;14020;14260;14500;14540;16180;16300;16620;16820;16940;17020;17420;17660;17820;17860;18020;18140;18580;19460;20020;21300;21340;21500;21780;22180;22380;22420;22500;23060;23420;23460;23540;23580;24020;24300;24540;24580;24780;25980;26300;26620;26820;27060;27100;27140;27180;27260;27340;27740;27780;27860;28740;28940;29180;29540;29740;29940;30020;30620;30700;30980;31180;31340;31540;32780;32900;33540;33660;33700;33780;33860;34060;35300;35660;36100;36260;36420;37900;38300;38340;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45780;45820;46060;46140;46220;46700;47220;47300;47580;48620;48700;48900;49340;49420;49740
2008-11-01,2026-06-01,212,140,29680,84.31818181818181,44,25,0,679,140,0,10420;10500;10740;11020;11460;11540;11700;12620;12700;12940;12980;13020;13380;13460;13780;13820;14020;14260;14500;14540;16180;16300;16620;16820;16940;17020;17420;17660;17820;17860;18020;18140;18580;19460;20020;21300;21340;21500;21780;22180;22380;22420;22500;22540;23060;23420;23460;23540;23580;24020;24300;24540;24580;24780;25980;26300;26620;26820;27060;27100;27140;27180;27260;27340;27740;27780;27860;28740;28940;29180;29540;29740;29940;30020;30620;30700;30980;31180;31340;31540;32780;32900;33540;33660;33700;33780;33860;34060;35300;35660;36100;36260;36420;37900;38300;38340;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45780;45820;46060;46140;46220;46700;47220;47300;47580;48620;48700;48900;49340;49420;49740
2008-12-01,2026-06-01,211,142,29962,84.87818696883852,40,25,0,679,142,0,10420;10500;10740;11020;11460;11540;11700;12620;12700;12940;12980;13020;13380;13460;13780;13820;14020;14260;14500;14540;16180;16300;16620;16820;16940;17020;17420;17660;17820;17860;17900;18020;18140;18580;19460;20020;21300;21340;21500;21780;22180;22380;22420;22500;22540;23060;23420;23460;23540;23580;24020;24300;24540;24580;24780;25980;26300;26620;26820;27060;27100;27140;27180;27260;27340;27740;27780;27860;28740;28940;29180;29540;29740;29940;30020;30620;30700;30980;31180;31340;31540;32780;32900;33540;33660;33700;33780;33860;34060;35300;35660;36100;36260;36420;37900;38300;38340;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41100;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45780;45820;46060;46140;46220;46700;47220;47300;47580;48620;48700;48900;49340;49420;49740
2009-01-01,2026-06-01,210,160,33600,90.8108108108108,24,23,0,679,160,0,10180;10420;10500;10740;11020;11100;11460;11540;11700;12620;12700;12940;12980;13020;13380;13460;13740;13780;13820;13900;14020;14260;14500;14540;16180;16300;16620;16820;16940;17020;17420;17660;17820;17860;17900;18020;18140;18580;19460;20020;20740;21300;21340;21500;21780;22180;22380;22420;22500;22540;23060;23420;23460;23540;23580;24020;24300;24540;24580;24780;25980;26300;26620;26820;26980;27060;27100;27140;27180;27260;27340;27740;27780;27860;28740;28940;29020;29180;29540;29700;29740;29940;30020;30620;30700;30980;31180;31340;31540;31740;31860;32780;32900;33260;33540;33660;33700;33780;33860;34060;35300;35660;36100;36220;36260;36420;37900;38300;38340;38540;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41100;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45460;45780;45820;46060;46140;46220;46340;46700;47220;47300;47380;47580;48140;48620;48660;48700;48900;49340;49420;49740
2009-02-01,2026-06-01,209,162,33858,91.26145552560646,22,23,0,679,162,0,10180;10420;10500;10740;11020;11100;11460;11540;11700;12620;12700;12940;12980;13020;13380;13460;13740;13780;13820;13900;14020;14260;14500;14540;16180;16300;16620;16820;16940;17020;17420;17660;17820;17860;17900;18020;18140;18580;19460;20020;20220;20740;21300;21340;21500;21780;22180;22380;22420;22500;22540;23060;23420;23460;23540;23580;24020;24300;24540;24580;24780;25980;26300;26620;26820;26980;27060;27100;27140;27180;27260;27340;27740;27780;27860;28740;28940;29020;29180;29540;29700;29740;29940;30020;30620;30700;30980;31180;31340;31540;31740;31860;32780;32900;33260;33540;33660;33700;33780;33860;34060;34620;35300;35660;36100;36220;36260;36420;37900;38300;38340;38540;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41100;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45460;45780;45820;46060;46140;46220;46340;46700;47220;47300;47380;47580;48140;48620;48660;48700;48900;49340;49420;49740
2009-03-01,2026-06-01,208,163,33904,91.38544474393531,21,23,0,679,163,0,10180;10420;10500;10740;11020;11100;11180;11460;11540;11700;12620;12700;12940;12980;13020;13380;13460;13740;13780;13820;13900;14020;14260;14500;14540;16180;16300;16620;16820;16940;17020;17420;17660;17820;17860;17900;18020;18140;18580;19460;20020;20220;20740;21300;21340;21500;21780;22180;22380;22420;22500;22540;23060;23420;23460;23540;23580;24020;24300;24540;24580;24780;25980;26300;26620;26820;26980;27060;27100;27140;27180;27260;27340;27740;27780;27860;28740;28940;29020;29180;29540;29700;29740;29940;30020;30620;30700;30980;31180;31340;31540;31740;31860;32780;32900;33260;33540;33660;33700;33780;33860;34060;34620;35300;35660;36100;36220;36260;36420;37900;38300;38340;38540;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41100;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45460;45780;45820;46060;46140;46220;46340;46700;47220;47300;47380;47580;48140;48620;48660;48700;48900;49340;49420;49740
2009-07-01,2026-06-01,204,165,33660,91.21951219512195,18,23,0,679,165,0,10180;10420;10500;10740;11020;11100;11180;11460;11540;11700;12620;12700;12940;12980;13020;13380;13460;13740;13780;13820;13900;14020;14260;14500;14540;16180;16300;16620;16820;16940;17020;17420;17660;17820;17860;17900;18020;18140;18580;19460;20020;20100;20220;20740;21300;21340;21500;21780;22180;22380;22420;22500;22540;23060;23420;23460;23540;23580;24020;24300;24540;24580;24780;25980;26300;26620;26820;26980;27060;27100;27140;27180;27260;27340;27740;27780;27860;28740;28940;29020;29180;29540;29700;29740;29940;30020;30620;30700;30980;31180;31340;31540;31740;31860;32780;32900;33260;33540;33660;33700;33780;33860;34060;34620;35300;35660;36100;36220;36260;36420;37900;38300;38340;38540;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41100;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45460;45780;45820;46060;46140;46220;46340;46660;46700;47220;47300;47380;47580;48140;48620;48660;48700;48900;49340;49420;49740
2009-09-01,2026-06-01,202,166,33532,91.1195652173913,17,23,0,679,166,0,10180;10420;10500;10740;11020;11100;11180;11460;11540;11700;12620;12700;12940;12980;13020;13380;13460;13740;13780;13820;13900;14020;14260;14500;14540;16180;16300;16620;16820;16940;17020;17420;17660;17820;17860;17900;18020;18140;18580;19460;20020;20100;20220;20740;21300;21340;21500;21780;22180;22380;22420;22500;22540;23060;23420;23460;23540;23580;24020;24300;24540;24580;24780;25500;25980;26300;26620;26820;26980;27060;27100;27140;27180;27260;27340;27740;27780;27860;28740;28940;29020;29180;29540;29700;29740;29940;30020;30620;30700;30980;31180;31340;31540;31740;31860;32780;32900;33260;33540;33660;33700;33780;33860;34060;34620;35300;35660;36100;36220;36260;36420;37900;38300;38340;38540;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41100;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45460;45780;45820;46060;46140;46220;46340;46660;46700;47220;47300;47380;47580;48140;48620;48660;48700;48900;49340;49420;49740
2009-11-01,2026-06-01,200,167,33400,91.00817438692098,16,23,0,679,167,0,10180;10420;10500;10740;11020;11100;11180;11460;11540;11700;12620;12700;12940;12980;13020;13380;13460;13740;13780;13820;13900;14020;14260;14500;14540;16180;16300;16620;16820;16940;17020;17420;17660;17820;17860;17900;18020;18140;18580;19460;20020;20100;20220;20740;21300;21340;21500;21780;22140;22180;22380;22420;22500;22540;23060;23420;23460;23540;23580;24020;24300;24540;24580;24780;25500;25980;26300;26620;26820;26980;27060;27100;27140;27180;27260;27340;27740;27780;27860;28740;28940;29020;29180;29540;29700;29740;29940;30020;30620;30700;30980;31180;31340;31540;31740;31860;32780;32900;33260;33540;33660;33700;33780;33860;34060;34620;35300;35660;36100;36220;36260;36420;37900;38300;38340;38540;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41100;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45460;45780;45820;46060;46140;46220;46340;46660;46700;47220;47300;47380;47580;48140;48620;48660;48700;48900;49340;49420;49740
2009-12-01,2026-06-01,199,168,33432,91.09536784741144,15,23,0,679,168,0,10180;10420;10500;10740;11020;11100;11180;11460;11540;11700;12620;12700;12940;12980;13020;13380;13460;13740;13780;13820;13900;14020;14260;14500;14540;16180;16300;16620;16820;16940;17020;17420;17660;17820;17860;17900;18020;18140;18580;18700;19460;20020;20100;20220;20740;21300;21340;21500;21780;22140;22180;22380;22420;22500;22540;23060;23420;23460;23540;23580;24020;24300;24540;24580;24780;25500;25980;26300;26620;26820;26980;27060;27100;27140;27180;27260;27340;27740;27780;27860;28740;28940;29020;29180;29540;29700;29740;29940;30020;30620;30700;30980;31180;31340;31540;31740;31860;32780;32900;33260;33540;33660;33700;33780;33860;34060;34620;35300;35660;36100;36220;36260;36420;37900;38300;38340;38540;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41100;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45460;45780;45820;46060;46140;46220;46340;46660;46700;47220;47300;47380;47580;48140;48620;48660;48700;48900;49340;49420;49740
2010-01-01,2026-06-01,198,169,33462,91.17711171662125,14,23,0,679,169,0,10180;10420;10500;10740;11020;11100;11180;11460;11540;11700;12620;12700;12940;12980;13020;13380;13460;13740;13780;13820;13900;14020;14260;14500;14540;16180;16300;16620;16820;16940;17020;17420;17660;17820;17860;17900;18020;18140;18580;18700;19460;19500;20020;20100;20220;20740;21300;21340;21500;21780;22140;22180;22380;22420;22500;22540;23060;23420;23460;23540;23580;24020;24300;24540;24580;24780;25500;25980;26300;26620;26820;26980;27060;27100;27140;27180;27260;27340;27740;27780;27860;28740;28940;29020;29180;29540;29700;29740;29940;30020;30620;30700;30980;31180;31340;31540;31740;31860;32780;32900;33260;33540;33660;33700;33780;33860;34060;34620;35300;35660;36100;36220;36260;36420;37900;38300;38340;38540;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41100;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45460;45780;45820;46060;46140;46220;46340;46660;46700;47220;47300;47380;47580;48140;48620;48660;48700;48900;49340;49420;49740
2010-02-01,2026-06-01,197,170,33490,91.2534059945504,13,23,0,679,170,0,10180;10420;10500;10740;11020;11100;11180;11460;11540;11700;12620;12700;12940;12980;13020;13380;13460;13740;13780;13820;13900;14020;14260;14500;14540;16180;16300;16620;16820;16940;17020;17420;17660;17820;17860;17900;18020;18140;18580;18700;19460;19500;20020;20100;20220;20740;21060;21300;21340;21500;21780;22140;22180;22380;22420;22500;22540;23060;23420;23460;23540;23580;24020;24300;24540;24580;24780;25500;25980;26300;26620;26820;26980;27060;27100;27140;27180;27260;27340;27740;27780;27860;28740;28940;29020;29180;29540;29700;29740;29940;30020;30620;30700;30980;31180;31340;31540;31740;31860;32780;32900;33260;33540;33660;33700;33780;33860;34060;34620;35300;35660;36100;36220;36260;36420;37900;38300;38340;38540;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41100;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45460;45780;45820;46060;46140;46220;46340;46660;46700;47220;47300;47380;47580;48140;48620;48660;48700;48900;49340;49420;49740
2010-08-01,2026-06-01,191,171,32661,90.22375690607734,12,23,0,679,171,0,10180;10420;10500;10740;11020;11100;11180;11460;11540;11700;12620;12700;12940;12980;13020;13380;13460;13740;13780;13820;13900;14020;14260;14500;14540;16180;16300;16620;16820;16940;17020;17420;17660;17820;17860;17900;18020;18140;18580;18700;19460;19500;20020;20100;20220;20740;21060;21300;21340;21500;21780;22140;22180;22380;22420;22500;22540;23060;23420;23460;23540;23580;24020;24300;24500;24540;24580;24780;25500;25980;26300;26620;26820;26980;27060;27100;27140;27180;27260;27340;27740;27780;27860;28740;28940;29020;29180;29540;29700;29740;29940;30020;30620;30700;30980;31180;31340;31540;31740;31860;32780;32900;33260;33540;33660;33700;33780;33860;34060;34620;35300;35660;36100;36220;36260;36420;37900;38300;38340;38540;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41100;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45460;45780;45820;46060;46140;46220;46340;46660;46700;47220;47300;47380;47580;48140;48620;48660;48700;48900;49340;49420;49740
2010-09-01,2026-06-01,190,172,32680,90.27624309392266,11,23,0,679,172,0,10180;10420;10500;10740;11020;11100;11180;11460;11540;11700;12620;12700;12940;12980;13020;13380;13460;13740;13780;13820;13900;14020;14260;14500;14540;16180;16220;16300;16620;16820;16940;17020;17420;17660;17820;17860;17900;18020;18140;18580;18700;19460;19500;20020;20100;20220;20740;21060;21300;21340;21500;21780;22140;22180;22380;22420;22500;22540;23060;23420;23460;23540;23580;24020;24300;24500;24540;24580;24780;25500;25980;26300;26620;26820;26980;27060;27100;27140;27180;27260;27340;27740;27780;27860;28740;28940;29020;29180;29540;29700;29740;29940;30020;30620;30700;30980;31180;31340;31540;31740;31860;32780;32900;33260;33540;33660;33700;33780;33860;34060;34620;35300;35660;36100;36220;36260;36420;37900;38300;38340;38540;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41100;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45460;45780;45820;46060;46140;46220;46340;46660;46700;47220;47300;47380;47580;48140;48620;48660;48700;48900;49340;49420;49740
2011-04-01,2026-06-01,183,173,31659,88.92977528089888,10,23,0,679,173,0,10180;10420;10500;10740;11020;11100;11180;11460;11540;11700;12620;12700;12940;12980;13020;13380;13460;13740;13780;13820;13900;14020;14260;14500;14540;16180;16220;16300;16620;16820;16940;17020;17420;17660;17820;17860;17900;18020;18140;18580;18700;19460;19500;20020;20100;20220;20740;21060;21300;21340;21500;21780;22140;22180;22380;22420;22500;22540;23060;23420;23460;23540;23580;24020;24300;24500;24540;24580;24780;25500;25980;26300;26620;26820;26980;27060;27100;27140;27180;27260;27340;27740;27780;27860;28740;28940;29020;29180;29540;29700;29740;29940;30020;30620;30700;30980;31180;31340;31540;31740;31860;32780;32900;33260;33540;33660;33700;33780;33860;34060;34620;35300;35660;36100;36220;36260;36420;36980;37900;38300;38340;38540;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41100;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45460;45780;45820;46060;46140;46220;46340;46660;46700;47220;47300;47380;47580;48140;48620;48660;48700;48900;49340;49420;49740
2011-05-01,2026-06-01,182,174,31668,88.95505617977528,9,23,0,679,174,0,10180;10420;10500;10740;11020;11100;11180;11460;11540;11700;12620;12700;12940;12980;13020;13380;13460;13740;13780;13820;13900;14020;14260;14500;14540;16180;16220;16300;16620;16820;16940;17020;17420;17660;17820;17860;17900;18020;18140;18580;18700;19460;19500;20020;20100;20220;20740;21060;21300;21340;21500;21780;22140;22180;22380;22420;22500;22540;23060;23420;23460;23540;23580;24020;24300;24500;24540;24580;24780;25500;25980;26300;26620;26820;26980;27060;27100;27140;27180;27260;27340;27740;27780;27860;28740;28940;29020;29180;29540;29700;29740;29940;30020;30620;30700;30980;31180;31340;31540;31740;31860;32780;32900;33260;33540;33660;33700;33740;33780;33860;34060;34620;35300;35660;36100;36220;36260;36420;36980;37900;38300;38340;38540;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41100;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45460;45780;45820;46060;46140;46220;46340;46660;46700;47220;47300;47380;47580;48140;48620;48660;48700;48900;49340;49420;49740
2012-01-01,2026-06-01,174,175,30450,87.24928366762178,8,23,0,679,175,0,10180;10420;10500;10740;11020;11100;11180;11460;11540;11700;12620;12700;12940;12980;13020;13380;13460;13740;13780;13820;13900;14020;14260;14500;14540;16180;16220;16300;16620;16820;16940;17020;17420;17660;17820;17860;17900;18020;18140;18580;18700;19460;19500;20020;20100;20220;20740;21060;21300;21340;21500;21780;22140;22180;22380;22420;22500;22540;23060;23420;23460;23540;23580;24020;24300;24500;24540;24580;24780;25500;25620;25980;26300;26620;26820;26980;27060;27100;27140;27180;27260;27340;27740;27780;27860;28740;28940;29020;29180;29540;29700;29740;29940;30020;30620;30700;30980;31180;31340;31540;31740;31860;32780;32900;33260;33540;33660;33700;33740;33780;33860;34060;34620;35300;35660;36100;36220;36260;36420;36980;37900;38300;38340;38540;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41100;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45460;45780;45820;46060;46140;46220;46340;46660;46700;47220;47300;47380;47580;48140;48620;48660;48700;48900;49340;49420;49740
2012-02-01,2026-06-01,173,176,30448,87.243553008596,7,23,0,679,176,0,10180;10420;10500;10740;11020;11100;11180;11460;11540;11700;12620;12700;12940;12980;13020;13380;13460;13740;13780;13820;13900;14020;14260;14500;14540;16180;16220;16300;16620;16820;16940;17020;17420;17660;17820;17860;17900;18020;18140;18580;18700;19460;19500;20020;20100;20220;20740;20940;21060;21300;21340;21500;21780;22140;22180;22380;22420;22500;22540;23060;23420;23460;23540;23580;24020;24300;24500;24540;24580;24780;25500;25620;25980;26300;26620;26820;26980;27060;27100;27140;27180;27260;27340;27740;27780;27860;28740;28940;29020;29180;29540;29700;29740;29940;30020;30620;30700;30980;31180;31340;31540;31740;31860;32780;32900;33260;33540;33660;33700;33740;33780;33860;34060;34620;35300;35660;36100;36220;36260;36420;36980;37900;38300;38340;38540;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41100;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45460;45780;45820;46060;46140;46220;46340;46660;46700;47220;47300;47380;47580;48140;48620;48660;48700;48900;49340;49420;49740
2012-06-01,2026-06-01,169,177,29913,86.45375722543352,6,23,0,679,177,0,10180;10420;10500;10740;10780;11020;11100;11180;11460;11540;11700;12620;12700;12940;12980;13020;13380;13460;13740;13780;13820;13900;14020;14260;14500;14540;16180;16220;16300;16620;16820;16940;17020;17420;17660;17820;17860;17900;18020;18140;18580;18700;19460;19500;20020;20100;20220;20740;20940;21060;21300;21340;21500;21780;22140;22180;22380;22420;22500;22540;23060;23420;23460;23540;23580;24020;24300;24500;24540;24580;24780;25500;25620;25980;26300;26620;26820;26980;27060;27100;27140;27180;27260;27340;27740;27780;27860;28740;28940;29020;29180;29540;29700;29740;29940;30020;30620;30700;30980;31180;31340;31540;31740;31860;32780;32900;33260;33540;33660;33700;33740;33780;33860;34060;34620;35300;35660;36100;36220;36260;36420;36980;37900;38300;38340;38540;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41100;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45460;45780;45820;46060;46140;46220;46340;46660;46700;47220;47300;47380;47580;48140;48620;48660;48700;48900;49340;49420;49740
2012-09-01,2026-06-01,166,178,29548,85.8953488372093,5,23,0,679,178,0,10180;10420;10500;10740;10780;11020;11100;11180;11460;11540;11700;12620;12700;12940;12980;13020;13380;13460;13740;13780;13820;13900;14020;14260;14500;14540;16180;16220;16300;16620;16820;16940;17020;17420;17660;17820;17860;17900;18020;18140;18580;18700;19460;19500;20020;20100;20220;20740;20940;21060;21300;21340;21500;21780;22140;22180;22380;22420;22500;22540;23060;23420;23460;23540;23580;24020;24300;24500;24540;24580;24780;25500;25620;25980;26300;26620;26820;26980;27060;27100;27140;27180;27260;27340;27740;27780;27860;28100;28740;28940;29020;29180;29540;29700;29740;29940;30020;30620;30700;30980;31180;31340;31540;31740;31860;32780;32900;33260;33540;33660;33700;33740;33780;33860;34060;34620;35300;35660;36100;36220;36260;36420;36980;37900;38300;38340;38540;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41100;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45460;45780;45820;46060;46140;46220;46340;46660;46700;47220;47300;47380;47580;48140;48620;48660;48700;48900;49340;49420;49740
2014-01-01,2026-06-01,150,189,28350,83.6283185840708,5,12,0,679,189,0,10180;10420;10500;10540;10740;10780;11020;11100;11180;11460;11540;11700;12620;12700;12940;12980;13020;13220;13380;13460;13740;13780;13820;13900;14010;14020;14260;14500;14540;16180;16220;16300;16540;16620;16820;16940;17020;17420;17660;17820;17860;17900;18020;18140;18580;18700;19460;19500;20020;20100;20220;20740;20940;21060;21300;21340;21500;21780;22140;22180;22380;22420;22500;22540;23060;23420;23460;23540;23580;23900;24020;24260;24300;24500;24540;24580;24780;25220;25500;25620;25980;26140;26300;26620;26820;26980;27060;27100;27140;27180;27260;27340;27740;27780;27860;28100;28740;28940;29020;29180;29540;29700;29740;29940;30020;30620;30700;30980;31180;31340;31540;31740;31860;32780;32900;33220;33260;33540;33660;33700;33740;33780;33860;34060;34620;35300;35660;36100;36220;36260;36420;36980;37900;38300;38340;38540;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41100;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45460;45780;45820;46060;46140;46220;46340;46520;46660;46700;47220;47300;47380;47460;47580;48140;48620;48660;48700;48900;49340;49420;49740
2014-04-01,2026-06-01,147,190,27930,82.87833827893175,4,12,0,679,190,0,10180;10420;10500;10540;10740;10780;11020;11100;11180;11460;11540;11700;12620;12700;12940;12980;13020;13220;13380;13460;13740;13780;13820;13900;14010;14020;14260;14500;14540;16180;16220;16300;16540;16620;16820;16940;17020;17420;17660;17820;17860;17900;18020;18140;18580;18700;19460;19500;20020;20100;20220;20740;20940;21060;21300;21340;21500;21780;22140;22180;22380;22420;22500;22540;23060;23420;23460;23540;23580;23900;24020;24260;24300;24500;24540;24580;24780;25220;25500;25620;25980;26140;26300;26620;26820;26980;27060;27100;27140;27180;27260;27340;27740;27780;27860;28100;28740;28940;29020;29180;29540;29700;29740;29940;30020;30140;30620;30700;30980;31180;31340;31540;31740;31860;32780;32900;33220;33260;33540;33660;33700;33740;33780;33860;34060;34620;35300;35660;36100;36220;36260;36420;36980;37900;38300;38340;38540;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41100;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45460;45780;45820;46060;46140;46220;46340;46520;46660;46700;47220;47300;47380;47460;47580;48140;48620;48660;48700;48900;49340;49420;49740
2014-09-01,2026-06-01,142,191,27122,81.44744744744744,3,12,0,679,191,0,10180;10420;10500;10540;10740;10780;11020;11100;11180;11460;11540;11700;12620;12700;12940;12980;13020;13220;13380;13460;13740;13780;13820;13900;14010;14020;14260;14500;14540;16180;16220;16300;16540;16620;16820;16940;17020;17420;17660;17820;17860;17900;18020;18140;18580;18700;19460;19500;20020;20100;20220;20740;20940;21060;21300;21340;21500;21780;22140;22180;22380;22420;22500;22540;23060;23420;23460;23540;23580;23900;24020;24260;24300;24500;24540;24580;24780;25220;25500;25620;25980;26140;26300;26620;26820;26980;27060;27100;27140;27180;27260;27340;27740;27780;27860;28100;28740;28940;29020;29180;29540;29700;29740;29940;30020;30140;30620;30700;30980;31180;31340;31540;31740;31860;32780;32900;33220;33260;33540;33660;33700;33740;33780;33860;34060;34620;35300;35660;36100;36220;36260;36420;36980;37900;38300;38340;38540;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41100;41420;41500;41540;41660;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45460;45780;45820;46060;46140;46220;46340;46520;46660;46700;47220;47300;47380;47460;47580;48140;48620;48660;48700;48900;49340;49420;49740
