start_date,end_date,T_months,N_complete_msas,NT,NT_over_N_plus_T,number_excluded_for_ZHVI,number_excluded_for_permits_SA,number_excluded_for_employment_SA,number_excluded_for_geographic_ambiguity,number_containing_preliminary_BLS_observations,number_affected_by_X13_warnings,complete_cbsa_codes
2016-07-01,2026-06-01,120,194,23280,74.14012738853503,1,11,0,679,194,0,10180;10420;10500;10540;10740;10780;11020;11100;11180;11460;11540;11700;12620;12700;12940;12980;13020;13220;13380;13460;13740;13780;13820;13900;14010;14020;14260;14500;14540;15500;16180;16220;16300;16540;16620;16820;16940;17020;17420;17660;17820;17860;17900;18020;18140;18580;18700;19460;19500;20020;20100;20220;20740;20940;21060;21300;21340;21420;21500;21780;22140;22180;22380;22420;22500;22540;23060;23420;23460;23540;23580;23900;24020;24260;24300;24500;24540;24580;24780;25220;25500;25620;25980;26140;26300;26620;26820;26980;27060;27100;27140;27180;27260;27340;27740;27780;27860;28100;28740;28940;29020;29180;29340;29540;29700;29740;29940;30020;30140;30620;30700;30980;31180;31340;31540;31740;31860;32780;32900;33220;33260;33540;33660;33700;33740;33780;33860;34060;34620;35300;35660;36100;36220;36260;36420;36980;37900;38300;38340;38540;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41100;41420;41500;41540;41660;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45460;45780;45820;46060;46140;46220;46340;46520;46660;46700;47220;47300;47380;47460;47580;48140;48620;48660;48700;48900;49340;49420;49740
2014-07-01,2026-06-01,144,190,27360,81.91616766467065,4,12,0,679,190,0,10180;10420;10500;10540;10740;10780;11020;11100;11180;11460;11540;11700;12620;12700;12940;12980;13020;13220;13380;13460;13740;13780;13820;13900;14010;14020;14260;14500;14540;16180;16220;16300;16540;16620;16820;16940;17020;17420;17660;17820;17860;17900;18020;18140;18580;18700;19460;19500;20020;20100;20220;20740;20940;21060;21300;21340;21500;21780;22140;22180;22380;22420;22500;22540;23060;23420;23460;23540;23580;23900;24020;24260;24300;24500;24540;24580;24780;25220;25500;25620;25980;26140;26300;26620;26820;26980;27060;27100;27140;27180;27260;27340;27740;27780;27860;28100;28740;28940;29020;29180;29540;29700;29740;29940;30020;30140;30620;30700;30980;31180;31340;31540;31740;31860;32780;32900;33220;33260;33540;33660;33700;33740;33780;33860;34060;34620;35300;35660;36100;36220;36260;36420;36980;37900;38300;38340;38540;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41100;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45460;45780;45820;46060;46140;46220;46340;46520;46660;46700;47220;47300;47380;47460;47580;48140;48620;48660;48700;48900;49340;49420;49740
2011-07-01,2026-06-01,180,174,31320,88.47457627118644,9,23,0,679,174,0,10180;10420;10500;10740;11020;11100;11180;11460;11540;11700;12620;12700;12940;12980;13020;13380;13460;13740;13780;13820;13900;14020;14260;14500;14540;16180;16220;16300;16620;16820;16940;17020;17420;17660;17820;17860;17900;18020;18140;18580;18700;19460;19500;20020;20100;20220;20740;21060;21300;21340;21500;21780;22140;22180;22380;22420;22500;22540;23060;23420;23460;23540;23580;24020;24300;24500;24540;24580;24780;25500;25980;26300;26620;26820;26980;27060;27100;27140;27180;27260;27340;27740;27780;27860;28740;28940;29020;29180;29540;29700;29740;29940;30020;30620;30700;30980;31180;31340;31540;31740;31860;32780;32900;33260;33540;33660;33700;33740;33780;33860;34060;34620;35300;35660;36100;36220;36260;36420;36980;37900;38300;38340;38540;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41100;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45460;45780;45820;46060;46140;46220;46340;46660;46700;47220;47300;47380;47580;48140;48620;48660;48700;48900;49340;49420;49740
2008-07-01,2026-06-01,216,139,30024,84.57464788732395,46,25,0,679,139,0,10420;10500;10740;11020;11460;11540;11700;12620;12700;12940;12980;13020;13380;13460;13780;13820;14020;14260;14500;14540;16180;16300;16620;16820;16940;17020;17420;17660;17820;17860;18020;18140;18580;19460;20020;21300;21340;21500;21780;22180;22380;22420;22500;23060;23420;23460;23540;23580;24020;24300;24540;24580;24780;25980;26300;26620;26820;27060;27100;27140;27180;27260;27340;27740;27780;27860;28740;28940;29180;29540;29740;29940;30020;30620;30700;30980;31180;31340;31540;32780;32900;33540;33660;33700;33780;33860;34060;35300;35660;36100;36260;36420;37900;38300;38340;38940;39380;39460;39660;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41420;41500;41540;42140;42340;43100;43900;44100;44140;44180;44220;44300;44940;45060;45220;45780;45820;46060;46140;46220;46700;47220;47300;47580;48620;48700;48900;49340;49420;49740
2006-07-01,2026-06-01,240,123,29520,81.32231404958678,67,25,0,679,123,0,10420;10500;10740;11020;11460;11540;11700;12620;12700;12940;12980;13020;13380;13460;13780;13820;14020;14260;14500;14540;16180;16300;16620;17020;17420;17820;17860;18020;18140;18580;20020;21300;21340;21500;21780;22180;22380;22500;23060;23420;23460;23540;23580;24020;24300;24540;26300;26620;26820;27060;27140;27180;27260;27340;27740;27780;27860;28740;28940;29180;29540;29740;29940;30620;30700;30980;31340;31540;32780;32900;33540;33660;33700;33780;33860;35300;35660;36100;36260;36420;37900;38300;38340;38940;39380;39460;39740;39820;39900;40060;40340;40380;40420;40660;40980;41060;41420;41500;41540;42140;42340;43900;44100;44140;44220;44300;45060;45220;45780;45820;46060;46140;46220;46700;47220;47300;47580;48620;48700;48900;49340;49420;49740
2004-07-01,2026-06-01,264,99,26136,72.0,94,25,0,679,99,0,10420;10740;11020;11460;11700;12620;12700;12940;12980;13020;13380;13460;13780;13820;14020;14500;14540;16180;16300;16620;17020;17420;17820;18140;20020;21300;21340;21500;21780;22180;22380;23060;23420;23460;23540;23580;24300;24540;26300;26820;27060;27140;27180;27260;27740;27860;28740;28940;29180;29540;29740;30700;31340;31540;32780;33660;33700;33780;33860;35300;35660;36100;36260;36420;37900;38300;38340;38940;39380;39460;39740;39820;39900;40340;40380;40420;40980;41420;41500;41540;42140;42340;43900;44140;44220;45060;45220;45780;45820;46140;46220;46700;47220;47300;47580;48620;48900;49340;49420
