date,median,n_available,p10,p25,p75,p90,variable
2021-06-01,220223.69663881307,196,148719.5857007713,181181.98357372425,293766.95431707933,410046.9937105862,ZHVI all-homes SA
2021-07-01,222042.81806043844,196,151594.9749277958,183415.63726205655,297641.4029886518,415865.05137041956,ZHVI all-homes SA
2021-08-01,223588.35230673986,196,152872.84979571574,185279.0502871127,299833.8830349977,419711.91190048464,ZHVI all-homes SA
2021-09-01,225470.34724033665,196,153047.92503871064,186228.0212504965,304196.9246725603,421980.47247849463,ZHVI all-homes SA
2021-10-01,227625.73809198342,196,153226.12658012868,187348.6537934169,307566.1705471772,423994.95820289897,ZHVI all-homes SA
2021-11-01,229625.4327595089,196,154186.49782044918,188804.12450481238,311633.8225356945,426665.3660696141,ZHVI all-homes SA
2021-12-01,231934.743674654,196,155346.0496391972,191108.3276097549,315114.8496694951,429888.43770023994,ZHVI all-homes SA
2022-01-01,235396.3310372957,196,156599.81838503218,193429.31370497093,318609.422750063,434784.0781435201,ZHVI all-homes SA
2022-02-01,239506.67414640397,196,158618.23341118597,195730.17704070234,323281.0824357718,441257.2628985822,ZHVI all-homes SA
2022-03-01,244523.67412850258,196,160732.8409291352,198321.79221573382,329657.0266872631,449089.21517432237,ZHVI all-homes SA
2022-04-01,247747.13371903583,196,162699.8964651145,201090.6780448054,335198.58949091774,456408.2453361029,ZHVI all-homes SA
2022-05-01,250430.83691748057,196,164486.77451678744,203529.20576377158,340102.9349915802,461966.5624130319,ZHVI all-homes SA
2022-06-01,253686.33097045805,196,165931.40950060493,205983.54496482568,344713.3370516942,465638.2130506964,ZHVI all-homes SA
2022-07-01,256896.54104430272,196,166420.0424768429,207436.73781816024,347240.9322128947,466829.960938549,ZHVI all-homes SA
2022-08-01,258605.09884243354,196,165933.13985088444,207676.8873700927,347744.41873116646,464946.3365357886,ZHVI all-homes SA
2022-09-01,258525.11730222285,196,165762.93747939635,206583.48389660654,346473.4310556317,460691.50525942724,ZHVI all-homes SA
2022-10-01,258225.01015163743,196,165667.80520649021,206876.62023755987,345650.3684219445,456297.9599309162,ZHVI all-homes SA
2022-11-01,257930.77189552767,196,165782.21820551433,207473.49398433964,344608.3875959507,452316.35848491127,ZHVI all-homes SA
2022-12-01,258147.07114827374,196,166093.23103049796,208225.80435444205,344756.5107757499,448940.63338538224,ZHVI all-homes SA
2023-01-01,258370.0056478557,196,165571.43356155243,208614.93087693732,344591.4255626943,445672.8772879725,ZHVI all-homes SA
2023-02-01,258943.90714439593,196,165329.25150933347,207951.33741695696,344481.3673740692,443198.6581410102,ZHVI all-homes SA
2023-03-01,259021.09526340713,196,165310.17460914605,207995.2401130483,343565.6362127324,441842.63521187555,ZHVI all-homes SA
2023-04-01,260425.92063605727,196,166355.2152509191,209029.89066335233,343804.4516852575,441578.0977758622,ZHVI all-homes SA
2023-05-01,262639.8943725552,196,168137.2343740865,211236.02949267693,344860.9248647134,442507.9517747348,ZHVI all-homes SA
2023-06-01,264630.4149755646,196,169867.47435575252,211979.4676271638,346641.79424337484,444302.1998188009,ZHVI all-homes SA
2023-07-01,266052.03681747173,196,171403.37411475123,213982.12368456056,349622.99509506044,446582.35728615493,ZHVI all-homes SA
2023-08-01,267158.27702825505,196,172479.4974220303,215053.57436905455,353334.1027142384,449008.5669417797,ZHVI all-homes SA
2023-09-01,268997.6501402781,196,173020.91471094603,215674.64335833356,355511.8947261574,450795.38910133013,ZHVI all-homes SA
2023-10-01,270741.1252450414,196,173530.8500168632,215432.4222824943,356285.4075448599,451995.7598233962,ZHVI all-homes SA
2023-11-01,272202.7975939955,196,173574.87821893947,214749.29947278864,357018.0711125024,452923.8222960972,ZHVI all-homes SA
