raw_downloads_complete,x13_manual_install_required,n_zillow_metros,n_matched_permits,n_matched_official_sa_employment,n_matched_all_three_official,n_additional_with_local_employment,common_start_date,common_end_date,n_manual_review_matches,n_micropolitan_permit_rows_excluded,n_archived_existing_files,n_bls_official_sa_series,n_bls_nsa_series,employment_earliest_date,employment_latest_date,n_zillow_current_metropolitan_cbsa,n_zillow_micropolitan_or_non_msa,bls_transport_methods
False,False,894,215,0,0,0,,,679,0,0,0,0,,,215,444,curl_fallback;python_http
