cbsa_code,zhvi_earliest,zhvi_latest,zhvi_internal_missing_months,zhvi_longest_contiguous,permits_nsa_earliest,permits_nsa_latest,permits_nsa_internal_missing_months,permits_nsa_longest_contiguous,permits_sa_earliest,permits_sa_latest,permits_sa_internal_missing_months,permits_sa_longest_contiguous,employment_official_sa_earliest,employment_official_sa_latest,employment_official_sa_internal_missing_months,employment_official_sa_longest_contiguous,employment_local_x13_sa_earliest,employment_local_x13_sa_latest,employment_local_x13_sa_internal_missing_months,employment_local_x13_sa_longest_contiguous
27140,2003-04,2026-06,0,279,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
27180,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
27260,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
27340,2005-08,2026-06,0,251,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
27500,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
27620,2008-04,2026-06,0,219,2004-01,2026-06,84,132,2004-01,2014-12,0,132,,,0,0,,,0,0
27740,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
27780,2004-12,2026-06,0,259,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
27860,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
27900,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
27980,,,0,0,2014-01,2026-06,0,150,2014-01,2026-06,0,150,,,0,0,,,0,0
28020,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
28100,2009-01,2026-06,3,166,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
28140,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
28420,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
28450,,,0,0,2024-01,2026-06,0,30,,,0,0,,,0,0,,,0,0
28660,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
28700,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
28740,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
28880,,,0,0,2024-01,2026-06,0,30,,,0,0,,,0,0,,,0,0
28940,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
29020,2009-01,2026-06,0,210,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
29100,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
29140,,,0,0,2004-01,2013-12,0,120,2004-01,2013-12,0,120,,,0,0,,,0,0
29180,2003-09,2026-06,0,274,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
29200,,,0,0,2014-01,2026-06,0,150,2014-01,2026-06,0,150,,,0,0,,,0,0
29340,2016-02,2026-06,0,125,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
29420,,,0,0,2007-01,2026-06,0,234,2007-01,2026-06,0,234,,,0,0,,,0,0
29460,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
29540,2002-08,2026-06,0,287,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
29620,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
29700,2009-01,2026-06,0,210,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
29740,2002-04,2026-06,0,291,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
29820,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
29940,2004-08,2026-06,0,263,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
30020,2000-01,2026-06,5,217,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
30140,2005-04,2026-06,1,147,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
30300,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
30340,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
30460,,,0,0,2004-01,2026-06,0,270,,,0,0,,,0,0,,,0,0
30500,,,0,0,2024-01,2026-06,0,30,,,0,0,,,0,0,,,0,0
30620,2000-01,2026-06,2,260,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
30700,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
30780,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
30860,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
30980,2000-01,2026-06,1,249,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
31020,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
31080,,,0,0,2014-01,2026-06,0,150,2014-01,2026-06,0,150,,,0,0,,,0,0
31100,,,0,0,2004-01,2013-12,0,120,2004-01,2013-12,0,120,,,0,0,,,0,0
31140,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
31180,2000-01,2026-06,2,236,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
31340,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
31420,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
31460,,,0,0,2004-01,2023-12,0,240,2004-01,2023-12,0,240,,,0,0,,,0,0
31540,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
31700,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
31740,2008-12,2026-06,0,211,2009-01,2026-06,0,210,2009-01,2026-06,0,210,,,0,0,,,0,0
31860,2003-07,2026-06,0,276,2009-01,2026-06,0,210,2009-01,2026-06,0,210,,,0,0,,,0,0
31900,2000-01,2026-06,4,220,2004-01,2026-06,84,132,2004-01,2014-12,0,132,,,0,0,,,0,0
32580,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
32780,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
32820,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
32900,2001-01,2026-06,1,263,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
33100,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
33140,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
33220,2000-01,2026-06,0,318,2014-01,2026-06,0,150,2014-01,2026-06,0,150,,,0,0,,,0,0
33260,2009-01,2026-06,0,210,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
33340,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
33460,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
33500,2009-03,2026-06,0,208,2024-01,2026-06,0,30,,,0,0,,,0,0,,,0,0
33540,2005-02,2026-06,0,257,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
33660,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
33700,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
33740,2000-01,2026-06,2,182,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
33780,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
33860,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
34060,2000-01,2026-06,3,223,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
34100,2000-01,2026-06,3,207,2004-01,2026-06,84,132,2004-01,2014-12,0,132,,,0,0,,,0,0
34580,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
34620,2009-02,2026-06,0,209,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
34740,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
34820,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
34900,2000-01,2026-06,0,318,2004-01,2026-06,84,132,2004-01,2014-12,0,132,,,0,0,,,0,0
34940,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
34980,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
35100,,,0,0,2014-01,2023-12,84,24,,,0,0,,,0,0,,,0,0
35300,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
35380,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
35620,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
35660,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
35840,,,0,0,2010-01,2026-06,0,198,2010-01,2026-06,0,198,,,0,0,,,0,0
35980,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
36100,2004-01,2026-06,0,270,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
36140,,,0,0,2004-01,2023-12,0,240,2004-01,2023-12,0,240,,,0,0,,,0,0
36220,2009-01,2026-06,0,210,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
36260,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
36420,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
36500,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
36540,,,0,0,2004-01,2026-06,0,270,,,0,0,,,0,0,,,0,0
36740,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
36780,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
36980,2000-01,2026-06,2,183,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
37100,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
37140,,,0,0,2024-01,2026-06,0,30,,,0,0,,,0,0,,,0,0
37340,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
37380,,,0,0,2007-01,2013-12,0,84,2007-01,2013-12,0,84,,,0,0,,,0,0
37460,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
37620,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
37700,,,0,0,2004-01,2013-12,0,120,2004-01,2013-12,0,120,,,0,0,,,0,0
37860,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
37900,2002-04,2026-06,0,291,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
37980,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
38060,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
38220,,,0,0,2004-01,2023-12,0,240,2004-01,2023-12,0,240,,,0,0,,,0,0
38240,,,0,0,2024-01,2026-06,0,30,,,0,0,,,0,0,,,0,0
38300,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
38340,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
38540,2009-01,2026-06,0,210,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
38860,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
38900,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
38940,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
39100,,,0,0,2004-01,2023-12,60,120,2004-01,2013-12,0,120,,,0,0,,,0,0
39140,,,0,0,2004-01,2018-12,0,180,2004-01,2018-12,0,180,,,0,0,,,0,0
39150,,,0,0,2019-01,2026-06,0,90,2019-01,2026-06,0,90,,,0,0,,,0,0
39300,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
39340,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
39380,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
39460,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
39540,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
39580,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
39660,2008-06,2026-06,0,217,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
39740,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
39820,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
39900,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
40060,2000-01,2026-06,1,263,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
40140,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
40220,2004-11,2026-06,0,260,2004-01,2026-06,84,132,2004-01,2014-12,0,132,,,0,0,,,0,0
40340,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
40380,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
40420,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
40580,2000-01,2026-06,0,318,2004-01,2026-06,84,132,2004-01,2014-12,0,132,,,0,0,,,0,0
40660,2000-01,2026-06,2,258,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
40900,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
40980,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
41060,2005-06,2026-06,0,253,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
41100,2008-12,2026-06,0,211,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
41140,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
41180,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
41420,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
41500,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
41540,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
41620,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
41660,2014-09,2026-06,0,142,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
41700,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
41740,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
41780,2000-01,2026-06,1,215,2004-01,2026-06,120,120,2004-01,2013-12,0,120,,,0,0,,,0,0
41860,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
41940,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
42020,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
42060,,,0,0,2004-01,2013-12,0,120,2004-01,2013-12,0,120,,,0,0,,,0,0
42100,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
42140,2002-05,2026-06,0,290,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
42200,,,0,0,2014-01,2026-06,0,150,2014-01,2026-06,0,150,,,0,0,,,0,0
42220,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
42260,,,0,0,2004-01,2007-11,0,47,,,0,0,,,0,0,,,0,0
42340,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
42540,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
42660,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
42680,,,0,0,2006-01,2026-06,0,246,2006-01,2026-06,0,246,,,0,0,,,0,0
42700,2004-01,2026-06,0,270,2014-01,2026-06,84,54,,,0,0,,,0,0,,,0,0
43100,2008-03,2026-06,0,220,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
43300,,,0,0,2004-01,2026-06,84,132,2004-01,2014-12,0,132,,,0,0,,,0,0
43340,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
43420,,,0,0,2014-01,2026-06,0,150,2014-01,2026-06,0,150,,,0,0,,,0,0
43580,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
43620,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
43640,,,0,0,2024-01,2026-06,0,30,,,0,0,,,0,0,,,0,0
43780,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
43900,2003-03,2026-06,0,280,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
44060,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
44100,2006-07,2026-06,0,240,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
44140,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
44180,2007-08,2026-06,0,227,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
44220,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
44300,2005-07,2026-06,0,252,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
44420,,,0,0,2014-01,2026-06,0,150,2014-01,2026-06,0,150,,,0,0,,,0,0
44600,,,0,0,2010-01,2013-12,0,48,,,0,0,,,0,0,,,0,0
44700,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
44940,2008-07,2026-06,0,216,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
45060,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
45220,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
45300,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
45460,2009-01,2026-06,0,210,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
45500,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
45540,,,0,0,2014-01,2023-12,0,120,2014-01,2023-12,0,120,,,0,0,,,0,0
45780,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
45820,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
45900,2000-01,2026-06,0,318,2024-01,2026-06,0,30,,,0,0,,,0,0,,,0,0
45940,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
46060,2000-01,2026-06,1,253,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
46140,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
46220,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
46300,2005-05,2026-06,0,254,2018-01,2026-06,0,102,2018-01,2026-06,0,102,,,0,0,,,0,0
46340,2009-01,2026-06,0,210,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
46520,2000-01,2026-06,0,318,2014-01,2026-06,0,150,2014-01,2026-06,0,150,,,0,0,,,0,0
46540,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
46660,2000-01,2026-06,3,204,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
46700,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
46940,,,0,0,2004-01,2005-12,0,24,,,0,0,,,0,0,,,0,0
47020,2016-02,2026-06,0,125,2004-01,2026-06,84,132,2004-01,2014-12,0,132,,,0,0,,,0,0
47220,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
47260,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
47300,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
47380,2009-01,2026-06,0,210,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
47460,2000-01,2026-06,2,272,2014-01,2026-06,0,150,2014-01,2026-06,0,150,,,0,0,,,0,0
47580,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
47900,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
47930,,,0,0,2024-01,2026-06,0,30,,,0,0,,,0,0,,,0,0
47940,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
48060,,,0,0,2014-01,2026-06,0,150,2014-01,2026-06,0,150,,,0,0,,,0,0
48140,2009-01,2026-06,0,210,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
48260,,,0,0,2004-01,2026-06,48,150,2014-01,2026-06,0,150,,,0,0,,,0,0
48300,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
48540,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
48620,2002-04,2026-06,0,291,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
48660,2009-01,2026-06,0,210,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
48680,,,0,0,2024-01,2026-06,0,30,,,0,0,,,0,0,,,0,0
48700,2000-01,2026-06,3,247,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
48900,2003-05,2026-06,0,278,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
49020,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
49180,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
49340,2000-01,2026-06,0,318,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
49420,2000-05,2026-06,0,314,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
49620,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
49660,,,0,0,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
49700,2004-01,2026-06,0,270,2004-01,2026-06,84,132,2004-01,2014-12,0,132,,,0,0,,,0,0
49740,2002-04,2026-06,1,262,2004-01,2026-06,0,270,2004-01,2026-06,0,270,,,0,0,,,0,0
