zillow_region_id,zillow_region_name,state_name,region_type,normalized_title,cbsa_code,official_title,classification,classification_reason,deterministic_rule
394508,"Crescent City, CA",CA,msa,crescent city ca,18860,"Crescent City, CA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
753875,"Crestview, FL",FL,msa,crestview fl,,,unresolved,no deterministic exact-code or exact-title match,
394509,"Crossville, TN",TN,msa,crossville tn,18900,"Crossville, TN",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394511,"Cullman, AL",AL,msa,cullman al,18980,"Cullman, AL",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
753877,"Cullowhee, NC",NC,msa,cullowhee nc,,,unresolved,no deterministic exact-code or exact-title match,
394513,"Cumberland, MD",MD,msa,cumberland md,,,unresolved,no deterministic exact-code or exact-title match,
394514,"Dallas, TX",TX,msa,dallas tx,,,unresolved,no deterministic exact-code or exact-title match,
394515,"Dalton, GA",GA,msa,dalton ga,19140,"Dalton, GA",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394516,"Danville, IL",IL,msa,danville il,19180,"Danville, IL",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394517,"Danville, KY",KY,msa,danville ky,19220,"Danville, KY",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394518,"Danville, VA",VA,msa,danville va,19260,"Danville, VA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394519,"Daphne, AL",AL,msa,daphne al,,,unresolved,no deterministic exact-code or exact-title match,
394520,"Davenport, IA",IL,msa,davenport ia,,,unresolved,no deterministic exact-code or exact-title match,
753878,"Dayton, TN",TN,msa,dayton tn,,,unresolved,no deterministic exact-code or exact-title match,
394522,"DeRidder, LA",LA,msa,deridder la,19760,"DeRidder, LA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394523,"Decatur, AL",AL,msa,decatur al,19460,"Decatur, AL",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394524,"Decatur, IL",IL,msa,decatur il,19500,"Decatur, IL",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394525,"Decatur, IN",IN,msa,decatur in,19540,"Decatur, IN",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394526,"Defiance, OH",OH,msa,defiance oh,19580,"Defiance, OH",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394527,"Del Rio, TX",TX,msa,del rio tx,19620,"Del Rio, TX",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394528,"Deltona, FL",FL,msa,deltona fl,,,unresolved,no deterministic exact-code or exact-title match,
394529,"Deming, NM",NM,msa,deming nm,19700,"Deming, NM",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394530,"Denver, CO",CO,msa,denver co,,,unresolved,no deterministic exact-code or exact-title match,
394531,"Des Moines, IA",IA,msa,des moines ia,19780,"Des Moines, IA",historical_or_retired_cbsa,observed in BPS/BLS but not current 2023 CBSA title,legacy_source_title_exact
394532,"Detroit, MI",MI,msa,detroit mi,,,unresolved,no deterministic exact-code or exact-title match,
394533,"Dickinson, ND",ND,msa,dickinson nd,19860,"Dickinson, ND",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394535,"Dixon, IL",IL,msa,dixon il,19940,"Dixon, IL",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394536,"Dodge City, KS",KS,msa,dodge city ks,19980,"Dodge City, KS",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394537,"Dothan, AL",AL,msa,dothan al,20020,"Dothan, AL",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394538,"Douglas, GA",GA,msa,douglas ga,20060,"Douglas, GA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394539,"Dover, DE",DE,msa,dover de,20100,"Dover, DE",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394541,"DuBois, PA",PA,msa,dubois pa,20180,"DuBois, PA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394540,"Dublin, GA",GA,msa,dublin ga,20140,"Dublin, GA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394542,"Dubuque, IA",IA,msa,dubuque ia,20220,"Dubuque, IA",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394543,"Duluth, MN",MN,msa,duluth mn,,,unresolved,no deterministic exact-code or exact-title match,
394544,"Dumas, TX",TX,msa,dumas tx,20300,"Dumas, TX",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394545,"Duncan, OK",OK,msa,duncan ok,20340,"Duncan, OK",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394547,"Durango, CO",CO,msa,durango co,20420,"Durango, CO",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394548,"Durant, OK",OK,msa,durant ok,20460,"Durant, OK",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394549,"Durham, NC",NC,msa,durham nc,20500,"Durham, NC",historical_or_retired_cbsa,observed in BPS/BLS but not current 2023 CBSA title,legacy_source_title_exact
394550,"Dyersburg, TN",TN,msa,dyersburg tn,20540,"Dyersburg, TN",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394551,"Eagle Pass, TX",TX,msa,eagle pass tx,20580,"Eagle Pass, TX",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394553,"East Stroudsburg, PA",PA,msa,east stroudsburg pa,20700,"East Stroudsburg, PA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394554,"Easton, MD",MD,msa,easton md,20660,"Easton, MD",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394555,"Eau Claire, WI",WI,msa,eau claire wi,20740,"Eau Claire, WI",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394556,"Edwards, CO",CO,msa,edwards co,20780,"Edwards, CO",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394557,"Effingham, IL",IL,msa,effingham il,20820,"Effingham, IL",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394558,"El Campo, TX",TX,msa,el campo tx,20900,"El Campo, TX",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394559,"El Centro, CA",CA,msa,el centro ca,20940,"El Centro, CA",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394560,"El Dorado, AR",AR,msa,el dorado ar,20980,"El Dorado, AR",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394561,"El Paso, TX",TX,msa,el paso tx,21340,"El Paso, TX",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394562,"Elizabeth City, NC",NC,msa,elizabeth city nc,21020,"Elizabeth City, NC",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394563,"Elizabethtown, KY",KY,msa,elizabethtown ky,21060,"Elizabethtown, KY",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394564,"Elk City, OK",OK,msa,elk city ok,21120,"Elk City, OK",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394565,"Elkhart, IN",IN,msa,elkhart in,,,unresolved,no deterministic exact-code or exact-title match,
753879,"Elkins, WV",WV,msa,elkins wv,21180,"Elkins, WV",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394566,"Elko, NV",NV,msa,elko nv,21220,"Elko, NV",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394567,"Ellensburg, WA",WA,msa,ellensburg wa,21260,"Ellensburg, WA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394568,"Elmira, NY",NY,msa,elmira ny,21300,"Elmira, NY",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394569,"Emporia, KS",KS,msa,emporia ks,21380,"Emporia, KS",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394570,"Enid, OK",OK,msa,enid ok,21420,"Enid, OK",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394571,"Enterprise, AL",AL,msa,enterprise al,21460,"Enterprise, AL",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394572,"Erie, PA",PA,msa,erie pa,21500,"Erie, PA",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394573,"Escanaba, MI",MI,msa,escanaba mi,21540,"Escanaba, MI",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394574,"Espa±ola, NM",NM,msa,espaola nm,,,unresolved,no deterministic exact-code or exact-title match,
394576,"Eugene, OR",OR,msa,eugene or,21660,"Eugene, OR",historical_or_retired_cbsa,observed in BPS/BLS but not current 2023 CBSA title,legacy_source_title_exact
394577,"Eureka, CA",CA,msa,eureka ca,,,unresolved,no deterministic exact-code or exact-title match,
394578,"Evanston, WY",WY,msa,evanston wy,,,unresolved,no deterministic exact-code or exact-title match,
394579,"Evansville, IN",IN,msa,evansville in,21780,"Evansville, IN",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394580,"Fairbanks, AK",AK,msa,fairbanks ak,21820,"Fairbanks, AK",historical_or_retired_cbsa,observed in BPS/BLS but not current 2023 CBSA title,legacy_source_title_exact
753880,"Fairfield, IA",IA,msa,fairfield ia,,,unresolved,no deterministic exact-code or exact-title match,
394582,"Fairmont, WV",WV,msa,fairmont wv,21900,"Fairmont, WV",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394584,"Fallon, NV",NV,msa,fallon nv,21980,"Fallon, NV",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394585,"Fargo, ND",ND,msa,fargo nd,,,unresolved,no deterministic exact-code or exact-title match,
394586,"Faribault, MN",MN,msa,faribault mn,,,unresolved,no deterministic exact-code or exact-title match,
394587,"Farmington, MO",MO,msa,farmington mo,22100,"Farmington, MO",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394588,"Farmington, NM",NM,msa,farmington nm,22140,"Farmington, NM",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394590,"Fayetteville, AR",AR,msa,fayetteville ar,,,unresolved,no deterministic exact-code or exact-title match,
394589,"Fayetteville, NC",NC,msa,fayetteville nc,22180,"Fayetteville, NC",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394591,"Fergus Falls, MN",MN,msa,fergus falls mn,22260,"Fergus Falls, MN",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394592,"Fernley, NV",NV,msa,fernley nv,,,unresolved,no deterministic exact-code or exact-title match,
394593,"Findlay, OH",OH,msa,findlay oh,22300,"Findlay, OH",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394594,"Fitzgerald, GA",GA,msa,fitzgerald ga,22340,"Fitzgerald, GA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394595,"Flagstaff, AZ",AZ,msa,flagstaff az,22380,"Flagstaff, AZ",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394596,"Flint, MI",MI,msa,flint mi,22420,"Flint, MI",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394598,"Florence, AL",AL,msa,florence al,,,unresolved,no deterministic exact-code or exact-title match,
394597,"Florence, SC",SC,msa,florence sc,22500,"Florence, SC",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394599,"Fond du Lac, WI",WI,msa,fond du lac wi,22540,"Fond du Lac, WI",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394600,"Forest City, NC",NC,msa,forest city nc,22580,"Forest City, NC",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394601,"Forrest City, AR",AR,msa,forrest city ar,22620,"Forrest City, AR",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394602,"Fort Collins, CO",CO,msa,fort collins co,22660,"Fort Collins, CO",historical_or_retired_cbsa,observed in BPS/BLS but not current 2023 CBSA title,legacy_source_title_exact
394604,"Fort Leonard Wood, MO",MO,msa,fort leonard wood mo,22780,"Fort Leonard Wood, MO",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394605,"Fort Madison, IA",IA,msa,fort madison ia,22800,"Fort Madison, IA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394606,"Fort Morgan, CO",CO,msa,fort morgan co,22820,"Fort Morgan, CO",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394608,"Fort Polk South, LA",LA,msa,fort polk south la,,,unresolved,no deterministic exact-code or exact-title match,
394609,"Fort Smith, AR",AR,msa,fort smith ar,,,unresolved,no deterministic exact-code or exact-title match,
394612,"Fort Wayne, IN",IN,msa,fort wayne in,23060,"Fort Wayne, IN",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394613,"Frankfort, IN",IN,msa,frankfort in,23140,"Frankfort, IN",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394614,"Frankfort, KY",KY,msa,frankfort ky,23180,"Frankfort, KY",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394615,"Fredericksburg, TX",TX,msa,fredericksburg tx,23240,"Fredericksburg, TX",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394616,"Freeport, IL",IL,msa,freeport il,23300,"Freeport, IL",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394617,"Fremont, NE",NE,msa,fremont ne,23340,"Fremont, NE",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394618,"Fremont, OH",OH,msa,fremont oh,23380,"Fremont, OH",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394619,"Fresno, CA",CA,msa,fresno ca,23420,"Fresno, CA",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394620,"Gadsden, AL",AL,msa,gadsden al,23460,"Gadsden, AL",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394621,"Gaffney, SC",SC,msa,gaffney sc,23500,"Gaffney, SC",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394622,"Gainesville, FL",FL,msa,gainesville fl,23540,"Gainesville, FL",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394623,"Gainesville, GA",GA,msa,gainesville ga,23580,"Gainesville, GA",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394624,"Gainesville, TX",TX,msa,gainesville tx,23620,"Gainesville, TX",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394625,"Galesburg, IL",IL,msa,galesburg il,23660,"Galesburg, IL",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394626,"Gallup, NM",NM,msa,gallup nm,23700,"Gallup, NM",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394627,"Garden City, KS",KS,msa,garden city ks,23780,"Garden City, KS",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394628,"Gardnerville Ranchos, NV",NV,msa,gardnerville ranchos nv,,,unresolved,no deterministic exact-code or exact-title match,
394629,"Georgetown, SC",SC,msa,georgetown sc,,,unresolved,no deterministic exact-code or exact-title match,
394630,"Gettysburg, PA",PA,msa,gettysburg pa,23900,"Gettysburg, PA",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394631,"Gillette, WY",WY,msa,gillette wy,23940,"Gillette, WY",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394632,"Glasgow, KY",KY,msa,glasgow ky,23980,"Glasgow, KY",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394633,"Glens Falls, NY",NY,msa,glens falls ny,24020,"Glens Falls, NY",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
753881,"Glenwood Springs, CO",CO,msa,glenwood springs co,,,unresolved,no deterministic exact-code or exact-title match,
394634,"Gloversville, NY",NY,msa,gloversville ny,24100,"Gloversville, NY",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394635,"Goldsboro, NC",NC,msa,goldsboro nc,24140,"Goldsboro, NC",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394637,"Grand Forks, ND",MN,msa,grand forks nd,,,unresolved,no deterministic exact-code or exact-title match,
394638,"Grand Island, NE",NE,msa,grand island ne,24260,"Grand Island, NE",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394639,"Grand Junction, CO",CO,msa,grand junction co,24300,"Grand Junction, CO",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394640,"Grand Rapids, MI",MI,msa,grand rapids mi,,,unresolved,no deterministic exact-code or exact-title match,
394641,"Grants Pass, OR",OR,msa,grants pass or,24420,"Grants Pass, OR",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394642,"Grants, NM",NM,msa,grants nm,,,unresolved,no deterministic exact-code or exact-title match,
394643,"Great Bend, KS",KS,msa,great bend ks,24460,"Great Bend, KS",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394644,"Great Falls, MT",MT,msa,great falls mt,24500,"Great Falls, MT",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394645,"Greeley, CO",CO,msa,greeley co,24540,"Greeley, CO",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394646,"Green Bay, WI",WI,msa,green bay wi,24580,"Green Bay, WI",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394647,"Greeneville, TN",TN,msa,greeneville tn,24620,"Greeneville, TN",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394648,"Greensboro, NC",NC,msa,greensboro nc,,,unresolved,no deterministic exact-code or exact-title match,
394649,"Greensburg, IN",IN,msa,greensburg in,24700,"Greensburg, IN",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394650,"Greenville, MS",MS,msa,greenville ms,24740,"Greenville, MS",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394651,"Greenville, NC",NC,msa,greenville nc,24780,"Greenville, NC",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394652,"Greenville, OH",OH,msa,greenville oh,24820,"Greenville, OH",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394653,"Greenville, SC",SC,msa,greenville sc,24860,"Greenville, SC",historical_or_retired_cbsa,observed in BPS/BLS but not current 2023 CBSA title,legacy_source_title_exact
394654,"Greenwood, MS",MS,msa,greenwood ms,24900,"Greenwood, MS",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394655,"Greenwood, SC",SC,msa,greenwood sc,24940,"Greenwood, SC",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394656,"Grenada, MS",MS,msa,grenada ms,24980,"Grenada, MS",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394658,"Gulfport, MS",MS,msa,gulfport ms,,,unresolved,no deterministic exact-code or exact-title match,
394659,"Guymon, OK",OK,msa,guymon ok,25100,"Guymon, OK",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394660,"Hagerstown, MD",MD,msa,hagerstown md,,,unresolved,no deterministic exact-code or exact-title match,
753884,"Hailey, ID",ID,msa,hailey id,25200,"Hailey, ID",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394661,"Hammond, LA",LA,msa,hammond la,25220,"Hammond, LA",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394662,"Hanford, CA",CA,msa,hanford ca,,,unresolved,no deterministic exact-code or exact-title match,
394663,"Hannibal, MO",MO,msa,hannibal mo,25300,"Hannibal, MO",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394666,"Harrisburg, PA",PA,msa,harrisburg pa,,,unresolved,no deterministic exact-code or exact-title match,
394667,"Harrison, AR",AR,msa,harrison ar,25460,"Harrison, AR",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394668,"Harrisonburg, VA",VA,msa,harrisonburg va,25500,"Harrisonburg, VA",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394669,"Hartford, CT",CT,msa,hartford ct,,,unresolved,no deterministic exact-code or exact-title match,
394670,"Hastings, NE",NE,msa,hastings ne,25580,"Hastings, NE",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394671,"Hattiesburg, MS",MS,msa,hattiesburg ms,25620,"Hattiesburg, MS",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394673,"Hays, KS",KS,msa,hays ks,25700,"Hays, KS",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394674,"Heber, UT",UT,msa,heber ut,25720,"Heber, UT",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394676,"Helena, AR",AR,msa,helena ar,,,unresolved,no deterministic exact-code or exact-title match,
394675,"Helena, MT",MT,msa,helena mt,25740,"Helena, MT",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394677,"Henderson, NC",NC,msa,henderson nc,25780,"Henderson, NC",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394678,"Hereford, TX",TX,msa,hereford tx,25820,"Hereford, TX",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
753887,"Hermiston, OR",OR,msa,hermiston or,,,unresolved,no deterministic exact-code or exact-title match,
394679,"Hickory, NC",NC,msa,hickory nc,,,unresolved,no deterministic exact-code or exact-title match,
753889,"Hillsdale, MI",MI,msa,hillsdale mi,25880,"Hillsdale, MI",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394680,"Hilo, HI",HI,msa,hilo hi,,,unresolved,no deterministic exact-code or exact-title match,
394681,"Hilton Head Island, SC",SC,msa,hilton head island sc,,,unresolved,no deterministic exact-code or exact-title match,
394682,"Hinesville, GA",GA,msa,hinesville ga,25980,"Hinesville, GA",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394683,"Hobbs, NM",NM,msa,hobbs nm,26020,"Hobbs, NM",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
753890,"Holland, MI",MI,msa,holland mi,26090,"Holland, MI",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394685,"Homosassa Springs, FL",FL,msa,homosassa springs fl,26140,"Homosassa Springs, FL",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394687,"Hood River, OR",OR,msa,hood river or,26220,"Hood River, OR",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394689,"Hot Springs, AR",AR,msa,hot springs ar,26300,"Hot Springs, AR",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394690,"Houghton, MI",MI,msa,houghton mi,26340,"Houghton, MI",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394691,"Houma, LA",LA,msa,houma la,,,unresolved,no deterministic exact-code or exact-title match,
394692,"Houston, TX",TX,msa,houston tx,,,unresolved,no deterministic exact-code or exact-title match,
394693,"Hudson, NY",NY,msa,hudson ny,26460,"Hudson, NY",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394695,"Huntingdon, PA",PA,msa,huntingdon pa,26500,"Huntingdon, PA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394696,"Huntington, IN",IN,msa,huntington in,26540,"Huntington, IN",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394697,"Huntington, WV",OH,msa,huntington wv,,,unresolved,no deterministic exact-code or exact-title match,
394698,"Huntsville, AL",AL,msa,huntsville al,26620,"Huntsville, AL",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394699,"Huntsville, TX",TX,msa,huntsville tx,26660,"Huntsville, TX",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394700,"Huron, SD",SD,msa,huron sd,26700,"Huron, SD",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394701,"Hutchinson, KS",KS,msa,hutchinson ks,26740,"Hutchinson, KS",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394702,"Hutchinson, MN",MN,msa,hutchinson mn,26780,"Hutchinson, MN",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394703,"Idaho Falls, ID",ID,msa,idaho falls id,26820,"Idaho Falls, ID",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394704,"Indiana, PA",PA,msa,indiana pa,26860,"Indiana, PA",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394705,"Indianapolis, IN",IN,msa,indianapolis in,26900,"Indianapolis, IN",historical_or_retired_cbsa,observed in BPS/BLS but not current 2023 CBSA title,legacy_source_title_exact
394706,"Indianola, MS",MS,msa,indianola ms,,,unresolved,no deterministic exact-code or exact-title match,
394707,"Iowa City, IA",IA,msa,iowa city ia,26980,"Iowa City, IA",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394708,"Iron Mountain, MI",MI,msa,iron mountain mi,,,unresolved,no deterministic exact-code or exact-title match,
394709,"Ithaca, NY",NY,msa,ithaca ny,27060,"Ithaca, NY",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394710,"Jackson, MI",MI,msa,jackson mi,27100,"Jackson, MI",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394711,"Jackson, MS",MS,msa,jackson ms,27140,"Jackson, MS",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
753892,"Jackson, OH",OH,msa,jackson oh,,,unresolved,no deterministic exact-code or exact-title match,
394712,"Jackson, TN",TN,msa,jackson tn,27180,"Jackson, TN",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394713,"Jackson, WY",WY,msa,jackson wy,,,unresolved,no deterministic exact-code or exact-title match,
394714,"Jacksonville, FL",FL,msa,jacksonville fl,27260,"Jacksonville, FL",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394715,"Jacksonville, IL",IL,msa,jacksonville il,27300,"Jacksonville, IL",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394716,"Jacksonville, NC",NC,msa,jacksonville nc,27340,"Jacksonville, NC",current_metropolitan_cbsa,exact normalized Census CBSA title match,normalized_title_exact
394717,"Jacksonville, TX",TX,msa,jacksonville tx,27380,"Jacksonville, TX",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394718,"Jamestown, ND",ND,msa,jamestown nd,27420,"Jamestown, ND",current_micropolitan_cbsa,exact normalized Census micropolitan title match,normalized_title_exact
394719,"Jamestown, NY",NY,msa,jamestown ny,,,unresolved,no deterministic exact-code or exact-title match,
394720,"Janesville, WI",WI,msa,janesville wi,27500,"Janesville, WI",historical_or_retired_cbsa,observed in BPS/BLS but not current 2023 CBSA title,legacy_source_title_exact
