cbsa_code,cbsa_name,metro_micro_type,county_fips,county_name,state_name
18140,"Columbus, OH",Metropolitan Statistical Area,39127,Perry County,Ohio
18140,"Columbus, OH",Metropolitan Statistical Area,39129,Pickaway County,Ohio
18140,"Columbus, OH",Metropolitan Statistical Area,39159,Union County,Ohio
18580,"Corpus Christi, TX",Metropolitan Statistical Area,48007,Aransas County,Texas
18580,"Corpus Christi, TX",Metropolitan Statistical Area,48355,Nueces County,Texas
18580,"Corpus Christi, TX",Metropolitan Statistical Area,48409,San Patricio County,Texas
18700,"Corvallis, OR",Metropolitan Statistical Area,41003,Benton County,Oregon
18880,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,12091,Okaloosa County,Florida
18880,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,12131,Walton County,Florida
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,48085,Collin County,Texas
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,48113,Dallas County,Texas
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,48121,Denton County,Texas
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,48139,Ellis County,Texas
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,48231,Hunt County,Texas
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,48257,Kaufman County,Texas
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,48397,Rockwall County,Texas
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,48251,Johnson County,Texas
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,48367,Parker County,Texas
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,48439,Tarrant County,Texas
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,48497,Wise County,Texas
19140,"Dalton, GA",Metropolitan Statistical Area,13213,Murray County,Georgia
19140,"Dalton, GA",Metropolitan Statistical Area,13313,Whitfield County,Georgia
19300,"Daphne-Fairhope-Foley, AL",Metropolitan Statistical Area,01003,Baldwin County,Alabama
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,17073,Henry County,Illinois
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,17131,Mercer County,Illinois
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,17161,Rock Island County,Illinois
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,19163,Scott County,Iowa
19430,"Dayton-Kettering-Beavercreek, OH",Metropolitan Statistical Area,39057,Greene County,Ohio
19430,"Dayton-Kettering-Beavercreek, OH",Metropolitan Statistical Area,39109,Miami County,Ohio
19430,"Dayton-Kettering-Beavercreek, OH",Metropolitan Statistical Area,39113,Montgomery County,Ohio
19460,"Decatur, AL",Metropolitan Statistical Area,01079,Lawrence County,Alabama
19460,"Decatur, AL",Metropolitan Statistical Area,01103,Morgan County,Alabama
19500,"Decatur, IL",Metropolitan Statistical Area,17115,Macon County,Illinois
19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,12035,Flagler County,Florida
19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,12127,Volusia County,Florida
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,08001,Adams County,Colorado
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,08005,Arapahoe County,Colorado
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,08014,Broomfield County,Colorado
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,08019,Clear Creek County,Colorado
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,08031,Denver County,Colorado
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,08035,Douglas County,Colorado
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,08039,Elbert County,Colorado
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,08047,Gilpin County,Colorado
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,08059,Jefferson County,Colorado
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,08093,Park County,Colorado
19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,19049,Dallas County,Iowa
19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,19077,Guthrie County,Iowa
19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,19099,Jasper County,Iowa
19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,19121,Madison County,Iowa
19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,19153,Polk County,Iowa
19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,19181,Warren County,Iowa
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,26163,Wayne County,Michigan
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,26087,Lapeer County,Michigan
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,26093,Livingston County,Michigan
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,26099,Macomb County,Michigan
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,26125,Oakland County,Michigan
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,26147,St. Clair County,Michigan
20020,"Dothan, AL",Metropolitan Statistical Area,01061,Geneva County,Alabama
20020,"Dothan, AL",Metropolitan Statistical Area,01067,Henry County,Alabama
20020,"Dothan, AL",Metropolitan Statistical Area,01069,Houston County,Alabama
20100,"Dover, DE",Metropolitan Statistical Area,10001,Kent County,Delaware
20220,"Dubuque, IA",Metropolitan Statistical Area,19061,Dubuque County,Iowa
20260,"Duluth, MN-WI",Metropolitan Statistical Area,27017,Carlton County,Minnesota
20260,"Duluth, MN-WI",Metropolitan Statistical Area,27137,St. Louis County,Minnesota
20260,"Duluth, MN-WI",Metropolitan Statistical Area,55031,Douglas County,Wisconsin
20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,37037,Chatham County,North Carolina
20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,37063,Durham County,North Carolina
20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,37135,Orange County,North Carolina
20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,37145,Person County,North Carolina
20580,"Eagle Pass, TX",Metropolitan Statistical Area,48323,Maverick County,Texas
20740,"Eau Claire, WI",Metropolitan Statistical Area,55017,Chippewa County,Wisconsin
20740,"Eau Claire, WI",Metropolitan Statistical Area,55035,Eau Claire County,Wisconsin
20940,"El Centro, CA",Metropolitan Statistical Area,06025,Imperial County,California
21060,"Elizabethtown, KY",Metropolitan Statistical Area,21093,Hardin County,Kentucky
21060,"Elizabethtown, KY",Metropolitan Statistical Area,21123,Larue County,Kentucky
21140,"Elkhart-Goshen, IN",Metropolitan Statistical Area,18039,Elkhart County,Indiana
21300,"Elmira, NY",Metropolitan Statistical Area,36015,Chemung County,New York
21340,"El Paso, TX",Metropolitan Statistical Area,48141,El Paso County,Texas
21340,"El Paso, TX",Metropolitan Statistical Area,48229,Hudspeth County,Texas
21420,"Enid, OK",Metropolitan Statistical Area,40047,Garfield County,Oklahoma
21500,"Erie, PA",Metropolitan Statistical Area,42049,Erie County,Pennsylvania
21660,"Eugene-Springfield, OR",Metropolitan Statistical Area,41039,Lane County,Oregon
21780,"Evansville, IN",Metropolitan Statistical Area,18129,Posey County,Indiana
21780,"Evansville, IN",Metropolitan Statistical Area,18163,Vanderburgh County,Indiana
21780,"Evansville, IN",Metropolitan Statistical Area,18173,Warrick County,Indiana
21820,"Fairbanks-College, AK",Metropolitan Statistical Area,02090,Fairbanks North Star Borough,Alaska
22020,"Fargo, ND-MN",Metropolitan Statistical Area,27027,Clay County,Minnesota
22020,"Fargo, ND-MN",Metropolitan Statistical Area,38017,Cass County,North Dakota
22140,"Farmington, NM",Metropolitan Statistical Area,35045,San Juan County,New Mexico
22180,"Fayetteville, NC",Metropolitan Statistical Area,37051,Cumberland County,North Carolina
22180,"Fayetteville, NC",Metropolitan Statistical Area,37093,Hoke County,North Carolina
22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,05007,Benton County,Arkansas
22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,05087,Madison County,Arkansas
22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,05143,Washington County,Arkansas
22380,"Flagstaff, AZ",Metropolitan Statistical Area,04005,Coconino County,Arizona
22420,"Flint, MI",Metropolitan Statistical Area,26049,Genesee County,Michigan
22500,"Florence, SC",Metropolitan Statistical Area,45031,Darlington County,South Carolina
22500,"Florence, SC",Metropolitan Statistical Area,45041,Florence County,South Carolina
22520,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,01033,Colbert County,Alabama
22520,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,01077,Lauderdale County,Alabama
22540,"Fond du Lac, WI",Metropolitan Statistical Area,55039,Fond du Lac County,Wisconsin
22660,"Fort Collins-Loveland, CO",Metropolitan Statistical Area,08069,Larimer County,Colorado
22900,"Fort Smith, AR-OK",Metropolitan Statistical Area,05033,Crawford County,Arkansas
22900,"Fort Smith, AR-OK",Metropolitan Statistical Area,05131,Sebastian County,Arkansas
22900,"Fort Smith, AR-OK",Metropolitan Statistical Area,40135,Sequoyah County,Oklahoma
23060,"Fort Wayne, IN",Metropolitan Statistical Area,18003,Allen County,Indiana
23060,"Fort Wayne, IN",Metropolitan Statistical Area,18179,Wells County,Indiana
23060,"Fort Wayne, IN",Metropolitan Statistical Area,18183,Whitley County,Indiana
23420,"Fresno, CA",Metropolitan Statistical Area,06019,Fresno County,California
23420,"Fresno, CA",Metropolitan Statistical Area,06039,Madera County,California
23460,"Gadsden, AL",Metropolitan Statistical Area,01055,Etowah County,Alabama
23540,"Gainesville, FL",Metropolitan Statistical Area,12001,Alachua County,Florida
23540,"Gainesville, FL",Metropolitan Statistical Area,12041,Gilchrist County,Florida
23540,"Gainesville, FL",Metropolitan Statistical Area,12075,Levy County,Florida
23580,"Gainesville, GA",Metropolitan Statistical Area,13139,Hall County,Georgia
23900,"Gettysburg, PA",Metropolitan Statistical Area,42001,Adams County,Pennsylvania
24020,"Glens Falls, NY",Metropolitan Statistical Area,36113,Warren County,New York
24020,"Glens Falls, NY",Metropolitan Statistical Area,36115,Washington County,New York
24140,"Goldsboro, NC",Metropolitan Statistical Area,37191,Wayne County,North Carolina
24220,"Grand Forks, ND-MN",Metropolitan Statistical Area,27119,Polk County,Minnesota
24220,"Grand Forks, ND-MN",Metropolitan Statistical Area,38035,Grand Forks County,North Dakota
24260,"Grand Island, NE",Metropolitan Statistical Area,31079,Hall County,Nebraska
24260,"Grand Island, NE",Metropolitan Statistical Area,31093,Howard County,Nebraska
24260,"Grand Island, NE",Metropolitan Statistical Area,31121,Merrick County,Nebraska
24300,"Grand Junction, CO",Metropolitan Statistical Area,08077,Mesa County,Colorado
24340,"Grand Rapids-Wyoming-Kentwood, MI",Metropolitan Statistical Area,26015,Barry County,Michigan
24340,"Grand Rapids-Wyoming-Kentwood, MI",Metropolitan Statistical Area,26067,Ionia County,Michigan
24340,"Grand Rapids-Wyoming-Kentwood, MI",Metropolitan Statistical Area,26081,Kent County,Michigan
24340,"Grand Rapids-Wyoming-Kentwood, MI",Metropolitan Statistical Area,26117,Montcalm County,Michigan
24340,"Grand Rapids-Wyoming-Kentwood, MI",Metropolitan Statistical Area,26139,Ottawa County,Michigan
24420,"Grants Pass, OR",Metropolitan Statistical Area,41033,Josephine County,Oregon
24500,"Great Falls, MT",Metropolitan Statistical Area,30013,Cascade County,Montana
24540,"Greeley, CO",Metropolitan Statistical Area,08123,Weld County,Colorado
24580,"Green Bay, WI",Metropolitan Statistical Area,55009,Brown County,Wisconsin
24580,"Green Bay, WI",Metropolitan Statistical Area,55061,Kewaunee County,Wisconsin
24580,"Green Bay, WI",Metropolitan Statistical Area,55083,Oconto County,Wisconsin
24660,"Greensboro-High Point, NC",Metropolitan Statistical Area,37081,Guilford County,North Carolina
24660,"Greensboro-High Point, NC",Metropolitan Statistical Area,37151,Randolph County,North Carolina
24660,"Greensboro-High Point, NC",Metropolitan Statistical Area,37157,Rockingham County,North Carolina
24780,"Greenville, NC",Metropolitan Statistical Area,37147,Pitt County,North Carolina
24860,"Greenville-Anderson-Greer, SC",Metropolitan Statistical Area,45007,Anderson County,South Carolina
24860,"Greenville-Anderson-Greer, SC",Metropolitan Statistical Area,45045,Greenville County,South Carolina
24860,"Greenville-Anderson-Greer, SC",Metropolitan Statistical Area,45059,Laurens County,South Carolina
24860,"Greenville-Anderson-Greer, SC",Metropolitan Statistical Area,45077,Pickens County,South Carolina
25020,"Guayama, PR",Metropolitan Statistical Area,72015,Arroyo Municipio,Puerto Rico
25020,"Guayama, PR",Metropolitan Statistical Area,72057,Guayama Municipio,Puerto Rico
25020,"Guayama, PR",Metropolitan Statistical Area,72109,Patillas Municipio,Puerto Rico
25060,"Gulfport-Biloxi, MS",Metropolitan Statistical Area,28045,Hancock County,Mississippi
25060,"Gulfport-Biloxi, MS",Metropolitan Statistical Area,28047,Harrison County,Mississippi
25060,"Gulfport-Biloxi, MS",Metropolitan Statistical Area,28059,Jackson County,Mississippi
25060,"Gulfport-Biloxi, MS",Metropolitan Statistical Area,28131,Stone County,Mississippi
25180,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,24043,Washington County,Maryland
25180,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,54003,Berkeley County,West Virginia
25180,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,54065,Morgan County,West Virginia
25220,"Hammond, LA",Metropolitan Statistical Area,22105,Tangipahoa Parish,Louisiana
25260,"Hanford-Corcoran, CA",Metropolitan Statistical Area,06031,Kings County,California
25420,"Harrisburg-Carlisle, PA",Metropolitan Statistical Area,42041,Cumberland County,Pennsylvania
25420,"Harrisburg-Carlisle, PA",Metropolitan Statistical Area,42043,Dauphin County,Pennsylvania
25420,"Harrisburg-Carlisle, PA",Metropolitan Statistical Area,42099,Perry County,Pennsylvania
25500,"Harrisonburg, VA",Metropolitan Statistical Area,51165,Rockingham County,Virginia
25500,"Harrisonburg, VA",Metropolitan Statistical Area,51660,Harrisonburg city,Virginia
25540,"Hartford-West Hartford-East Hartford, CT",Metropolitan Statistical Area,09110,Capitol Planning Region,Connecticut
25540,"Hartford-West Hartford-East Hartford, CT",Metropolitan Statistical Area,09130,Lower Connecticut River Valley Planning Region,Connecticut
25620,"Hattiesburg, MS",Metropolitan Statistical Area,28035,Forrest County,Mississippi
25620,"Hattiesburg, MS",Metropolitan Statistical Area,28073,Lamar County,Mississippi
25620,"Hattiesburg, MS",Metropolitan Statistical Area,28111,Perry County,Mississippi
25740,"Helena, MT",Metropolitan Statistical Area,30007,Broadwater County,Montana
25740,"Helena, MT",Metropolitan Statistical Area,30043,Jefferson County,Montana
25740,"Helena, MT",Metropolitan Statistical Area,30049,Lewis and Clark County,Montana
25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,37003,Alexander County,North Carolina
25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,37023,Burke County,North Carolina
25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,37027,Caldwell County,North Carolina
25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,37035,Catawba County,North Carolina
25940,"Hilton Head Island-Bluffton-Port Royal, SC",Metropolitan Statistical Area,45013,Beaufort County,South Carolina
25940,"Hilton Head Island-Bluffton-Port Royal, SC",Metropolitan Statistical Area,45053,Jasper County,South Carolina
25980,"Hinesville, GA",Metropolitan Statistical Area,13179,Liberty County,Georgia
25980,"Hinesville, GA",Metropolitan Statistical Area,13183,Long County,Georgia
26140,"Homosassa Springs, FL",Metropolitan Statistical Area,12017,Citrus County,Florida
26300,"Hot Springs, AR",Metropolitan Statistical Area,05051,Garland County,Arkansas
26380,"Houma-Bayou Cane-Thibodaux, LA",Metropolitan Statistical Area,22057,Lafourche Parish,Louisiana
26380,"Houma-Bayou Cane-Thibodaux, LA",Metropolitan Statistical Area,22109,Terrebonne Parish,Louisiana
26420,"Houston-Pasadena-The Woodlands, TX",Metropolitan Statistical Area,48015,Austin County,Texas
26420,"Houston-Pasadena-The Woodlands, TX",Metropolitan Statistical Area,48039,Brazoria County,Texas
26420,"Houston-Pasadena-The Woodlands, TX",Metropolitan Statistical Area,48071,Chambers County,Texas
26420,"Houston-Pasadena-The Woodlands, TX",Metropolitan Statistical Area,48157,Fort Bend County,Texas
26420,"Houston-Pasadena-The Woodlands, TX",Metropolitan Statistical Area,48167,Galveston County,Texas
26420,"Houston-Pasadena-The Woodlands, TX",Metropolitan Statistical Area,48201,Harris County,Texas
26420,"Houston-Pasadena-The Woodlands, TX",Metropolitan Statistical Area,48291,Liberty County,Texas
26420,"Houston-Pasadena-The Woodlands, TX",Metropolitan Statistical Area,48339,Montgomery County,Texas
26420,"Houston-Pasadena-The Woodlands, TX",Metropolitan Statistical Area,48407,San Jacinto County,Texas
26420,"Houston-Pasadena-The Woodlands, TX",Metropolitan Statistical Area,48473,Waller County,Texas
26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,21019,Boyd County,Kentucky
26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,21043,Carter County,Kentucky
26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,21089,Greenup County,Kentucky
26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,21127,Lawrence County,Kentucky
26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,39087,Lawrence County,Ohio
26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,54011,Cabell County,West Virginia
26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,54079,Putnam County,West Virginia
26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,54099,Wayne County,West Virginia
26620,"Huntsville, AL",Metropolitan Statistical Area,01083,Limestone County,Alabama
26620,"Huntsville, AL",Metropolitan Statistical Area,01089,Madison County,Alabama
26820,"Idaho Falls, ID",Metropolitan Statistical Area,16019,Bonneville County,Idaho
26820,"Idaho Falls, ID",Metropolitan Statistical Area,16023,Butte County,Idaho
26820,"Idaho Falls, ID",Metropolitan Statistical Area,16051,Jefferson County,Idaho
26900,"Indianapolis-Carmel-Greenwood, IN",Metropolitan Statistical Area,18011,Boone County,Indiana
26900,"Indianapolis-Carmel-Greenwood, IN",Metropolitan Statistical Area,18013,Brown County,Indiana
26900,"Indianapolis-Carmel-Greenwood, IN",Metropolitan Statistical Area,18057,Hamilton County,Indiana
26900,"Indianapolis-Carmel-Greenwood, IN",Metropolitan Statistical Area,18059,Hancock County,Indiana
26900,"Indianapolis-Carmel-Greenwood, IN",Metropolitan Statistical Area,18063,Hendricks County,Indiana
26900,"Indianapolis-Carmel-Greenwood, IN",Metropolitan Statistical Area,18081,Johnson County,Indiana
26900,"Indianapolis-Carmel-Greenwood, IN",Metropolitan Statistical Area,18095,Madison County,Indiana
26900,"Indianapolis-Carmel-Greenwood, IN",Metropolitan Statistical Area,18097,Marion County,Indiana
26900,"Indianapolis-Carmel-Greenwood, IN",Metropolitan Statistical Area,18109,Morgan County,Indiana
26900,"Indianapolis-Carmel-Greenwood, IN",Metropolitan Statistical Area,18145,Shelby County,Indiana
26900,"Indianapolis-Carmel-Greenwood, IN",Metropolitan Statistical Area,18159,Tipton County,Indiana
26980,"Iowa City, IA",Metropolitan Statistical Area,19103,Johnson County,Iowa
26980,"Iowa City, IA",Metropolitan Statistical Area,19183,Washington County,Iowa
27060,"Ithaca, NY",Metropolitan Statistical Area,36109,Tompkins County,New York
27100,"Jackson, MI",Metropolitan Statistical Area,26075,Jackson County,Michigan
27140,"Jackson, MS",Metropolitan Statistical Area,28029,Copiah County,Mississippi
27140,"Jackson, MS",Metropolitan Statistical Area,28049,Hinds County,Mississippi
27140,"Jackson, MS",Metropolitan Statistical Area,28051,Holmes County,Mississippi
27140,"Jackson, MS",Metropolitan Statistical Area,28089,Madison County,Mississippi
27140,"Jackson, MS",Metropolitan Statistical Area,28121,Rankin County,Mississippi
27140,"Jackson, MS",Metropolitan Statistical Area,28123,Scott County,Mississippi
27140,"Jackson, MS",Metropolitan Statistical Area,28127,Simpson County,Mississippi
27140,"Jackson, MS",Metropolitan Statistical Area,28163,Yazoo County,Mississippi
27180,"Jackson, TN",Metropolitan Statistical Area,47023,Chester County,Tennessee
27180,"Jackson, TN",Metropolitan Statistical Area,47033,Crockett County,Tennessee
27180,"Jackson, TN",Metropolitan Statistical Area,47053,Gibson County,Tennessee
27180,"Jackson, TN",Metropolitan Statistical Area,47113,Madison County,Tennessee
27260,"Jacksonville, FL",Metropolitan Statistical Area,12003,Baker County,Florida
27260,"Jacksonville, FL",Metropolitan Statistical Area,12019,Clay County,Florida
27260,"Jacksonville, FL",Metropolitan Statistical Area,12031,Duval County,Florida
27260,"Jacksonville, FL",Metropolitan Statistical Area,12089,Nassau County,Florida
27260,"Jacksonville, FL",Metropolitan Statistical Area,12109,St. Johns County,Florida
27340,"Jacksonville, NC",Metropolitan Statistical Area,37133,Onslow County,North Carolina
27500,"Janesville-Beloit, WI",Metropolitan Statistical Area,55105,Rock County,Wisconsin
27620,"Jefferson City, MO",Metropolitan Statistical Area,29027,Callaway County,Missouri
27620,"Jefferson City, MO",Metropolitan Statistical Area,29051,Cole County,Missouri
27620,"Jefferson City, MO",Metropolitan Statistical Area,29135,Moniteau County,Missouri
27620,"Jefferson City, MO",Metropolitan Statistical Area,29151,Osage County,Missouri
27740,"Johnson City, TN",Metropolitan Statistical Area,47019,Carter County,Tennessee
27740,"Johnson City, TN",Metropolitan Statistical Area,47171,Unicoi County,Tennessee
27740,"Johnson City, TN",Metropolitan Statistical Area,47179,Washington County,Tennessee
27780,"Johnstown, PA",Metropolitan Statistical Area,42021,Cambria County,Pennsylvania
27860,"Jonesboro, AR",Metropolitan Statistical Area,05031,Craighead County,Arkansas
27860,"Jonesboro, AR",Metropolitan Statistical Area,05111,Poinsett County,Arkansas
27900,"Joplin, MO-KS",Metropolitan Statistical Area,20021,Cherokee County,Kansas
27900,"Joplin, MO-KS",Metropolitan Statistical Area,29097,Jasper County,Missouri
27900,"Joplin, MO-KS",Metropolitan Statistical Area,29145,Newton County,Missouri
27980,"Kahului-Wailuku, HI",Metropolitan Statistical Area,15005,Kalawao County,Hawaii
27980,"Kahului-Wailuku, HI",Metropolitan Statistical Area,15009,Maui County,Hawaii
28020,"Kalamazoo-Portage, MI",Metropolitan Statistical Area,26077,Kalamazoo County,Michigan
28100,"Kankakee, IL",Metropolitan Statistical Area,17091,Kankakee County,Illinois
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,20091,Johnson County,Kansas
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,20103,Leavenworth County,Kansas
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,20107,Linn County,Kansas
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,20121,Miami County,Kansas
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,20209,Wyandotte County,Kansas
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,29013,Bates County,Missouri
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,29025,Caldwell County,Missouri
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,29037,Cass County,Missouri
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,29047,Clay County,Missouri
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,29049,Clinton County,Missouri
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,29095,Jackson County,Missouri
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,29107,Lafayette County,Missouri
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,29165,Platte County,Missouri
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,29177,Ray County,Missouri
28420,"Kennewick-Richland, WA",Metropolitan Statistical Area,53005,Benton County,Washington
28420,"Kennewick-Richland, WA",Metropolitan Statistical Area,53021,Franklin County,Washington
28450,"Kenosha, WI",Metropolitan Statistical Area,55059,Kenosha County,Wisconsin
28660,"Killeen-Temple, TX",Metropolitan Statistical Area,48027,Bell County,Texas
28660,"Killeen-Temple, TX",Metropolitan Statistical Area,48099,Coryell County,Texas
28660,"Killeen-Temple, TX",Metropolitan Statistical Area,48281,Lampasas County,Texas
28700,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area,47073,Hawkins County,Tennessee
28700,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area,47163,Sullivan County,Tennessee
28700,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area,51169,Scott County,Virginia
28700,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area,51191,Washington County,Virginia
28700,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area,51520,Bristol city,Virginia
28740,"Kingston, NY",Metropolitan Statistical Area,36111,Ulster County,New York
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",Metropolitan Statistical Area,36027,Dutchess County,New York
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",Metropolitan Statistical Area,36071,Orange County,New York
28940,"Knoxville, TN",Metropolitan Statistical Area,47001,Anderson County,Tennessee
28940,"Knoxville, TN",Metropolitan Statistical Area,47009,Blount County,Tennessee
28940,"Knoxville, TN",Metropolitan Statistical Area,47013,Campbell County,Tennessee
28940,"Knoxville, TN",Metropolitan Statistical Area,47057,Grainger County,Tennessee
28940,"Knoxville, TN",Metropolitan Statistical Area,47093,Knox County,Tennessee
28940,"Knoxville, TN",Metropolitan Statistical Area,47105,Loudon County,Tennessee
28940,"Knoxville, TN",Metropolitan Statistical Area,47129,Morgan County,Tennessee
28940,"Knoxville, TN",Metropolitan Statistical Area,47145,Roane County,Tennessee
28940,"Knoxville, TN",Metropolitan Statistical Area,47173,Union County,Tennessee
29020,"Kokomo, IN",Metropolitan Statistical Area,18067,Howard County,Indiana
29100,"La Crosse-Onalaska, WI-MN",Metropolitan Statistical Area,27055,Houston County,Minnesota
29100,"La Crosse-Onalaska, WI-MN",Metropolitan Statistical Area,55063,La Crosse County,Wisconsin
29100,"La Crosse-Onalaska, WI-MN",Metropolitan Statistical Area,55123,Vernon County,Wisconsin
29180,"Lafayette, LA",Metropolitan Statistical Area,22001,Acadia Parish,Louisiana
29180,"Lafayette, LA",Metropolitan Statistical Area,22055,Lafayette Parish,Louisiana
29180,"Lafayette, LA",Metropolitan Statistical Area,22099,St. Martin Parish,Louisiana
29180,"Lafayette, LA",Metropolitan Statistical Area,22113,Vermilion Parish,Louisiana
29200,"Lafayette-West Lafayette, IN",Metropolitan Statistical Area,18007,Benton County,Indiana
29200,"Lafayette-West Lafayette, IN",Metropolitan Statistical Area,18015,Carroll County,Indiana
29200,"Lafayette-West Lafayette, IN",Metropolitan Statistical Area,18157,Tippecanoe County,Indiana
29200,"Lafayette-West Lafayette, IN",Metropolitan Statistical Area,18171,Warren County,Indiana
29340,"Lake Charles, LA",Metropolitan Statistical Area,22019,Calcasieu Parish,Louisiana
29340,"Lake Charles, LA",Metropolitan Statistical Area,22023,Cameron Parish,Louisiana
29340,"Lake Charles, LA",Metropolitan Statistical Area,22053,Jefferson Davis Parish,Louisiana
29420,"Lake Havasu City-Kingman, AZ",Metropolitan Statistical Area,04015,Mohave County,Arizona
29460,"Lakeland-Winter Haven, FL",Metropolitan Statistical Area,12105,Polk County,Florida
