cbsa_code,cbsa_name,metro_micro_type,county_fips,county_name,state_name
29540,"Lancaster, PA",Metropolitan Statistical Area,42071,Lancaster County,Pennsylvania
29620,"Lansing-East Lansing, MI",Metropolitan Statistical Area,26037,Clinton County,Michigan
29620,"Lansing-East Lansing, MI",Metropolitan Statistical Area,26045,Eaton County,Michigan
29620,"Lansing-East Lansing, MI",Metropolitan Statistical Area,26065,Ingham County,Michigan
29700,"Laredo, TX",Metropolitan Statistical Area,48479,Webb County,Texas
29740,"Las Cruces, NM",Metropolitan Statistical Area,35013,Doña Ana County,New Mexico
29820,"Las Vegas-Henderson-North Las Vegas, NV",Metropolitan Statistical Area,32003,Clark County,Nevada
29940,"Lawrence, KS",Metropolitan Statistical Area,20045,Douglas County,Kansas
30020,"Lawton, OK",Metropolitan Statistical Area,40031,Comanche County,Oklahoma
30020,"Lawton, OK",Metropolitan Statistical Area,40033,Cotton County,Oklahoma
30140,"Lebanon, PA",Metropolitan Statistical Area,42075,Lebanon County,Pennsylvania
30300,"Lewiston, ID-WA",Metropolitan Statistical Area,16069,Nez Perce County,Idaho
30300,"Lewiston, ID-WA",Metropolitan Statistical Area,53003,Asotin County,Washington
30340,"Lewiston-Auburn, ME",Metropolitan Statistical Area,23001,Androscoggin County,Maine
30460,"Lexington-Fayette, KY",Metropolitan Statistical Area,21017,Bourbon County,Kentucky
30460,"Lexington-Fayette, KY",Metropolitan Statistical Area,21049,Clark County,Kentucky
30460,"Lexington-Fayette, KY",Metropolitan Statistical Area,21067,Fayette County,Kentucky
30460,"Lexington-Fayette, KY",Metropolitan Statistical Area,21113,Jessamine County,Kentucky
30460,"Lexington-Fayette, KY",Metropolitan Statistical Area,21209,Scott County,Kentucky
30460,"Lexington-Fayette, KY",Metropolitan Statistical Area,21239,Woodford County,Kentucky
30500,"Lexington Park, MD",Metropolitan Statistical Area,24009,Calvert County,Maryland
30500,"Lexington Park, MD",Metropolitan Statistical Area,24037,St. Mary's County,Maryland
30620,"Lima, OH",Metropolitan Statistical Area,39003,Allen County,Ohio
30700,"Lincoln, NE",Metropolitan Statistical Area,31109,Lancaster County,Nebraska
30700,"Lincoln, NE",Metropolitan Statistical Area,31159,Seward County,Nebraska
30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,05045,Faulkner County,Arkansas
30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,05053,Grant County,Arkansas
30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,05085,Lonoke County,Arkansas
30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,05105,Perry County,Arkansas
30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,05119,Pulaski County,Arkansas
30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,05125,Saline County,Arkansas
30860,"Logan, UT-ID",Metropolitan Statistical Area,16041,Franklin County,Idaho
30860,"Logan, UT-ID",Metropolitan Statistical Area,49005,Cache County,Utah
30980,"Longview, TX",Metropolitan Statistical Area,48183,Gregg County,Texas
30980,"Longview, TX",Metropolitan Statistical Area,48203,Harrison County,Texas
30980,"Longview, TX",Metropolitan Statistical Area,48401,Rusk County,Texas
30980,"Longview, TX",Metropolitan Statistical Area,48459,Upshur County,Texas
31020,"Longview-Kelso, WA",Metropolitan Statistical Area,53015,Cowlitz County,Washington
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,06059,Orange County,California
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,06037,Los Angeles County,California
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,18019,Clark County,Indiana
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,18043,Floyd County,Indiana
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,18061,Harrison County,Indiana
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,18175,Washington County,Indiana
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,21029,Bullitt County,Kentucky
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,21103,Henry County,Kentucky
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,21111,Jefferson County,Kentucky
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,21163,Meade County,Kentucky
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,21179,Nelson County,Kentucky
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,21185,Oldham County,Kentucky
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,21211,Shelby County,Kentucky
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,21215,Spencer County,Kentucky
31180,"Lubbock, TX",Metropolitan Statistical Area,48079,Cochran County,Texas
31180,"Lubbock, TX",Metropolitan Statistical Area,48107,Crosby County,Texas
31180,"Lubbock, TX",Metropolitan Statistical Area,48169,Garza County,Texas
31180,"Lubbock, TX",Metropolitan Statistical Area,48219,Hockley County,Texas
31180,"Lubbock, TX",Metropolitan Statistical Area,48303,Lubbock County,Texas
31180,"Lubbock, TX",Metropolitan Statistical Area,48305,Lynn County,Texas
31340,"Lynchburg, VA",Metropolitan Statistical Area,51009,Amherst County,Virginia
31340,"Lynchburg, VA",Metropolitan Statistical Area,51011,Appomattox County,Virginia
31340,"Lynchburg, VA",Metropolitan Statistical Area,51019,Bedford County,Virginia
31340,"Lynchburg, VA",Metropolitan Statistical Area,51031,Campbell County,Virginia
31340,"Lynchburg, VA",Metropolitan Statistical Area,51680,Lynchburg city,Virginia
31420,"Macon-Bibb County, GA",Metropolitan Statistical Area,13021,Bibb County,Georgia
31420,"Macon-Bibb County, GA",Metropolitan Statistical Area,13079,Crawford County,Georgia
31420,"Macon-Bibb County, GA",Metropolitan Statistical Area,13169,Jones County,Georgia
31420,"Macon-Bibb County, GA",Metropolitan Statistical Area,13207,Monroe County,Georgia
31420,"Macon-Bibb County, GA",Metropolitan Statistical Area,13289,Twiggs County,Georgia
31540,"Madison, WI",Metropolitan Statistical Area,55021,Columbia County,Wisconsin
31540,"Madison, WI",Metropolitan Statistical Area,55025,Dane County,Wisconsin
31540,"Madison, WI",Metropolitan Statistical Area,55045,Green County,Wisconsin
31540,"Madison, WI",Metropolitan Statistical Area,55049,Iowa County,Wisconsin
31700,"Manchester-Nashua, NH",Metropolitan Statistical Area,33011,Hillsborough County,New Hampshire
31740,"Manhattan, KS",Metropolitan Statistical Area,20061,Geary County,Kansas
31740,"Manhattan, KS",Metropolitan Statistical Area,20149,Pottawatomie County,Kansas
31740,"Manhattan, KS",Metropolitan Statistical Area,20161,Riley County,Kansas
31860,"Mankato, MN",Metropolitan Statistical Area,27013,Blue Earth County,Minnesota
31860,"Mankato, MN",Metropolitan Statistical Area,27103,Nicollet County,Minnesota
31900,"Mansfield, OH",Metropolitan Statistical Area,39139,Richland County,Ohio
32420,"Mayagüez, PR",Metropolitan Statistical Area,72023,Cabo Rojo Municipio,Puerto Rico
32420,"Mayagüez, PR",Metropolitan Statistical Area,72067,Hormigueros Municipio,Puerto Rico
32420,"Mayagüez, PR",Metropolitan Statistical Area,72079,Lajas Municipio,Puerto Rico
32420,"Mayagüez, PR",Metropolitan Statistical Area,72097,Mayagüez Municipio,Puerto Rico
32420,"Mayagüez, PR",Metropolitan Statistical Area,72121,Sabana Grande Municipio,Puerto Rico
32420,"Mayagüez, PR",Metropolitan Statistical Area,72125,San Germán Municipio,Puerto Rico
32580,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,48215,Hidalgo County,Texas
32780,"Medford, OR",Metropolitan Statistical Area,41029,Jackson County,Oregon
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,05035,Crittenden County,Arkansas
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,28009,Benton County,Mississippi
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,28033,DeSoto County,Mississippi
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,28093,Marshall County,Mississippi
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,28137,Tate County,Mississippi
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,28143,Tunica County,Mississippi
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,47047,Fayette County,Tennessee
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,47157,Shelby County,Tennessee
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,47167,Tipton County,Tennessee
32900,"Merced, CA",Metropolitan Statistical Area,06047,Merced County,California
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,12011,Broward County,Florida
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,12086,Miami-Dade County,Florida
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,12099,Palm Beach County,Florida
33140,"Michigan City-La Porte, IN",Metropolitan Statistical Area,18091,LaPorte County,Indiana
33220,"Midland, MI",Metropolitan Statistical Area,26111,Midland County,Michigan
33260,"Midland, TX",Metropolitan Statistical Area,48317,Martin County,Texas
33260,"Midland, TX",Metropolitan Statistical Area,48329,Midland County,Texas
33340,"Milwaukee-Waukesha, WI",Metropolitan Statistical Area,55079,Milwaukee County,Wisconsin
33340,"Milwaukee-Waukesha, WI",Metropolitan Statistical Area,55089,Ozaukee County,Wisconsin
33340,"Milwaukee-Waukesha, WI",Metropolitan Statistical Area,55131,Washington County,Wisconsin
33340,"Milwaukee-Waukesha, WI",Metropolitan Statistical Area,55133,Waukesha County,Wisconsin
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,27003,Anoka County,Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,27019,Carver County,Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,27025,Chisago County,Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,27037,Dakota County,Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,27053,Hennepin County,Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,27059,Isanti County,Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,27079,Le Sueur County,Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,27095,Mille Lacs County,Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,27123,Ramsey County,Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,27139,Scott County,Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,27141,Sherburne County,Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,27163,Washington County,Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,27171,Wright County,Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,55093,Pierce County,Wisconsin
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,55109,St. Croix County,Wisconsin
33500,"Minot, ND",Metropolitan Statistical Area,38049,McHenry County,North Dakota
33500,"Minot, ND",Metropolitan Statistical Area,38075,Renville County,North Dakota
33500,"Minot, ND",Metropolitan Statistical Area,38101,Ward County,North Dakota
33540,"Missoula, MT",Metropolitan Statistical Area,30061,Mineral County,Montana
33540,"Missoula, MT",Metropolitan Statistical Area,30063,Missoula County,Montana
33660,"Mobile, AL",Metropolitan Statistical Area,01097,Mobile County,Alabama
33700,"Modesto, CA",Metropolitan Statistical Area,06099,Stanislaus County,California
33740,"Monroe, LA",Metropolitan Statistical Area,22067,Morehouse Parish,Louisiana
33740,"Monroe, LA",Metropolitan Statistical Area,22073,Ouachita Parish,Louisiana
33740,"Monroe, LA",Metropolitan Statistical Area,22083,Richland Parish,Louisiana
33740,"Monroe, LA",Metropolitan Statistical Area,22111,Union Parish,Louisiana
33780,"Monroe, MI",Metropolitan Statistical Area,26115,Monroe County,Michigan
33860,"Montgomery, AL",Metropolitan Statistical Area,01001,Autauga County,Alabama
33860,"Montgomery, AL",Metropolitan Statistical Area,01051,Elmore County,Alabama
33860,"Montgomery, AL",Metropolitan Statistical Area,01085,Lowndes County,Alabama
33860,"Montgomery, AL",Metropolitan Statistical Area,01101,Montgomery County,Alabama
34060,"Morgantown, WV",Metropolitan Statistical Area,54061,Monongalia County,West Virginia
34060,"Morgantown, WV",Metropolitan Statistical Area,54077,Preston County,West Virginia
34100,"Morristown, TN",Metropolitan Statistical Area,47063,Hamblen County,Tennessee
34100,"Morristown, TN",Metropolitan Statistical Area,47089,Jefferson County,Tennessee
34580,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,53057,Skagit County,Washington
34620,"Muncie, IN",Metropolitan Statistical Area,18035,Delaware County,Indiana
34740,"Muskegon-Norton Shores, MI",Metropolitan Statistical Area,26121,Muskegon County,Michigan
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC",Metropolitan Statistical Area,45051,Horry County,South Carolina
34900,"Napa, CA",Metropolitan Statistical Area,06055,Napa County,California
34940,"Naples-Marco Island, FL",Metropolitan Statistical Area,12021,Collier County,Florida
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,47015,Cannon County,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,47021,Cheatham County,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,47037,Davidson County,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,47043,Dickson County,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,47081,Hickman County,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,47111,Macon County,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,47119,Maury County,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,47147,Robertson County,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,47149,Rutherford County,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,47159,Smith County,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,47165,Sumner County,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,47169,Trousdale County,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,47187,Williamson County,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,47189,Wilson County,Tennessee
35300,"New Haven, CT",Metropolitan Statistical Area,09170,South Central Connecticut Planning Region,Connecticut
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,22051,Jefferson Parish,Louisiana
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,22071,Orleans Parish,Louisiana
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,22075,Plaquemines Parish,Louisiana
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,22087,St. Bernard Parish,Louisiana
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,22089,St. Charles Parish,Louisiana
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,22093,St. James Parish,Louisiana
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,22095,St. John the Baptist Parish,Louisiana
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,34023,Middlesex County,New Jersey
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,34025,Monmouth County,New Jersey
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,34029,Ocean County,New Jersey
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,34035,Somerset County,New Jersey
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,36059,Nassau County,New York
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,36103,Suffolk County,New York
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,34013,Essex County,New Jersey
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,34019,Hunterdon County,New Jersey
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,34027,Morris County,New Jersey
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,34037,Sussex County,New Jersey
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,34039,Union County,New Jersey
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,34003,Bergen County,New Jersey
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,34017,Hudson County,New Jersey
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,34031,Passaic County,New Jersey
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,36005,Bronx County,New York
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,36047,Kings County,New York
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,36061,New York County,New York
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,36079,Putnam County,New York
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,36081,Queens County,New York
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,36085,Richmond County,New York
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,36087,Rockland County,New York
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,36119,Westchester County,New York
35660,"Niles, MI",Metropolitan Statistical Area,26021,Berrien County,Michigan
35840,"North Port-Bradenton-Sarasota, FL",Metropolitan Statistical Area,12081,Manatee County,Florida
35840,"North Port-Bradenton-Sarasota, FL",Metropolitan Statistical Area,12115,Sarasota County,Florida
35980,"Norwich-New London-Willimantic, CT",Metropolitan Statistical Area,09180,Southeastern Connecticut Planning Region,Connecticut
36100,"Ocala, FL",Metropolitan Statistical Area,12083,Marion County,Florida
36220,"Odessa, TX",Metropolitan Statistical Area,48135,Ector County,Texas
36260,"Ogden, UT",Metropolitan Statistical Area,49011,Davis County,Utah
36260,"Ogden, UT",Metropolitan Statistical Area,49029,Morgan County,Utah
36260,"Ogden, UT",Metropolitan Statistical Area,49057,Weber County,Utah
36420,"Oklahoma City, OK",Metropolitan Statistical Area,40017,Canadian County,Oklahoma
36420,"Oklahoma City, OK",Metropolitan Statistical Area,40027,Cleveland County,Oklahoma
36420,"Oklahoma City, OK",Metropolitan Statistical Area,40051,Grady County,Oklahoma
36420,"Oklahoma City, OK",Metropolitan Statistical Area,40081,Lincoln County,Oklahoma
36420,"Oklahoma City, OK",Metropolitan Statistical Area,40083,Logan County,Oklahoma
36420,"Oklahoma City, OK",Metropolitan Statistical Area,40087,McClain County,Oklahoma
36420,"Oklahoma City, OK",Metropolitan Statistical Area,40109,Oklahoma County,Oklahoma
36500,"Olympia-Lacey-Tumwater, WA",Metropolitan Statistical Area,53067,Thurston County,Washington
36540,"Omaha, NE-IA",Metropolitan Statistical Area,19085,Harrison County,Iowa
36540,"Omaha, NE-IA",Metropolitan Statistical Area,19129,Mills County,Iowa
36540,"Omaha, NE-IA",Metropolitan Statistical Area,19155,Pottawattamie County,Iowa
36540,"Omaha, NE-IA",Metropolitan Statistical Area,31025,Cass County,Nebraska
36540,"Omaha, NE-IA",Metropolitan Statistical Area,31055,Douglas County,Nebraska
36540,"Omaha, NE-IA",Metropolitan Statistical Area,31153,Sarpy County,Nebraska
36540,"Omaha, NE-IA",Metropolitan Statistical Area,31155,Saunders County,Nebraska
36540,"Omaha, NE-IA",Metropolitan Statistical Area,31177,Washington County,Nebraska
36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,12069,Lake County,Florida
36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,12095,Orange County,Florida
36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,12097,Osceola County,Florida
36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,12117,Seminole County,Florida
36780,"Oshkosh-Neenah, WI",Metropolitan Statistical Area,55139,Winnebago County,Wisconsin
36980,"Owensboro, KY",Metropolitan Statistical Area,21059,Daviess County,Kentucky
36980,"Owensboro, KY",Metropolitan Statistical Area,21149,McLean County,Kentucky
37100,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area,06111,Ventura County,California
37140,"Paducah, KY-IL",Metropolitan Statistical Area,17127,Massac County,Illinois
37140,"Paducah, KY-IL",Metropolitan Statistical Area,21007,Ballard County,Kentucky
37140,"Paducah, KY-IL",Metropolitan Statistical Area,21039,Carlisle County,Kentucky
37140,"Paducah, KY-IL",Metropolitan Statistical Area,21139,Livingston County,Kentucky
37140,"Paducah, KY-IL",Metropolitan Statistical Area,21145,McCracken County,Kentucky
37340,"Palm Bay-Melbourne-Titusville, FL",Metropolitan Statistical Area,12009,Brevard County,Florida
37460,"Panama City-Panama City Beach, FL",Metropolitan Statistical Area,12005,Bay County,Florida
37460,"Panama City-Panama City Beach, FL",Metropolitan Statistical Area,12133,Washington County,Florida
37620,"Parkersburg-Vienna, WV",Metropolitan Statistical Area,54105,Wirt County,West Virginia
37620,"Parkersburg-Vienna, WV",Metropolitan Statistical Area,54107,Wood County,West Virginia
37860,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,12033,Escambia County,Florida
37860,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,12113,Santa Rosa County,Florida
37900,"Peoria, IL",Metropolitan Statistical Area,17123,Marshall County,Illinois
37900,"Peoria, IL",Metropolitan Statistical Area,17143,Peoria County,Illinois
37900,"Peoria, IL",Metropolitan Statistical Area,17175,Stark County,Illinois
37900,"Peoria, IL",Metropolitan Statistical Area,17179,Tazewell County,Illinois
37900,"Peoria, IL",Metropolitan Statistical Area,17203,Woodford County,Illinois
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,34005,Burlington County,New Jersey
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,34007,Camden County,New Jersey
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,34015,Gloucester County,New Jersey
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,42017,Bucks County,Pennsylvania
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,42029,Chester County,Pennsylvania
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,42091,Montgomery County,Pennsylvania
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,42045,Delaware County,Pennsylvania
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,42101,Philadelphia County,Pennsylvania
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,10003,New Castle County,Delaware
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,24015,Cecil County,Maryland
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,34033,Salem County,New Jersey
38060,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area,04013,Maricopa County,Arizona
38060,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area,04021,Pinal County,Arizona
38240,"Pinehurst-Southern Pines, NC",Metropolitan Statistical Area,37125,Moore County,North Carolina
38300,"Pittsburgh, PA",Metropolitan Statistical Area,42003,Allegheny County,Pennsylvania
38300,"Pittsburgh, PA",Metropolitan Statistical Area,42005,Armstrong County,Pennsylvania
38300,"Pittsburgh, PA",Metropolitan Statistical Area,42007,Beaver County,Pennsylvania
38300,"Pittsburgh, PA",Metropolitan Statistical Area,42019,Butler County,Pennsylvania
38300,"Pittsburgh, PA",Metropolitan Statistical Area,42051,Fayette County,Pennsylvania
38300,"Pittsburgh, PA",Metropolitan Statistical Area,42073,Lawrence County,Pennsylvania
38300,"Pittsburgh, PA",Metropolitan Statistical Area,42125,Washington County,Pennsylvania
38300,"Pittsburgh, PA",Metropolitan Statistical Area,42129,Westmoreland County,Pennsylvania
38340,"Pittsfield, MA",Metropolitan Statistical Area,25003,Berkshire County,Massachusetts
38540,"Pocatello, ID",Metropolitan Statistical Area,16005,Bannock County,Idaho
38660,"Ponce, PR",Metropolitan Statistical Area,72059,Guayanilla Municipio,Puerto Rico
38660,"Ponce, PR",Metropolitan Statistical Area,72075,Juana Díaz Municipio,Puerto Rico
38660,"Ponce, PR",Metropolitan Statistical Area,72111,Peñuelas Municipio,Puerto Rico
38660,"Ponce, PR",Metropolitan Statistical Area,72113,Ponce Municipio,Puerto Rico
38660,"Ponce, PR",Metropolitan Statistical Area,72149,Villalba Municipio,Puerto Rico
38660,"Ponce, PR",Metropolitan Statistical Area,72153,Yauco Municipio,Puerto Rico
38860,"Portland-South Portland, ME",Metropolitan Statistical Area,23005,Cumberland County,Maine
38860,"Portland-South Portland, ME",Metropolitan Statistical Area,23023,Sagadahoc County,Maine
38860,"Portland-South Portland, ME",Metropolitan Statistical Area,23031,York County,Maine
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,41005,Clackamas County,Oregon
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,41009,Columbia County,Oregon
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,41051,Multnomah County,Oregon
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,41067,Washington County,Oregon
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,41071,Yamhill County,Oregon
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,53011,Clark County,Washington
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,53059,Skamania County,Washington
38940,"Port St. Lucie, FL",Metropolitan Statistical Area,12085,Martin County,Florida
38940,"Port St. Lucie, FL",Metropolitan Statistical Area,12111,St. Lucie County,Florida
39150,"Prescott Valley-Prescott, AZ",Metropolitan Statistical Area,04025,Yavapai County,Arizona
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,25005,Bristol County,Massachusetts
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,44001,Bristol County,Rhode Island
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,44003,Kent County,Rhode Island
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,44005,Newport County,Rhode Island
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,44007,Providence County,Rhode Island
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,44009,Washington County,Rhode Island
39340,"Provo-Orem-Lehi, UT",Metropolitan Statistical Area,49023,Juab County,Utah
39340,"Provo-Orem-Lehi, UT",Metropolitan Statistical Area,49049,Utah County,Utah
39380,"Pueblo, CO",Metropolitan Statistical Area,08101,Pueblo County,Colorado
39460,"Punta Gorda, FL",Metropolitan Statistical Area,12015,Charlotte County,Florida
