target_name,fold_id,solver_name,convergence_info_code,converged,iterations,maxiter,requested_tolerance,achieved_absolute_residual,achieved_relative_residual,rhs_norm,solution_norm,maximum_absolute_solution_entry,riesz_ridge,scaling_value,cached_scale,elapsed_seconds,contains_nonfinite
asinh_permits_mean,0,scipy.sparse.linalg.cg,600,False,600,600,1e-05,0.0017664336275737456,0.17491544797700845,0.010098785716204622,9.068349007522112,0.12864389631447853,1e-06,326.5659492403002,False,2.1755332000320777,False
asinh_permits_mean,1,scipy.sparse.linalg.cg,600,False,600,600,1e-05,4.3710786810305914e-05,0.004328307348622057,0.010098817687755354,10.657319354787896,0.13927569344736362,1e-06,330.399059744407,False,2.1961323999566957,False
asinh_permits_mean,2,scipy.sparse.linalg.cg,600,False,600,600,1e-05,0.0002934499946539225,0.029057922558076245,0.010098794711405209,8.817166724620664,0.12249165555355065,1e-06,331.4174863215181,False,2.1717178999679163,False
asinh_permits_mean,3,scipy.sparse.linalg.cg,600,False,600,600,1e-05,7.002575281136665e-05,0.0069340475841816055,0.010098827843511472,10.57336787342372,0.14153704305323625,1e-06,334.22510300386244,False,2.159475199994631,False
asinh_permits_mean,4,scipy.sparse.linalg.cg,600,False,600,600,1e-05,0.0007495823675833629,0.07422480271353672,0.01009881252869478,10.596380832875157,0.14262974845752818,1e-06,331.5717125409598,False,2.154803599929437,False
asinh_permits_mean,5,scipy.sparse.linalg.cg,600,False,600,600,1e-05,0.0010357065978258832,0.10255731093231103,0.010098808055814383,10.719525637386843,0.1440400050405369,1e-06,330.0311745789464,False,2.2010078999446705,False
asinh_permits_mean,6,scipy.sparse.linalg.cg,600,False,600,600,1e-05,0.000870496296405796,0.08619810422920446,0.010098787023100983,9.073811494674672,0.13595361887670515,1e-06,330.2070239852344,False,2.1506899000378326,False
asinh_permits_mean,7,scipy.sparse.linalg.cg,600,False,600,600,1e-05,0.0005084575029200932,0.05034824965273496,0.01009881190363235,10.755584096077904,0.14706825374939342,1e-06,332.26363062901754,False,0.5862209000624716,False
asinh_permits_mean,8,scipy.sparse.linalg.cg,600,False,600,600,1e-05,0.0003203698285612374,0.03172350569146904,0.010098815423397231,10.75078433939337,0.14550812126248164,1e-06,326.416964622167,False,0.7072198999812827,False
asinh_permits_mean,9,scipy.sparse.linalg.cg,600,False,600,600,1e-05,3.7011791838560455e-05,0.003664966798006165,0.010098806859231525,10.651370935080353,0.14215033224168938,1e-06,329.89277740356044,False,0.6338977999985218,False
lag_log_zhvi_mean,0,scipy.sparse.linalg.cg,600,False,600,600,1e-05,0.0008611531594396943,0.08524981342571626,0.010101525444276466,9.59849468214218,0.141374867853723,1e-06,325.17109979106493,False,2.1579021000070497,False
lag_log_zhvi_mean,1,scipy.sparse.linalg.cg,600,False,600,600,1e-05,3.6739275093043344e-05,0.0036370026781675593,0.010101525443900358,11.317811644695274,0.15229763062623966,1e-06,329.43728217254215,False,2.1627015999983996,False
lag_log_zhvi_mean,2,scipy.sparse.linalg.cg,600,False,600,600,1e-05,0.0005292073268241562,0.052388852530656886,0.010101525444071807,9.31811164296247,0.12795086953376328,1e-06,330.43280858757856,False,2.123026999994181,False
lag_log_zhvi_mean,3,scipy.sparse.linalg.cg,600,False,600,600,1e-05,8.578837976120687e-05,0.008492616312147384,0.010101525443755154,11.232147788151236,0.15507685370462193,1e-06,333.0982748470902,False,2.148773099994287,False
lag_log_zhvi_mean,4,scipy.sparse.linalg.cg,600,False,600,600,1e-05,0.0025457212059561965,0.2520135419341292,0.010101525443508078,11.267776315276908,0.15323874497966572,1e-06,330.37707587357755,False,2.175098599982448,False
lag_log_zhvi_mean,5,scipy.sparse.linalg.cg,600,False,600,600,1e-05,0.00045246773953691556,0.04479202097395691,0.010101525443560373,11.392821079065673,0.15756964091509212,1e-06,329.13788328497895,False,2.199268199969083,False
lag_log_zhvi_mean,6,scipy.sparse.linalg.cg,600,False,600,600,1e-05,0.0010534308715855608,0.1042843358076612,0.010101525444132628,9.606178297249519,0.1400004013268441,1e-06,329.16054029210244,False,2.1187605001032352,False
lag_log_zhvi_mean,7,scipy.sparse.linalg.cg,600,False,600,600,1e-05,0.00017317440263301567,0.017143391222945788,0.010101525443882316,11.419644491052992,0.1516511916373667,1e-06,331.4136391262415,False,1.7401042999699712,False
lag_log_zhvi_mean,8,scipy.sparse.linalg.cg,600,False,600,600,1e-05,0.0005804394332769158,0.057460572318634856,0.010101525443537488,11.433759070081292,0.15958882919518844,1e-06,325.1482102256242,False,0.950502899941057,False
lag_log_zhvi_mean,9,scipy.sparse.linalg.cg,600,False,600,600,1e-05,5.634279121125895e-05,0.005577651763980373,0.010101525443935408,11.317626620547808,0.15435507669790013,1e-06,328.8139186999042,False,0.6287887000944465,False
log_employment_mean,0,scipy.sparse.linalg.cg,600,False,600,600,1e-05,1.0399078985947067e-05,0.038754697570244225,0.0002683307995656108,0.39521797182503343,0.017041881393378425,1e-06,344.4316523558941,False,2.1444953000172973,False
log_employment_mean,1,scipy.sparse.linalg.cg,600,False,600,600,1e-05,7.901992842096286e-06,0.056020844483568435,0.00014105451131523076,0.2333764484639001,0.010843350202063472,1e-06,340.5285247107768,False,2.1429051000159234,False
log_employment_mean,2,scipy.sparse.linalg.cg,600,False,600,600,1e-05,4.0306118383047685e-05,0.4712670414700777,8.552713183021701e-05,0.13110724559695103,0.005624140205668633,1e-06,346.3552317513917,False,2.1538576999446377,False
