cbsa,lat,lon
17140,39.078585,-84.463514
17220,39.28835,-80.43153
17260,34.230316,-90.60401
17410,41.667548,-81.43052
17420,35.138117,-84.655079
17500,26.739191,-81.184001
17540,41.898073,-90.534243
17620,18.028709,-66.369763
17640,17.971485,-66.262252
17660,47.675957,-116.695919
17860,38.986486,-92.585189
17900,34.077585,-81.037845
17980,32.419377,-84.843709
18020,39.205843,-85.897999
18060,33.251133,-88.506349
18140,39.968562,-82.835911
18180,43.299579,-71.680041
18220,39.639654,-85.185034
18340,36.985916,-83.966066
18420,34.886569,-88.581109
18460,34.634392,-83.525875
18500,42.266725,-77.385525
18580,27.894817,-97.401668
18620,32.048448,-96.476909
18660,42.594039,-76.07624
18700,44.493882,-123.424664
18740,40.29671,-81.930109
18820,40.040296,-86.892715
18860,41.749903,-123.980998
18980,34.131923,-86.869267
19100,32.849171,-96.970489
19140,34.796956,-84.856279
19180,40.186754,-87.726778
19300,30.659218,-87.746067
19340,41.39168,-90.460076
19430,39.829746,-84.140992
19460,34.489361,-87.097147
19540,40.74573,-84.936134
19660,29.1789,-81.189023
19740,39.434789,-104.901073
19760,30.645018,-93.340253
19780,41.57705,-93.759712
19820,42.721848,-83.200846
19940,41.747447,-89.299362
20020,31.245528,-85.46919
20100,39.097088,-75.502982
20180,41.006862,-78.477724
20260,47.329703,-92.37627
20340,34.481361,-97.855607
20460,33.964004,-96.265135
20500,35.995536,-79.09699
20660,38.748349,-76.178476
20700,41.05624,-75.329065
20740,44.938672,-91.284322
20780,39.626992,-106.695169
20900,29.27848,-96.229674
21020,36.265199,-76.260691
21060,37.651209,-85.887598
21120,35.270601,-99.690057
21140,41.600693,-85.863986
21300,42.148697,-76.752471
21340,31.527394,-105.521333
21460,31.402258,-85.989602
21500,42.117952,-80.096386
21580,36.509669,-106.693983
21780,38.049142,-87.584519
21900,39.505839,-80.243402
21980,39.53771,-118.264166
22020,46.914859,-96.960183
22060,44.350775,-93.298513
22100,37.810707,-90.473868
22180,35.037956,-78.982209
22190,35.142784,-86.593403
22300,41.000217,-83.665947
22420,43.021077,-83.706372
22520,34.799254,-87.719388
22620,35.022838,-90.751506
22800,40.647588,-91.477157
22840,34.460915,-85.804021
23060,41.006999,-85.216424
23140,40.305944,-86.477567
23180,38.121449,-84.933167
23190,36.740937,-86.581793
23240,30.325093,-98.94185
23300,42.349726,-89.665994
23340,41.577008,-96.645852
23380,41.355319,-83.142776
23420,36.879404,-119.668488
23500,35.049796,-81.607647
23540,29.453355,-82.666257
23580,34.317569,-83.8185
23620,33.639196,-97.210343
23820,38.73469,-119.714259
23900,39.869471,-77.21773
23980,36.967571,-85.815497
24020,43.44045,-73.636757
24100,43.115609,-74.423678
24180,32.430149,-97.831677
24330,47.490817,-93.611102
24340,42.979841,-85.715614
24420,42.386983,-123.57162
24540,40.555961,-104.383666
24580,44.474024,-87.99613
24600,39.665548,-86.853373
24620,36.179487,-82.847523
24640,42.584504,-72.591792
24660,36.025204,-79.792633
24700,39.30598,-85.499831
24780,35.59249,-77.372739
24820,40.131467,-84.621191
24860,34.683709,-82.413423
24940,34.190755,-82.296677
