Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

9202,0040,9999, ,Abilene TX MSA,19,19,2409,0,0,0,0,0,0,0,0,0,19,19,2409,0,0,0,0,0,0,0,0,0
9202,0120,9999, ,Albany GA MSA,14,14,1320,3,6,176,0,0,0,1,16,650,14,14,1320,3,6,176,0,0,0,1,16,650
9202,0160,9999, ,Albany-Schenectady-Troy NY MSA,102,102,11590,2,4,127,0,0,0,0,0,0,87,87,9766,2,4,127,0,0,0,0,0,0
9202,0200,9999, ,Albuquerque NM MSA,195,195,18059,0,0,0,0,0,0,1,56,2132,195,195,18059,0,0,0,0,0,0,1,56,2132
9202,0220,9999, ,Alexandria LA MSA,6,6,495,0,0,0,0,0,0,0,0,0,6,6,495,0,0,0,0,0,0,0,0,0
9202,0240,9999, ,Allentown-Bethlehem-Easton PA-NJ MSA,108,108,10367,0,0,0,1,3,110,2,25,968,92,92,8998,0,0,0,1,3,110,1,20,750
9202,0280,9999, ,Altoona PA MSA,7,7,550,0,0,0,0,0,0,0,0,0,6,6,490,0,0,0,0,0,0,0,0,0
9202,0320,9999, ,Amarillo TX MSA,21,21,2184,0,0,0,0,0,0,0,0,0,21,21,2184,0,0,0,0,0,0,0,0,0
9202,0380,9999, ,Anchorage AK MSA,31,31,4172,0,0,0,0,0,0,0,0,0,31,31,4172,0,0,0,0,0,0,0,0,0
9202,0400,9999, ,Anderson IN MSA,11,11,1268,0,0,0,3,9,378,0,0,0,4,4,611,0,0,0,3,9,378,0,0,0
9202,0405,9999, ,Anderson SC MSA,75,75,5737,0,0,0,0,0,0,0,0,0,75,75,5737,0,0,0,0,0,0,0,0,0
9202,0450,9999, ,Anniston AL MSA,15,15,806,0,0,0,0,0,0,0,0,0,10,10,475,0,0,0,0,0,0,0,0,0
9202,0460,9999, ,Appleton-Oshkosh-Neenah WI MSA,96,96,8818,2,4,216,0,0,0,2,23,536,55,55,4805,1,2,110,0,0,0,1,16,380
9202,0480,9999, ,Asheville NC MSA,64,64,6117,1,2,75,0,0,0,0,0,0,64,64,6117,1,2,75,0,0,0,0,0,0
9202,0500,9999, ,Athens GA MSA,72,72,5743,2,4,195,0,0,0,0,0,0,72,72,5743,2,4,195,0,0,0,0,0,0
9202,0520,9999, ,Atlanta GA MSA,2253,2253,205538,8,16,407,0,0,0,1,5,90,2199,2199,202563,7,14,365,0,0,0,0,0,0
9202,0560,9999, ,Atlantic City NJ MSA,65,65,6446,4,8,404,0,0,0,0,0,0,53,53,4872,4,8,404,0,0,0,0,0,0
9202,0600,9999, ,Augusta GA-SC MSA,219,219,18676,0,0,0,1,4,124,0,0,0,219,219,18676,0,0,0,1,4,124,0,0,0
9202,0640,9999, ,Austin TX MSA,259,259,24570,1,2,50,0,0,0,0,0,0,254,254,24097,1,2,50,0,0,0,0,0,0
9202,0680,9999, ,Bakersfield CA MSA,318,318,30717,2,4,264,0,0,0,0,0,0,169,169,17280,1,2,140,0,0,0,0,0,0
9202,0720,9999, ,Baltimore MD MSA,690,690,56953,0,0,0,0,0,0,0,0,0,685,685,56547,0,0,0,0,0,0,0,0,0
9202,0730,9999, ,Bangor ME MSA,5,5,456,0,0,0,0,0,0,0,0,0,4,4,335,0,0,0,0,0,0,0,0,0
9202,0760,9999, ,Baton Rouge LA MSA,107,107,8073,0,0,0,0,0,0,0,0,0,104,104,7798,0,0,0,0,0,0,0,0,0
9202,0780,9999, ,Battle Creek MI MSA,7,7,427,0,0,0,0,0,0,0,0,0,1,1,40,0,0,0,0,0,0,0,0,0
9202,0840,9999, ,Beaumont-Port Arthur TX MSA,37,37,3076,0,0,0,0,0,0,0,0,0,37,37,3076,0,0,0,0,0,0,0,0,0
9202,0860,9999, ,Bellingham WA MSA,73,73,5960,0,0,0,1,4,362,1,8,391,22,22,2134,0,0,0,1,4,362,0,0,0
9202,0870,9999, ,Benton Harbor MI MSA,6,6,597,1,2,65,0,0,0,0,0,0,5,5,411,1,2,65,0,0,0,0,0,0
9202,0880,9999, ,Billings MT MSA,40,40,3424,0,0,0,0,0,0,0,0,0,39,39,3369,0,0,0,0,0,0,0,0,0
9202,0920,9999, ,Biloxi-Gulfport MS MSA,34,34,2075,0,0,0,0,0,0,0,0,0,30,30,1939,0,0,0,0,0,0,0,0,0
9202,0960,9999, ,Binghamton NY MSA,11,11,1183,0,0,0,0,0,0,0,0,0,11,11,1183,0,0,0,0,0,0,0,0,0
9202,1000,9999, ,Birmingham AL MSA,271,271,31684,0,0,0,0,0,0,1,5,135,239,239,29256,0,0,0,0,0,0,0,0,0
9202,1010,9999, ,Bismarck ND MSA,9,9,727,0,0,0,0,0,0,0,0,0,9,9,727,0,0,0,0,0,0,0,0,0
