Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200409,102,18700,C,Corvallis  OR ,21,21,4467,0,0,0,0,0,0,3,21,1427,21,21,4467,0,0,0,0,0,0,3,21,1427
200409,104,10580, ,Albany-Schenectady-Troy  NY ,160,160,34029,0,0,0,0,0,0,3,35,2503,130,130,29494,0,0,0,0,0,0,2,22,1750
200409,104,24020, ,Glens Falls  NY ,48,48,6819,1,2,360,1,3,78,1,8,185,0,0,0,0,0,0,0,0,0,0,0,0
200409,112,11180, ,Ames  IA ,15,15,4206,0,0,0,0,0,0,0,0,0,13,13,3768,0,0,0,0,0,0,0,0,0
200409,118,11540, ,Appleton  WI ,59,59,11162,5,10,905,0,0,0,1,5,207,43,43,8400,5,10,905,0,0,0,0,0,0
200409,118,36780, ,Oshkosh-Neenah  WI ,64,64,10701,1,2,163,1,3,220,3,38,1684,15,15,2844,0,0,0,0,0,0,0,0,0
200409,120,11700, ,Asheville  NC ,216,216,36592,4,8,759,6,21,1470,1,6,414,180,180,30951,4,8,759,6,21,1470,1,6,414
200409,122,12060,C,Atlanta-Sandy Springs-Marietta  GA ,4833,4833,621628,9,18,4582,9,33,2294,5,430,24795,4417,4417,573106,8,16,1132,8,30,2047,4,425,24559
200409,122,23580, ,Gainesville  GA ,176,176,24037,0,0,0,0,0,0,0,0,0,175,175,23802,0,0,0,0,0,0,0,0,0
200409,132,12940, ,Baton Rouge  LA ,313,313,31091,0,0,0,0,0,0,0,0,0,306,306,30379,0,0,0,0,0,0,0,0,0
200409,140,13460,C,Bend  OR ,321,321,64519,6,12,1137,0,0,0,0,0,0,321,321,64519,6,12,1137,0,0,0,0,0,0
200409,142,13820,C,Birmingham-Hoover  AL ,490,490,73970,0,0,0,0,0,0,16,198,14315,387,387,59585,0,0,0,0,0,0,16,198,14315
200409,148,14460,C,Boston-Cambridge-Quincy  MA-NH ,653,653,134586,28,56,6324,12,41,3419,28,498,44080,410,410,90714,16,32,3399,6,20,1650,12,338,32641
200409,148,31700, ,Manchester-Nashua  NH ,128,128,22225,3,6,613,3,10,1270,4,97,6958,93,93,17100,1,2,150,2,7,895,3,90,6500
200409,148,49340, ,Worcester  MA ,282,282,52553,3,6,938,1,3,264,2,40,2229,215,215,42776,3,6,938,1,3,264,1,32,1500
200409,154,15180, ,Brownsville-Harlingen  TX ,254,254,20183,4,8,379,0,0,0,1,8,346,183,183,16355,3,6,321,0,0,0,1,8,346
200409,160,15380, ,Buffalo-Niagara Falls  NY ,148,148,27360,0,0,0,0,0,0,16,340,28643,134,134,25656,0,0,0,0,0,0,15,317,27632
200409,172,16740,C,Charlotte-Gastonia-Concord  NC-SC ,1220,1220,188960,1,2,145,16,57,5003,13,247,16347,1220,1220,188960,1,2,145,16,57,5003,13,247,16347
200409,174,16860, ,Chattanooga  TN-GA ,217,217,31673,3,6,264,0,0,0,1,7,301,164,164,24341,1,2,85,0,0,0,0,0,0
200409,174,17420, ,Cleveland  TN ,44,44,5716,0,0,0,0,0,0,0,0,0,44,44,5716,0,0,0,0,0,0,0,0,0
200409,176,16980,C,Chicago-Naperville-Joliet  IL-IN-WI ,3378,3378,633771,19,38,4185,54,190,14767,50,991,80363,2821,2821,533606,13,26,2842,48,171,13248,35,790,65158
200409,176,28100,C,Kankakee-Bradley  IL ,54,54,8573,2,4,469,0,0,0,0,0,0,37,37,6419,1,2,286,0,0,0,0,0,0
200409,176,33140, ,Michigan City-La Porte  IN ,29,29,3593,0,0,0,1,3,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200409,178,17140, ,Cincinnati-Middletown  OH-KY-IN ,934,934,137770,3,6,517,10,34,2384,29,220,9707,677,677,108357,3,6,517,9,31,2225,23,188,8191
200409,184,10420,C,Akron  OH ,194,194,34162,5,10,1035,3,12,883,5,57,2654,138,138,26287,4,8,836,2,8,792,3,24,1500
200409,184,17460,C,Cleveland-Elyria-Mentor  OH ,582,582,107669,5,10,886,3,11,1318,14,154,6734,391,391,75626,2,4,200,1,3,700,12,144,6000
200409,192,17900,C,Columbia  SC ,478,478,59424,1,2,88,4,15,240,4,64,3624,255,255,33683,1,2,88,4,15,240,0,0,0
200409,194,12220,C,Auburn-Opelika  AL ,38,38,7691,1,2,121,0,0,0,2,10,1111,31,31,6589,1,2,121,0,0,0,2,10,1111
200409,194,17980, ,Columbus  GA-AL ,86,86,10260,0,0,0,0,0,0,0,0,0,86,86,10260,0,0,0,0,0,0,0,0,0
200409,198,18140, ,Columbus  OH ,848,848,158648,9,18,2068,14,55,3685,41,286,16428,590,590,109638,9,18,2068,11,44,3141,38,258,15667
200409,204,18580, ,Corpus Christi  TX ,75,75,7483,1,2,122,0,0,0,0,0,0,70,70,7174,1,2,122,0,0,0,0,0,0
200409,206,19100,C,Dallas-Fort Worth-Arlington  TX ,3556,3556,583594,4,8,510,5,20,187,29,481,30414,3171,3171,521026,3,6,434,0,0,0,25,444,28146
200409,212,19380, ,Dayton  OH ,253,253,47756,0,0,0,2,8,400,3,52,4868,232,232,44812,0,0,0,2,8,400,3,52,4868
200409,212,44220, ,Springfield  OH ,21,21,3356,0,0,0,0,0,0,0,0,0,21,21,3356,0,0,0,0,0,0,0,0,0
200409,214,19660,C,Deltona-Daytona Beach-Ormond Beach  FL ,305,305,52450,0,0,0,0,0,0,7,86,7200,191,191,31886,0,0,0,0,0,0,1,6,200
200409,216,14500,C,Boulder  CO ,56,56,14831,0,0,0,0,0,0,1,5,468,56,56,14831,0,0,0,0,0,0,1,5,468
