Survey,CSA,CBSA,HHEADER,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202403,101,10180,2,Abilene  TX ,18,18,5107,3,6,882,0,0,0,0,0,0,17,17,4854,3,6,882,0,0,0,0,0,0
202403,101,45020,5,Sweetwater  TX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202403,104,10580,2,Albany-Schenectady-Troy  NY ,116,116,38215,2,4,1000,4,14,2266,7,126,6493,72,72,24314,0,0,0,2,8,1261,2,93,2321
202403,104,11220,5,Amsterdam  NY ,3,3,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202403,104,24020,2,Glens Falls  NY ,19,19,6648,0,0,0,0,0,0,0,0,0,19,19,6648,0,0,0,0,0,0,0,0,0
202403,104,24100,5,Gloversville  NY ,3,3,702,0,0,0,0,0,0,0,0,0,1,1,275,0,0,0,0,0,0,0,0,0
202403,104,26460,5,Hudson  NY ,7,7,3271,0,0,0,0,0,0,0,0,0,2,2,834,0,0,0,0,0,0,0,0,0
202403,105,10740,2,Albuquerque  NM ,194,194,49765,5,10,1900,0,0,0,3,78,1434,194,194,49765,5,10,1900,0,0,0,3,78,1434
202403,105,29780,5,Las Vegas  NM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202403,105,31060,5,Los Alamos  NM ,3,3,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202403,105,42140,2,Santa Fe  NM ,18,18,6998,0,0,0,0,0,0,0,0,0,18,18,6998,0,0,0,0,0,0,0,0,0
202403,106,10900,2,Allentown-Bethlehem-Easton  PA-NJ ,110,110,30696,1,2,537,0,0,0,2,16,3389,71,71,21336,0,0,0,0,0,0,0,0,0
202403,106,20700,5,East Stroudsburg  PA ,16,16,4145,0,0,0,0,0,0,0,0,0,10,10,2523,0,0,0,0,0,0,0,0,0
202403,107,11020,2,Altoona  PA ,10,10,2463,0,0,0,0,0,0,1,5,736,4,4,1000,0,0,0,0,0,0,0,0,0
202403,107,26500,5,Huntingdon  PA ,9,9,2781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202403,108,11100,2,Amarillo  TX ,57,57,16286,0,0,0,0,0,0,0,0,0,49,49,13990,0,0,0,0,0,0,0,0,0
202403,108,14420,5,Borger  TX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202403,118,11540,2,Appleton  WI ,49,49,18049,0,0,0,0,0,0,0,0,0,44,44,16547,0,0,0,0,0,0,0,0,0
202403,118,36780,2,Oshkosh-Neenah  WI ,38,38,12408,0,0,0,0,0,0,0,0,0,35,35,11073,0,0,0,0,0,0,0,0,0
202403,120,11700,2,Asheville  NC ,180,180,68487,0,0,0,0,0,0,2,39,20794,132,132,57225,0,0,0,0,0,0,1,33,19133
202403,120,14820,5,Brevard  NC ,17,17,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202403,120,48200,5,Waynesville  NC ,53,53,13544,3,6,1020,0,0,0,0,0,0,53,53,13544,3,6,1020,0,0,0,0,0,0
202403,122,12020,2,Athens-Clarke County  GA ,64,64,21818,0,0,0,0,0,0,0,0,0,40,40,13804,0,0,0,0,0,0,0,0,0
202403,122,12060,2,Atlanta-Sandy Springs-Roswell  GA ,2665,2665,753910,10,20,2927,13,46,6457,72,1575,247184,2408,2408,686154,9,18,2727,11,40,5857,67,1504,236720
202403,122,15660,5,Calhoun  GA ,29,29,5512,0,0,0,9,36,3293,0,0,0,15,15,2360,0,0,0,9,36,3293,0,0,0
202403,122,16340,5,Cedartown  GA ,16,16,4045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202403,122,18460,5,Cornelia  GA ,16,16,6422,0,0,0,0,0,0,0,0,0,11,11,5860,0,0,0,0,0,0,0,0,0
202403,122,23580,2,Gainesville  GA ,133,133,29490,0,0,0,0,0,0,0,0,0,38,38,6821,0,0,0,0,0,0,0,0,0
202403,122,27600,5,Jefferson  GA ,170,170,59541,0,0,0,0,0,0,0,0,0,118,118,45781,0,0,0,0,0,0,0,0,0
202403,122,29300,5,LaGrange  GA-AL ,19,19,4702,0,0,0,0,0,0,0,0,0,15,15,4234,0,0,0,0,0,0,0,0,0
202403,122,40660,2,Rome  GA ,19,19,3880,0,0,0,0,0,0,0,0,0,19,19,3880,0,0,0,0,0,0,0,0,0
202403,122,45580,5,Thomaston  GA ,4,4,1084,0,0,0,0,0,0,0,0,0,3,3,720,0,0,0,0,0,0,0,0,0
202403,132,12940,2,Baton Rouge  LA ,286,286,68548,1,2,250,0,0,0,1,12,1350,15,15,4776,1,2,250,0,0,0,0,0,0
202403,132,25220,2,Hammond  LA ,76,76,14941,0,0,0,0,0,0,1,27,2516,0,0,0,0,0,0,0,0,0,0,0,0
202403,142,13820,2,Birmingham  AL ,279,279,92810,2,4,706,1,3,451,1,46,8581,225,225,76733,0,0,0,0,0,0,0,0,0
202403,142,18980,5,Cullman  AL ,19,19,3283,2,4,485,0,0,0,0,0,0,18,18,3158,2,4,485,0,0,0,0,0,0
202403,142,45180,5,Talladega-Sylacauga  AL ,14,14,2582,0,0,0,0,0,0,0,0,0,13,13,2404,0,0,0,0,0,0,0,0,0
202403,144,13260,5,Bedford  IN ,1,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
