Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

9105,0040,9999, ,Abilene TX MSA,7,7,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9105,0120,9999, ,Albany GA MSA,10,10,945,3,6,212,0,0,0,0,0,0,10,10,945,3,6,212,0,0,0,0,0,0
9105,0160,9999, ,Albany-Schenectady-Troy NY MSA,264,264,28176,12,24,811,0,0,0,10,83,2812,209,209,21558,11,22,753,0,0,0,7,68,2439
9105,0200,9999, ,Albuquerque NM MSA,135,135,12874,0,0,0,0,0,0,0,0,0,135,135,12874,0,0,0,0,0,0,0,0,0
9105,0220,9999, ,Alexandria LA MSA,5,5,571,0,0,0,0,0,0,0,0,0,5,5,571,0,0,0,0,0,0,0,0,0
9105,0240,9999, ,Allentown-Bethlehem-Easton PA-NJ MSA,209,209,20440,2,4,140,0,0,0,2,12,650,179,179,17924,1,2,70,0,0,0,2,12,650
9105,0280,9999, ,Altoona PA MSA,15,15,1674,0,0,0,0,0,0,0,0,0,13,13,1555,0,0,0,0,0,0,0,0,0
9105,0320,9999, ,Amarillo TX MSA,20,20,2128,0,0,0,0,0,0,0,0,0,20,20,2128,0,0,0,0,0,0,0,0,0
9105,0380,9999, ,Anchorage AK MSA,93,93,15734,0,0,0,0,0,0,0,0,0,93,93,15734,0,0,0,0,0,0,0,0,0
9105,0400,9999, ,Anderson IN MSA,10,10,1157,0,0,0,1,4,240,0,0,0,10,10,1157,0,0,0,1,4,240,0,0,0
9105,0405,9999, ,Anderson SC MSA,57,57,3306,0,0,0,0,0,0,0,0,0,57,57,3306,0,0,0,0,0,0,0,0,0
9105,0450,9999, ,Anniston AL MSA,11,11,667,0,0,0,0,0,0,0,0,0,6,6,336,0,0,0,0,0,0,0,0,0
9105,0460,9999, ,Appleton-Oshkosh-Neenah WI MSA,93,93,8871,7,14,585,0,0,0,5,43,829,21,21,2351,1,2,143,0,0,0,1,12,264
9105,0480,9999, ,Asheville NC MSA,81,81,7435,6,12,511,0,0,0,0,0,0,81,81,7435,6,12,511,0,0,0,0,0,0
9105,0500,9999, ,Athens GA MSA,55,55,4239,1,2,56,1,4,108,0,0,0,55,55,4239,1,2,56,1,4,108,0,0,0
9105,0520,9999, ,Atlanta GA MSA,1909,1909,151314,7,14,506,0,0,0,0,0,0,1860,1860,148599,6,12,464,0,0,0,0,0,0
9105,0560,9999, ,Atlantic City NJ MSA,57,57,4770,0,0,0,0,0,0,0,0,0,41,41,3189,0,0,0,0,0,0,0,0,0
9105,0600,9999, ,Augusta GA-SC MSA,193,193,16323,0,0,0,0,0,0,0,0,0,193,193,16323,0,0,0,0,0,0,0,0,0
9105,0640,9999, ,Austin TX MSA,253,253,24762,0,0,0,0,0,0,0,0,0,253,253,24762,0,0,0,0,0,0,0,0,0
9105,0680,9999, ,Bakersfield CA MSA,346,346,32388,1,2,94,5,20,1153,2,59,3061,165,165,16067,1,2,94,5,20,1153,2,59,3061
9105,0720,9999, ,Baltimore MD MSA,952,952,79003,0,0,0,0,0,0,24,394,14194,946,946,78491,0,0,0,0,0,0,23,389,14034
9105,0730,9999, ,Bangor ME MSA,22,22,1704,0,0,0,0,0,0,0,0,0,20,20,1524,0,0,0,0,0,0,0,0,0
9105,0760,9999, ,Baton Rouge LA MSA,76,76,5960,0,0,0,0,0,0,0,0,0,75,75,5894,0,0,0,0,0,0,0,0,0
9105,0780,9999, ,Battle Creek MI MSA,8,8,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9105,0840,9999, ,Beaumont-Port Arthur TX MSA,28,28,2891,0,0,0,0,0,0,0,0,0,28,28,2891,0,0,0,0,0,0,0,0,0
9105,0860,9999, ,Bellingham WA MSA,84,84,6528,2,4,259,0,0,0,1,12,767,21,21,1847,1,2,121,0,0,0,0,0,181
9105,0870,9999, ,Benton Harbor MI MSA,16,16,1478,0,0,0,0,0,0,0,0,0,13,13,1145,0,0,0,0,0,0,0,0,0
9105,0880,9999, ,Billings MT MSA,17,17,1474,0,0,0,0,0,0,0,0,0,17,17,1474,0,0,0,0,0,0,0,0,0
9105,0920,9999, ,Biloxi-Gulfport MS MSA,40,40,2344,0,0,0,0,0,0,0,0,0,36,36,2208,0,0,0,0,0,0,0,0,0
9105,0960,9999, ,Binghamton NY MSA,21,21,2168,3,6,280,0,0,0,0,0,0,17,17,1850,2,4,230,0,0,0,0,0,0
9105,1000,9999, ,Birmingham AL MSA,240,240,22819,0,0,0,0,0,0,5,53,1200,208,208,20325,0,0,0,0,0,0,5,53,1200
9105,1010,9999, ,Bismarck ND MSA,33,33,2930,1,2,148,0,0,0,3,60,1197,33,33,2930,1,2,148,0,0,0,3,60,1197
