Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201907,104,10580,C,Albany-Schenectady-Troy  NY ,111,111,28313,0,0,0,2,7,930,15,107,8728,80,80,20500,0,0,0,1,4,480,9,77,5254
201907,104,24020, ,Glens Falls  NY ,25,25,6025,0,0,0,0,0,0,0,0,0,17,17,4146,0,0,0,0,0,0,0,0,0
201907,106,10740,C,Albuquerque  NM ,157,157,39251,0,0,0,0,0,0,1,6,250,93,93,24960,0,0,0,0,0,0,0,0,0
201907,106,42140,C,Santa Fe  NM ,22,22,5784,0,0,0,0,0,0,1,5,344,0,0,0,0,0,0,0,0,0,0,0,0
201907,107,11020, ,Altoona  PA ,1,1,82,0,0,0,0,0,0,0,0,0,1,1,82,0,0,0,0,0,0,0,0,0
201907,108,11100, ,Amarillo  TX ,36,36,8548,1,2,224,0,0,0,0,0,0,36,36,8548,1,2,224,0,0,0,0,0,0
201907,118,11540, ,Appleton  WI ,29,29,7255,1,2,490,0,0,0,0,0,0,24,24,6269,1,2,490,0,0,0,0,0,0
201907,118,36780, ,Oshkosh-Neenah  WI ,13,13,3434,0,0,0,0,0,0,0,0,0,13,13,3434,0,0,0,0,0,0,0,0,0
201907,120,11700, ,Asheville  NC ,177,177,50447,0,0,0,0,0,0,9,100,11852,49,49,12502,0,0,0,0,0,0,6,78,8536
201907,122,12020, ,Athens-Clarke County  GA ,35,35,8687,0,0,0,6,20,1832,0,0,0,35,35,8687,0,0,0,6,20,1832,0,0,0
201907,122,12060, ,Atlanta-Sandy Springs-Alpharetta  GA ,2197,2197,517832,4,8,1393,5,16,2939,22,198,24745,1841,1841,431058,3,6,1218,5,16,2939,17,114,14393
201907,122,23580, ,Gainesville  GA ,61,61,13883,0,0,0,0,0,0,2,16,1200,61,61,13883,0,0,0,0,0,0,2,16,1200
201907,122,40660,C,Rome  GA ,17,17,2535,0,0,0,0,0,0,0,0,0,17,17,2535,0,0,0,0,0,0,0,0,0
201907,140,13460,C,Bend  OR ,131,131,33651,4,8,1253,1,4,588,2,33,3067,131,131,33651,4,8,1253,1,4,588,2,33,3067
201907,142,13820,C,Birmingham-Hoover  AL ,252,252,70632,1,2,247,0,0,0,2,19,2011,153,153,47843,0,0,0,0,0,0,0,0,0
201907,144,14020,C,Bloomington  IN ,25,25,6720,0,0,0,0,0,0,1,159,18468,21,21,5685,0,0,0,0,0,0,1,159,18468
201907,145,14010, ,Bloomington  IL ,3,3,512,0,0,0,0,0,0,1,16,950,3,3,512,0,0,0,0,0,0,1,16,950
201907,146,14100,C,Bloomsburg-Berwick  PA ,7,7,2673,0,0,0,0,0,0,1,5,659,5,5,2129,0,0,0,0,0,0,0,0,0
201907,147,14260,C,Boise City  ID ,600,600,145393,4,8,807,9,34,5190,28,455,49157,267,267,67559,3,6,661,6,23,3267,19,338,37716
201907,148,12700, ,Barnstable Town  MA ,5,5,2254,0,0,0,0,0,0,0,0,0,5,5,2254,0,0,0,0,0,0,0,0,0
201907,148,14460,C,Boston-Cambridge-Newton  MA-NH ,432,432,135634,17,34,6701,7,22,4246,38,678,88055,263,263,81995,8,16,3287,6,19,3620,16,462,57861
201907,148,31700, ,Manchester-Nashua  NH ,37,37,8901,6,12,2075,1,3,584,1,5,631,19,19,5861,5,10,1812,1,3,584,0,0,0
201907,148,39300,C,Providence-Warwick  RI-MA ,146,146,37218,10,20,3136,1,4,444,0,0,0,86,86,24119,7,14,2288,1,4,444,0,0,0
201907,148,49340, ,Worcester  MA-CT ,16,16,3777,0,0,0,0,0,0,0,0,0,9,9,2153,0,0,0,0,0,0,0,0,0
201907,150,14540, ,Bowling Green  KY ,63,63,14960,0,0,0,0,0,0,0,0,0,63,63,14960,0,0,0,0,0,0,0,0,0
201907,154,15180, ,Brownsville-Harlingen  TX ,82,82,9015,1,2,165,0,0,0,0,0,0,22,22,2925,1,2,165,0,0,0,0,0,0
201907,160,15380,C,Buffalo-Cheektowaga  NY ,93,93,28037,3,6,1350,3,11,2666,3,32,6287,82,82,25690,3,6,1350,3,11,2666,2,12,1800
201907,162,15540, ,Burlington-South Burlington  VT ,28,28,7189,2,4,1106,1,4,350,2,14,1317,17,17,4373,1,2,879,0,0,0,0,0,0
201907,163,15980,C,Cape Coral-Fort Myers  FL ,536,536,111288,10,20,2519,4,16,4905,4,106,9239,536,536,111288,10,20,2519,4,16,4905,4,106,9239
201907,163,34940, ,Naples-Marco Island  FL ,271,271,66147,1,2,400,2,8,1876,1,8,2500,271,271,66147,1,2,400,2,8,1876,1,8,2500
201907,164,16020, ,Cape Girardeau  MO-IL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201907,168,16300, ,Cedar Rapids  IA ,28,28,4404,11,22,2669,1,4,520,1,6,964,28,28,4404,11,22,2669,1,4,520,1,6,964
201907,168,26980, ,Iowa City  IA ,15,15,3534,2,4,384,0,0,0,1,45,3750,14,14,3396,2,4,384,0,0,0,1,45,3750
201907,170,16620, ,Charleston  WV ,27,27,2890,0,0,0,0,0,0,0,0,0,21,21,2540,0,0,0,0,0,0,0,0,0
201907,170,26580, ,Huntington-Ashland  WV-KY-OH ,11,11,1986,1,2,278,0,0,0,0,0,0,4,4,950,0,0,0,0,0,0,0,0,0
201907,172,16740, ,Charlotte-Concord-Gastonia  NC-SC ,1191,1191,312911,2,4,285,5,18,2676,24,559,62372,1098,1098,279670,2,4,285,5,18,2676,23,543,60556
