Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201610,104,10580,C,Albany-Schenectady-Troy  NY ,124,124,30562,1,2,550,3,10,1189,15,233,18437,96,96,24071,0,0,0,2,7,784,10,198,13326
201610,104,24020, ,Glens Falls  NY ,22,22,4787,0,0,0,2,7,905,0,0,0,16,16,4296,0,0,0,2,7,905,0,0,0
201610,106,10740,C,Albuquerque  NM ,130,130,27275,0,0,0,0,0,0,2,23,1864,32,32,8555,0,0,0,0,0,0,0,0,0
201610,106,42140,C,Santa Fe  NM ,10,10,2421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201610,108,11100, ,Amarillo  TX ,55,55,13075,0,0,0,0,0,0,0,0,0,55,55,13075,0,0,0,0,0,0,0,0,0
201610,118,11540, ,Appleton  WI ,36,36,10279,3,6,740,0,0,0,0,0,0,36,36,10279,3,6,740,0,0,0,0,0,0
201610,118,36780, ,Oshkosh-Neenah  WI ,13,13,3784,0,0,0,0,0,0,1,41,7786,13,13,3784,0,0,0,0,0,0,1,41,7786
201610,120,11700, ,Asheville  NC ,137,137,38123,0,0,0,0,0,0,2,23,2395,53,53,14601,0,0,0,0,0,0,0,0,0
201610,122,12020, ,Athens-Clarke County  GA ,47,47,10977,0,0,0,1,4,695,0,0,0,47,47,10977,0,0,0,1,4,695,0,0,0
201610,122,12060, ,Atlanta-Sandy Springs-Roswell  GA ,1840,1840,410676,2,4,659,2,7,1583,13,1353,151029,1758,1758,389862,2,4,659,2,7,1583,10,1309,146554
201610,122,23580, ,Gainesville  GA ,61,61,10321,0,0,0,0,0,0,13,348,32475,61,61,10321,0,0,0,0,0,0,13,348,32475
201610,140,13460, ,Bend-Redmond  OR ,165,165,46388,1,2,335,1,3,350,1,48,4538,148,148,42425,1,2,335,1,3,350,1,48,4538
201610,142,13820,C,Birmingham-Hoover  AL ,181,181,42160,0,0,0,0,0,0,2,66,5459,133,133,30811,0,0,0,0,0,0,0,0,0
201610,144,14020,C,Bloomington  IN ,30,30,6881,0,0,0,0,0,0,1,16,1725,6,6,1018,0,0,0,0,0,0,0,0,0
201610,145,14010, ,Bloomington  IL ,18,18,2531,0,0,0,0,0,0,2,32,713,18,18,2531,0,0,0,0,0,0,2,32,713
201610,146,14100,C,Bloomsburg-Berwick  PA ,16,16,3810,0,0,0,0,0,0,1,5,390,7,7,2048,0,0,0,0,0,0,1,5,390
201610,147,14260,C,Boise City  ID ,450,450,95117,0,0,0,4,16,1405,10,56,7912,419,419,90490,0,0,0,4,16,1405,10,56,7912
201610,148,12700, ,Barnstable Town  MA ,9,9,3418,0,0,0,0,0,0,0,0,0,9,9,3418,0,0,0,0,0,0,0,0,0
201610,148,14460,C,Boston-Cambridge-Newton  MA-NH ,470,470,136602,23,46,7758,9,30,3307,25,369,55479,304,304,86342,16,32,5293,6,20,2112,13,288,44243
201610,148,31700, ,Manchester-Nashua  NH ,36,36,6207,1,2,200,0,0,0,1,8,1077,24,24,3979,1,2,200,0,0,0,0,0,0
201610,148,39300,C,Providence-Warwick  RI-MA ,130,130,30658,3,6,806,6,23,1563,0,0,0,67,67,18058,1,2,190,5,20,1038,0,0,0
201610,148,49340, ,Worcester  MA-CT ,18,18,4201,0,0,0,0,0,0,0,0,0,15,15,3554,0,0,0,0,0,0,0,0,0
201610,150,14540, ,Bowling Green  KY ,36,36,8203,0,0,0,0,0,0,0,0,0,36,36,8203,0,0,0,0,0,0,0,0,0
201610,154,15180, ,Brownsville-Harlingen  TX ,73,73,6800,0,0,0,1,4,160,0,0,0,73,73,6800,0,0,0,1,4,160,0,0,0
201610,160,15380,C,Buffalo-Cheektowaga-Niagara Falls  NY ,104,104,25785,1,2,70,0,0,0,3,73,13936,86,86,21791,0,0,0,0,0,0,2,68,13200
201610,162,15980,C,Cape Coral-Fort Myers  FL ,298,298,88670,1,2,197,6,24,3289,10,248,30958,298,298,88670,1,2,197,6,24,3289,10,248,30958
201610,162,34940, ,Naples-Immokalee-Marco Island  FL ,216,216,46957,0,0,0,3,10,1649,2,22,2196,216,216,46957,0,0,0,3,10,1649,2,22,2196
201610,164,16020, ,Cape Girardeau  MO-IL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201610,168,16300, ,Cedar Rapids  IA ,42,42,5070,1,2,520,0,0,0,0,0,0,40,40,4489,0,0,0,0,0,0,0,0,0
201610,168,26980, ,Iowa City  IA ,32,32,8251,0,0,0,0,0,0,2,48,5166,19,19,5611,0,0,0,0,0,0,2,48,5166
201610,170,16620, ,Charleston  WV ,6,6,1061,1,2,265,1,4,274,1,10,628,1,1,220,0,0,0,0,0,0,0,0,0
201610,170,26580, ,Huntington-Ashland  WV-KY-OH ,19,19,3765,0,0,0,1,4,85,0,0,0,12,12,2734,0,0,0,1,4,85,0,0,0
201610,172,16740, ,Charlotte-Concord-Gastonia  NC-SC ,976,976,234265,9,18,2495,3,10,1866,23,796,87980,887,887,209896,9,18,2495,3,10,1866,21,758,84385
201610,174,16860, ,Chattanooga  TN-GA ,118,118,20187,1,2,123,0,0,0,1,11,833,80,80,12792,1,2,123,0,0,0,0,0,0
201610,174,17420, ,Cleveland  TN ,32,32,4741,3,6,320,1,3,180,0,0,0,19,19,2399,3,6,320,1,3,180,0,0,0
201610,176,16980, ,Chicago-Naperville-Elgin  IL-IN-WI ,869,869,232824,6,12,2559,20,67,12637,27,2007,188567,755,755,207340,6,12,2559,20,67,12637,23,1931,181168
