Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200011,0040,9999,,Abilene  TX MSA ,10,10,1406,0,0,0,0,0,0,0,0,0,10,10,1406,0,0,0,0,0,0,0,0,0
200011,0120,9999,,Albany  GA MSA ,33,33,3913,0,0,0,0,0,0,0,0,0,13,13,1621,0,0,0,0,0,0,0,0,0
200011,0160,9999,,Albany-Schenectady-Troy  NY MSA ,154,154,23822,0,0,0,0,0,0,2,14,769,144,144,22645,0,0,0,0,0,0,0,0,0
200011,0200,9999,,Albuquerque  NM MSA ,293,293,29610,0,0,0,4,16,899,0,0,0,277,277,27819,0,0,0,4,16,899,0,0,0
200011,0220,9999,,Alexandria  LA MSA ,27,27,2741,0,0,0,0,0,0,0,0,0,6,6,536,0,0,0,0,0,0,0,0,0
200011,0240,9999,,Allentown-Bethlehem-Easton  PA MSA ,126,126,15231,0,0,0,3,11,636,3,68,3722,106,106,12371,0,0,0,1,4,308,3,68,3722
200011,0280,9999,,Altoona  PA MSA ,5,5,775,0,0,0,0,0,0,0,0,0,5,5,775,0,0,0,0,0,0,0,0,0
200011,0320,9999,,Amarillo  TX MSA ,30,30,4358,0,0,0,0,0,0,0,0,0,30,30,4358,0,0,0,0,0,0,0,0,0
200011,0380,9999,,Anchorage  AK MSA ,38,38,7121,3,6,736,0,0,0,0,0,0,38,38,7121,3,6,736,0,0,0,0,0,0
200011,0450,9999,,Anniston  AL MSA ,12,12,1123,0,0,0,0,0,0,1,6,275,2,2,225,0,0,0,0,0,0,0,0,0
200011,0460,9999,,Appleton-Oshkosh-Neenah  WI MSA ,91,91,12788,3,6,410,0,0,0,11,91,5490,67,67,9202,2,4,300,0,0,0,8,68,4692
200011,0480,9999,,Asheville  NC MSA ,84,84,12532,3,6,503,2,7,1061,0,0,0,84,84,12532,3,6,503,2,7,1061,0,0,0
200011,0500,9999,,Athens  GA MSA ,52,52,6413,2,4,156,0,0,0,3,37,1494,11,11,2844,0,0,0,0,0,0,0,0,0
200011,0520,9999,,Atlanta  GA MSA ,3512,3512,388676,11,22,1408,4,14,577,65,1157,64504,3296,3296,370435,11,22,1408,4,14,577,62,1122,61895
200011,0580,9999,,Auburn-Opelika  AL MSA ,13,13,4048,0,0,0,0,0,0,2,12,825,13,13,4048,0,0,0,0,0,0,2,12,825
200011,0600,9999,,Augusta-Aiken  GA-SC MSA ,175,175,22039,0,0,0,0,0,0,0,0,0,153,153,19564,0,0,0,0,0,0,0,0,0
200011,0640,9999,,Austin-San Marcos  TX MSA ,689,689,86485,13,26,2425,5,15,954,9,191,19110,644,644,80175,13,26,2425,5,15,954,8,178,18541
200011,0680,9999,,Bakersfield  CA MSA ,216,216,27468,0,0,0,0,0,0,0,0,0,215,215,27354,0,0,0,0,0,0,0,0,0
200011,0730,9999,,Bangor  ME MSA ,13,13,1224,0,0,0,0,0,0,0,0,0,8,8,755,0,0,0,0,0,0,0,0,0
200011,0740,9999,,Barnstable-Yarmouth  MA MSA ,84,84,18485,0,0,0,0,0,0,0,0,0,66,66,15083,0,0,0,0,0,0,0,0,0
200011,0760,9999,,Baton Rouge  LA MSA ,66,66,6898,0,0,0,0,0,0,0,0,0,66,66,6898,0,0,0,0,0,0,0,0,0
200011,0840,9999,,Beaumont-Port Arthur  TX MSA ,24,24,3117,0,0,0,0,0,0,1,5,260,24,24,3117,0,0,0,0,0,0,1,5,260
200011,0860,9999,,Bellingham  WA MSA ,56,56,8338,1,2,211,1,4,322,3,36,1896,30,30,4689,0,0,0,0,0,0,0,0,0
200011,0870,9999,,Benton Harbor  MI MSA ,5,5,542,0,0,0,2,8,880,0,0,0,3,3,343,0,0,0,2,8,880,0,0,0
200011,0880,9999,,Billings  MT MSA ,29,29,3850,0,0,0,0,0,0,1,6,525,29,29,3850,0,0,0,0,0,0,1,6,525
200011,0920,9999,,Biloxi-Gulfport-Pascagoula  MS MSA ,153,153,15118,0,0,0,0,0,0,46,428,21035,144,144,13894,0,0,0,0,0,0,46,428,21035
200011,0960,9999,,Binghamton  NY MSA ,2,2,165,0,0,0,0,0,0,0,0,0,2,2,165,0,0,0,0,0,0,0,0,0
200011,1000,9999,,Birmingham  AL MSA ,273,273,37411,0,0,0,0,0,0,0,0,0,170,170,23827,0,0,0,0,0,0,0,0,0
200011,1010,9999,,Bismarck  ND MSA ,14,14,1345,0,0,0,1,4,325,0,0,0,11,11,962,0,0,0,1,4,325,0,0,0
200011,1020,9999,,Bloomington  IN MSA ,42,42,5733,0,0,0,0,0,0,0,0,0,41,41,5651,0,0,0,0,0,0,0,0,0
200011,1040,9999,,Bloomington-Normal  IL MSA ,41,41,4303,1,2,28,0,0,0,1,6,300,41,41,4303,1,2,28,0,0,0,1,6,300
