Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200905,102,18700, ,Corvallis  OR ,2,2,939,0,0,0,0,0,0,0,0,0,2,2,939,0,0,0,0,0,0,0,0,0
200905,104,10580, ,Albany-Schenectady-Troy  NY ,52,52,12552,1,2,100,0,0,0,0,0,0,42,42,10729,1,2,100,0,0,0,0,0,0
200905,104,24020, ,Glens Falls  NY ,14,14,2998,0,0,0,0,0,0,0,0,0,8,8,2332,0,0,0,0,0,0,0,0,0
200905,112,11180, ,Ames  IA ,11,11,2443,0,0,0,0,0,0,0,0,0,9,9,2005,0,0,0,0,0,0,0,0,0
200905,118,11540, ,Appleton  WI ,29,29,5454,0,0,0,0,0,0,0,0,0,29,29,5454,0,0,0,0,0,0,0,0,0
200905,118,36780, ,Oshkosh-Neenah  WI ,16,16,3790,1,2,200,0,0,0,0,0,0,16,16,3790,1,2,200,0,0,0,0,0,0
200905,120,11700, ,Asheville  NC ,80,80,17735,0,0,0,0,0,0,0,0,0,40,40,8576,0,0,0,0,0,0,0,0,0
200905,122,12060,C,Atlanta-Sandy Springs-Marietta  GA ,414,414,74950,0,0,0,0,0,0,2,341,48829,385,385,68378,0,0,0,0,0,0,2,341,48829
200905,122,23580, ,Gainesville  GA ,20,20,3804,0,0,0,0,0,0,0,0,0,20,20,3804,0,0,0,0,0,0,0,0,0
200905,132,12940, ,Baton Rouge  LA ,221,221,36524,0,0,0,0,0,0,1,9,780,212,212,34970,0,0,0,0,0,0,0,0,0
200905,140,13460,C,Bend  OR ,37,37,9298,0,0,0,0,0,0,0,0,0,37,37,9298,0,0,0,0,0,0,0,0,0
200905,142,13820,C,Birmingham-Hoover  AL ,134,134,21561,0,0,0,0,0,0,1,11,818,90,90,13344,0,0,0,0,0,0,0,0,0
200905,148,14460,C,Boston-Cambridge-Quincy  MA-NH ,233,233,58308,12,24,3620,4,14,2849,16,201,31764,150,150,40792,11,22,3313,3,11,2554,12,181,30470
200905,148,31700, ,Manchester-Nashua  NH ,24,24,4699,0,0,0,1,4,581,1,5,276,19,19,3806,0,0,0,1,4,581,0,0,0
200905,148,49340, ,Worcester  MA ,53,53,8713,0,0,0,1,3,235,0,0,0,36,36,5163,0,0,0,1,3,235,0,0,0
200905,154,15180, ,Brownsville-Harlingen  TX ,71,71,7122,0,0,0,0,0,0,0,0,0,68,68,6649,0,0,0,0,0,0,0,0,0
200905,160,15380, ,Buffalo-Niagara Falls  NY ,63,63,13565,0,0,0,0,0,0,0,0,0,61,61,13172,0,0,0,0,0,0,0,0,0
200905,172,16740,C,Charlotte-Gastonia-Concord  NC-SC ,393,393,78763,0,0,0,3,12,810,3,76,6173,291,291,53167,0,0,0,3,12,810,2,71,5784
200905,174,16860, ,Chattanooga  TN-GA ,76,76,10158,1,2,92,0,0,0,0,0,0,59,59,7759,0,0,0,0,0,0,0,0,0
200905,174,17420, ,Cleveland  TN ,14,14,1629,1,2,115,1,4,125,0,0,0,14,14,1629,1,2,115,1,4,125,0,0,0
200905,176,16980,C,Chicago-Naperville-Joliet  IL-IN-WI ,377,377,95912,2,4,410,3,11,914,5,29,3966,291,291,73887,2,4,410,3,11,914,2,14,2396
200905,176,28100, ,Kankakee-Bradley  IL ,3,3,833,0,0,0,0,0,0,0,0,0,3,3,833,0,0,0,0,0,0,0,0,0
200905,176,33140, ,Michigan City-La Porte  IN ,11,11,2132,0,0,0,0,0,0,0,0,0,11,11,2132,0,0,0,0,0,0,0,0,0
200905,178,17140,C,Cincinnati-Middletown  OH-KY-IN ,279,279,52395,0,0,0,0,0,0,1,5,127,239,239,41938,0,0,0,0,0,0,0,0,0
200905,184,10420, ,Akron  OH ,38,38,6444,0,0,0,1,3,69,0,0,0,31,31,5746,0,0,0,0,0,0,0,0,0
200905,184,17460,C,Cleveland-Elyria-Mentor  OH ,194,194,34070,0,0,0,0,0,0,8,96,4200,163,163,29140,0,0,0,0,0,0,8,96,4200
200905,192,17900,C,Columbia  SC ,213,213,27801,0,0,0,0,0,0,1,15,847,144,144,19609,0,0,0,0,0,0,0,0,0
200905,194,12220,C,Auburn-Opelika  AL ,51,51,10456,0,0,0,0,0,0,10,127,11348,51,51,10456,0,0,0,0,0,0,10,127,11348
200905,194,17980, ,Columbus  GA-AL ,53,53,8180,0,0,0,0,0,0,1,10,760,34,34,6168,0,0,0,0,0,0,0,0,0
200905,198,18140,C,Columbus  OH ,249,249,51820,0,0,0,1,4,400,4,120,7704,228,228,47525,0,0,0,1,4,400,4,120,7704
200905,204,18580, ,Corpus Christi  TX ,65,65,8065,1,2,211,0,0,0,1,6,230,10,10,964,0,0,0,0,0,0,0,0,0
200905,206,19100,C,Dallas-Fort Worth-Arlington  TX ,1075,1075,256344,3,6,427,0,0,0,30,638,60616,997,997,232552,3,6,427,0,0,0,28,621,59867
200905,212,19380, ,Dayton  OH ,58,58,15164,0,0,0,0,0,0,0,0,0,53,53,14087,0,0,0,0,0,0,0,0,0
200905,212,44220, ,Springfield  OH ,5,5,755,0,0,0,0,0,0,0,0,0,5,5,755,0,0,0,0,0,0,0,0,0
200905,216,14500, ,Boulder  CO ,13,13,5290,0,0,0,1,3,180,1,5,621,5,5,1433,0,0,0,0,0,0,0,0,0
200905,216,19740,C,Denver-Aurora-Broomfield  CO ,206,206,54257,3,6,1076,0,0,0,1,6,864,201,201,53225,3,6,1076,0,0,0,1,6,864
200905,218,19780,C,Des Moines-West Des Moines  IA ,174,174,32779,0,0,0,0,0,0,0,0,0,174,174,32779,0,0,0,0,0,0,0,0,0
