Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

9512,0040,9999, ,Abilene TX MSA,17,17,1909,0,0,0,0,0,0,1,22,572,0,0,0,0,0,0,0,0,0,0,0,0
9512,0120,9999, ,Albany GA MSA,52,52,3273,1,2,105,1,4,55,0,0,0,52,52,3273,1,2,105,1,4,55,0,0,0
9512,0160,9999, ,Albany-Schenectady-Troy NY MSA,71,71,8950,1,2,70,0,0,0,1,8,200,58,58,7787,0,0,0,0,0,0,1,8,200
9512,0200,9999, ,Albuquerque NM MSA,331,331,28568,0,0,0,0,0,0,23,255,14991,194,194,17658,0,0,0,0,0,0,22,250,14834
9512,0220,9999, ,Alexandria LA MSA,21,21,2126,0,0,0,0,0,0,0,0,0,5,5,777,0,0,0,0,0,0,0,0,0
9512,0240,9999, ,Allentown-Bethlehem-Easton PA MSA,74,74,7037,1,2,85,1,3,142,0,0,0,63,63,5828,0,0,0,0,0,0,0,0,0
9512,0280,9999, ,Altoona PA MSA,6,6,474,0,0,0,0,0,0,0,0,0,6,6,474,0,0,0,0,0,0,0,0,0
9512,0320,9999, ,Amarillo TX MSA,36,36,3561,0,0,0,0,0,0,0,0,0,36,36,3561,0,0,0,0,0,0,0,0,0
9512,0380,9999, ,Anchorage AK MSA,22,22,2596,1,2,148,0,0,0,0,0,0,22,22,2596,1,2,148,0,0,0,0,0,0
9512,0450,9999, ,Anniston AL MSA,13,13,974,1,2,63,0,0,0,1,5,109,0,0,0,0,0,0,0,0,0,0,0,0
9512,0460,9999, ,Appleton-Oshkosh-Neenah WI MSA,49,49,6353,5,10,619,1,4,142,1,5,130,26,26,3617,5,10,619,1,4,142,0,0,0
9512,0480,9999, ,Asheville NC MSA,51,51,5084,4,8,421,1,4,128,4,20,1204,51,51,5084,4,8,421,1,4,128,4,20,1204
9512,0500,9999, ,Athens GA MSA,40,40,3752,0,0,0,0,0,0,10,200,8611,33,33,3102,0,0,0,0,0,0,10,200,8611
9512,0520,9999, ,Atlanta GA MSA,2542,2542,249116,6,12,527,1,4,120,81,1408,55739,2348,2348,231643,5,10,464,0,0,0,76,1321,53283
9512,0600,9999, ,Augusta-Aiken GA-SC MSA,122,122,10752,0,0,0,4,16,416,0,0,0,122,122,10752,0,0,0,4,16,416,0,0,0
9512,0640,9999, ,Austin-San Marcos TX MSA,385,385,39377,10,20,991,0,0,0,7,160,6571,373,373,38243,10,20,991,0,0,0,7,160,6571
9512,0680,9999, ,Bakersfield CA MSA,213,213,20604,0,0,0,9,34,1745,14,151,16238,213,213,20604,0,0,0,9,34,1745,14,151,16238
9512,0730,9999, ,Bangor ME MSA,11,11,1018,0,0,0,0,0,0,0,0,0,8,8,762,0,0,0,0,0,0,0,0,0
9512,0740,9999, ,Barnstable-Yarmouth MA MSA,77,77,10079,1,2,200,4,12,1200,0,0,0,74,74,9781,1,2,200,4,12,1200,0,0,0
9512,0760,9999, ,Baton Rouge LA MSA,91,91,7842,0,0,0,0,0,0,0,0,0,91,91,7842,0,0,0,0,0,0,0,0,0
9512,0840,9999, ,Beaumont-Port Arthur TX MSA,30,30,2786,0,0,0,0,0,0,0,0,0,30,30,2786,0,0,0,0,0,0,0,0,0
9512,0860,9999, ,Bellingham WA MSA,75,75,8830,0,0,0,5,17,879,2,88,4132,23,23,3217,0,0,0,5,17,879,1,81,3700
9512,0870,9999, ,Benton Harbor MI MSA,5,5,347,0,0,0,1,3,199,0,0,0,2,2,144,0,0,0,0,0,0,0,0,0
9512,0880,9999, ,Billings MT MSA,8,8,838,0,0,0,0,0,0,0,0,0,8,8,838,0,0,0,0,0,0,0,0,0
9512,0920,9999, ,Biloxi-Gulfport-Pascagoula MS MSA,90,90,6599,2,4,209,0,0,0,0,0,0,85,85,6174,2,4,209,0,0,0,0,0,0
9512,0960,9999, ,Binghamton NY MSA,3,3,338,0,0,0,0,0,0,0,0,0,1,1,103,0,0,0,0,0,0,0,0,0
9512,1000,9999, ,Birmingham AL MSA,271,271,31230,0,0,0,2,7,124,2,29,665,226,226,26714,0,0,0,0,0,0,1,24,552
9512,1010,9999, ,Bismarck ND MSA,3,3,348,0,0,0,0,0,0,0,0,0,3,3,348,0,0,0,0,0,0,0,0,0
9512,1020,9999, ,Bloomington IN MSA,37,37,3715,0,0,0,0,0,0,0,0,0,37,37,3715,0,0,0,0,0,0,0,0,0
9512,1040,9999, ,Bloomington-Normal IL MSA,53,53,5901,0,0,0,0,0,0,0,0,0,53,53,5901,0,0,0,0,0,0,0,0,0
9512,1080,9999, ,Boise City ID MSA,252,252,25720,2,4,240,2,7,279,11,129,3486,167,167,17903,2,4,240,1,3,146,11,129,3486
9512,1122,1120, ,Boston MA-NH PMSA,375,375,55149,14,28,1643,8,28,1943,6,33,2157,272,272,41948,11,22,1331,8,28,1943,3,18,1470
