Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

9107,0040,9999, ,Abilene TX MSA,6,6,665,0,0,0,0,0,0,0,0,0,6,6,665,0,0,0,0,0,0,0,0,0
9107,0120,9999, ,Albany GA MSA,12,12,930,0,0,0,0,0,0,0,0,0,12,12,930,0,0,0,0,0,0,0,0,0
9107,0160,9999, ,Albany-Schenectady-Troy NY MSA,245,245,24929,5,10,529,0,0,0,7,47,1669,187,187,18807,3,6,392,0,0,0,3,24,1200
9107,0200,9999, ,Albuquerque NM MSA,143,143,13760,0,0,0,0,0,0,0,0,0,143,143,13760,0,0,0,0,0,0,0,0,0
9107,0220,9999, ,Alexandria LA MSA,8,8,549,0,0,0,0,0,0,0,0,0,8,8,549,0,0,0,0,0,0,0,0,0
9107,0240,9999, ,Allentown-Bethlehem-Easton PA-NJ MSA,210,210,18591,1,2,103,1,3,95,1,6,262,189,189,16960,0,0,0,1,3,95,0,0,0
9107,0280,9999, ,Altoona PA MSA,13,13,1028,0,0,0,0,0,0,0,0,0,5,5,308,0,0,0,0,0,0,0,0,0
9107,0320,9999, ,Amarillo TX MSA,8,8,1105,0,0,0,0,0,0,0,0,0,8,8,1105,0,0,0,0,0,0,0,0,0
9107,0380,9999, ,Anchorage AK MSA,79,79,11513,0,0,0,0,0,0,0,0,0,79,79,11513,0,0,0,0,0,0,0,0,0
9107,0400,9999, ,Anderson IN MSA,20,20,2034,2,4,525,0,0,0,0,0,0,20,20,2034,2,4,525,0,0,0,0,0,0
9107,0405,9999, ,Anderson SC MSA,61,61,4059,0,0,0,0,0,0,0,0,0,61,61,4059,0,0,0,0,0,0,0,0,0
9107,0450,9999, ,Anniston AL MSA,11,11,585,0,0,0,0,0,0,0,0,0,6,6,254,0,0,0,0,0,0,0,0,0
9107,0460,9999, ,Appleton-Oshkosh-Neenah WI MSA,108,108,9811,6,12,442,0,0,0,6,53,1003,36,36,3369,0,0,0,0,0,0,1,12,250
9107,0480,9999, ,Asheville NC MSA,76,76,6421,1,2,190,0,0,0,0,0,0,76,76,6421,1,2,190,0,0,0,0,0,0
9107,0500,9999, ,Athens GA MSA,54,54,4136,1,2,110,0,0,0,0,0,0,54,54,4136,1,2,110,0,0,0,0,0,0
9107,0520,9999, ,Atlanta GA MSA,1982,1982,159245,2,4,162,0,0,0,5,249,8983,1937,1937,156727,2,4,162,0,0,0,5,249,8983
9107,0560,9999, ,Atlantic City NJ MSA,66,66,6232,6,12,1347,0,0,0,4,36,924,54,54,4511,5,10,953,0,0,0,4,36,924
9107,0600,9999, ,Augusta GA-SC MSA,174,174,14508,0,0,0,7,22,330,0,0,0,174,174,14508,0,0,0,7,22,330,0,0,0
9107,0640,9999, ,Austin TX MSA,296,296,26198,0,0,0,0,0,0,0,0,0,294,294,26013,0,0,0,0,0,0,0,0,0
9107,0680,9999, ,Bakersfield CA MSA,307,307,30202,1,2,84,2,7,381,0,0,0,307,307,30202,1,2,84,2,7,381,0,0,0
9107,0720,9999, ,Baltimore MD MSA,793,793,65838,0,0,0,0,0,0,8,89,3191,787,787,65326,0,0,0,0,0,0,7,84,3031
9107,0730,9999, ,Bangor ME MSA,17,17,1137,0,0,0,0,0,0,4,30,1272,13,13,869,0,0,0,0,0,0,4,30,1272
9107,0760,9999, ,Baton Rouge LA MSA,125,125,10095,0,0,0,0,0,0,0,0,0,122,122,9707,0,0,0,0,0,0,0,0,0
9107,0780,9999, ,Battle Creek MI MSA,1,1,48,0,0,0,0,0,0,0,0,0,1,1,48,0,0,0,0,0,0,0,0,0
9107,0840,9999, ,Beaumont-Port Arthur TX MSA,29,29,2411,0,0,0,0,0,0,0,0,0,29,29,2411,0,0,0,0,0,0,0,0,0
9107,0860,9999, ,Bellingham WA MSA,78,78,6525,2,4,291,0,0,0,13,215,9730,22,22,2259,1,2,153,0,0,0,12,206,9290
9107,0870,9999, ,Benton Harbor MI MSA,10,10,799,0,0,0,0,0,0,0,0,0,8,8,573,0,0,0,0,0,0,0,0,0
9107,0880,9999, ,Billings MT MSA,22,22,1911,0,0,0,0,0,0,1,9,275,22,22,1911,0,0,0,0,0,0,1,9,275
9107,0920,9999, ,Biloxi-Gulfport MS MSA,44,44,2594,0,0,0,1,4,92,0,0,0,40,40,2458,0,0,0,1,4,92,0,0,0
9107,0960,9999, ,Binghamton NY MSA,24,24,3170,1,2,75,0,0,0,0,0,0,23,23,3089,1,2,75,0,0,0,0,0,0
9107,1000,9999, ,Birmingham AL MSA,310,310,29258,0,0,0,0,0,0,8,69,5218,290,290,27767,0,0,0,0,0,0,8,69,5218
9107,1010,9999, ,Bismarck ND MSA,39,39,3507,1,2,69,0,0,0,0,0,0,39,39,3507,1,2,69,0,0,0,0,0,0
