Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201302,102,18700, ,Corvallis  OR ,4,4,961,1,2,307,1,4,264,4,33,3652,0,0,0,0,0,0,0,0,0,0,0,0
201302,104,10580, ,Albany-Schenectady-Troy  NY ,47,47,12009,0,0,0,0,0,0,4,23,816,34,34,9009,0,0,0,0,0,0,0,0,0
201302,104,24020, ,Glens Falls  NY ,16,16,3120,0,0,0,0,0,0,5,36,2075,10,10,1798,0,0,0,0,0,0,5,36,2075
201302,112,11180, ,Ames  IA ,6,6,1541,0,0,0,0,0,0,0,0,0,6,6,1541,0,0,0,0,0,0,0,0,0
201302,118,11540, ,Appleton  WI ,24,24,6303,1,2,260,0,0,0,0,0,0,24,24,6303,1,2,260,0,0,0,0,0,0
201302,118,36780, ,Oshkosh-Neenah  WI ,12,12,3037,0,0,0,0,0,0,0,0,0,12,12,3037,0,0,0,0,0,0,0,0,0
201302,120,11700, ,Asheville  NC ,93,93,20581,0,0,0,1,3,500,0,0,0,78,78,17517,0,0,0,0,0,0,0,0,0
201302,122,12060,C,Atlanta-Sandy Springs-Marietta  GA ,1142,1142,230877,2,4,560,1,4,564,21,1470,121055,1089,1089,219970,2,4,560,1,4,564,20,1461,120400
201302,122,23580, ,Gainesville  GA ,29,29,4659,0,0,0,0,0,0,0,0,0,29,29,4659,0,0,0,0,0,0,0,0,0
201302,126,12420,C,Austin-Round Rock-San Marcos  TX ,695,695,119224,13,26,3821,17,58,5736,56,2290,229071,596,596,104284,13,26,3821,17,58,5736,42,2152,219818
201302,132,12940, ,Baton Rouge  LA ,255,255,43786,1,2,158,1,4,332,2,10,815,175,175,31888,0,0,0,0,0,0,0,0,0
201302,140,13460,C,Bend  OR ,79,79,17823,0,0,0,0,0,0,0,0,0,79,79,17823,0,0,0,0,0,0,0,0,0
201302,142,13820,C,Birmingham-Hoover  AL ,144,144,33384,1,2,201,0,0,0,1,6,300,113,113,27211,1,2,201,0,0,0,0,0,0
201302,148,14460,C,Boston-Cambridge-Quincy  MA-NH ,273,273,70378,14,28,2341,4,14,2159,13,285,32528,213,213,55226,6,12,1610,3,11,1864,7,255,30117
201302,148,31700, ,Manchester-Nashua  NH ,16,16,2440,1,2,313,0,0,0,0,0,0,12,12,1697,1,2,313,0,0,0,0,0,0
201302,148,39300, ,Providence-New Bedford-Fall River  RI-MA ,81,81,14998,4,8,740,0,0,0,0,0,0,60,60,11230,1,2,200,0,0,0,0,0,0
201302,148,49340, ,Worcester  MA ,35,35,7270,2,4,1290,0,0,0,0,0,0,25,25,5325,2,4,1290,0,0,0,0,0,0
201302,154,15180, ,Brownsville-Harlingen  TX ,85,85,10079,0,0,0,0,0,0,0,0,0,85,85,10079,0,0,0,0,0,0,0,0,0
201302,160,15380, ,Buffalo-Niagara Falls  NY ,44,44,10874,0,0,0,2,8,1133,1,5,667,36,36,8620,0,0,0,2,8,1133,1,5,667
201302,164,16020, ,Cape Girardeau-Jackson  MO-IL ,9,9,1716,0,0,0,0,0,0,0,0,0,5,5,1025,0,0,0,0,0,0,0,0,0
201302,172,16740,C,Charlotte-Gastonia-Rock Hill  NC-SC ,735,735,143948,0,0,0,7,25,1337,31,427,29144,717,717,139726,0,0,0,7,25,1337,30,421,28431
201302,174,16860, ,Chattanooga  TN-GA ,79,79,12445,1,2,92,0,0,0,1,9,837,50,50,8663,0,0,0,0,0,0,0,0,0
201302,174,17420, ,Cleveland  TN ,22,22,3092,1,2,50,0,0,0,0,0,0,22,22,3092,1,2,50,0,0,0,0,0,0
201302,176,16980,C,Chicago-Joliet-Naperville  IL-IN-WI ,320,320,85937,19,38,5990,7,25,4153,10,130,34794,271,271,73802,18,36,5698,7,25,4153,8,120,33913
201302,176,28100, ,Kankakee-Bradley  IL ,1,1,200,0,0,0,0,0,0,0,0,0,1,1,200,0,0,0,0,0,0,0,0,0
201302,176,33140, ,Michigan City-La Porte  IN ,5,5,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201302,178,17140,C,Cincinnati-Middletown  OH-KY-IN ,221,221,47258,0,0,0,1,4,1110,3,36,3150,183,183,38855,0,0,0,1,4,1110,3,36,3150
201302,184,10420, ,Akron  OH ,33,33,7487,0,0,0,0,0,0,0,0,0,9,9,2760,0,0,0,0,0,0,0,0,0
201302,184,17460,C,Cleveland-Elyria-Mentor  OH ,141,141,30753,0,0,0,0,0,0,2,12,824,106,106,25679,0,0,0,0,0,0,0,0,0
201302,192,17900,C,Columbia  SC ,256,256,39361,0,0,0,0,0,0,2,54,3880,69,69,9861,0,0,0,0,0,0,0,0,0
201302,194,12220,C,Auburn-Opelika  AL ,61,61,19183,0,0,0,0,0,0,0,0,0,61,61,19183,0,0,0,0,0,0,0,0,0
201302,194,17980, ,Columbus  GA-AL ,49,49,7874,0,0,0,1,4,182,1,17,1289,24,24,5228,0,0,0,0,0,0,0,0,0
201302,198,18140,C,Columbus  OH ,230,230,51966,0,0,0,4,15,1591,16,284,22829,200,200,47061,0,0,0,3,12,1283,16,284,22829
201302,204,18580, ,Corpus Christi  TX ,84,84,14272,0,0,0,0,0,0,3,30,1777,14,14,2916,0,0,0,0,0,0,0,0,0
201302,206,19100,C,Dallas-Fort Worth-Arlington  TX ,1330,1330,370986,0,0,0,2,7,488,8,1127,128791,1184,1184,314532,0,0,0,2,7,488,8,1127,128791
201302,206,43300, ,Sherman-Denison  TX ,1,1,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
