Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201502,104,10580,C,Albany-Schenectady-Troy  NY ,40,40,9948,0,0,0,0,0,0,4,117,13390,28,28,7790,0,0,0,0,0,0,2,107,12630
201502,104,24020, ,Glens Falls  NY ,4,4,729,0,0,0,0,0,0,0,0,0,2,2,521,0,0,0,0,0,0,0,0,0
201502,106,10740,C,Albuquerque  NM ,127,127,27118,1,2,283,1,4,335,1,5,208,57,57,14634,0,0,0,0,0,0,0,0,0
201502,106,42140,C,Santa Fe  NM ,11,11,2630,0,0,0,0,0,0,0,0,0,11,11,2630,0,0,0,0,0,0,0,0,0
201502,108,11100, ,Amarillo  TX ,53,53,13192,0,0,0,0,0,0,0,0,0,53,53,13192,0,0,0,0,0,0,0,0,0
201502,118,11540, ,Appleton  WI ,15,15,3553,0,0,0,0,0,0,0,0,0,15,15,3553,0,0,0,0,0,0,0,0,0
201502,118,36780, ,Oshkosh-Neenah  WI ,10,10,1687,0,0,0,0,0,0,1,54,4693,10,10,1687,0,0,0,0,0,0,1,54,4693
201502,120,11700, ,Asheville  NC ,91,91,23080,0,0,0,0,0,0,1,8,256,27,27,7387,0,0,0,0,0,0,0,0,0
201502,122,12020, ,Athens-Clarke County  GA ,39,39,7384,0,0,0,0,0,0,0,0,0,39,39,7384,0,0,0,0,0,0,0,0,0
201502,122,12060, ,Atlanta-Sandy Springs-Roswell  GA ,1515,1515,317965,0,0,0,4,16,2645,11,697,99186,1470,1470,308154,0,0,0,4,16,2645,10,692,99114
201502,122,23580, ,Gainesville  GA ,49,49,9649,0,0,0,0,0,0,4,24,2300,49,49,9649,0,0,0,0,0,0,4,24,2300
201502,140,13460, ,Bend-Redmond  OR ,87,87,24803,2,4,1090,0,0,0,0,0,0,79,79,23321,2,4,1090,0,0,0,0,0,0
201502,142,13820,C,Birmingham-Hoover  AL ,197,197,50846,0,0,0,1,4,447,5,107,9735,157,157,41032,0,0,0,0,0,0,3,96,8980
201502,144,14020,C,Bloomington  IN ,16,16,3766,0,0,0,0,0,0,0,0,0,16,16,3766,0,0,0,0,0,0,0,0,0
201502,145,14010, ,Bloomington  IL ,13,13,2333,0,0,0,0,0,0,1,11,580,3,3,303,0,0,0,0,0,0,0,0,0
201502,146,14100,C,Bloomsburg-Berwick  PA ,6,6,1041,0,0,0,0,0,0,0,0,0,4,4,694,0,0,0,0,0,0,0,0,0
201502,147,14260,C,Boise City  ID ,278,278,65314,0,0,0,17,68,4650,0,0,0,254,254,60034,0,0,0,17,68,4650,0,0,0
201502,148,12700, ,Barnstable Town  MA ,2,2,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201502,148,14460,C,Boston-Cambridge-Newton  MA-NH ,170,170,47501,12,24,2931,1,3,200,15,373,74405,123,123,35378,10,20,2499,1,3,200,7,290,65621
201502,148,31700, ,Manchester-Nashua  NH ,15,15,2498,0,0,0,0,0,0,0,0,0,13,13,2095,0,0,0,0,0,0,0,0,0
201502,148,39300,C,Providence-Warwick  RI-MA ,32,32,7005,0,0,0,0,0,0,1,36,1515,19,19,4382,0,0,0,0,0,0,1,36,1515
201502,148,49340, ,Worcester  MA-CT ,7,7,1485,0,0,0,0,0,0,0,0,0,5,5,1034,0,0,0,0,0,0,0,0,0
201502,150,14540, ,Bowling Green  KY ,29,29,6252,14,28,980,0,0,0,1,24,785,29,29,6252,14,28,980,0,0,0,1,24,785
201502,154,15180, ,Brownsville-Harlingen  TX ,57,57,6112,2,4,367,0,0,0,0,0,0,57,57,6112,2,4,367,0,0,0,0,0,0
201502,160,15380,C,Buffalo-Cheektowaga-Niagara Falls  NY ,51,51,13536,1,2,173,0,0,0,2,107,8288,42,42,10563,0,0,0,0,0,0,1,101,8000
201502,162,15980,C,Cape Coral-Fort Myers  FL ,285,285,68389,0,0,0,3,12,3466,9,200,17164,285,285,68389,0,0,0,3,12,3466,9,200,17164
201502,162,34940, ,Naples-Immokalee-Marco Island  FL ,205,205,66461,0,0,0,1,4,568,1,12,875,205,205,66461,0,0,0,1,4,568,1,12,875
201502,164,16020, ,Cape Girardeau  MO-IL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201502,168,16300, ,Cedar Rapids  IA ,13,13,1942,0,0,0,2,7,508,1,12,1220,1,1,725,0,0,0,1,4,299,0,0,0
201502,168,26980, ,Iowa City  IA ,16,16,3259,1,2,303,0,0,0,2,60,7525,0,0,0,0,0,0,0,0,0,1,30,2250
201502,170,16620, ,Charleston  WV ,3,3,595,1,2,289,1,4,221,2,22,1077,0,0,0,0,0,0,0,0,0,0,0,0
201502,170,26580, ,Huntington-Ashland  WV-KY-OH ,8,8,1743,0,0,0,2,6,239,0,0,0,7,7,1634,0,0,0,0,0,0,0,0,0
201502,172,16740, ,Charlotte-Concord-Gastonia  NC-SC ,892,892,212976,10,20,5718,0,0,0,41,866,65142,804,804,188274,10,20,5718,0,0,0,40,856,64015
201502,174,16860, ,Chattanooga  TN-GA ,69,69,11413,1,2,92,2,7,754,2,13,1209,41,41,7382,0,0,0,2,7,754,0,0,0
201502,174,17420, ,Cleveland  TN ,15,15,2563,1,2,250,2,8,550,0,0,0,4,4,581,1,2,250,2,8,550,0,0,0
201502,176,16980, ,Chicago-Naperville-Elgin  IL-IN-WI ,272,272,80584,1,2,200,3,9,1217,10,1165,109874,233,233,70540,1,2,200,3,9,1217,8,1155,109000
