Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202306,104,10580,C,Albany-Schenectady-Troy  NY ,112,112,40625,2,4,596,0,0,0,7,192,15168,77,77,28333,2,4,596,0,0,0,3,172,12257
202306,104,24020,C,Glens Falls  NY ,29,29,10829,0,0,0,0,0,0,1,6,850,28,28,10525,0,0,0,0,0,0,1,6,850
202306,106,10740,C,Albuquerque  NM ,184,184,48363,0,0,0,0,0,0,2,104,6965,184,184,48363,0,0,0,0,0,0,2,104,6965
202306,106,42140,C,Santa Fe  NM ,71,71,19246,0,0,0,0,0,0,0,0,0,71,71,19246,0,0,0,0,0,0,0,0,0
202306,107,11020,C,Altoona  PA ,5,5,1223,0,0,0,0,0,0,0,0,0,1,1,396,0,0,0,0,0,0,0,0,0
202306,108,11100,C,Amarillo  TX ,55,55,15503,7,14,2058,1,4,572,0,0,0,49,49,13990,7,14,2058,1,4,572,0,0,0
202306,118,11540,C,Appleton  WI ,48,48,17916,2,4,900,0,0,0,0,0,0,35,35,13474,2,4,900,0,0,0,0,0,0
202306,118,36780,C,Oshkosh-Neenah  WI ,16,16,5665,0,0,0,0,0,0,0,0,0,13,13,4330,0,0,0,0,0,0,0,0,0
202306,120,11700,C,Asheville  NC ,248,248,103750,0,0,0,0,0,0,2,26,5219,110,110,46946,0,0,0,0,0,0,0,0,0
202306,122,12020,C,Athens-Clarke County  GA ,55,55,17601,3,6,1231,0,0,0,0,0,0,22,22,8590,3,6,1231,0,0,0,0,0,0
202306,122,12060,C,Atlanta-Sandy Springs-Alpharetta  GA ,2354,2354,652844,3,6,1208,4,13,1859,25,1056,141056,2014,2014,569599,2,4,762,4,13,1859,21,959,126781
202306,122,23580,C,Gainesville  GA ,151,151,30861,0,0,0,0,0,0,0,0,0,66,66,10830,0,0,0,0,0,0,0,0,0
202306,122,40660,C,Rome  GA ,33,33,5924,0,0,0,0,0,0,0,0,0,33,33,5924,0,0,0,0,0,0,0,0,0
202306,140,13460,C,Bend  OR ,118,118,40696,5,10,3241,0,0,0,0,0,0,118,118,40696,5,10,3241,0,0,0,0,0,0
202306,142,13820,C,Birmingham-Hoover  AL ,389,389,127871,0,0,0,0,0,0,0,0,0,296,296,89889,0,0,0,0,0,0,0,0,0
202306,144,14020,C,Bloomington  IN ,29,29,10030,0,0,0,0,0,0,0,0,0,16,16,6396,0,0,0,0,0,0,0,0,0
202306,145,14010,C,Bloomington  IL ,13,13,3693,0,0,0,0,0,0,0,0,0,10,10,3046,0,0,0,0,0,0,0,0,0
202306,146,14100,C,Bloomsburg-Berwick  PA ,16,16,4312,0,0,0,0,0,0,0,0,0,8,8,2264,0,0,0,0,0,0,0,0,0
202306,147,14260,C,Boise City  ID ,637,637,141228,3,6,1009,7,26,2899,14,247,37419,451,451,80878,0,0,0,0,0,0,9,192,29996
202306,148,12700,C,Barnstable Town  MA ,28,28,15230,0,0,0,1,3,650,0,0,0,17,17,9053,0,0,0,1,3,650,0,0,0
202306,148,14460,C,Boston-Cambridge-Newton  MA-NH ,410,410,149115,19,38,9377,4,14,1987,22,715,266046,246,246,89674,12,24,6374,2,8,960,8,593,243943
202306,148,31700,C,Manchester-Nashua  NH ,57,57,17489,1,2,269,1,3,422,3,112,16182,24,24,7984,0,0,0,0,0,0,3,112,16182
202306,148,39300,C,Providence-Warwick  RI-MA ,113,113,29129,8,16,2407,1,3,334,2,60,7676,41,41,11926,4,8,1239,1,3,334,1,50,6250
202306,148,49340,C,Worcester  MA-CT ,110,110,34707,5,10,2277,0,0,0,1,11,1251,58,58,20945,4,8,1664,0,0,0,0,0,0
202306,150,14540,C,Bowling Green  KY ,101,101,27629,0,0,0,0,0,0,0,0,0,101,101,27629,0,0,0,0,0,0,0,0,0
202306,154,15180,C,Brownsville-Harlingen  TX ,181,181,34295,2,4,475,1,3,451,3,31,3534,12,12,1734,0,0,0,0,0,0,0,0,0
202306,160,15380,C,Buffalo-Cheektowaga  NY ,81,81,28777,17,34,4297,1,3,409,3,24,4374,64,64,24690,16,32,4097,0,0,0,1,8,1141
202306,162,15540,C,Burlington-South Burlington  VT ,40,40,15333,3,6,1249,1,3,984,1,5,606,24,24,10505,2,4,846,1,3,984,0,0,0
202306,163,15980,C,Cape Coral-Fort Myers  FL ,1007,1007,233933,6,12,1794,0,0,0,7,125,19706,654,654,139566,1,2,250,0,0,0,6,78,16185
202306,163,34940,C,Naples-Marco Island  FL ,313,313,126530,2,4,929,3,12,2783,3,100,20047,18,18,37385,0,0,0,0,0,0,0,0,0
202306,164,16020,C,Cape Girardeau  MO-IL ,9,9,2705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202306,168,16300,C,Cedar Rapids  IA ,49,49,13743,2,4,450,2,8,1420,1,12,805,45,45,12700,1,2,250,2,8,1420,1,12,805
202306,168,26980,C,Iowa City  IA ,51,51,16517,5,10,2572,1,3,582,2,74,8343,43,43,14347,2,4,1177,0,0,0,1,65,7450
202306,170,16620,C,Charleston  WV ,14,14,1414,0,0,0,0,0,0,0,0,0,8,8,766,0,0,0,0,0,0,0,0,0
202306,170,26580,C,Huntington-Ashland  WV-KY-OH ,17,17,2976,0,0,0,2,8,200,0,0,0,2,2,190,0,0,0,2,8,200,0,0,0
202306,172,16740,C,Charlotte-Concord-Gastonia  NC-SC ,1613,1613,463089,2,4,588,0,0,0,13,369,43545,1410,1410,401494,2,4,588,0,0,0,12,355,41956
