Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200311,0040,9999,,Abilene  TX MSA ,13,13,1759,1,2,172,0,0,0,0,0,0,13,13,1759,1,2,172,0,0,0,0,0,0
200311,0120,9999,,Albany  GA MSA ,33,33,4069,5,10,397,0,0,0,0,0,0,10,10,1441,5,10,397,0,0,0,0,0,0
200311,0160,9999,,Albany-Schenectady-Troy  NY MSA ,151,151,28207,0,0,0,0,0,0,4,24,1056,125,125,23791,0,0,0,0,0,0,1,8,250
200311,0200,9999,,Albuquerque  NM MSA ,407,407,45965,0,0,0,1,4,296,0,0,0,328,328,38478,0,0,0,1,4,296,0,0,0
200311,0220,9999,,Alexandria  LA MSA ,38,38,5258,0,0,0,0,0,0,0,0,0,38,38,5258,0,0,0,0,0,0,0,0,0
200311,0240,9999,,Allentown-Bethlehem-Easton  PA MSA ,190,190,27445,0,0,0,1,3,231,0,0,0,168,168,23483,0,0,0,0,0,0,0,0,0
200311,0280,9999,,Altoona  PA MSA ,4,4,673,0,0,0,0,0,0,0,0,0,4,4,673,0,0,0,0,0,0,0,0,0
200311,0320,9999,,Amarillo  TX MSA ,47,47,6067,0,0,0,0,0,0,0,0,0,47,47,6067,0,0,0,0,0,0,0,0,0
200311,0380,9999,,Anchorage  AK MSA ,45,45,10344,0,0,0,8,30,4658,0,0,0,45,45,10344,0,0,0,8,30,4658,0,0,0
200311,0450,9999,,Anniston  AL MSA ,17,17,1822,0,0,0,0,0,0,0,0,0,15,15,1694,0,0,0,0,0,0,0,0,0
200311,0460,9999,,Appleton-Oshkosh-Neenah  WI MSA ,101,101,16825,3,6,606,1,4,365,7,90,5273,66,66,10448,2,4,428,1,4,365,5,60,4107
200311,0480,9999,,Asheville  NC MSA ,119,119,17888,2,4,217,2,8,452,1,20,514,41,41,4598,0,0,0,0,0,0,0,0,0
200311,0500,9999,,Athens  GA MSA ,106,106,14386,0,0,0,0,0,0,0,0,0,96,96,13122,0,0,0,0,0,0,0,0,0
200311,0520,9999,,Atlanta  GA MSA ,3473,3473,429203,6,12,4180,3,11,586,22,850,50564,2947,2947,375942,5,10,730,3,11,586,19,825,49802
200311,0580,9999,,Auburn-Opelika  AL MSA ,31,31,4388,4,8,524,1,4,276,3,37,1922,7,7,740,1,2,191,0,0,0,0,0,0
200311,0600,9999,,Augusta-Aiken  GA-SC MSA ,211,211,26867,0,0,0,0,0,0,0,0,0,184,184,23893,0,0,0,0,0,0,0,0,0
200311,0640,9999,,Austin-San Marcos  TX MSA ,568,568,75315,10,20,1461,0,0,0,15,269,12195,518,518,65897,10,20,1461,0,0,0,15,269,12195
200311,0680,9999,,Bakersfield  CA MSA ,405,405,58337,1,2,102,3,12,818,13,115,6213,405,405,58337,1,2,102,3,12,818,13,115,6213
200311,0730,9999,,Bangor  ME MSA ,19,19,2749,4,8,699,0,0,0,0,0,0,18,18,2599,4,8,699,0,0,0,0,0,0
200311,0740,9999,,Barnstable-Yarmouth  MA MSA ,50,50,12470,0,0,0,0,0,0,0,0,0,22,22,6426,0,0,0,0,0,0,0,0,0
200311,0760,9999,,Baton Rouge  LA MSA ,120,120,15138,0,0,0,1,4,302,0,0,0,120,120,15138,0,0,0,1,4,302,0,0,0
200311,0840,9999,,Beaumont-Port Arthur  TX MSA ,34,34,4297,0,0,0,0,0,0,0,0,0,34,34,4297,0,0,0,0,0,0,0,0,0
200311,0860,9999,,Bellingham  WA MSA ,81,81,14538,0,0,0,2,8,639,6,236,19950,71,71,12813,0,0,0,2,8,639,6,236,19950
200311,0870,9999,,Benton Harbor  MI MSA ,7,7,1406,0,0,0,0,0,40,0,0,0,6,6,1127,0,0,0,0,0,40,0,0,0
200311,0880,9999,,Billings  MT MSA ,23,23,3200,1,2,86,0,0,0,1,50,2612,23,23,3200,1,2,86,0,0,0,1,50,2612
200311,0920,9999,,Biloxi-Gulfport-Pascagoula  MS MSA ,186,186,20565,0,0,0,0,0,0,0,0,0,175,175,19141,0,0,0,0,0,0,0,0,0
200311,0960,9999,,Binghamton  NY MSA ,8,8,1200,0,0,0,0,0,0,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0
200311,1000,9999,,Birmingham  AL MSA ,375,375,57219,0,0,0,0,0,0,1,8,490,202,202,36100,0,0,0,0,0,0,0,0,0
200311,1010,9999,,Bismarck  ND MSA ,29,29,4702,0,0,0,0,0,0,2,54,2400,27,27,4447,0,0,0,0,0,0,2,54,2400
200311,1020,9999,,Bloomington  IN MSA ,46,46,6718,9,18,1619,1,3,236,1,20,1111,0,0,0,0,0,0,0,0,0,0,0,0
200311,1040,9999,,Bloomington-Normal  IL MSA ,39,39,4508,0,0,0,0,0,0,1,132,4115,39,39,4508,0,0,0,0,0,0,1,132,4115
