Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202209,104,10580,C,Albany-Schenectady-Troy  NY ,93,93,27722,1,2,700,0,0,0,7,122,20575,61,61,16626,0,0,0,0,0,0,4,105,19123
202209,104,24020,C,Glens Falls  NY ,31,31,9703,1,2,511,0,0,0,0,0,0,23,23,7739,1,2,511,0,0,0,0,0,0
202209,106,10740,C,Albuquerque  NM ,165,165,30464,0,0,0,0,0,0,1,9,375,157,157,28393,0,0,0,0,0,0,0,0,0
202209,106,42140,C,Santa Fe  NM ,12,12,3499,0,0,0,0,0,0,3,59,6493,0,0,0,0,0,0,0,0,0,0,0,0
202209,107,11020,C,Altoona  PA ,10,10,2478,0,0,0,0,0,0,0,0,0,5,5,1065,0,0,0,0,0,0,0,0,0
202209,108,11100,C,Amarillo  TX ,56,56,14331,3,6,781,1,4,601,0,0,0,55,55,14092,3,6,781,1,4,601,0,0,0
202209,118,11540,C,Appleton  WI ,36,36,13325,1,2,450,0,0,0,4,50,4567,30,30,11516,1,2,450,0,0,0,2,32,2964
202209,118,36780,C,Oshkosh-Neenah  WI ,25,25,10856,1,2,346,0,0,0,0,0,0,24,24,10466,1,2,346,0,0,0,0,0,0
202209,120,11700,C,Asheville  NC ,175,175,59018,0,0,0,0,0,0,5,113,11393,27,27,9670,0,0,0,0,0,0,0,0,0
202209,122,12020,C,Athens-Clarke County  GA ,37,37,11451,4,8,1646,0,0,0,0,0,0,9,9,3414,4,8,1646,0,0,0,0,0,0
202209,122,12060,C,Atlanta-Sandy Springs-Alpharetta  GA ,2051,2051,508218,3,6,394,9,29,3714,34,1711,239209,1762,1762,441959,3,6,394,9,29,3714,28,1584,216120
202209,122,23580,C,Gainesville  GA ,85,85,23384,0,0,0,0,0,0,0,0,0,20,20,8069,0,0,0,0,0,0,0,0,0
202209,122,40660,C,Rome  GA ,34,34,4020,0,0,0,0,0,0,0,0,0,34,34,4020,0,0,0,0,0,0,0,0,0
202209,140,13460,C,Bend  OR ,100,100,40467,9,18,4285,0,0,0,1,10,1860,100,100,40467,9,18,4285,0,0,0,1,10,1860
202209,142,13820,C,Birmingham-Hoover  AL ,202,202,61478,4,8,2979,0,0,0,9,315,73796,171,171,53197,3,6,2756,0,0,0,9,315,73796
202209,144,14020,C,Bloomington  IN ,27,27,7337,0,0,0,0,0,0,4,212,23264,11,11,2905,0,0,0,0,0,0,0,0,0
202209,145,14010,C,Bloomington  IL ,13,13,3306,1,2,146,0,0,0,0,0,0,7,7,1763,0,0,0,0,0,0,0,0,0
202209,146,14100,C,Bloomsburg-Berwick  PA ,4,4,1033,0,0,0,0,0,0,1,5,454,0,0,0,0,0,0,0,0,0,0,0,0
202209,147,14260,C,Boise City  ID ,367,367,97995,17,34,5596,11,44,4007,3,64,8875,327,327,83630,17,34,5596,11,44,4007,2,24,3041
202209,148,12700,C,Barnstable Town  MA ,89,89,37983,0,0,0,0,0,0,0,0,0,65,65,24652,0,0,0,0,0,0,0,0,0
202209,148,14460,C,Boston-Cambridge-Newton  MA-NH ,400,400,145617,26,52,13028,9,31,10825,47,793,144921,201,201,84828,19,38,9771,8,28,10053,8,487,111800
202209,148,31700,C,Manchester-Nashua  NH ,40,40,12126,6,12,2717,0,0,0,0,0,0,12,12,4767,5,10,2440,0,0,0,0,0,0
202209,148,39300,C,Providence-Warwick  RI-MA ,155,155,42317,15,30,4913,6,20,2918,2,21,1976,88,88,27203,13,26,3997,6,20,2918,1,16,1519
202209,148,49340,C,Worcester  MA-CT ,109,109,29237,5,10,1929,0,0,0,6,124,29351,65,65,17311,4,8,1676,0,0,0,2,89,24814
202209,150,14540,C,Bowling Green  KY ,41,41,10932,1,2,184,0,0,0,0,0,0,40,40,10782,1,2,184,0,0,0,0,0,0
202209,154,15180,C,Brownsville-Harlingen  TX ,92,92,11939,9,18,1851,2,7,952,3,32,2791,9,9,1741,5,10,1059,0,0,0,0,0,0
202209,160,15380,C,Buffalo-Cheektowaga  NY ,139,139,45757,2,4,828,0,0,0,2,20,6191,128,128,43121,1,2,528,0,0,0,1,8,3500
202209,162,15540,C,Burlington-South Burlington  VT ,27,27,8141,2,4,897,0,0,0,1,6,857,11,11,3284,1,2,600,0,0,0,0,0,0
202209,163,15980,C,Cape Coral-Fort Myers  FL ,597,597,178800,23,46,6258,1,4,770,8,264,31893,596,596,177617,23,46,6258,1,4,770,8,264,31893
202209,163,34940,C,Naples-Marco Island  FL ,249,249,97714,4,8,1432,1,4,1950,3,25,8060,243,243,85458,4,8,1432,1,4,1950,2,16,1505
202209,164,16020,C,Cape Girardeau  MO-IL ,12,12,3488,1,2,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202209,168,16300,C,Cedar Rapids  IA ,27,27,7333,0,0,0,0,0,0,0,0,0,24,24,6362,0,0,0,0,0,0,0,0,0
202209,168,26980,C,Iowa City  IA ,38,38,13444,1,2,301,0,0,0,2,37,5690,35,35,12736,0,0,0,0,0,0,2,37,5690
202209,170,16620,C,Charleston  WV ,14,14,2189,0,0,0,0,0,0,0,0,0,11,11,2052,0,0,0,0,0,0,0,0,0
202209,170,26580,C,Huntington-Ashland  WV-KY-OH ,17,17,3288,0,0,0,0,0,0,0,0,0,1,1,75,0,0,0,0,0,0,0,0,0
202209,172,16740,C,Charlotte-Concord-Gastonia  NC-SC ,1278,1278,343093,1,2,362,0,0,0,11,480,45538,1106,1106,292838,1,2,362,0,0,0,8,419,38126
