Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201001,102,18700, ,Corvallis  OR ,4,4,1029,0,0,0,0,0,0,0,0,0,4,4,1029,0,0,0,0,0,0,0,0,0
201001,104,10580, ,Albany-Schenectady-Troy  NY ,48,48,12248,0,0,0,0,0,0,0,0,0,42,42,11350,0,0,0,0,0,0,0,0,0
201001,104,24020, ,Glens Falls  NY ,10,10,1510,1,2,253,0,0,0,0,0,0,2,2,451,0,0,0,0,0,0,0,0,0
201001,112,11180, ,Ames  IA ,3,3,761,0,0,0,0,0,0,0,0,0,2,2,542,0,0,0,0,0,0,0,0,0
201001,118,11540, ,Appleton  WI ,20,20,3276,0,0,0,0,0,0,0,0,0,20,20,3276,0,0,0,0,0,0,0,0,0
201001,118,36780, ,Oshkosh-Neenah  WI ,10,10,1643,0,0,0,0,0,0,0,0,0,10,10,1643,0,0,0,0,0,0,0,0,0
201001,120,11700, ,Asheville  NC ,72,72,14663,0,0,0,0,0,0,0,0,0,62,62,12562,0,0,0,0,0,0,0,0,0
201001,122,12060,C,Atlanta-Sandy Springs-Marietta  GA ,576,576,96635,0,0,0,0,0,0,8,92,6626,533,533,89477,0,0,0,0,0,0,8,92,6626
201001,122,23580, ,Gainesville  GA ,20,20,2984,0,0,0,0,0,0,0,0,0,20,20,2984,0,0,0,0,0,0,0,0,0
201001,126,12420,C,Austin-Round Rock-San Marcos  TX ,422,422,75329,0,0,0,0,0,0,3,19,900,336,336,61833,0,0,0,0,0,0,2,10,360
201001,132,12940, ,Baton Rouge  LA ,189,189,29997,0,0,0,0,0,0,1,6,520,140,140,23782,0,0,0,0,0,0,0,0,0
201001,140,13460,C,Bend  OR ,37,37,7386,0,0,0,0,0,0,0,0,0,37,37,7386,0,0,0,0,0,0,0,0,0
201001,142,13820,C,Birmingham-Hoover  AL ,139,139,24583,0,0,0,0,0,0,1,8,595,97,97,17228,0,0,0,0,0,0,0,0,0
201001,148,14460,C,Boston-Cambridge-Quincy  MA-NH ,233,233,61774,9,18,2287,6,20,2250,6,55,6852,179,179,50222,7,14,1910,5,17,1955,2,35,4748
201001,148,31700, ,Manchester-Nashua  NH ,15,15,3571,0,0,0,0,0,0,1,98,4900,12,12,3044,0,0,0,0,0,0,1,98,4900
201001,148,39300, ,Providence-New Bedford-Fall River  RI-MA ,77,77,13467,0,0,0,0,0,0,0,0,0,62,62,10546,0,0,0,0,0,0,0,0,0
201001,148,49340, ,Worcester  MA ,35,35,5934,0,0,0,1,3,281,3,72,7665,25,25,4076,0,0,0,1,3,281,3,72,7665
201001,154,15180, ,Brownsville-Harlingen  TX ,53,53,4844,0,0,0,0,0,0,0,0,0,43,43,3754,0,0,0,0,0,0,0,0,0
201001,160,15380, ,Buffalo-Niagara Falls  NY ,40,40,8740,0,0,0,0,0,0,0,0,0,40,40,8740,0,0,0,0,0,0,0,0,0
201001,164,16020, ,Cape Girardeau-Jackson  MO-IL ,5,5,380,1,2,150,0,0,0,0,0,0,5,5,380,1,2,150,0,0,0,0,0,0
201001,172,16740,C,Charlotte-Gastonia-Rock Hill  NC-SC ,466,466,90018,0,0,0,0,0,0,0,0,0,371,371,66178,0,0,0,0,0,0,0,0,0
201001,174,16860, ,Chattanooga  TN-GA ,59,59,8153,0,0,0,0,0,0,1,5,468,43,43,5896,0,0,0,0,0,0,0,0,0
201001,174,17420, ,Cleveland  TN ,19,19,1618,1,2,98,0,0,0,0,0,0,19,19,1618,1,2,98,0,0,0,0,0,0
201001,176,16980,C,Chicago-Joliet-Naperville  IL-IN-WI ,217,217,53691,2,4,577,3,10,1469,4,114,6254,184,184,45966,1,2,341,3,10,1469,2,103,5180
201001,176,28100, ,Kankakee-Bradley  IL ,1,1,205,0,0,0,0,0,0,0,0,0,1,1,205,0,0,0,0,0,0,0,0,0
201001,176,33140, ,Michigan City-La Porte  IN ,4,4,721,0,0,0,0,0,0,0,0,0,4,4,721,0,0,0,0,0,0,0,0,0
201001,178,17140,C,Cincinnati-Middletown  OH-KY-IN ,223,223,35624,3,6,411,2,7,380,1,14,999,204,204,30271,3,6,411,1,4,170,1,14,999
201001,184,10420, ,Akron  OH ,21,21,3975,0,0,0,0,0,0,0,0,0,17,17,3577,0,0,0,0,0,0,0,0,0
201001,184,17460,C,Cleveland-Elyria-Mentor  OH ,115,115,21683,0,0,0,0,0,0,1,5,395,95,95,18087,0,0,0,0,0,0,0,0,0
201001,192,17900,C,Columbia  SC ,215,215,31204,0,0,0,0,0,0,1,12,677,73,73,10084,0,0,0,0,0,0,0,0,0
201001,194,12220,C,Auburn-Opelika  AL ,56,56,10845,0,0,0,0,0,0,12,132,10981,56,56,10845,0,0,0,0,0,0,12,132,10981
201001,194,17980, ,Columbus  GA-AL ,52,52,8310,1,2,139,0,0,0,1,5,380,34,34,6405,1,2,139,0,0,0,0,0,0
201001,198,18140,C,Columbus  OH ,178,178,41393,0,0,0,1,3,600,12,244,4792,164,164,38459,0,0,0,1,3,600,12,244,4792
201001,204,18580, ,Corpus Christi  TX ,55,55,6887,0,0,0,0,0,0,1,8,306,5,5,441,0,0,0,0,0,0,0,0,0
201001,206,19100,C,Dallas-Fort Worth-Arlington  TX ,1223,1223,278025,4,8,867,0,0,0,10,334,22432,1146,1146,259301,3,6,715,0,0,0,6,294,20128
201001,206,43300, ,Sherman-Denison  TX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
