Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200503,102,18700, ,Corvallis  OR ,26,26,5458,0,0,0,0,0,0,0,0,0,26,26,5458,0,0,0,0,0,0,0,0,0
200503,104,10580, ,Albany-Schenectady-Troy  NY ,93,93,22299,0,0,0,0,0,0,1,12,695,48,48,11246,0,0,0,0,0,0,0,0,0
200503,104,24020, ,Glens Falls  NY ,28,28,4329,1,2,75,0,0,0,1,5,313,18,18,3737,0,0,0,0,0,0,0,0,0
200503,112,11180, ,Ames  IA ,31,31,5907,0,0,0,0,0,0,10,120,3688,25,25,4599,0,0,0,0,0,0,10,120,3688
200503,118,11540, ,Appleton  WI ,73,73,13649,3,6,609,0,0,0,0,0,0,70,70,13123,3,6,609,0,0,0,0,0,0
200503,118,36780, ,Oshkosh-Neenah  WI ,32,32,5001,4,8,920,0,0,0,0,0,0,32,32,5001,4,8,920,0,0,0,0,0,0
200503,120,11700, ,Asheville  NC ,218,218,41798,2,4,334,1,4,247,2,10,803,218,218,41798,2,4,334,1,4,247,2,10,803
200503,122,12060,C,Atlanta-Sandy Springs-Marietta  GA ,5812,5812,764003,7,14,1014,3,11,1100,16,440,24926,5674,5674,746680,7,14,1014,3,11,1100,14,418,23977
200503,122,23580, ,Gainesville  GA ,141,141,21099,0,0,0,0,0,0,0,0,0,141,141,21099,0,0,0,0,0,0,0,0,0
200503,132,12940, ,Baton Rouge  LA ,431,431,44230,0,0,0,0,0,0,24,186,13824,423,423,43342,0,0,0,0,0,0,24,186,13824
200503,140,13460,C,Bend  OR ,344,344,72533,3,6,1003,4,13,1297,0,0,0,293,293,65069,3,6,1003,1,4,505,0,0,0
200503,142,13820,C,Birmingham-Hoover  AL ,550,550,85036,0,0,0,2,7,1000,0,0,0,370,370,60816,0,0,0,2,7,1000,0,0,0
200503,148,14460,C,Boston-Cambridge-Quincy  MA-NH ,675,675,130727,32,64,6538,10,34,3243,34,706,58989,463,463,93374,12,24,2766,2,7,610,14,387,32698
200503,148,31700, ,Manchester-Nashua  NH ,92,92,17280,6,12,873,0,0,0,1,22,2842,63,63,10918,6,12,873,0,0,0,0,0,0
200503,148,49340, ,Worcester  MA ,160,160,25999,6,12,1252,1,4,426,2,19,1838,108,108,18165,5,10,891,1,4,426,1,12,1200
200503,154,15180, ,Brownsville-Harlingen  TX ,234,234,19403,1,2,58,10,40,1631,4,26,2239,118,118,11686,0,0,0,9,36,1435,4,26,2239
200503,160,15380, ,Buffalo-Niagara Falls  NY ,111,111,23856,1,2,194,0,0,0,1,77,5500,106,106,23190,0,0,0,0,0,0,1,77,5500
200503,172,16740,C,Charlotte-Gastonia-Concord  NC-SC ,1697,1697,253076,3,6,404,9,33,2788,7,131,9085,1523,1523,224083,3,6,404,7,26,1945,3,110,7287
200503,174,16860, ,Chattanooga  TN-GA ,268,268,35874,3,6,268,0,0,0,1,7,301,160,160,22544,0,0,0,0,0,0,0,0,0
200503,174,17420, ,Cleveland  TN ,51,51,7089,3,6,280,0,0,0,0,0,0,51,51,7089,3,6,280,0,0,0,0,0,0
200503,176,16980,C,Chicago-Naperville-Joliet  IL-IN-WI ,3239,3239,685493,32,64,7156,91,309,27804,73,1017,89242,2835,2835,599372,26,52,5831,85,288,26174,62,916,80695
200503,176,28100, ,Kankakee-Bradley  IL ,16,16,3258,0,0,0,0,0,0,0,0,0,16,16,3258,0,0,0,0,0,0,0,0,0
200503,176,33140, ,Michigan City-La Porte  IN ,23,23,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200503,178,17140,C,Cincinnati-Middletown  OH-KY-IN ,1053,1053,170256,8,16,1269,7,23,1496,12,111,6817,802,802,132905,7,14,1080,0,0,0,6,63,4290
200503,184,10420, ,Akron  OH ,128,128,23131,1,2,260,3,11,805,1,13,455,103,103,20630,1,2,260,2,8,736,0,0,0
200503,184,17460,C,Cleveland-Elyria-Mentor  OH ,483,483,96957,2,4,388,3,10,795,2,10,734,367,367,80811,0,0,0,1,3,600,0,0,0
200503,192,17900,C,Columbia  SC ,583,583,72679,2,4,239,0,0,0,5,72,4077,304,304,40231,2,4,239,0,0,0,0,0,0
200503,194,12220,C,Auburn-Opelika  AL ,132,132,17001,3,6,397,1,4,263,3,36,1920,69,69,8757,0,0,0,0,0,0,0,0,0
200503,194,17980, ,Columbus  GA-AL ,185,185,26794,0,0,0,1,4,194,0,0,0,185,185,26794,0,0,0,1,4,194,0,0,0
200503,198,18140,C,Columbus  OH ,866,866,156281,12,24,2483,27,94,9382,16,108,7479,816,816,148805,12,24,2483,26,90,9124,16,108,7479
200503,204,18580, ,Corpus Christi  TX ,118,118,14514,6,12,720,0,0,0,12,274,9159,113,113,14249,6,12,720,0,0,0,12,274,9159
200503,206,19100,C,Dallas-Fort Worth-Arlington  TX ,3840,3840,606444,17,34,2195,3,11,673,12,396,35026,3449,3449,548265,16,32,2016,3,11,673,11,370,33786
200503,212,19380, ,Dayton  OH ,225,225,36163,0,0,0,0,0,0,0,0,0,212,212,34373,0,0,0,0,0,0,0,0,0
200503,212,44220, ,Springfield  OH ,27,27,4280,0,0,0,0,0,0,1,5,442,27,27,4280,0,0,0,0,0,0,1,5,442
200503,214,19660,C,Deltona-Daytona Beach-Ormond Beach  FL ,531,531,89621,1,2,224,0,0,0,7,112,15128,180,180,30206,1,2,224,0,0,0,1,34,9268
200503,216,14500, ,Boulder  CO ,77,77,16937,0,0,0,0,0,0,1,5,328,68,68,15068,0,0,0,0,0,0,0,0,0
