Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

9308,0040,9999, ,Abilene TX MSA,23,23,2444,1,2,90,0,0,0,0,0,0,23,23,2444,1,2,90,0,0,0,0,0,0
9308,0120,9999, ,Albany GA MSA,10,10,633,4,8,240,0,0,0,0,0,0,10,10,633,4,8,240,0,0,0,0,0,0
9308,0160,9999, ,Albany-Schenectady-Troy NY MSA,257,257,28134,6,12,607,0,0,0,0,0,0,225,225,24898,3,6,400,0,0,0,0,0,0
9308,0200,9999, ,Albuquerque NM MSA,351,351,31385,0,0,0,0,0,0,0,0,0,274,274,27091,0,0,0,0,0,0,0,0,0
9308,0220,9999, ,Alexandria LA MSA,13,13,1343,0,0,0,0,0,0,0,0,0,13,13,1343,0,0,0,0,0,0,0,0,0
9308,0240,9999, ,Allentown-Bethlehem-Easton PA MSA,196,196,22479,0,0,0,0,0,0,2,52,2848,163,163,19192,0,0,0,0,0,0,1,47,2700
9308,0280,9999, ,Altoona PA MSA,15,15,1503,0,0,0,0,0,0,0,0,0,15,15,1503,0,0,0,0,0,0,0,0,0
9308,0320,9999, ,Amarillo TX MSA,42,42,4498,0,0,0,0,0,0,0,0,0,42,42,4498,0,0,0,0,0,0,0,0,0
9308,0380,9999, ,Anchorage AK MSA,111,111,16961,1,2,156,0,0,0,1,5,820,111,111,16961,1,2,156,0,0,0,1,5,820
9308,0450,9999, ,Anniston AL MSA,12,12,963,0,0,0,0,0,0,0,0,0,4,4,380,0,0,0,0,0,0,0,0,0
9308,0460,9999, ,Appleton-Oshkosh-Neenah WI MSA,126,126,12563,8,16,796,1,3,84,6,58,1272,7,7,1019,0,0,0,0,0,0,0,0,0
9308,0480,9999, ,Asheville NC MSA,70,70,6018,2,4,256,0,0,0,3,40,747,62,62,5322,2,4,256,0,0,0,0,0,0
9308,0500,9999, ,Athens GA MSA,56,56,5892,0,0,0,0,0,0,0,0,0,56,56,5892,0,0,0,0,0,0,0,0,0
9308,0520,9999, ,Atlanta GA MSA,3019,3019,267967,1,2,45,0,0,0,27,416,17881,2957,2957,262376,1,2,45,0,0,0,27,416,17881
9308,0600,9999, ,Augusta-Aiken GA-SC MSA,177,177,15505,0,0,0,0,0,0,0,0,0,174,174,15371,0,0,0,0,0,0,0,0,0
9308,0640,9999, ,Austin-San Marcos TX MSA,548,548,51460,5,10,375,0,0,0,0,0,0,530,530,49981,5,10,375,0,0,0,0,0,0
9308,0680,9999, ,Bakersfield CA MSA,249,249,24543,0,0,0,0,0,0,0,0,0,249,249,24543,0,0,0,0,0,0,0,0,0
9308,0730,9999, ,Bangor ME MSA,21,21,1643,0,0,0,0,0,0,0,0,0,14,14,1159,0,0,0,0,0,0,0,0,0
9308,0740,9999, ,Barnstable-Yarmouth MA MSA,95,95,10441,0,0,0,0,0,0,0,0,0,95,95,10441,0,0,0,0,0,0,0,0,0
9308,0760,9999, ,Baton Rouge LA MSA,149,149,11638,0,0,0,0,0,0,9,112,4545,146,146,11452,0,0,0,0,0,0,9,112,4545
9308,0840,9999, ,Beaumont-Port Arthur TX MSA,24,24,2129,0,0,0,2,8,365,0,0,0,24,24,2129,0,0,0,2,8,365,0,0,0
9308,0860,9999, ,Bellingham WA MSA,86,86,6907,1,2,151,1,3,185,1,6,253,27,27,1809,1,2,151,0,0,0,0,0,0
9308,0870,9999, ,Benton Harbor MI MSA,7,7,747,0,0,0,0,0,0,0,0,0,2,2,127,0,0,0,0,0,0,0,0,0
9308,0880,9999, ,Billings MT MSA,44,44,3873,0,0,0,5,20,1150,0,0,0,44,44,3873,0,0,0,5,20,1150,0,0,0
9308,0920,9999, ,Biloxi-Gulfport-Pascagoula MS MSA,151,151,9083,4,8,204,0,0,0,0,0,0,133,133,7969,4,8,204,0,0,0,0,0,0
9308,0960,9999, ,Binghamton NY MSA,7,7,793,2,4,150,0,0,0,0,0,0,6,6,678,2,4,150,0,0,0,0,0,0
9308,1000,9999, ,Birmingham AL MSA,370,370,37845,1,2,70,1,3,94,2,26,1073,202,202,18757,0,0,0,1,3,94,0,0,0
9308,1010,9999, ,Bismarck ND MSA,49,49,5369,4,8,645,2,8,568,3,55,1910,49,49,5369,4,8,645,2,8,568,3,55,1910
9308,1020,9999, ,Bloomington IN MSA,66,66,7157,7,14,355,2,6,240,1,6,240,66,66,7157,7,14,355,2,6,240,1,6,240
9308,1040,9999, ,Bloomington-Normal IL MSA,88,88,8311,1,2,60,1,4,120,0,0,0,88,88,8311,1,2,60,1,4,120,0,0,0
9308,1080,9999, ,Boise City ID MSA,392,392,35770,4,8,389,3,12,450,18,177,6425,297,297,27775,4,8,389,3,12,450,17,172,6235
