Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200004,0040,9999,,Abilene  TX MSA ,13,13,1876,1,2,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200004,0120,9999,,Albany  GA MSA ,40,40,4692,0,0,0,0,0,0,0,0,0,17,17,2056,0,0,0,0,0,0,0,0,0
200004,0160,9999,,Albany-Schenectady-Troy  NY MSA ,137,137,20612,0,0,0,2,8,300,4,94,4938,111,111,17317,0,0,0,2,8,300,2,80,4177
200004,0200,9999,,Albuquerque  NM MSA ,406,406,41175,0,0,0,0,0,0,0,0,0,319,319,30335,0,0,0,0,0,0,0,0,0
200004,0220,9999,,Alexandria  LA MSA ,27,27,2971,0,0,0,0,0,0,0,0,0,4,4,556,0,0,0,0,0,0,0,0,0
200004,0240,9999,,Allentown-Bethlehem-Easton  PA MSA ,187,187,23745,1,2,147,2,7,328,1,14,724,169,169,21224,0,0,0,0,0,0,1,14,724
200004,0280,9999,,Altoona  PA MSA ,6,6,561,0,0,0,0,0,0,0,0,0,6,6,561,0,0,0,0,0,0,0,0,0
200004,0320,9999,,Amarillo  TX MSA ,41,41,5580,0,0,0,0,0,0,0,0,0,41,41,5580,0,0,0,0,0,0,0,0,0
200004,0380,9999,,Anchorage  AK MSA ,68,68,14280,13,26,3535,0,0,0,3,21,2645,68,68,14280,13,26,3535,0,0,0,3,21,2645
200004,0450,9999,,Anniston  AL MSA ,13,13,1209,0,0,0,2,7,350,1,5,229,2,2,215,0,0,0,2,7,350,0,0,0
200004,0460,9999,,Appleton-Oshkosh-Neenah  WI MSA ,123,123,17264,8,16,1189,0,0,0,6,77,3162,92,92,12648,6,12,955,0,0,0,3,48,2160
200004,0480,9999,,Asheville  NC MSA ,82,82,12303,2,4,300,0,0,0,0,0,0,82,82,12303,2,4,300,0,0,0,0,0,0
200004,0500,9999,,Athens  GA MSA ,74,74,8287,5,10,590,0,0,0,11,154,10235,61,61,6827,5,10,590,0,0,0,11,154,10235
200004,0520,9999,,Atlanta  GA MSA ,4108,4108,419755,4,8,490,3,11,701,73,2472,128708,3813,3813,386846,3,6,414,2,8,509,69,2411,125661
200004,0580,9999,,Auburn-Opelika  AL MSA ,33,33,4516,17,34,1585,0,0,0,1,6,130,33,33,4516,17,34,1585,0,0,0,1,6,130
200004,0600,9999,,Augusta-Aiken  GA-SC MSA ,165,165,19175,0,0,0,0,0,0,0,0,0,157,157,18399,0,0,0,0,0,0,0,0,0
200004,0640,9999,,Austin-San Marcos  TX MSA ,924,924,109483,4,8,547,0,0,0,1,11,482,874,874,102472,4,8,547,0,0,0,0,0,0
200004,0680,9999,,Bakersfield  CA MSA ,253,253,31222,1,2,163,0,0,0,1,11,604,202,202,24909,1,2,163,0,0,0,0,0,0
200004,0730,9999,,Bangor  ME MSA ,16,16,2776,0,0,0,0,0,0,0,0,0,13,13,2474,0,0,0,0,0,0,0,0,0
200004,0740,9999,,Barnstable-Yarmouth  MA MSA ,76,76,13425,4,8,960,0,0,0,0,0,0,58,58,10065,4,8,960,0,0,0,0,0,0
200004,0760,9999,,Baton Rouge  LA MSA ,84,84,7220,0,0,0,0,0,0,1,8,458,84,84,7220,0,0,0,0,0,0,1,8,458
200004,0840,9999,,Beaumont-Port Arthur  TX MSA ,34,34,4200,0,0,0,0,0,0,0,0,0,34,34,4200,0,0,0,0,0,0,0,0,0
200004,0860,9999,,Bellingham  WA MSA ,77,77,10752,2,4,422,1,3,182,3,33,1738,7,7,760,0,0,0,0,0,0,0,0,0
200004,0870,9999,,Benton Harbor  MI MSA ,6,6,749,0,0,0,0,0,0,0,0,0,5,5,627,0,0,0,0,0,0,0,0,0
200004,0880,9999,,Billings  MT MSA ,44,44,5424,0,0,0,0,0,0,0,0,0,44,44,5424,0,0,0,0,0,0,0,0,0
200004,0920,9999,,Biloxi-Gulfport-Pascagoula  MS MSA ,164,164,15826,0,0,0,0,0,0,24,251,12410,148,148,13609,0,0,0,0,0,0,23,246,12134
200004,0960,9999,,Binghamton  NY MSA ,11,11,1907,0,0,0,0,0,0,1,5,238,9,9,1481,0,0,0,0,0,0,0,0,0
200004,1000,9999,,Birmingham  AL MSA ,346,346,46792,0,0,0,1,3,120,1,228,17735,132,132,20005,0,0,0,1,3,120,1,228,17735
200004,1010,9999,,Bismarck  ND MSA ,50,50,6201,0,0,0,4,16,1450,0,0,0,46,46,5689,0,0,0,4,16,1450,0,0,0
200004,1020,9999,,Bloomington  IN MSA ,44,44,6065,3,6,495,1,4,312,2,10,547,44,44,6065,3,6,495,1,4,312,2,10,547
200004,1040,9999,,Bloomington-Normal  IL MSA ,92,92,9527,0,0,0,1,3,155,0,0,0,92,92,9527,0,0,0,1,3,155,0,0,0
