Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201512,104,10580,C,Albany-Schenectady-Troy  NY ,105,105,27305,7,14,2193,1,4,354,8,109,12069,83,83,22986,6,12,1983,1,4,354,2,70,9000
201512,104,24020, ,Glens Falls  NY ,12,12,2133,0,0,0,0,0,0,0,0,0,7,7,1779,0,0,0,0,0,0,0,0,0
201512,106,10740,C,Albuquerque  NM ,172,172,36917,0,0,0,0,0,0,2,44,2208,156,156,33675,0,0,0,0,0,0,1,39,2000
201512,106,42140,C,Santa Fe  NM ,15,15,3456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201512,108,11100, ,Amarillo  TX ,74,74,17704,0,0,0,0,0,0,0,0,0,74,74,17704,0,0,0,0,0,0,0,0,0
201512,118,11540, ,Appleton  WI ,22,22,5554,1,2,200,0,0,0,0,0,0,21,21,5321,1,2,200,0,0,0,0,0,0
201512,118,36780, ,Oshkosh-Neenah  WI ,17,17,3830,0,0,0,0,0,0,0,0,0,17,17,3830,0,0,0,0,0,0,0,0,0
201512,120,11700, ,Asheville  NC ,93,93,24740,0,0,0,0,0,0,3,44,3866,22,22,5481,0,0,0,0,0,0,0,0,0
201512,122,12020, ,Athens-Clarke County  GA ,46,46,12043,0,0,0,0,0,0,19,148,15524,46,46,12043,0,0,0,0,0,0,19,148,15524
201512,122,12060, ,Atlanta-Sandy Springs-Roswell  GA ,1370,1370,271434,0,0,0,4,13,3072,11,749,104159,1245,1245,240007,0,0,0,4,13,3072,5,628,92136
201512,122,23580, ,Gainesville  GA ,45,45,9776,0,0,0,0,0,0,0,0,0,45,45,9776,0,0,0,0,0,0,0,0,0
201512,140,13460, ,Bend-Redmond  OR ,101,101,24374,2,4,480,0,0,0,4,129,9588,88,88,21305,2,4,480,0,0,0,4,129,9588
201512,142,13820,C,Birmingham-Hoover  AL ,172,172,39203,0,0,0,4,16,1135,3,277,30199,99,99,22980,0,0,0,4,16,1135,2,271,30000
201512,144,14020,C,Bloomington  IN ,20,20,4669,2,4,491,0,0,0,3,18,1941,20,20,4669,2,4,491,0,0,0,3,18,1941
201512,145,14010, ,Bloomington  IL ,9,9,1748,0,0,0,0,0,0,2,24,1305,2,2,416,0,0,0,0,0,0,2,24,1305
201512,146,14100,C,Bloomsburg-Berwick  PA ,10,10,1681,0,0,0,0,0,0,0,0,0,5,5,732,0,0,0,0,0,0,0,0,0
201512,147,14260,C,Boise City  ID ,297,297,70263,0,0,0,3,9,701,0,0,0,256,256,64774,0,0,0,3,9,701,0,0,0
201512,148,12700, ,Barnstable Town  MA ,10,10,3505,0,0,0,0,0,0,0,0,0,6,6,2276,0,0,0,0,0,0,0,0,0
201512,148,14460,C,Boston-Cambridge-Newton  MA-NH ,418,418,122444,39,78,12310,16,54,7313,32,744,132751,320,320,95287,35,70,11262,14,48,6467,9,376,86732
201512,148,31700, ,Manchester-Nashua  NH ,51,51,9589,2,4,598,0,0,0,2,13,1433,51,51,9589,2,4,598,0,0,0,2,13,1433
201512,148,39300,C,Providence-Warwick  RI-MA ,118,118,24254,3,6,770,2,7,946,1,5,790,82,82,17324,3,6,770,1,4,700,1,5,790
201512,148,49340, ,Worcester  MA-CT ,12,12,2318,0,0,0,0,0,0,0,0,0,7,7,1330,0,0,0,0,0,0,0,0,0
201512,150,14540, ,Bowling Green  KY ,41,41,9252,0,0,0,0,0,0,0,0,0,41,41,9252,0,0,0,0,0,0,0,0,0
201512,154,15180, ,Brownsville-Harlingen  TX ,62,62,10327,0,0,0,0,0,0,0,0,0,62,62,10327,0,0,0,0,0,0,0,0,0
201512,160,15380,C,Buffalo-Cheektowaga-Niagara Falls  NY ,52,52,13591,0,0,0,0,0,0,3,51,3763,44,44,11656,0,0,0,0,0,0,2,46,3451
201512,162,15980,C,Cape Coral-Fort Myers  FL ,340,340,80563,7,14,736,4,16,2795,16,180,18723,340,340,80563,7,14,736,4,16,2795,16,180,18723
201512,162,34940, ,Naples-Immokalee-Marco Island  FL ,257,257,62713,0,0,0,4,16,4121,4,52,7723,257,257,62713,0,0,0,4,16,4121,4,52,7723
201512,164,16020, ,Cape Girardeau  MO-IL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201512,168,16300, ,Cedar Rapids  IA ,22,22,2518,1,2,193,1,4,260,0,0,0,22,22,2518,1,2,193,1,4,260,0,0,0
201512,168,26980, ,Iowa City  IA ,32,32,7613,0,0,0,0,0,0,1,16,1987,15,15,3616,0,0,0,0,0,0,0,0,0
201512,170,16620, ,Charleston  WV ,3,3,779,3,6,660,0,0,0,0,0,0,3,3,779,3,6,660,0,0,0,0,0,0
201512,170,26580, ,Huntington-Ashland  WV-KY-OH ,9,9,1906,0,0,0,0,0,0,0,0,0,8,8,1805,0,0,0,0,0,0,0,0,0
201512,172,16740, ,Charlotte-Concord-Gastonia  NC-SC ,794,794,200608,0,0,0,0,0,0,14,926,54927,703,703,173843,0,0,0,0,0,0,9,846,47431
201512,174,16860, ,Chattanooga  TN-GA ,102,102,18029,1,2,119,0,0,0,1,81,6608,68,68,11497,0,0,0,0,0,0,0,0,0
201512,174,17420, ,Cleveland  TN ,17,17,2970,1,2,191,2,8,636,1,17,648,0,0,0,0,0,0,0,0,0,0,0,0
201512,176,16980, ,Chicago-Naperville-Elgin  IL-IN-WI ,488,488,148736,10,20,3442,23,80,12781,21,530,65678,405,405,123605,9,18,3205,21,73,11737,19,514,64467
