Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

9010,0040,9999, ,Abilene TX MSA,8,8,569,0,0,0,0,0,0,0,0,0,8,8,569,0,0,0,0,0,0,0,0,0
9010,0120,9999, ,Albany GA MSA,16,16,1365,0,0,0,0,0,0,0,0,0,16,16,1365,0,0,0,0,0,0,0,0,0
9010,0160,9999, ,Albany-Schenectady-Troy NY MSA,210,210,23441,4,8,299,3,12,696,5,31,1383,148,148,17701,3,6,230,3,12,696,4,26,1040
9010,0200,9999, ,Albuquerque NM MSA,92,92,8389,0,0,0,0,0,0,1,20,702,25,25,2871,0,0,0,0,0,0,0,0,0
9010,0220,9999, ,Alexandria LA MSA,4,4,298,0,0,0,0,0,0,0,0,0,4,4,298,0,0,0,0,0,0,0,0,0
9010,0240,9999, ,Allentown-Bethlehem-Easton PA-NJ MSA,151,151,12300,0,0,0,0,0,0,0,0,0,131,131,10942,0,0,0,0,0,0,0,0,0
9010,0280,9999, ,Altoona PA MSA,11,11,971,0,0,0,0,0,0,1,6,100,10,10,918,0,0,0,0,0,0,1,6,100
9010,0320,9999, ,Amarillo TX MSA,11,11,1193,0,0,0,0,0,0,0,0,0,11,11,1193,0,0,0,0,0,0,0,0,0
9010,0380,9999, ,Anchorage AK MSA,36,36,5690,0,0,0,0,0,0,0,0,0,36,36,5690,0,0,0,0,0,0,0,0,0
9010,0400,9999, ,Anderson IN MSA,11,11,1029,6,12,400,0,0,0,0,0,0,11,11,1029,6,12,400,0,0,0,0,0,0
9010,0405,9999, ,Anderson SC MSA,47,47,3254,1,2,40,2,8,184,1,5,110,47,47,3254,1,2,40,2,8,184,1,5,110
9010,0450,9999, ,Anniston AL MSA,11,11,761,0,0,0,0,0,0,0,0,0,7,7,474,0,0,0,0,0,0,0,0,0
9010,0460,9999, ,Appleton-Oshkosh-Neenah WI MSA,62,62,5246,6,12,536,0,0,0,2,12,248,15,15,1418,2,4,212,0,0,0,0,0,0
9010,0480,9999, ,Asheville NC MSA,60,60,4499,3,6,400,0,0,0,0,0,0,60,60,4499,3,6,400,0,0,0,0,0,0
9010,0500,9999, ,Athens GA MSA,48,48,3866,11,22,969,1,3,210,0,0,0,48,48,3866,11,22,969,1,3,210,0,0,0
9010,0520,9999, ,Atlanta GA MSA,1467,1467,114375,9,18,583,0,0,0,14,256,8044,1457,1457,113756,9,18,583,0,0,0,13,251,7731
9010,0560,9999, ,Atlantic City NJ MSA,79,79,8323,3,6,533,1,3,167,1,22,1824,71,71,7063,3,6,533,1,3,167,0,0,0
9010,0600,9999, ,Augusta GA-SC MSA,188,188,14247,0,0,0,0,0,0,0,0,0,187,187,14199,0,0,0,0,0,0,0,0,0
9010,0640,9999, ,Austin TX MSA,143,143,13704,2,4,169,0,0,0,0,0,0,141,141,13577,2,4,169,0,0,0,0,0,0
9010,0680,9999, ,Bakersfield CA MSA,276,276,26691,1,2,123,1,4,162,0,0,0,191,191,19146,1,2,123,1,4,162,0,0,0
9010,0720,9999, ,Baltimore MD MSA,855,855,68860,0,0,0,0,0,0,6,72,2610,847,847,68335,0,0,0,0,0,0,6,72,2610
9010,0730,9999, ,Bangor ME MSA,17,17,1255,0,0,0,4,16,553,0,0,0,14,14,1031,0,0,0,4,16,553,0,0,0
9010,0760,9999, ,Baton Rouge LA MSA,98,98,8726,0,0,0,0,0,0,0,0,0,98,98,8726,0,0,0,0,0,0,0,0,0
9010,0780,9999, ,Battle Creek MI MSA,3,3,271,0,0,0,0,0,0,0,0,0,3,3,271,0,0,0,0,0,0,0,0,0
9010,0840,9999, ,Beaumont-Port Arthur TX MSA,19,19,1740,0,0,0,0,0,0,0,0,0,19,19,1740,0,0,0,0,0,0,0,0,0
9010,0860,9999, ,Bellingham WA MSA,50,50,3842,2,4,225,1,4,110,1,7,317,20,20,1574,1,2,116,1,4,110,0,0,80
9010,0870,9999, ,Benton Harbor MI MSA,13,13,1306,1,2,114,0,0,0,0,0,0,12,12,1178,1,2,114,0,0,0,0,0,0
9010,0880,9999, ,Billings MT MSA,19,19,1716,2,4,226,0,0,0,0,0,0,19,19,1716,2,4,226,0,0,0,0,0,0
9010,0920,9999, ,Biloxi-Gulfport MS MSA,51,51,3004,0,0,0,0,0,0,0,0,0,50,50,2955,0,0,0,0,0,0,0,0,0
9010,0960,9999, ,Binghamton NY MSA,33,33,3065,1,2,80,0,0,0,0,0,0,32,32,2987,1,2,80,0,0,0,0,0,0
9010,1000,9999, ,Birmingham AL MSA,187,187,15447,0,0,0,0,0,0,29,338,10935,148,148,13673,0,0,0,0,0,0,29,338,10935
9010,1010,9999, ,Bismarck ND MSA,41,41,3652,0,0,0,0,0,0,0,0,0,41,41,3652,0,0,0,0,0,0,0,0,0
