Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201803,104,10580,C,Albany-Schenectady-Troy  NY ,75,75,19774,2,4,593,4,14,1168,5,39,4296,46,46,11873,1,2,225,0,0,0,0,0,0
201803,104,24020, ,Glens Falls  NY ,12,12,1844,0,0,0,0,0,0,0,0,0,6,6,1369,0,0,0,0,0,0,0,0,0
201803,106,10740,C,Albuquerque  NM ,244,244,49831,0,0,0,0,0,0,1,8,333,232,232,46978,0,0,0,0,0,0,0,0,0
201803,106,42140,C,Santa Fe  NM ,24,24,5701,0,0,0,0,0,0,0,0,0,24,24,5701,0,0,0,0,0,0,0,0,0
201803,108,11100, ,Amarillo  TX ,42,42,10852,0,0,0,0,0,0,0,0,0,42,42,10852,0,0,0,0,0,0,0,0,0
201803,118,11540, ,Appleton  WI ,18,18,6235,2,4,500,0,0,0,0,0,0,18,18,6235,2,4,500,0,0,0,0,0,0
201803,118,36780, ,Oshkosh-Neenah  WI ,12,12,2444,0,0,0,0,0,0,4,57,3886,9,9,1757,0,0,0,0,0,0,4,57,3886
201803,120,11700, ,Asheville  NC ,174,174,45837,0,0,0,0,0,0,4,95,5930,55,55,13234,0,0,0,0,0,0,0,0,0
201803,122,12020, ,Athens-Clarke County  GA ,79,79,17117,0,0,0,2,8,1510,4,124,6648,79,79,17117,0,0,0,2,8,1510,4,124,6648
201803,122,12060, ,Atlanta-Sandy Springs-Roswell  GA ,2393,2393,543452,1,2,365,1,4,695,46,1499,181549,2223,2223,513099,1,2,365,1,4,695,45,1483,179825
201803,122,23580, ,Gainesville  GA ,97,97,19785,0,0,0,0,0,0,10,266,19724,97,97,19785,0,0,0,0,0,0,10,266,19724
201803,140,13460,C,Bend-Redmond  OR ,120,120,29722,0,0,0,0,0,0,0,0,0,89,89,22996,0,0,0,0,0,0,0,0,0
201803,142,13820,C,Birmingham-Hoover  AL ,218,218,61508,0,0,0,0,0,0,6,62,6597,130,130,42067,0,0,0,0,0,0,5,56,5676
201803,144,14020,C,Bloomington  IN ,32,32,8000,1,2,238,0,0,0,1,13,1495,8,8,2070,0,0,0,0,0,0,0,0,0
201803,145,14010, ,Bloomington  IL ,15,15,1915,0,0,0,0,0,0,0,0,0,15,15,1915,0,0,0,0,0,0,0,0,0
201803,146,14100,C,Bloomsburg-Berwick  PA ,6,6,1749,0,0,0,0,0,0,1,5,675,3,3,1003,0,0,0,0,0,0,0,0,0
201803,147,14260,C,Boise City  ID ,616,616,145744,1,2,353,9,36,2211,7,312,30953,480,480,115971,0,0,0,3,12,627,4,212,20511
201803,148,12700, ,Barnstable Town  MA ,7,7,5197,0,0,0,2,6,1000,0,0,0,3,3,3660,0,0,0,2,6,1000,0,0,0
201803,148,14460,C,Boston-Cambridge-Newton  MA-NH ,451,451,136838,20,40,4781,6,21,2946,25,662,100467,289,289,90081,10,20,2113,3,11,1732,9,471,72126
201803,148,31700, ,Manchester-Nashua  NH ,45,45,8254,0,0,0,0,0,0,0,0,0,45,45,8254,0,0,0,0,0,0,0,0,0
201803,148,39300,C,Providence-Warwick  RI-MA ,140,140,28730,3,6,899,1,3,427,2,24,1924,98,98,20056,3,6,899,1,3,427,1,17,1800
201803,148,49340, ,Worcester  MA-CT ,13,13,2830,0,0,0,0,0,0,0,0,0,12,12,2641,0,0,0,0,0,0,0,0,0
201803,150,14540, ,Bowling Green  KY ,70,70,16187,2,4,320,6,22,1649,16,128,5600,70,70,16187,2,4,320,6,22,1649,16,128,5600
201803,154,15180, ,Brownsville-Harlingen  TX ,85,85,7876,1,2,83,2,6,287,0,0,0,60,60,5384,0,0,0,0,0,0,0,0,0
201803,160,15380,C,Buffalo-Cheektowaga-Niagara Falls  NY ,93,93,25014,1,2,140,0,0,0,1,30,6765,84,84,23251,1,2,140,0,0,0,0,0,0
201803,162,15980,C,Cape Coral-Fort Myers  FL ,457,457,109310,22,44,5723,2,8,2213,2,26,2915,457,457,109310,22,44,5723,2,8,2213,2,26,2915
201803,162,34940, ,Naples-Immokalee-Marco Island  FL ,281,281,59152,0,0,0,2,8,1408,5,58,9748,281,281,59152,0,0,0,2,8,1408,5,58,9748
201803,164,16020, ,Cape Girardeau  MO-IL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201803,168,16300, ,Cedar Rapids  IA ,34,34,4382,5,10,944,1,3,305,2,63,5809,34,34,4382,5,10,944,1,3,305,2,63,5809
201803,168,26980, ,Iowa City  IA ,45,45,10085,0,0,0,0,0,0,1,24,3000,43,43,9809,0,0,0,0,0,0,1,24,3000
201803,170,16620, ,Charleston  WV ,6,6,1554,0,0,0,1,3,201,1,8,509,2,2,841,0,0,0,0,0,0,0,0,0
201803,170,26580, ,Huntington-Ashland  WV-KY-OH ,15,15,3060,1,2,146,0,0,0,0,0,0,8,8,1694,0,0,0,0,0,0,0,0,0
201803,172,16740, ,Charlotte-Concord-Gastonia  NC-SC ,1386,1386,347960,3,6,820,0,0,0,5,403,43316,1214,1214,291845,3,6,820,0,0,0,3,364,39210
201803,174,16860, ,Chattanooga  TN-GA ,186,186,33297,1,2,188,0,0,0,1,45,3643,126,126,21636,0,0,0,0,0,0,0,0,0
201803,174,17420, ,Cleveland  TN ,27,27,4661,2,4,285,1,4,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201803,176,16980, ,Chicago-Naperville-Elgin  IL-IN-WI ,843,843,229496,14,28,4528,21,70,14290,30,429,91702,715,715,197501,13,26,4444,20,67,13842,22,338,83634
