Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201910,104,10580,C,Albany-Schenectady-Troy  NY ,111,111,31571,2,4,502,4,14,1954,10,144,15765,78,78,21185,1,2,365,4,14,1954,4,87,9100
201910,104,24020, ,Glens Falls  NY ,22,22,6093,0,0,0,0,0,0,0,0,0,15,15,4449,0,0,0,0,0,0,0,0,0
201910,106,10740,C,Albuquerque  NM ,195,195,49462,0,0,0,1,3,348,2,110,10612,134,134,35817,0,0,0,0,0,0,1,102,10279
201910,106,42140,C,Santa Fe  NM ,25,25,6264,0,0,0,0,0,0,4,48,4731,25,25,6264,0,0,0,0,0,0,4,48,4731
201910,107,11020, ,Altoona  PA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201910,108,11100, ,Amarillo  TX ,63,63,14960,0,0,0,0,0,0,0,0,0,63,63,14960,0,0,0,0,0,0,0,0,0
201910,118,11540, ,Appleton  WI ,40,40,11684,0,0,0,0,0,0,1,33,4500,35,35,10698,0,0,0,0,0,0,1,33,4500
201910,118,36780, ,Oshkosh-Neenah  WI ,24,24,6835,0,0,0,0,0,0,1,8,640,24,24,6835,0,0,0,0,0,0,1,8,640
201910,120,11700, ,Asheville  NC ,188,188,53589,0,0,0,0,0,0,3,26,3499,54,54,13881,0,0,0,0,0,0,0,0,0
201910,122,12020, ,Athens-Clarke County  GA ,153,153,27444,18,36,5095,2,8,1231,44,343,37145,153,153,27444,18,36,5095,2,8,1231,44,343,37145
201910,122,12060, ,Atlanta-Sandy Springs-Alpharetta  GA ,2242,2242,501422,2,4,897,0,0,0,20,1482,180927,1962,1962,437119,2,4,897,0,0,0,15,1328,162640
201910,122,23580, ,Gainesville  GA ,65,65,14765,0,0,0,0,0,0,0,0,0,9,9,1685,0,0,0,0,0,0,0,0,0
201910,122,40660,C,Rome  GA ,20,20,3107,0,0,0,0,0,0,0,0,0,20,20,3107,0,0,0,0,0,0,0,0,0
201910,140,13460,C,Bend  OR ,181,181,44107,0,0,0,0,0,0,5,105,11921,181,181,44107,0,0,0,0,0,0,5,105,11921
201910,142,13820,C,Birmingham-Hoover  AL ,242,242,64848,2,4,495,0,0,0,2,18,1815,135,135,33131,0,0,0,0,0,0,0,0,0
201910,144,14020,C,Bloomington  IN ,21,21,5685,1,2,291,0,0,0,3,97,11267,21,21,5685,1,2,291,0,0,0,3,97,11267
201910,145,14010, ,Bloomington  IL ,6,6,1184,0,0,0,0,0,0,1,12,715,6,6,1184,0,0,0,0,0,0,1,12,715
201910,146,14100,C,Bloomsburg-Berwick  PA ,10,10,2017,0,0,0,0,0,0,1,5,250,5,5,959,0,0,0,0,0,0,0,0,0
201910,147,14260,C,Boise City  ID ,637,637,143154,5,10,1135,3,12,1119,14,407,57709,563,563,121393,3,6,748,3,12,1119,14,407,57709
201910,148,12700, ,Barnstable Town  MA ,10,10,7215,0,0,0,0,0,0,0,0,0,10,10,7215,0,0,0,0,0,0,0,0,0
201910,148,14460,C,Boston-Cambridge-Newton  MA-NH ,398,398,119861,32,64,12996,9,32,6234,33,570,86950,181,181,58210,19,38,8066,8,28,5400,7,172,31709
201910,148,31700, ,Manchester-Nashua  NH ,30,30,5445,1,2,600,0,0,0,2,33,3727,8,8,1768,1,2,600,0,0,0,0,0,0
201910,148,39300,C,Providence-Warwick  RI-MA ,147,147,42424,6,12,1614,0,0,0,1,5,375,94,94,31469,3,6,820,0,0,0,0,0,0
201910,148,49340, ,Worcester  MA-CT ,13,13,2816,0,0,0,0,0,0,0,0,0,6,6,1179,0,0,0,0,0,0,0,0,0
201910,150,14540, ,Bowling Green  KY ,54,54,12823,0,0,0,0,0,0,0,0,0,54,54,12823,0,0,0,0,0,0,0,0,0
201910,154,15180, ,Brownsville-Harlingen  TX ,84,84,8712,0,0,0,0,0,0,0,0,0,21,21,2317,0,0,0,0,0,0,0,0,0
201910,160,15380,C,Buffalo-Cheektowaga  NY ,93,93,29145,0,0,0,1,3,450,4,53,8506,85,85,27727,0,0,0,1,3,450,2,24,2000
201910,162,15540, ,Burlington-South Burlington  VT ,24,24,6149,2,4,528,2,7,626,3,39,3747,7,7,1837,1,2,301,0,0,0,0,0,0
201910,163,15980,C,Cape Coral-Fort Myers  FL ,628,628,140588,20,40,5225,9,35,7962,3,54,9494,628,628,140588,20,40,5225,9,35,7962,3,54,9494
201910,163,34940, ,Naples-Marco Island  FL ,304,304,63223,1,2,210,5,20,3649,3,20,5582,304,304,63223,1,2,210,5,20,3649,3,20,5582
201910,164,16020, ,Cape Girardeau  MO-IL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201910,168,16300, ,Cedar Rapids  IA ,39,39,6543,7,14,2030,0,0,0,0,0,0,39,39,6543,7,14,2030,0,0,0,0,0,0
201910,168,26980, ,Iowa City  IA ,35,35,8590,0,0,0,2,8,1181,1,53,8240,33,33,8315,0,0,0,2,8,1181,1,53,8240
201910,170,16620, ,Charleston  WV ,16,16,1463,0,0,0,0,0,0,0,0,0,16,16,1463,0,0,0,0,0,0,0,0,0
201910,170,26580, ,Huntington-Ashland  WV-KY-OH ,13,13,3126,0,0,0,0,0,0,0,0,0,5,5,1187,0,0,0,0,0,0,0,0,0
201910,172,16740, ,Charlotte-Concord-Gastonia  NC-SC ,1444,1444,367649,2,4,610,0,0,0,9,714,56155,1245,1245,297198,2,4,610,0,0,0,7,686,53071
