Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201412,104,10580, ,Albany-Schenectady-Troy  NY ,75,75,22239,0,0,0,3,12,1983,3,19,1706,58,58,17757,0,0,0,3,12,1983,0,0,0
201412,104,24020, ,Glens Falls  NY ,23,23,4419,0,0,0,0,0,0,0,0,0,18,18,3900,0,0,0,0,0,0,0,0,0
201412,106,10740,C,Albuquerque  NM ,142,142,29551,1,2,283,1,4,335,1,5,208,69,69,16521,0,0,0,0,0,0,0,0,0
201412,106,42140,C,Santa Fe  NM ,8,8,2454,0,0,0,0,0,0,0,0,0,8,8,2454,0,0,0,0,0,0,0,0,0
201412,108,11100, ,Amarillo  TX ,21,21,5752,0,0,0,0,0,0,0,0,0,21,21,5752,0,0,0,0,0,0,0,0,0
201412,118,11540, ,Appleton  WI ,15,15,3499,1,2,185,0,0,0,2,70,6688,15,15,3499,1,2,185,0,0,0,2,70,6688
201412,118,36780, ,Oshkosh-Neenah  WI ,6,6,1359,1,2,180,0,0,0,0,0,0,6,6,1359,1,2,180,0,0,0,0,0,0
201412,120,11700, ,Asheville  NC ,87,87,22213,0,0,0,0,0,0,1,9,288,16,16,4901,0,0,0,0,0,0,0,0,0
201412,122,12020, ,Athens-Clarke County  GA ,20,20,3920,0,0,0,0,0,0,3,24,1525,20,20,3920,0,0,0,0,0,0,3,24,1525
201412,122,12060,C,Atlanta-Sandy Springs-Roswell  GA ,1336,1336,283704,4,8,1390,1,4,645,19,1212,166259,1245,1245,266611,4,8,1390,1,4,645,16,1101,158218
201412,122,23580, ,Gainesville  GA ,49,49,10272,0,0,0,0,0,0,0,0,0,49,49,10272,0,0,0,0,0,0,0,0,0
201412,140,13460,C,Bend-Redmond  OR ,77,77,18296,1,2,405,0,0,0,4,24,401,68,68,16598,1,2,405,0,0,0,4,24,401
201412,142,13820,C,Birmingham-Hoover  AL ,190,190,42503,0,0,0,14,56,4948,4,222,18603,147,147,32506,0,0,0,14,56,4948,3,215,18157
201412,144,14020, ,Bloomington  IN ,11,11,2589,1,2,252,0,0,0,0,0,0,11,11,2589,1,2,252,0,0,0,0,0,0
201412,145,14010, ,Bloomington  IL ,17,17,2926,0,0,0,0,0,0,1,16,844,5,5,491,0,0,0,0,0,0,0,0,0
201412,146,14100, ,Bloomsburg-Berwick  PA ,4,4,738,0,0,0,1,4,650,0,0,0,4,4,738,0,0,0,1,4,650,0,0,0
201412,147,14260,C,Boise City  ID ,281,281,67901,0,0,0,2,8,547,2,64,4195,168,168,38958,0,0,0,0,0,0,0,0,0
201412,148,12700, ,Barnstable Town  MA ,58,58,16971,0,0,0,0,0,0,1,5,683,47,47,12083,0,0,0,0,0,0,0,0,0
201412,148,14460,C,Boston-Cambridge-Newton  MA-NH ,383,383,116085,8,16,2676,10,34,4246,21,362,53262,285,285,89656,3,6,1152,7,25,2979,5,131,20006
201412,148,31700, ,Manchester-Nashua  NH ,20,20,4025,1,2,298,0,0,0,1,5,478,13,13,2543,0,0,0,0,0,0,0,0,0
201412,148,39300, ,Providence-Warwick  RI-MA ,117,117,24592,2,4,441,3,10,1073,1,5,1438,92,92,18956,1,2,257,2,7,535,0,0,0
201412,148,49340, ,Worcester  MA-CT ,58,58,12712,5,10,400,0,0,0,2,42,3678,40,40,9318,5,10,400,0,0,0,1,33,3258
201412,150,14540, ,Bowling Green  KY ,33,33,7022,3,6,750,1,4,350,0,0,0,33,33,7022,3,6,750,1,4,350,0,0,0
201412,154,15180, ,Brownsville-Harlingen  TX ,78,78,20604,0,0,0,0,0,0,0,0,0,78,78,20604,0,0,0,0,0,0,0,0,0
201412,160,15380, ,Buffalo-Cheektowaga-Niagara Falls  NY ,36,36,10661,0,0,0,0,0,0,7,71,5722,24,24,6700,0,0,0,0,0,0,5,54,4410
201412,162,15980,C,Cape Coral-Fort Myers  FL ,271,271,76246,0,0,0,1,4,1003,3,34,5640,271,271,76246,0,0,0,1,4,1003,3,34,5640
201412,162,34940,C,Naples-Immokalee-Marco Island  FL ,167,167,67021,0,0,0,4,14,2659,4,32,16200,167,167,67021,0,0,0,4,14,2659,4,32,16200
201412,164,16020, ,Cape Girardeau  MO-IL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201412,168,16300, ,Cedar Rapids  IA ,30,30,3765,2,4,271,1,3,209,1,17,1728,13,13,1650,0,0,0,0,0,0,0,0,0
201412,168,26980, ,Iowa City  IA ,25,25,6486,0,0,0,0,0,0,1,18,2561,23,23,6086,0,0,0,0,0,0,1,18,2561
201412,170,16620, ,Charleston  WV ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201412,170,26580, ,Huntington-Ashland  WV-KY-OH ,8,8,1633,0,0,0,11,42,4605,0,0,0,7,7,1504,0,0,0,11,42,4605,0,0,0
201412,172,16740, ,Charlotte-Concord-Gastonia  NC-SC ,791,791,187044,4,8,1172,0,0,0,20,542,60594,683,683,158303,3,6,1021,0,0,0,19,531,59354
201412,174,16860, ,Chattanooga  TN-GA ,90,90,16226,2,4,208,0,0,0,0,0,0,86,86,15361,2,4,208,0,0,0,0,0,0
201412,174,17420, ,Cleveland  TN ,24,24,3894,3,6,210,1,4,294,0,0,0,15,15,2894,3,6,210,0,0,0,0,0,0
201412,174,19140,C,Dalton  GA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
