Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201611,104,10580,C,Albany-Schenectady-Troy  NY ,96,96,20465,2,4,436,12,48,1800,5,32,3327,73,73,15563,2,4,436,12,48,1800,1,8,440
201611,104,24020, ,Glens Falls  NY ,10,10,1595,0,0,0,0,0,0,1,6,140,5,5,1185,0,0,0,0,0,0,1,6,140
201611,106,10740,C,Albuquerque  NM ,160,160,32104,0,0,0,1,4,335,3,28,2072,7,7,2959,0,0,0,0,0,0,0,0,0
201611,106,42140,C,Santa Fe  NM ,9,9,2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201611,108,11100, ,Amarillo  TX ,66,66,17406,0,0,0,0,0,0,0,0,0,66,66,17406,0,0,0,0,0,0,0,0,0
201611,118,11540, ,Appleton  WI ,15,15,4415,1,2,250,0,0,0,0,0,0,15,15,4415,1,2,250,0,0,0,0,0,0
201611,118,36780, ,Oshkosh-Neenah  WI ,20,20,4744,1,2,300,0,0,0,4,30,2400,20,20,4744,1,2,300,0,0,0,4,30,2400
201611,120,11700, ,Asheville  NC ,112,112,30472,0,0,0,0,0,0,2,20,2227,36,36,9101,0,0,0,0,0,0,0,0,0
201611,122,12020, ,Athens-Clarke County  GA ,27,27,7268,0,0,0,1,4,680,0,0,0,27,27,7268,0,0,0,1,4,680,0,0,0
201611,122,12060, ,Atlanta-Sandy Springs-Roswell  GA ,1629,1629,353984,0,0,0,2,8,1738,8,804,152295,1560,1560,338370,0,0,0,2,8,1738,7,785,150248
201611,122,23580, ,Gainesville  GA ,75,75,12893,0,0,0,0,0,0,2,86,7669,75,75,12893,0,0,0,0,0,0,2,86,7669
201611,140,13460, ,Bend-Redmond  OR ,145,145,36195,1,2,254,0,0,0,2,56,6270,129,129,32465,1,2,254,0,0,0,2,56,6270
201611,142,13820,C,Birmingham-Hoover  AL ,176,176,43608,0,0,0,0,0,0,2,58,4771,85,85,22204,0,0,0,0,0,0,0,0,0
201611,144,14020,C,Bloomington  IN ,25,25,5650,0,0,0,0,0,0,1,11,1186,4,4,520,0,0,0,0,0,0,0,0,0
201611,145,14010, ,Bloomington  IL ,21,21,2133,0,0,0,0,0,0,2,14,1439,21,21,2133,0,0,0,0,0,0,2,14,1439
201611,146,14100,C,Bloomsburg-Berwick  PA ,13,13,2903,0,0,0,0,0,0,0,0,0,9,9,2149,0,0,0,0,0,0,0,0,0
201611,147,14260,C,Boise City  ID ,443,443,100304,1,2,413,16,64,6354,4,28,1758,440,440,99821,1,2,413,16,64,6354,4,28,1758
201611,148,12700, ,Barnstable Town  MA ,9,9,4099,0,0,0,0,0,0,0,0,0,6,6,3103,0,0,0,0,0,0,0,0,0
201611,148,14460,C,Boston-Cambridge-Newton  MA-NH ,433,433,133271,19,38,6977,20,67,9795,27,498,77505,299,299,92979,13,26,5092,18,60,8817,15,403,64535
201611,148,31700, ,Manchester-Nashua  NH ,30,30,6617,1,2,150,0,0,0,1,5,673,21,21,5116,1,2,150,0,0,0,0,0,0
201611,148,39300,C,Providence-Warwick  RI-MA ,136,136,29515,4,8,1112,1,3,525,2,66,9810,90,90,20047,3,6,712,0,0,0,2,66,9810
201611,148,49340, ,Worcester  MA-CT ,6,6,1167,0,0,0,0,0,0,0,0,0,4,4,840,0,0,0,0,0,0,0,0,0
201611,150,14540, ,Bowling Green  KY ,46,46,10481,0,0,0,2,8,380,9,68,6824,46,46,10481,0,0,0,2,8,380,9,68,6824
201611,154,15180, ,Brownsville-Harlingen  TX ,59,59,18589,0,0,0,1,4,160,0,0,0,58,58,18427,0,0,0,1,4,160,0,0,0
201611,160,15380,C,Buffalo-Cheektowaga-Niagara Falls  NY ,67,67,17360,2,4,460,1,4,300,6,84,6201,54,54,14854,1,2,280,1,4,300,6,84,6201
201611,162,15980,C,Cape Coral-Fort Myers  FL ,293,293,76688,2,4,197,1,4,1167,10,236,28462,293,293,76688,2,4,197,1,4,1167,10,236,28462
201611,162,34940, ,Naples-Immokalee-Marco Island  FL ,163,163,33860,0,0,0,1,4,997,3,18,6679,163,163,33860,0,0,0,1,4,997,3,18,6679
201611,164,16020, ,Cape Girardeau  MO-IL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201611,168,16300, ,Cedar Rapids  IA ,34,34,4675,11,22,1768,2,6,631,0,0,0,34,34,4675,11,22,1768,2,6,631,0,0,0
201611,168,26980, ,Iowa City  IA ,66,66,15850,1,2,367,3,12,2210,3,572,80729,65,65,15712,1,2,367,3,12,2210,3,572,80729
201611,170,16620, ,Charleston  WV ,3,3,672,1,2,265,0,0,0,1,11,691,0,0,0,0,0,0,0,0,0,0,0,0
201611,170,26580, ,Huntington-Ashland  WV-KY-OH ,11,11,2097,1,2,83,0,0,0,0,0,0,5,5,1139,0,0,0,0,0,0,0,0,0
201611,172,16740, ,Charlotte-Concord-Gastonia  NC-SC ,902,902,221553,3,6,956,0,0,0,12,260,15029,821,821,199401,3,6,956,0,0,0,10,227,11907
201611,174,16860, ,Chattanooga  TN-GA ,98,98,16810,0,0,0,0,0,0,1,10,758,63,63,10000,0,0,0,0,0,0,0,0,0
201611,174,17420, ,Cleveland  TN ,15,15,2520,0,0,0,1,3,276,0,0,0,3,3,358,0,0,0,1,3,276,0,0,0
201611,176,16980, ,Chicago-Naperville-Elgin  IL-IN-WI ,624,624,182691,12,24,3971,30,106,24315,20,409,41609,516,516,153779,9,18,3269,28,98,23379,17,377,38549
