Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200112,0040,9999,,Abilene  TX MSA ,13,13,2394,0,0,0,0,0,0,0,0,0,13,13,2394,0,0,0,0,0,0,0,0,0
200112,0120,9999,,Albany  GA MSA ,35,35,4090,0,0,0,0,0,0,0,0,0,15,15,1806,0,0,0,0,0,0,0,0,0
200112,0160,9999,,Albany-Schenectady-Troy  NY MSA ,129,129,26812,2,4,270,0,0,0,3,23,1171,120,120,25470,1,2,40,0,0,0,2,18,882
200112,0200,9999,,Albuquerque  NM MSA ,81,81,9314,0,0,0,1,4,216,0,0,0,31,31,4877,0,0,0,1,4,216,0,0,0
200112,0220,9999,,Alexandria  LA MSA ,26,26,2482,0,0,0,0,0,0,0,0,0,26,26,2482,0,0,0,0,0,0,0,0,0
200112,0240,9999,,Allentown-Bethlehem-Easton  PA MSA ,103,103,14072,0,0,0,0,0,0,2,32,1600,87,87,11281,0,0,0,0,0,0,2,32,1600
200112,0280,9999,,Altoona  PA MSA ,4,4,1002,0,0,0,0,0,0,0,0,0,4,4,1002,0,0,0,0,0,0,0,0,0
200112,0320,9999,,Amarillo  TX MSA ,46,46,6498,3,6,1706,0,0,0,1,114,5845,46,46,6498,3,6,1706,0,0,0,1,114,5845
200112,0380,9999,,Anchorage  AK MSA ,57,57,10650,1,2,302,3,12,1084,0,0,0,57,57,10650,1,2,302,3,12,1084,0,0,0
200112,0450,9999,,Anniston  AL MSA ,17,17,2780,0,0,0,0,0,0,0,0,0,2,2,205,0,0,0,0,0,0,0,0,0
200112,0460,9999,,Appleton-Oshkosh-Neenah  WI MSA ,77,77,11310,5,10,694,0,0,0,2,25,916,53,53,7785,3,6,410,0,0,0,0,0,0
200112,0480,9999,,Asheville  NC MSA ,87,87,12857,1,2,169,0,0,0,1,5,210,32,32,4654,0,0,0,0,0,0,0,0,0
200112,0500,9999,,Athens  GA MSA ,61,61,8074,0,0,0,0,0,0,4,34,1785,50,50,6653,0,0,0,0,0,0,4,34,1785
200112,0520,9999,,Atlanta  GA MSA ,3094,3094,344788,3,6,1311,9,36,3846,67,1410,66094,2794,2794,316956,2,4,1208,9,36,3846,65,1368,64945
200112,0580,9999,,Auburn-Opelika  AL MSA ,19,19,2245,1,2,106,3,10,483,1,20,1300,19,19,2245,1,2,106,3,10,483,1,20,1300
200112,0600,9999,,Augusta-Aiken  GA-SC MSA ,217,217,24596,0,0,0,0,0,0,0,0,0,211,211,24024,0,0,0,0,0,0,0,0,0
200112,0640,9999,,Austin-San Marcos  TX MSA ,318,318,37720,1,2,126,5,20,1286,27,362,21736,318,318,37720,1,2,126,5,20,1286,27,362,21736
200112,0680,9999,,Bakersfield  CA MSA ,198,198,24515,1,2,58,1,4,222,11,86,5338,68,68,8032,1,2,58,0,0,0,10,80,4909
200112,0730,9999,,Bangor  ME MSA ,16,16,2033,0,0,0,0,0,0,0,0,0,12,12,1530,0,0,0,0,0,0,0,0,0
200112,0740,9999,,Barnstable-Yarmouth  MA MSA ,68,68,13398,2,4,524,0,0,0,0,0,0,35,35,6604,0,0,0,0,0,0,0,0,0
200112,0760,9999,,Baton Rouge  LA MSA ,80,80,8539,0,0,0,1,4,190,5,48,1935,80,80,8539,0,0,0,1,4,190,5,48,1935
200112,0840,9999,,Beaumont-Port Arthur  TX MSA ,38,38,4643,0,0,0,0,0,0,0,0,0,38,38,4643,0,0,0,0,0,0,0,0,0
200112,0860,9999,,Bellingham  WA MSA ,66,66,9070,1,2,208,1,3,241,1,24,1249,39,39,6065,0,0,0,0,0,0,0,0,0
200112,0870,9999,,Benton Harbor  MI MSA ,7,7,1203,0,0,0,0,0,0,0,0,0,6,6,1013,0,0,0,0,0,0,0,0,0
200112,0880,9999,,Billings  MT MSA ,26,26,2879,0,0,0,0,0,0,0,0,0,26,26,2879,0,0,0,0,0,0,0,0,0
200112,0920,9999,,Biloxi-Gulfport-Pascagoula  MS MSA ,110,110,10601,1,2,54,1,3,132,0,0,0,101,101,9406,1,2,54,1,3,132,0,0,0
200112,0960,9999,,Binghamton  NY MSA ,5,5,1027,0,0,0,0,0,0,0,0,0,3,3,547,0,0,0,0,0,0,0,0,0
200112,1000,9999,,Birmingham  AL MSA ,287,287,36000,0,0,0,0,0,0,2,17,975,206,206,26877,0,0,0,0,0,0,1,12,556
200112,1010,9999,,Bismarck  ND MSA ,22,22,2742,0,0,0,0,0,0,2,24,1994,21,21,2688,0,0,0,0,0,0,2,24,1994
200112,1020,9999,,Bloomington  IN MSA ,20,20,2846,1,2,82,0,0,0,1,16,875,19,19,2771,0,0,0,0,0,0,1,16,875
200112,1040,9999,,Bloomington-Normal  IL MSA ,64,64,6393,1,2,56,0,0,0,0,0,0,64,64,6393,1,2,56,0,0,0,0,0,0
