cbsa_code,date,unemployment_rate_sa,seasonal_adjustment_source,preliminary_flag,laus_source,raw_line_number
10180,2010-01-01,7.1,official BLS smoothed SA metro table,0,ssamatab1.txt,94640
10180,2010-02-01,7.1,official BLS smoothed SA metro table,0,ssamatab1.txt,95033
10180,2010-03-01,7.0,official BLS smoothed SA metro table,0,ssamatab1.txt,95426
10180,2010-04-01,7.0,official BLS smoothed SA metro table,0,ssamatab1.txt,95819
10180,2010-05-01,7.0,official BLS smoothed SA metro table,0,ssamatab1.txt,96212
10180,2010-06-01,7.0,official BLS smoothed SA metro table,0,ssamatab1.txt,96605
10180,2010-07-01,7.0,official BLS smoothed SA metro table,0,ssamatab1.txt,96998
10180,2010-08-01,7.0,official BLS smoothed SA metro table,0,ssamatab1.txt,97391
10180,2010-09-01,7.1,official BLS smoothed SA metro table,0,ssamatab1.txt,97784
10180,2010-10-01,7.1,official BLS smoothed SA metro table,0,ssamatab1.txt,98177
10180,2010-11-01,7.1,official BLS smoothed SA metro table,0,ssamatab1.txt,98570
10180,2010-12-01,7.1,official BLS smoothed SA metro table,0,ssamatab1.txt,98963
10180,2011-01-01,7.1,official BLS smoothed SA metro table,0,ssamatab1.txt,99356
10180,2011-02-01,7.1,official BLS smoothed SA metro table,0,ssamatab1.txt,99749
10180,2011-03-01,7.1,official BLS smoothed SA metro table,0,ssamatab1.txt,100142
10180,2011-04-01,7.1,official BLS smoothed SA metro table,0,ssamatab1.txt,100535
10180,2011-05-01,7.2,official BLS smoothed SA metro table,0,ssamatab1.txt,100928
10180,2011-06-01,7.3,official BLS smoothed SA metro table,0,ssamatab1.txt,101321
10180,2011-07-01,7.3,official BLS smoothed SA metro table,0,ssamatab1.txt,101714
10180,2011-08-01,7.2,official BLS smoothed SA metro table,0,ssamatab1.txt,102107
10180,2011-09-01,7.0,official BLS smoothed SA metro table,0,ssamatab1.txt,102500
10180,2011-10-01,6.8,official BLS smoothed SA metro table,0,ssamatab1.txt,102893
10180,2011-11-01,6.6,official BLS smoothed SA metro table,0,ssamatab1.txt,103286
10180,2011-12-01,6.3,official BLS smoothed SA metro table,0,ssamatab1.txt,103679
10180,2012-01-01,6.1,official BLS smoothed SA metro table,0,ssamatab1.txt,104072
10180,2012-02-01,6.0,official BLS smoothed SA metro table,0,ssamatab1.txt,104465
10180,2012-03-01,5.9,official BLS smoothed SA metro table,0,ssamatab1.txt,104858
10180,2012-04-01,5.9,official BLS smoothed SA metro table,0,ssamatab1.txt,105251
10180,2012-05-01,5.9,official BLS smoothed SA metro table,0,ssamatab1.txt,105644
10180,2012-06-01,5.9,official BLS smoothed SA metro table,0,ssamatab1.txt,106037
10180,2012-07-01,5.8,official BLS smoothed SA metro table,0,ssamatab1.txt,106430
10180,2012-08-01,5.7,official BLS smoothed SA metro table,0,ssamatab1.txt,106823
10180,2012-09-01,5.6,official BLS smoothed SA metro table,0,ssamatab1.txt,107216
10180,2012-10-01,5.6,official BLS smoothed SA metro table,0,ssamatab1.txt,107609
10180,2012-11-01,5.5,official BLS smoothed SA metro table,0,ssamatab1.txt,108002
10180,2012-12-01,5.5,official BLS smoothed SA metro table,0,ssamatab1.txt,108395
10180,2013-01-01,5.6,official BLS smoothed SA metro table,0,ssamatab1.txt,108788
10180,2013-02-01,5.6,official BLS smoothed SA metro table,0,ssamatab1.txt,109181
10180,2013-03-01,5.6,official BLS smoothed SA metro table,0,ssamatab1.txt,109574
10180,2013-04-01,5.6,official BLS smoothed SA metro table,0,ssamatab1.txt,109967
10180,2013-05-01,5.6,official BLS smoothed SA metro table,0,ssamatab1.txt,110360
10180,2013-06-01,5.6,official BLS smoothed SA metro table,0,ssamatab1.txt,110753
10180,2013-07-01,5.6,official BLS smoothed SA metro table,0,ssamatab1.txt,111146
10180,2013-08-01,5.5,official BLS smoothed SA metro table,0,ssamatab1.txt,111539
10180,2013-09-01,5.4,official BLS smoothed SA metro table,0,ssamatab1.txt,111932
10180,2013-10-01,5.3,official BLS smoothed SA metro table,0,ssamatab1.txt,112325
10180,2013-11-01,5.1,official BLS smoothed SA metro table,0,ssamatab1.txt,112718
10180,2013-12-01,5.0,official BLS smoothed SA metro table,0,ssamatab1.txt,113111
10180,2014-01-01,4.8,official BLS smoothed SA metro table,0,ssamatab1.txt,113504
10180,2014-02-01,4.7,official BLS smoothed SA metro table,0,ssamatab1.txt,113897
10180,2014-03-01,4.6,official BLS smoothed SA metro table,0,ssamatab1.txt,114290
10180,2014-04-01,4.5,official BLS smoothed SA metro table,0,ssamatab1.txt,114683
10180,2014-05-01,4.5,official BLS smoothed SA metro table,0,ssamatab1.txt,115076
10180,2014-06-01,4.4,official BLS smoothed SA metro table,0,ssamatab1.txt,115469
10180,2014-07-01,4.4,official BLS smoothed SA metro table,0,ssamatab1.txt,115862
10180,2014-08-01,4.3,official BLS smoothed SA metro table,0,ssamatab1.txt,116255
10180,2014-09-01,4.3,official BLS smoothed SA metro table,0,ssamatab1.txt,116648
10180,2014-10-01,4.1,official BLS smoothed SA metro table,0,ssamatab1.txt,117041
10180,2014-11-01,4.0,official BLS smoothed SA metro table,0,ssamatab1.txt,117434
10180,2014-12-01,4.0,official BLS smoothed SA metro table,0,ssamatab1.txt,117827
10180,2015-01-01,3.9,official BLS smoothed SA metro table,0,ssamatab1.txt,118220
10180,2015-02-01,3.9,official BLS smoothed SA metro table,0,ssamatab1.txt,118613
10180,2015-03-01,3.9,official BLS smoothed SA metro table,0,ssamatab1.txt,119006
10180,2015-04-01,3.9,official BLS smoothed SA metro table,0,ssamatab1.txt,119399
10180,2015-05-01,3.9,official BLS smoothed SA metro table,0,ssamatab1.txt,119792
10180,2015-06-01,3.8,official BLS smoothed SA metro table,0,ssamatab1.txt,120185
10180,2015-07-01,3.8,official BLS smoothed SA metro table,0,ssamatab1.txt,120578
10180,2015-08-01,3.8,official BLS smoothed SA metro table,0,ssamatab1.txt,120971
10180,2015-09-01,3.9,official BLS smoothed SA metro table,0,ssamatab1.txt,121364
10180,2015-10-01,3.9,official BLS smoothed SA metro table,0,ssamatab1.txt,121757
10180,2015-11-01,3.9,official BLS smoothed SA metro table,0,ssamatab1.txt,122150
10180,2015-12-01,3.9,official BLS smoothed SA metro table,0,ssamatab1.txt,122543
10180,2016-01-01,3.8,official BLS smoothed SA metro table,0,ssamatab1.txt,122936
10180,2016-02-01,3.8,official BLS smoothed SA metro table,0,ssamatab1.txt,123329
10180,2016-03-01,3.8,official BLS smoothed SA metro table,0,ssamatab1.txt,123722
10180,2016-04-01,3.9,official BLS smoothed SA metro table,0,ssamatab1.txt,124115
10180,2016-05-01,3.9,official BLS smoothed SA metro table,0,ssamatab1.txt,124508
10180,2016-06-01,3.9,official BLS smoothed SA metro table,0,ssamatab1.txt,124901
10180,2016-07-01,4.0,official BLS smoothed SA metro table,0,ssamatab1.txt,125294
