level_observations,negative_permit_count_retained,missing_primary_values,duplicate_cbsa_month_rows,nonpositive_zhvi_count,nonpositive_employment_count,finite_transformed_values,asinh_permits_defined_for_negative_zero_positive,standardized,winsorized,negative_permit_values_truncated_or_replaced
33293,379,0,0,0,0,True,True,False,False,False
