Survey,CSA,CBSA,HHEADER,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202408,101,10180,2,Abilene  TX ,38,38,10796,8,16,2484,0,0,0,0,0,0,38,38,10796,8,16,2484,0,0,0,0,0,0
202408,101,45020,5,Sweetwater  TX ,1,1,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202408,104,10580,2,Albany-Schenectady-Troy  NY ,113,113,39238,3,6,775,2,8,1367,4,25,4225,59,59,19825,2,4,525,2,8,1367,1,6,1257
202408,104,11220,5,Amsterdam  NY ,5,5,962,0,0,0,0,0,0,0,0,0,1,1,450,0,0,0,0,0,0,0,0,0
202408,104,24020,2,Glens Falls  NY ,30,30,8435,0,0,0,0,0,0,2,40,4000,28,28,7953,0,0,0,0,0,0,2,40,4000
202408,104,24100,5,Gloversville  NY ,6,6,1938,0,0,0,0,0,0,1,6,1600,3,3,700,0,0,0,0,0,0,0,0,0
202408,104,26460,5,Hudson  NY ,10,10,5840,1,2,400,0,0,0,0,0,0,1,1,340,0,0,0,0,0,0,0,0,0
202408,105,10740,2,Albuquerque  NM ,96,96,24601,0,0,0,0,0,0,0,0,0,95,95,24033,0,0,0,0,0,0,0,0,0
202408,105,29780,5,Las Vegas  NM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202408,105,31060,5,Los Alamos  NM ,3,3,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202408,105,42140,2,Santa Fe  NM ,8,8,2902,0,0,0,0,0,0,0,0,0,8,8,2902,0,0,0,0,0,0,0,0,0
202408,106,10900,2,Allentown-Bethlehem-Easton  PA-NJ ,115,115,36937,0,0,0,2,8,212,5,73,10337,76,76,26563,0,0,0,2,8,212,2,54,7000
202408,106,20700,5,East Stroudsburg  PA ,25,25,7189,0,0,0,0,0,0,0,0,0,17,17,4588,0,0,0,0,0,0,0,0,0
202408,107,11020,2,Altoona  PA ,5,5,1293,0,0,0,1,3,285,0,0,0,2,2,520,0,0,0,0,0,0,0,0,0
202408,107,26500,5,Huntingdon  PA ,6,6,2167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202408,108,11100,2,Amarillo  TX ,69,69,19749,0,0,0,0,0,0,9,384,55110,66,66,18981,0,0,0,0,0,0,9,384,55110
202408,108,14420,5,Borger  TX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202408,118,11540,2,Appleton  WI ,40,40,15115,2,4,807,0,0,0,0,0,0,36,36,13248,1,2,450,0,0,0,0,0,0
202408,118,36780,2,Oshkosh-Neenah  WI ,30,30,13577,0,0,0,0,0,0,6,68,1760,27,27,12240,0,0,0,0,0,0,6,68,1760
202408,120,11700,2,Asheville  NC ,270,270,120581,0,0,0,0,0,0,9,218,27131,241,241,112718,0,0,0,0,0,0,8,210,25298
202408,120,14820,5,Brevard  NC ,18,18,10635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202408,120,48200,5,Waynesville  NC ,28,28,9621,1,2,257,0,0,0,0,0,0,11,11,1851,0,0,0,0,0,0,0,0,0
202408,122,12020,2,Athens-Clarke County  GA ,81,81,28555,0,0,0,0,0,0,0,0,0,58,58,22001,0,0,0,0,0,0,0,0,0
202408,122,12060,2,Atlanta-Sandy Springs-Roswell  GA ,2433,2433,703034,20,40,7592,34,131,27994,69,1098,165568,2275,2275,662207,20,40,7592,33,128,27405,67,1086,164300
202408,122,15660,5,Calhoun  GA ,19,19,4613,0,0,0,0,0,0,0,0,0,9,9,1776,0,0,0,0,0,0,0,0,0
202408,122,16340,5,Cedartown  GA ,8,8,2970,0,0,0,0,0,0,0,0,0,1,1,225,0,0,0,0,0,0,0,0,0
202408,122,18460,5,Cornelia  GA ,18,18,5738,0,0,0,0,0,0,0,0,0,1,1,200,0,0,0,0,0,0,0,0,0
202408,122,23580,2,Gainesville  GA ,76,76,18163,0,0,0,1,3,234,1,5,403,14,14,4265,0,0,0,0,0,0,0,0,0
202408,122,27600,5,Jefferson  GA ,173,173,52176,0,0,0,0,0,0,1,9,952,108,108,33922,0,0,0,0,0,0,0,0,0
202408,122,29300,5,LaGrange  GA-AL ,28,28,7692,0,0,0,0,0,0,2,57,8386,12,12,3485,0,0,0,0,0,0,0,0,0
202408,122,40660,2,Rome  GA ,22,22,5344,0,0,0,0,0,0,0,0,0,22,22,5344,0,0,0,0,0,0,0,0,0
202408,122,45580,5,Thomaston  GA ,14,14,2765,0,0,0,0,0,0,0,0,0,7,7,1755,0,0,0,0,0,0,0,0,0
202408,132,12940,2,Baton Rouge  LA ,269,269,68214,0,0,0,0,0,0,1,22,2250,45,45,11153,0,0,0,0,0,0,0,0,0
202408,132,25220,2,Hammond  LA ,65,65,11488,0,0,0,0,0,0,1,39,3713,0,0,0,0,0,0,0,0,0,0,0,0
202408,142,13820,2,Birmingham  AL ,269,269,90102,1,2,1182,0,0,0,1,27,4275,208,208,72207,0,0,0,0,0,0,0,0,0
202408,142,18980,5,Cullman  AL ,19,19,5525,0,0,0,0,0,0,0,0,0,18,18,5385,0,0,0,0,0,0,0,0,0
202408,142,45180,5,Talladega-Sylacauga  AL ,16,16,3713,0,0,0,0,0,0,0,0,0,16,16,3713,0,0,0,0,0,0,0,0,0
202408,144,13260,5,Bedford  IN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
