Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202006,104,10580,C,Albany-Schenectady-Troy  NY ,117,117,32128,1,2,60,0,0,0,6,42,2790,87,87,21878,1,2,60,0,0,0,4,32,1800
202006,104,24020, ,Glens Falls  NY ,27,27,7057,0,0,0,0,0,0,0,0,0,19,19,5075,0,0,0,0,0,0,0,0,0
202006,106,10740,C,Albuquerque  NM ,203,203,49522,0,0,0,1,3,324,1,5,208,138,138,35061,0,0,0,0,0,0,0,0,0
202006,106,42140,C,Santa Fe  NM ,10,10,2259,0,0,0,0,0,0,0,0,0,10,10,2259,0,0,0,0,0,0,0,0,0
202006,107,11020, ,Altoona  PA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202006,108,11100, ,Amarillo  TX ,25,25,5828,0,0,0,0,0,0,1,6,375,25,25,5828,0,0,0,0,0,0,1,6,375
202006,118,11540, ,Appleton  WI ,48,48,13602,0,0,0,0,0,0,5,40,3500,48,48,13602,0,0,0,0,0,0,5,40,3500
202006,118,36780, ,Oshkosh-Neenah  WI ,18,18,5088,1,2,357,0,0,0,0,0,0,18,18,5088,1,2,357,0,0,0,0,0,0
202006,120,11700, ,Asheville  NC ,171,171,52484,0,0,0,0,0,0,4,55,5371,47,47,15057,0,0,0,0,0,0,0,0,0
202006,122,12020, ,Athens-Clarke County  GA ,59,59,16821,0,0,0,0,0,0,0,0,0,59,59,16821,0,0,0,0,0,0,0,0,0
202006,122,12060, ,Atlanta-Sandy Springs-Alpharetta  GA ,2085,2085,475996,1,2,247,4,16,2882,16,294,34819,1854,1854,430017,1,2,247,4,16,2882,14,283,32007
202006,122,23580, ,Gainesville  GA ,51,51,12333,0,0,0,0,0,0,0,0,0,51,51,12333,0,0,0,0,0,0,0,0,0
202006,122,40660,C,Rome  GA ,27,27,6153,0,0,0,0,0,0,0,0,0,27,27,6153,0,0,0,0,0,0,0,0,0
202006,140,13460,C,Bend  OR ,156,156,38496,4,8,654,1,3,571,4,86,12429,156,156,38496,4,8,654,1,3,571,4,86,12429
202006,142,13820,C,Birmingham-Hoover  AL ,311,311,82433,2,4,740,0,0,0,10,213,21736,210,210,57691,2,4,740,0,0,0,8,200,20331
202006,144,14020,C,Bloomington  IN ,29,29,7770,1,2,283,0,0,0,1,37,4296,4,4,1114,0,0,0,0,0,0,0,0,0
202006,145,14010, ,Bloomington  IL ,11,11,2220,8,16,1165,0,0,0,0,0,0,11,11,2220,8,16,1165,0,0,0,0,0,0
202006,146,14100,C,Bloomsburg-Berwick  PA ,9,9,2118,0,0,0,0,0,0,0,0,0,5,5,1101,0,0,0,0,0,0,0,0,0
202006,147,14260,C,Boise City  ID ,601,601,148979,3,6,837,0,0,0,14,94,12177,581,581,144644,3,6,837,0,0,0,14,94,12177
202006,148,12700, ,Barnstable Town  MA ,8,8,3356,1,2,372,0,0,0,0,0,0,3,3,625,1,2,372,0,0,0,0,0,0
202006,148,14460,C,Boston-Cambridge-Newton  MA-NH ,397,397,126467,24,48,9163,6,20,4876,58,1125,245931,191,191,67631,16,32,5576,4,14,3876,18,720,203388
202006,148,31700, ,Manchester-Nashua  NH ,27,27,6745,0,0,0,0,0,0,0,0,0,14,14,4033,0,0,0,0,0,0,0,0,0
202006,148,39300,C,Providence-Warwick  RI-MA ,144,144,34292,3,6,309,6,22,1836,4,34,1824,90,90,22860,0,0,0,4,16,1138,2,24,1200
202006,148,49340, ,Worcester  MA-CT ,18,18,4074,1,2,180,0,0,0,0,0,0,13,13,3059,1,2,180,0,0,0,0,0,0
202006,150,14540, ,Bowling Green  KY ,69,69,16086,0,0,0,1,4,195,3,24,1134,69,69,16086,0,0,0,1,4,195,3,24,1134
202006,154,15180, ,Brownsville-Harlingen  TX ,89,89,9039,5,10,1118,0,0,0,1,11,1235,0,0,0,0,0,0,0,0,0,0,0,0
202006,160,15380,C,Buffalo-Cheektowaga  NY ,86,86,29498,1,2,350,0,0,0,2,35,6054,59,59,19189,1,2,350,0,0,0,0,0,0
202006,162,15540, ,Burlington-South Burlington  VT ,39,39,9686,2,4,514,0,0,0,0,0,0,30,30,7332,1,2,304,0,0,0,0,0,0
202006,163,15980,C,Cape Coral-Fort Myers  FL ,554,554,112847,13,26,3276,3,12,3827,7,365,41829,548,548,111434,13,26,3276,3,12,3827,6,348,40374
202006,163,34940, ,Naples-Marco Island  FL ,196,196,46026,0,0,0,0,0,0,0,0,0,196,196,46026,0,0,0,0,0,0,0,0,0
202006,164,16020, ,Cape Girardeau  MO-IL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202006,168,16300, ,Cedar Rapids  IA ,29,29,5885,1,2,207,0,0,0,1,33,3639,29,29,5885,1,2,207,0,0,0,1,33,3639
202006,168,26980, ,Iowa City  IA ,11,11,2492,1,2,559,0,0,0,2,84,6970,8,8,1967,1,2,559,0,0,0,2,84,6970
202006,170,16620, ,Charleston  WV ,24,24,1657,0,0,0,0,0,0,2,36,4360,20,20,1114,0,0,0,0,0,0,2,36,4360
202006,170,26580, ,Huntington-Ashland  WV-KY-OH ,19,19,3061,0,0,0,0,0,0,0,0,0,12,12,1719,0,0,0,0,0,0,0,0,0
202006,172,16740, ,Charlotte-Concord-Gastonia  NC-SC ,1346,1346,347960,2,4,860,3,10,1358,41,1268,132651,1145,1145,280157,1,2,675,2,7,754,39,1240,128422
