Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200704,102,18700, ,Corvallis  OR ,13,13,2876,0,0,0,0,0,0,0,0,0,13,13,2876,0,0,0,0,0,0,0,0,0
200704,104,10580, ,Albany-Schenectady-Troy  NY ,100,100,25454,0,0,0,0,0,0,1,5,198,77,77,21042,0,0,0,0,0,0,0,0,0
200704,104,24020, ,Glens Falls  NY ,30,30,6245,0,0,0,2,6,154,1,5,313,11,11,2242,0,0,0,0,0,0,0,0,0
200704,112,11180, ,Ames  IA ,28,28,6973,0,0,0,0,0,0,0,0,0,28,28,6973,0,0,0,0,0,0,0,0,0
200704,118,11540, ,Appleton  WI ,76,76,15354,4,8,796,0,0,0,0,0,0,74,74,15026,4,8,796,0,0,0,0,0,0
200704,118,36780, ,Oshkosh-Neenah  WI ,34,34,7643,1,2,155,1,4,784,0,0,0,34,34,7643,1,2,155,1,4,784,0,0,0
200704,120,11700, ,Asheville  NC ,229,229,52510,1,2,186,1,3,291,2,12,1618,69,69,16532,0,0,0,0,0,0,0,0,0
200704,122,12060,C,Atlanta-Sandy Springs-Marietta  GA ,3252,3252,538717,6,12,1320,6,22,3571,48,1690,154452,3082,3082,516022,6,12,1320,6,22,3571,46,1677,153804
200704,122,23580, ,Gainesville  GA ,130,130,20050,0,0,0,0,0,0,1,5,325,130,130,20050,0,0,0,0,0,0,1,5,325
200704,132,12940, ,Baton Rouge  LA ,431,431,57958,2,4,470,1,4,634,0,0,0,427,427,57459,2,4,470,1,4,634,0,0,0
200704,140,13460,C,Bend  OR ,173,173,44569,0,0,0,0,0,0,0,0,0,135,135,38417,0,0,0,0,0,0,0,0,0
200704,142,13820,C,Birmingham-Hoover  AL ,538,538,86761,0,0,0,0,0,0,0,0,0,453,453,70746,0,0,0,0,0,0,0,0,0
200704,148,14460,C,Boston-Cambridge-Quincy  MA-NH ,459,459,110910,20,40,4395,9,28,4052,16,311,30229,241,241,64083,9,18,2085,6,19,3204,6,205,19936
200704,148,31700, ,Manchester-Nashua  NH ,53,53,12052,0,0,0,0,0,0,2,12,1153,36,36,8008,0,0,0,0,0,0,0,0,0
200704,148,49340, ,Worcester  MA ,124,124,22370,0,0,0,1,3,207,1,9,550,72,72,12930,0,0,0,0,0,0,1,9,550
200704,154,15180, ,Brownsville-Harlingen  TX ,142,142,14472,2,4,268,0,0,0,0,0,0,128,128,12655,2,4,268,0,0,0,0,0,0
200704,160,15380, ,Buffalo-Niagara Falls  NY ,83,83,18596,1,2,240,0,0,0,0,0,0,80,80,18031,0,0,0,0,0,0,0,0,0
200704,172,16740,C,Charlotte-Gastonia-Concord  NC-SC ,1607,1607,256350,0,0,0,1,3,306,6,138,13776,1495,1495,236834,0,0,0,0,0,0,5,130,12917
200704,174,16860, ,Chattanooga  TN-GA ,192,192,27779,3,6,474,1,3,309,2,17,1660,148,148,21546,2,4,381,1,3,309,0,0,0
200704,174,17420, ,Cleveland  TN ,47,47,5981,0,0,0,3,9,725,0,0,0,47,47,5981,0,0,0,3,9,725,0,0,0
200704,176,16980,C,Chicago-Naperville-Joliet  IL-IN-WI ,1809,1809,419319,22,44,5144,36,115,11096,23,534,62493,1503,1503,352111,16,32,4065,35,112,10763,14,456,55591
200704,176,28100, ,Kankakee-Bradley  IL ,8,8,1712,0,0,0,0,0,0,0,0,0,7,7,1564,0,0,0,0,0,0,0,0,0
200704,176,33140, ,Michigan City-La Porte  IN ,19,19,3281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200704,178,17140,C,Cincinnati-Middletown  OH-KY-IN ,546,546,104588,4,8,789,3,9,782,5,45,3749,474,474,88504,4,8,789,1,3,223,3,32,2992
200704,184,10420, ,Akron  OH ,95,95,17826,0,0,0,2,6,629,1,13,459,81,81,16431,0,0,0,1,3,560,0,0,0
200704,184,17460,C,Cleveland-Elyria-Mentor  OH ,324,324,70877,1,2,230,2,7,785,3,37,6919,211,211,49409,0,0,0,1,4,360,1,27,6185
200704,192,17900,C,Columbia  SC ,481,481,60101,1,2,108,2,7,613,22,487,12311,153,153,20826,0,0,0,0,0,0,19,444,9884
200704,194,12220,C,Auburn-Opelika  AL ,110,110,16649,0,0,0,0,0,0,1,17,1435,53,53,6647,0,0,0,0,0,0,0,0,0
200704,194,17980, ,Columbus  GA-AL ,96,96,12373,2,4,333,1,3,136,4,130,9806,48,48,7298,1,2,167,0,0,0,1,108,8108
200704,198,18140,C,Columbus  OH ,432,432,93998,2,4,349,11,40,4492,2,17,3472,382,382,85083,2,4,349,11,40,4492,2,17,3472
200704,204,18580, ,Corpus Christi  TX ,145,145,16269,1,2,120,0,0,0,0,0,0,145,145,16269,1,2,120,0,0,0,0,0,0
200704,206,19100,C,Dallas-Fort Worth-Arlington  TX ,2865,2865,553137,22,44,3371,7,27,1908,40,482,37745,2612,2612,499671,22,44,3371,7,27,1908,38,464,37014
200704,212,19380, ,Dayton  OH ,118,118,37173,1,2,326,0,0,0,0,0,0,111,111,35674,1,2,326,0,0,0,0,0,0
200704,212,44220, ,Springfield  OH ,14,14,1842,0,0,0,1,4,456,0,0,0,14,14,1842,0,0,0,1,4,456,0,0,0
200704,216,14500, ,Boulder  CO ,26,26,9270,0,0,0,0,0,0,2,10,824,7,7,4669,0,0,0,0,0,0,0,0,0
200704,216,19740,C,Denver-Aurora  CO ,860,860,202753,2,4,452,3,10,1035,9,717,81380,826,826,197048,2,4,452,3,10,1035,9,717,81380
