Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200405,102,18700,C,Corvallis  OR ,23,23,5334,0,0,0,0,0,0,0,0,0,23,23,5334,0,0,0,0,0,0,0,0,0
200405,104,10580, ,Albany-Schenectady-Troy  NY ,190,190,39338,2,4,300,0,0,0,10,85,12527,127,127,29567,2,4,300,0,0,0,7,67,11500
200405,104,24020, ,Glens Falls  NY ,72,72,11253,0,0,0,1,4,104,0,0,0,56,56,10213,0,0,0,0,0,0,0,0,0
200405,112,11180, ,Ames  IA ,27,27,5341,0,0,0,1,3,250,0,0,0,24,24,4685,0,0,0,1,3,250,0,0,0
200405,118,11540, ,Appleton  WI ,101,101,16803,6,12,1026,0,0,0,0,0,0,96,96,15924,6,12,1026,0,0,0,0,0,0
200405,118,36780, ,Oshkosh-Neenah  WI ,56,56,10023,0,0,0,0,0,0,6,64,3580,19,19,3385,0,0,0,0,0,0,6,64,3580
200405,120,11700, ,Asheville  NC ,272,272,48814,8,16,2091,7,23,1720,4,35,1375,272,272,48814,8,16,2091,7,23,1720,4,35,1375
200405,122,12060,C,Atlanta-Sandy Springs-Marietta  GA ,5076,5076,661199,13,26,4914,5,16,483,59,2132,140724,4337,4337,579311,12,24,1464,0,0,0,55,2112,140060
200405,122,23580, ,Gainesville  GA ,160,160,25411,1,2,228,1,3,540,0,0,0,159,159,25176,1,2,228,1,3,540,0,0,0
200405,132,12940, ,Baton Rouge  LA ,518,518,47682,0,0,0,1,3,300,9,52,5200,405,405,34329,0,0,0,1,3,300,9,52,5200
200405,140,13460,C,Bend  OR ,222,222,42673,13,26,2176,6,22,1546,9,108,5987,222,222,42673,13,26,2176,6,22,1546,9,108,5987
200405,142,13820,C,Birmingham-Hoover  AL ,593,593,94428,1,2,75,0,0,0,13,200,12990,477,477,78321,1,2,75,0,0,0,13,200,12990
200405,148,14460,C,Boston-Cambridge-Quincy  MA-NH ,653,653,131418,22,44,4421,12,40,3471,53,569,47819,393,393,82497,11,22,2002,8,27,2201,38,454,38644
200405,148,31700, ,Manchester-Nashua  NH ,103,103,21105,14,28,2308,3,9,1275,4,224,25367,76,76,17331,13,26,2007,2,6,900,3,218,24974
200405,148,49340, ,Worcester  MA ,307,307,52779,2,4,550,1,3,207,2,29,2037,171,171,33929,1,2,268,0,0,0,0,0,0
200405,154,15180, ,Brownsville-Harlingen  TX ,279,279,21391,2,4,195,1,4,182,11,146,5789,200,200,17179,1,2,137,1,4,182,11,146,5789
200405,160,15380, ,Buffalo-Niagara Falls  NY ,169,169,29626,4,8,480,0,0,0,0,0,0,141,141,25460,4,8,480,0,0,0,0,0,0
200405,172,16740,C,Charlotte-Gastonia-Concord  NC-SC ,1670,1670,244755,9,18,1152,4,16,1446,16,227,15718,1595,1595,234556,9,18,1152,4,16,1446,14,213,14639
200405,174,16860, ,Chattanooga  TN-GA ,246,246,35464,4,8,411,1,4,148,2,17,578,180,180,26762,1,2,143,0,0,0,0,0,0
200405,174,17420, ,Cleveland  TN ,59,59,7026,1,2,70,0,0,0,0,0,0,59,59,7026,1,2,70,0,0,0,0,0,0
200405,176,16980,C,Chicago-Naperville-Joliet  IL-IN-WI ,3116,3116,614746,49,98,7798,68,228,17054,56,688,47032,2342,2342,474941,44,88,6944,62,208,15736,45,593,39777
200405,176,28100,C,Kankakee-Bradley  IL ,53,53,8772,1,2,183,1,3,168,1,5,300,31,31,6035,0,0,0,0,0,0,0,0,0
200405,176,33140, ,Michigan City-La Porte  IN ,32,32,3951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200405,178,17140,C,Cincinnati-Middletown  OH-KY-IN ,970,970,148156,8,16,1152,3,11,920,7,50,3593,878,878,135283,8,16,1152,3,11,920,3,26,2360
200405,184,10420,C,Akron  OH ,238,238,42168,5,10,823,3,11,769,6,54,1009,191,191,36456,3,6,290,2,7,678,5,40,520
200405,184,17460,C,Cleveland-Elyria-Mentor  OH ,659,659,126091,3,6,912,5,16,2950,0,0,0,477,477,100623,2,4,649,3,9,2375,0,0,0
200405,192,17900,C,Columbia  SC ,532,532,61733,0,0,0,0,0,0,17,262,15832,272,272,32124,0,0,0,0,0,0,12,176,10962
200405,194,12220,C,Auburn-Opelika  AL ,53,53,9426,3,6,431,0,0,0,0,0,0,53,53,9426,3,6,431,0,0,0,0,0,0
200405,194,17980, ,Columbus  GA-AL ,129,129,18839,0,0,0,0,0,0,2,16,874,129,129,18839,0,0,0,0,0,0,2,16,874
200405,198,18140,C,Columbus  OH ,988,988,174335,4,8,643,16,60,3706,22,242,9255,419,419,81824,2,4,362,7,28,1320,1,6,270
200405,204,18580, ,Corpus Christi  TX ,141,141,14855,1,2,113,0,0,0,3,23,793,20,20,2821,0,0,0,0,0,0,0,0,0
200405,206,19100,C,Dallas-Fort Worth-Arlington  TX ,3880,3880,619817,11,22,1886,8,31,476,46,1431,101549,3142,3142,473356,7,14,1146,0,0,0,41,1363,97525
200405,212,19380, ,Dayton  OH ,213,213,38645,2,4,438,0,0,0,0,0,0,192,192,35700,2,4,438,0,0,0,0,0,0
200405,212,44220, ,Springfield  OH ,19,19,2451,0,0,0,0,0,0,0,0,0,19,19,2451,0,0,0,0,0,0,0,0,0
200405,214,19660,C,Deltona-Daytona Beach-Ormond Beach  FL ,467,467,75452,0,0,0,0,0,0,10,274,51144,420,420,65751,0,0,0,0,0,0,5,211,44115
200405,216,14500,C,Boulder  CO ,110,110,22333,5,10,1046,0,0,0,0,0,0,110,110,22333,5,10,1046,0,0,0,0,0,0
