Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202101,104,10580,C,Albany-Schenectady-Troy  NY ,98,98,28583,2,4,490,0,0,0,3,40,4954,73,73,20568,1,2,330,0,0,0,1,28,4300
202101,104,24020, ,Glens Falls  NY ,16,16,3881,0,0,0,0,0,0,0,0,0,8,8,1899,0,0,0,0,0,0,0,0,0
202101,106,10740,C,Albuquerque  NM ,161,161,39065,0,0,0,0,0,0,1,7,292,151,151,36915,0,0,0,0,0,0,0,0,0
202101,106,42140,C,Santa Fe  NM ,32,32,7320,0,0,0,0,0,0,1,23,2820,0,0,0,0,0,0,0,0,0,0,0,0
202101,107,11020, ,Altoona  PA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202101,108,11100, ,Amarillo  TX ,32,32,7460,0,0,0,0,0,0,0,0,0,32,32,7460,0,0,0,0,0,0,0,0,0
202101,118,11540, ,Appleton  WI ,23,23,6979,1,2,360,0,0,0,0,0,0,23,23,6979,1,2,360,0,0,0,0,0,0
202101,118,36780, ,Oshkosh-Neenah  WI ,23,23,7388,2,4,400,0,0,0,0,0,0,23,23,7388,2,4,400,0,0,0,0,0,0
202101,120,11700, ,Asheville  NC ,193,193,63380,0,0,0,0,0,0,4,59,5862,51,51,20568,0,0,0,0,0,0,0,0,0
202101,122,12020, ,Athens-Clarke County  GA ,40,40,9169,0,0,0,0,0,0,2,279,36435,40,40,9169,0,0,0,0,0,0,2,279,36435
202101,122,12060, ,Atlanta-Sandy Springs-Alpharetta  GA ,2622,2622,575463,1,2,150,2,6,1945,8,96,11328,2368,2368,515094,1,2,150,2,6,1945,7,90,9528
202101,122,23580, ,Gainesville  GA ,80,80,17710,0,0,0,0,0,0,0,0,0,21,21,3585,0,0,0,0,0,0,0,0,0
202101,122,40660,C,Rome  GA ,18,18,4185,0,0,0,0,0,0,0,0,0,18,18,4185,0,0,0,0,0,0,0,0,0
202101,140,13460,C,Bend  OR ,140,140,34816,3,6,770,0,0,0,1,5,763,81,81,22442,0,0,0,0,0,0,0,0,0
202101,142,13820,C,Birmingham-Hoover  AL ,362,362,96856,1,2,247,0,0,0,2,13,1406,234,234,58747,0,0,0,0,0,0,0,0,0
202101,144,14020,C,Bloomington  IN ,18,18,4792,0,0,0,0,0,0,1,28,3251,0,0,0,0,0,0,0,0,0,0,0,0
202101,145,14010, ,Bloomington  IL ,6,6,1231,7,14,1022,0,0,0,0,0,0,6,6,1231,7,14,1022,0,0,0,0,0,0
202101,146,14100,C,Bloomsburg-Berwick  PA ,7,7,1828,1,2,250,0,0,0,0,0,0,1,1,212,0,0,0,0,0,0,0,0,0
202101,147,14260,C,Boise City  ID ,788,788,223737,5,10,889,2,7,1510,3,40,3205,764,764,218923,5,10,889,2,7,1510,3,40,3205
202101,148,12700, ,Barnstable Town  MA ,4,4,2532,0,0,0,0,0,0,0,0,0,2,2,1075,0,0,0,0,0,0,0,0,0
202101,148,14460,C,Boston-Cambridge-Newton  MA-NH ,390,390,126580,16,32,6846,7,21,3894,55,735,148538,209,209,74664,9,18,4313,5,15,2689,7,276,102922
202101,148,31700, ,Manchester-Nashua  NH ,9,9,2402,2,4,900,0,0,0,0,0,0,6,6,1779,2,4,900,0,0,0,0,0,0
202101,148,39300,C,Providence-Warwick  RI-MA ,130,130,32375,5,10,754,1,3,173,3,23,1696,64,64,15626,1,2,236,0,0,0,1,10,900
202101,148,49340, ,Worcester  MA-CT ,7,7,1808,0,0,0,0,0,0,1,5,90,3,3,1070,0,0,0,0,0,0,0,0,0
202101,150,14540, ,Bowling Green  KY ,69,69,14287,0,0,0,0,0,0,1,8,553,69,69,14287,0,0,0,0,0,0,1,8,553
202101,154,15180, ,Brownsville-Harlingen  TX ,104,104,10695,4,8,794,0,0,0,2,20,1925,1,1,233,0,0,0,0,0,0,0,0,0
202101,160,15380,C,Buffalo-Cheektowaga  NY ,72,72,32571,2,4,584,0,0,0,1,26,5829,64,64,31174,2,4,584,0,0,0,0,0,0
202101,162,15540, ,Burlington-South Burlington  VT ,16,16,4422,2,4,925,0,0,0,2,11,1275,7,7,2422,1,2,490,0,0,0,0,0,0
202101,163,15980,C,Cape Coral-Fort Myers  FL ,755,755,151693,26,52,4707,0,0,0,1,6,363,755,755,151693,26,52,4707,0,0,0,1,6,363
202101,163,34940, ,Naples-Marco Island  FL ,355,355,78890,0,0,0,1,4,457,10,450,45927,355,355,78890,0,0,0,1,4,457,10,450,45927
202101,164,16020, ,Cape Girardeau  MO-IL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202101,168,16300, ,Cedar Rapids  IA ,3,3,249,3,6,775,0,0,0,0,0,0,3,3,249,3,6,775,0,0,0,0,0,0
202101,168,26980, ,Iowa City  IA ,15,15,5458,0,0,0,0,0,0,0,0,0,13,13,5182,0,0,0,0,0,0,0,0,0
202101,170,16620, ,Charleston  WV ,15,15,1828,0,0,0,0,0,0,0,0,0,11,11,1285,0,0,0,0,0,0,0,0,0
202101,170,26580, ,Huntington-Ashland  WV-KY-OH ,10,10,2192,0,0,0,0,0,0,0,0,0,1,1,375,0,0,0,0,0,0,0,0,0
202101,172,16740, ,Charlotte-Concord-Gastonia  NC-SC ,1506,1506,404767,1,2,115,2,7,1447,24,475,54799,1266,1266,323780,1,2,115,1,4,843,22,444,50149
202101,174,16860, ,Chattanooga  TN-GA ,195,195,45734,4,8,652,0,0,0,3,51,5047,123,123,29451,0,0,0,0,0,0,0,0,0
