Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201510,104,10580,C,Albany-Schenectady-Troy  NY ,106,106,24587,4,8,1278,4,16,2057,3,17,1258,87,87,21035,2,4,517,4,16,2057,1,6,500
201510,104,24020, ,Glens Falls  NY ,23,23,4960,0,0,0,0,0,0,0,0,0,16,16,4464,0,0,0,0,0,0,0,0,0
201510,106,10740,C,Albuquerque  NM ,128,128,31781,0,0,0,0,0,0,0,0,0,112,112,28540,0,0,0,0,0,0,0,0,0
201510,106,42140,C,Santa Fe  NM ,4,4,642,0,0,0,0,0,0,0,0,0,4,4,642,0,0,0,0,0,0,0,0,0
201510,108,11100, ,Amarillo  TX ,65,65,17461,0,0,0,0,0,0,0,0,0,65,65,17461,0,0,0,0,0,0,0,0,0
201510,118,11540, ,Appleton  WI ,40,40,10646,2,4,652,0,0,0,3,22,1375,40,40,10646,2,4,652,0,0,0,3,22,1375
201510,118,36780, ,Oshkosh-Neenah  WI ,21,21,5402,2,4,425,0,0,0,0,0,0,21,21,5402,2,4,425,0,0,0,0,0,0
201510,120,11700, ,Asheville  NC ,130,130,33168,0,0,0,0,0,0,3,42,3537,51,51,11701,0,0,0,0,0,0,0,0,0
201510,122,12020, ,Athens-Clarke County  GA ,39,39,8909,0,0,0,0,0,0,0,0,0,39,39,8909,0,0,0,0,0,0,0,0,0
201510,122,12060, ,Atlanta-Sandy Springs-Roswell  GA ,1694,1694,344406,1,2,418,1,4,1074,27,1290,96695,1569,1569,310602,1,2,418,1,4,1074,25,1236,91565
201510,122,23580, ,Gainesville  GA ,53,53,10751,0,0,0,0,0,0,0,0,0,22,22,4585,0,0,0,0,0,0,0,0,0
201510,140,13460, ,Bend-Redmond  OR ,145,145,41719,3,6,950,0,0,0,5,236,25626,131,131,38414,3,6,950,0,0,0,5,236,25626
201510,142,13820,C,Birmingham-Hoover  AL ,201,201,50060,0,0,0,0,0,0,1,5,166,145,145,37674,0,0,0,0,0,0,0,0,0
201510,144,14020,C,Bloomington  IN ,23,23,5282,2,4,503,0,0,0,3,27,2491,0,0,0,0,0,0,0,0,0,0,0,0
201510,145,14010, ,Bloomington  IL ,23,23,3065,0,0,0,0,0,0,0,0,0,13,13,1162,0,0,0,0,0,0,0,0,0
201510,146,14100,C,Bloomsburg-Berwick  PA ,8,8,1852,1,2,130,0,0,0,0,0,0,3,3,814,1,2,130,0,0,0,0,0,0
201510,147,14260,C,Boise City  ID ,377,377,90481,0,0,0,0,0,0,3,57,3534,377,377,90481,0,0,0,0,0,0,3,57,3534
201510,148,12700, ,Barnstable Town  MA ,9,9,3387,0,0,0,0,0,0,0,0,0,5,5,2159,0,0,0,0,0,0,0,0,0
201510,148,14460,C,Boston-Cambridge-Newton  MA-NH ,423,423,127093,17,34,5938,10,32,5489,22,639,79951,288,288,91040,13,26,4891,6,20,3508,5,420,52633
201510,148,31700, ,Manchester-Nashua  NH ,28,28,4616,2,4,508,0,0,0,0,0,0,26,26,4138,1,2,262,0,0,0,0,0,0
201510,148,39300,C,Providence-Warwick  RI-MA ,140,140,29180,7,14,1905,2,6,666,1,5,358,100,100,21059,5,10,1472,1,3,420,0,0,0
201510,148,49340, ,Worcester  MA-CT ,9,9,1767,1,2,375,0,0,0,0,0,0,1,1,215,0,0,0,0,0,0,0,0,0
201510,150,14540, ,Bowling Green  KY ,52,52,11735,0,0,0,0,0,0,0,0,0,52,52,11735,0,0,0,0,0,0,0,0,0
201510,154,15180, ,Brownsville-Harlingen  TX ,78,78,8129,3,6,275,1,4,175,0,0,0,1,1,226,0,0,0,0,0,0,0,0,0
201510,160,15380,C,Buffalo-Cheektowaga-Niagara Falls  NY ,103,103,27877,0,0,0,0,0,0,4,26,1686,83,83,24258,0,0,0,0,0,0,2,16,725
201510,162,15980,C,Cape Coral-Fort Myers  FL ,338,338,82359,0,0,0,1,4,995,1,88,11017,338,338,82359,0,0,0,1,4,995,1,88,11017
201510,162,34940, ,Naples-Immokalee-Marco Island  FL ,210,210,48330,0,0,0,2,8,983,2,18,2058,210,210,48330,0,0,0,2,8,983,2,18,2058
201510,164,16020, ,Cape Girardeau  MO-IL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201510,168,16300, ,Cedar Rapids  IA ,65,65,7406,5,10,911,3,11,865,1,5,516,31,31,3537,3,6,633,2,7,588,0,0,0
201510,168,26980, ,Iowa City  IA ,40,40,8789,0,0,0,2,7,1195,1,15,1100,38,38,8514,0,0,0,2,7,1195,1,15,1100
201510,170,16620, ,Charleston  WV ,7,7,1514,1,2,266,1,3,182,2,21,1405,3,3,868,0,0,0,0,0,0,0,0,0
201510,170,26580, ,Huntington-Ashland  WV-KY-OH ,14,14,2526,0,0,0,0,0,0,0,0,0,12,12,2325,0,0,0,0,0,0,0,0,0
201510,172,16740, ,Charlotte-Concord-Gastonia  NC-SC ,993,993,243292,4,8,687,0,0,0,26,1200,137563,915,915,223318,4,8,687,0,0,0,22,1125,130535
201510,174,16860, ,Chattanooga  TN-GA ,103,103,18427,1,2,280,0,0,0,0,0,0,97,97,17487,1,2,280,0,0,0,0,0,0
201510,174,17420, ,Cleveland  TN ,16,16,3071,1,2,350,0,0,0,5,118,6018,3,3,730,1,2,350,0,0,0,5,118,6018
201510,176,16980, ,Chicago-Naperville-Elgin  IL-IN-WI ,784,784,227463,20,40,4036,43,157,22083,28,389,58660,659,659,194788,19,38,3799,43,157,22083,22,344,54619
