Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

9808,0040,9999,,Abilene  TX MSA ,21,21,2542,0,0,0,1,3,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9808,0120,9999,,Albany  GA MSA ,55,55,5925,0,0,0,0,0,0,0,0,0,55,55,5925,0,0,0,0,0,0,0,0,0
9808,0160,9999,,Albany-Schenectady-Troy  NY MSA ,179,179,24537,1,2,203,1,3,300,0,0,0,164,164,22822,0,0,0,1,3,300,0,0,0
9808,0200,9999,,Albuquerque  NM MSA ,411,411,35176,3,6,420,0,0,0,1,8,252,214,214,18071,3,6,420,0,0,0,0,0,0
9808,0220,9999,,Alexandria  LA MSA ,30,30,3135,0,0,0,0,0,0,2,16,470,30,30,3135,0,0,0,0,0,0,2,16,470
9808,0240,9999,,Allentown-Bethlehem-Easton  PA MSA ,119,119,12507,0,0,0,1,4,113,0,0,0,88,88,8917,0,0,0,0,0,0,0,0,0
9808,0280,9999,,Altoona  PA MSA ,7,7,1440,0,0,0,0,0,0,0,0,0,7,7,1440,0,0,0,0,0,0,0,0,0
9808,0320,9999,,Amarillo  TX MSA ,34,34,4394,0,0,0,0,0,0,0,0,0,34,34,4394,0,0,0,0,0,0,0,0,0
9808,0380,9999,,Anchorage  AK MSA ,148,148,19736,3,6,513,1,3,219,0,0,0,148,148,19736,3,6,513,1,3,219,0,0,0
9808,0450,9999,,Anniston  AL MSA ,13,13,1125,0,0,0,0,0,0,2,10,459,1,1,68,0,0,0,0,0,0,0,0,0
9808,0460,9999,,Appleton-Oshkosh-Neenah  WI MSA ,101,101,12972,5,10,865,0,0,0,5,57,2318,67,67,8206,3,6,560,0,0,0,1,5,450
9808,0480,9999,,Asheville  NC MSA ,101,101,11415,3,6,450,0,0,0,0,0,0,101,101,11415,3,6,450,0,0,0,0,0,0
9808,0500,9999,,Athens  GA MSA ,72,72,9297,3,6,250,0,0,0,2,23,883,26,26,5294,0,0,0,0,0,0,0,0,0
9808,0520,9999,,Atlanta  GA MSA ,4109,4109,457335,6,12,587,7,24,948,113,1793,74733,4024,4024,449431,6,12,587,6,21,808,113,1793,74733
9808,0600,9999,,Augusta-Aiken  GA-SC MSA ,214,214,21299,0,0,0,0,0,0,5,40,384,204,204,20457,0,0,0,0,0,0,5,40,384
9808,0640,9999,,Austin-San Marcos  TX MSA ,618,618,64085,8,16,928,15,55,3295,24,126,7610,618,618,64085,8,16,928,15,55,3295,24,126,7610
9808,0680,9999,,Bakersfield  CA MSA ,232,232,24035,1,2,122,4,12,981,0,0,0,231,231,23923,1,2,122,4,12,981,0,0,0
9808,0730,9999,,Bangor  ME MSA ,15,15,1242,0,0,0,0,0,0,0,0,0,9,9,669,0,0,0,0,0,0,0,0,0
9808,0740,9999,,Barnstable-Yarmouth  MA MSA ,72,72,11450,0,0,0,0,0,0,6,93,5627,72,72,11450,0,0,0,0,0,0,6,93,5627
9808,0760,9999,,Baton Rouge  LA MSA ,108,108,9952,3,6,135,0,0,0,5,40,2000,108,108,9952,3,6,135,0,0,0,5,40,2000
9808,0840,9999,,Beaumont-Port Arthur  TX MSA ,58,58,6065,0,0,0,0,0,0,0,0,0,58,58,6065,0,0,0,0,0,0,0,0,0
9808,0860,9999,,Bellingham  WA MSA ,85,85,9867,7,14,1547,0,0,0,5,55,2797,38,38,4544,7,14,1547,0,0,0,3,27,1203
9808,0870,9999,,Benton Harbor  MI MSA ,8,8,867,0,0,0,0,0,0,0,0,0,5,5,487,0,0,0,0,0,0,0,0,0
9808,0880,9999,,Billings  MT MSA ,30,30,3210,1,2,155,0,0,0,0,0,0,30,30,3210,1,2,155,0,0,0,0,0,0
9808,0920,9999,,Biloxi-Gulfport-Pascagoula  MS MSA ,173,173,15706,1,2,150,1,3,75,22,253,8109,160,160,14573,1,2,150,0,0,0,22,253,8109
9808,0960,9999,,Binghamton  NY MSA ,6,6,882,0,0,0,0,0,0,0,0,0,4,4,576,0,0,0,0,0,0,0,0,0
9808,1000,9999,,Birmingham  AL MSA ,397,397,46560,0,0,0,1,3,35,5,42,1485,300,300,36294,0,0,0,0,0,0,3,32,1257
9808,1010,9999,,Bismarck  ND MSA ,32,32,3966,1,2,338,1,4,506,0,0,0,32,32,3966,1,2,338,1,4,506,0,0,0
9808,1020,9999,,Bloomington  IN MSA ,38,38,4331,1,2,124,2,8,506,2,10,532,38,38,4331,1,2,124,2,8,506,2,10,532
9808,1040,9999,,Bloomington-Normal  IL MSA ,62,62,5404,0,0,0,4,16,449,0,0,0,62,62,5404,0,0,0,4,16,449,0,0,0
9808,1080,9999,,Boise City  ID MSA ,476,476,57364,5,10,667,4,15,693,1,9,690,311,311,40538,5,10,667,4,15,693,0,0,0
