Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200306,0040,9999,,Abilene  TX MSA ,18,18,2433,0,0,0,0,0,0,0,0,0,18,18,2433,0,0,0,0,0,0,0,0,0
200306,0120,9999,,Albany  GA MSA ,55,55,6547,0,0,0,0,0,0,8,132,8500,23,23,2890,0,0,0,0,0,0,8,132,8500
200306,0160,9999,,Albany-Schenectady-Troy  NY MSA ,165,165,33063,0,0,0,0,0,0,2,10,580,133,133,27798,0,0,0,0,0,0,0,0,0
200306,0200,9999,,Albuquerque  NM MSA ,609,609,65288,0,0,0,4,15,676,6,92,3778,16,16,2210,0,0,0,0,0,0,0,0,0
200306,0220,9999,,Alexandria  LA MSA ,43,43,5035,0,0,0,0,0,0,1,5,298,12,12,1884,0,0,0,0,0,0,0,0,0
200306,0240,9999,,Allentown-Bethlehem-Easton  PA MSA ,244,244,32189,0,0,0,1,4,309,0,0,0,215,215,27010,0,0,0,0,0,0,0,0,0
200306,0280,9999,,Altoona  PA MSA ,2,2,527,0,0,0,0,0,0,0,0,0,2,2,527,0,0,0,0,0,0,0,0,0
200306,0320,9999,,Amarillo  TX MSA ,68,68,11312,0,0,0,37,144,11280,0,0,0,68,68,11312,0,0,0,37,144,11280,0,0,0
200306,0380,9999,,Anchorage  AK MSA ,52,52,10867,23,46,5865,0,0,0,23,204,25102,52,52,10867,23,46,5865,0,0,0,23,204,25102
200306,0450,9999,,Anniston  AL MSA ,13,13,1814,0,0,0,0,0,0,0,0,0,13,13,1814,0,0,0,0,0,0,0,0,0
200306,0460,9999,,Appleton-Oshkosh-Neenah  WI MSA ,160,160,24900,6,12,1308,0,0,0,11,105,4314,118,118,17132,5,10,1130,0,0,0,8,75,2958
200306,0480,9999,,Asheville  NC MSA ,137,137,17213,1,2,72,0,0,0,0,0,0,137,137,17213,1,2,72,0,0,0,0,0,0
200306,0500,9999,,Athens  GA MSA ,96,96,14430,0,0,0,0,0,0,0,0,0,81,81,12507,0,0,0,0,0,0,0,0,0
200306,0520,9999,,Atlanta  GA MSA ,4449,4449,512652,11,22,5132,3,11,917,16,574,32518,3426,3426,403360,9,18,1543,1,4,462,12,538,31281
200306,0580,9999,,Auburn-Opelika  AL MSA ,48,48,7028,5,10,556,1,4,276,5,54,2806,14,14,1861,0,0,0,0,0,0,0,0,0
200306,0600,9999,,Augusta-Aiken  GA-SC MSA ,212,212,29438,0,0,0,0,0,0,0,0,0,187,187,26620,0,0,0,0,0,0,0,0,0
200306,0640,9999,,Austin-San Marcos  TX MSA ,831,831,96931,18,36,2559,4,15,750,3,18,3379,831,831,96931,18,36,2559,4,15,750,3,18,3379
200306,0680,9999,,Bakersfield  CA MSA ,468,468,67034,0,0,0,0,0,0,0,0,0,465,465,66682,0,0,0,0,0,0,0,0,0
200306,0730,9999,,Bangor  ME MSA ,27,27,3230,0,0,0,0,0,0,0,0,0,26,26,3080,0,0,0,0,0,0,0,0,0
200306,0740,9999,,Barnstable-Yarmouth  MA MSA ,36,36,7023,0,0,0,0,0,0,0,0,0,21,21,4064,0,0,0,0,0,0,0,0,0
200306,0760,9999,,Baton Rouge  LA MSA ,153,153,15039,0,0,0,0,0,0,2,10,900,143,143,14373,0,0,0,0,0,0,2,10,900
200306,0840,9999,,Beaumont-Port Arthur  TX MSA ,51,51,7187,0,0,0,1,4,238,0,0,0,51,51,7187,0,0,0,1,4,238,0,0,0
200306,0860,9999,,Bellingham  WA MSA ,163,163,27535,2,4,651,0,0,0,2,60,4600,143,143,24392,2,4,651,0,0,0,2,60,4600
200306,0870,9999,,Benton Harbor  MI MSA ,10,10,1993,1,2,208,0,0,0,0,0,0,9,9,1714,1,2,208,0,0,0,0,0,0
200306,0880,9999,,Billings  MT MSA ,73,73,10685,0,0,0,0,0,0,0,0,0,73,73,10685,0,0,0,0,0,0,0,0,0
200306,0920,9999,,Biloxi-Gulfport-Pascagoula  MS MSA ,162,162,18497,0,0,0,0,0,0,0,0,0,148,148,16628,0,0,0,0,0,0,0,0,0
200306,0960,9999,,Binghamton  NY MSA ,8,8,1467,0,0,0,0,0,0,0,0,0,5,5,713,0,0,0,0,0,0,0,0,0
200306,1000,9999,,Birmingham  AL MSA ,452,452,70216,0,0,0,0,0,0,1,8,490,265,265,47245,0,0,0,0,0,0,0,0,0
200306,1010,9999,,Bismarck  ND MSA ,53,53,8479,0,0,0,2,8,787,1,12,548,6,6,959,0,0,0,1,4,406,0,0,0
200306,1020,9999,,Bloomington  IN MSA ,62,62,9127,9,18,1619,0,0,0,1,22,1223,0,0,0,0,0,0,0,0,0,0,0,0
200306,1040,9999,,Bloomington-Normal  IL MSA ,100,100,12720,0,0,0,1,4,246,0,0,0,100,100,12720,0,0,0,1,4,246,0,0,0
