Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201002,102,18700, ,Corvallis  OR ,4,4,1006,0,0,0,0,0,0,0,0,0,4,4,1006,0,0,0,0,0,0,0,0,0
201002,104,10580, ,Albany-Schenectady-Troy  NY ,62,62,14955,1,2,60,0,0,0,0,0,0,54,54,13163,1,2,60,0,0,0,0,0,0
201002,104,24020, ,Glens Falls  NY ,9,9,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201002,112,11180, ,Ames  IA ,3,3,898,0,0,0,0,0,0,0,0,0,3,3,898,0,0,0,0,0,0,0,0,0
201002,118,11540, ,Appleton  WI ,29,29,5372,0,0,0,0,0,0,0,0,0,27,27,5084,0,0,0,0,0,0,0,0,0
201002,118,36780, ,Oshkosh-Neenah  WI ,21,21,3546,0,0,0,0,0,0,0,0,0,21,21,3546,0,0,0,0,0,0,0,0,0
201002,120,11700, ,Asheville  NC ,88,88,19327,0,0,0,0,0,0,2,16,1296,12,12,2245,0,0,0,0,0,0,0,0,0
201002,122,12060,C,Atlanta-Sandy Springs-Marietta  GA ,583,583,101975,0,0,0,5,19,2630,6,128,9382,544,544,95587,0,0,0,4,16,2462,6,128,9382
201002,122,23580, ,Gainesville  GA ,14,14,2002,0,0,0,0,0,0,0,0,0,14,14,2002,0,0,0,0,0,0,0,0,0
201002,126,12420,C,Austin-Round Rock-San Marcos  TX ,570,570,103805,1,2,350,0,0,0,1,9,540,476,476,87748,1,2,350,0,0,0,0,0,0
201002,132,12940, ,Baton Rouge  LA ,218,218,33991,0,0,0,0,0,0,0,0,0,171,171,28398,0,0,0,0,0,0,0,0,0
201002,140,13460,C,Bend  OR ,37,37,8194,0,0,0,0,0,0,0,0,0,37,37,8194,0,0,0,0,0,0,0,0,0
201002,142,13820,C,Birmingham-Hoover  AL ,142,142,24466,1,2,80,0,0,0,2,24,2726,87,87,13043,1,2,80,0,0,0,0,0,0
201002,148,14460,C,Boston-Cambridge-Quincy  MA-NH ,200,200,52898,7,14,1766,4,14,1791,27,241,21849,133,133,37772,5,10,1305,3,11,1186,20,197,16945
201002,148,31700, ,Manchester-Nashua  NH ,24,24,4814,2,4,305,0,0,0,1,5,276,15,15,3420,2,4,305,0,0,0,0,0,0
201002,148,39300, ,Providence-New Bedford-Fall River  RI-MA ,72,72,17021,1,2,100,0,0,0,0,0,0,56,56,14090,0,0,0,0,0,0,0,0,0
201002,148,49340, ,Worcester  MA ,25,25,4717,0,0,0,0,0,0,0,0,0,13,13,2545,0,0,0,0,0,0,0,0,0
201002,154,15180, ,Brownsville-Harlingen  TX ,65,65,6745,0,0,0,0,0,0,0,0,0,46,46,4954,0,0,0,0,0,0,0,0,0
201002,160,15380, ,Buffalo-Niagara Falls  NY ,72,72,16316,0,0,0,0,0,0,1,12,1200,72,72,16316,0,0,0,0,0,0,1,12,1200
201002,164,16020, ,Cape Girardeau-Jackson  MO-IL ,8,8,956,0,0,0,0,0,0,0,0,0,8,8,956,0,0,0,0,0,0,0,0,0
201002,172,16740,C,Charlotte-Gastonia-Rock Hill  NC-SC ,389,389,75876,0,0,0,4,16,1446,2,237,19308,284,284,49527,0,0,0,4,16,1446,2,237,19308
201002,174,16860, ,Chattanooga  TN-GA ,61,61,8444,1,2,92,0,0,0,1,5,468,43,43,5904,0,0,0,0,0,0,0,0,0
201002,174,17420, ,Cleveland  TN ,21,21,2557,2,4,172,0,0,0,11,217,13072,21,21,2557,2,4,172,0,0,0,11,217,13072
201002,176,16980,C,Chicago-Joliet-Naperville  IL-IN-WI ,266,266,60634,1,2,180,1,3,200,3,99,8586,203,203,44194,1,2,180,1,3,200,1,89,7956
201002,176,28100, ,Kankakee-Bradley  IL ,3,3,638,0,0,0,0,0,0,0,0,0,3,3,638,0,0,0,0,0,0,0,0,0
201002,176,33140, ,Michigan City-La Porte  IN ,4,4,521,0,0,0,0,0,0,0,0,0,4,4,521,0,0,0,0,0,0,0,0,0
201002,178,17140,C,Cincinnati-Middletown  OH-KY-IN ,216,216,41026,4,8,920,0,0,0,1,14,799,187,187,33344,4,8,920,0,0,0,1,14,799
201002,184,10420, ,Akron  OH ,22,22,4838,0,0,0,0,0,0,1,5,177,17,17,4340,0,0,0,0,0,0,0,0,0
201002,184,17460,C,Cleveland-Elyria-Mentor  OH ,114,114,21596,0,0,0,0,0,0,0,0,0,94,94,17835,0,0,0,0,0,0,0,0,0
201002,192,17900,C,Columbia  SC ,255,255,34969,0,0,0,0,0,0,5,107,5113,100,100,11906,0,0,0,0,0,0,4,96,4492
201002,194,12220,C,Auburn-Opelika  AL ,56,56,10329,0,0,0,0,0,0,0,0,0,56,56,10329,0,0,0,0,0,0,0,0,0
201002,194,17980, ,Columbus  GA-AL ,40,40,5630,0,0,0,0,0,0,1,5,380,7,7,1504,0,0,0,0,0,0,0,0,0
201002,198,18140,C,Columbus  OH ,246,246,46490,1,2,658,0,0,0,2,32,720,238,238,44880,1,2,658,0,0,0,2,32,720
201002,204,18580, ,Corpus Christi  TX ,60,60,7801,0,0,0,0,0,0,0,0,0,60,60,7801,0,0,0,0,0,0,0,0,0
201002,206,19100,C,Dallas-Fort Worth-Arlington  TX ,1230,1230,295521,2,4,320,0,0,0,5,148,15773,1154,1154,272411,2,4,320,0,0,0,4,140,15390
201002,206,43300, ,Sherman-Denison  TX ,1,1,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
