Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201401,104,10580, ,Albany-Schenectady-Troy  NY ,53,53,14517,0,0,0,0,0,0,2,10,356,35,35,10717,0,0,0,0,0,0,0,0,0
201401,104,24020, ,Glens Falls  NY ,9,9,811,0,0,0,0,0,0,0,0,0,3,3,340,0,0,0,0,0,0,0,0,0
201401,106,10740,C,Albuquerque  NM ,116,116,24943,0,0,0,2,7,587,4,198,13413,55,55,14292,0,0,0,0,0,0,4,198,13413
201401,106,42140,C,Santa Fe  NM ,11,11,1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201401,108,11100, ,Amarillo  TX ,48,48,11869,0,0,0,6,24,854,10,240,26789,48,48,11869,0,0,0,6,24,854,10,240,26789
201401,118,11540, ,Appleton  WI ,16,16,3290,0,0,0,0,0,0,0,0,0,16,16,3290,0,0,0,0,0,0,0,0,0
201401,118,36780, ,Oshkosh-Neenah  WI ,10,10,2402,0,0,0,0,0,0,0,0,0,10,10,2402,0,0,0,0,0,0,0,0,0
201401,120,11700, ,Asheville  NC ,91,91,20631,0,0,0,0,0,0,0,0,0,65,65,15347,0,0,0,0,0,0,0,0,0
201401,122,12020, ,Athens-Clarke County  GA ,30,30,8145,0,0,0,1,4,440,0,0,0,30,30,8145,0,0,0,1,4,440,0,0,0
201401,122,12060,C,Atlanta-Sandy Springs-Roswell  GA ,1033,1033,206976,1,2,344,0,0,0,1,5,758,986,986,197395,1,2,344,0,0,0,1,5,758
201401,122,23580, ,Gainesville  GA ,24,24,3369,0,0,0,0,0,0,0,0,0,24,24,3369,0,0,0,0,0,0,0,0,0
201401,140,13460,C,Bend-Redmond  OR ,88,88,22384,0,0,0,0,0,0,1,5,518,81,81,21068,0,0,0,0,0,0,0,0,0
201401,142,13820,C,Birmingham-Hoover  AL ,125,125,31630,0,0,0,0,0,0,6,111,7655,72,72,20344,0,0,0,0,0,0,0,0,0
201401,144,14020, ,Bloomington  IN ,9,9,1982,3,6,687,0,0,0,1,32,2862,9,9,1982,3,6,687,0,0,0,1,32,2862
201401,145,14010, ,Bloomington  IL ,12,12,2292,0,0,0,0,0,0,1,11,622,3,3,413,0,0,0,0,0,0,0,0,0
201401,146,14100, ,Bloomsburg-Berwick  PA ,1,1,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201401,147,14260,C,Boise City  ID ,240,240,56768,2,4,192,0,0,0,3,40,2821,219,219,49133,2,4,192,0,0,0,3,40,2821
201401,148,12700, ,Barnstable Town  MA ,29,29,10705,2,4,1038,1,4,700,2,11,3101,16,16,5562,2,4,1038,1,4,700,1,6,2418
201401,148,14460,C,Boston-Cambridge-Newton  MA-NH ,333,333,97336,10,20,1922,5,16,1595,21,590,96591,263,263,79018,8,16,1692,4,13,1300,12,519,89827
201401,148,31700, ,Manchester-Nashua  NH ,22,22,4545,0,0,0,0,0,0,0,0,0,15,15,3181,0,0,0,0,0,0,0,0,0
201401,148,39300, ,Providence-Warwick  RI-MA ,82,82,17624,3,6,566,0,0,0,1,5,500,64,64,14164,3,6,566,0,0,0,0,0,0
201401,148,49340, ,Worcester  MA-CT ,43,43,8944,0,0,0,1,4,142,0,0,0,28,28,5599,0,0,0,0,0,0,0,0,0
201401,150,14540, ,Bowling Green  KY ,27,27,5540,1,2,120,0,0,0,0,0,0,27,27,5540,1,2,120,0,0,0,0,0,0
201401,154,15180, ,Brownsville-Harlingen  TX ,69,69,7161,3,6,343,1,4,158,0,0,0,69,69,7161,3,6,343,1,4,158,0,0,0
201401,160,15380, ,Buffalo-Cheektowaga-Niagara Falls  NY ,93,93,20543,4,8,1428,0,0,0,0,0,0,84,84,17682,4,8,1428,0,0,0,0,0,0
201401,162,15980,C,Cape Coral-Fort Myers  FL ,211,211,51432,3,6,600,4,12,4522,4,144,16229,211,211,51432,3,6,600,4,12,4522,4,144,16229
201401,162,34940,C,Naples-Immokalee-Marco Island  FL ,126,126,36784,0,0,0,4,16,2035,2,18,2730,126,126,36784,0,0,0,4,16,2035,2,18,2730
201401,164,16020, ,Cape Girardeau  MO-IL ,12,12,3047,0,0,0,0,0,0,0,0,0,12,12,3047,0,0,0,0,0,0,0,0,0
201401,168,16300, ,Cedar Rapids  IA ,21,21,2298,0,0,0,0,0,0,0,0,0,4,4,447,0,0,0,0,0,0,0,0,0
201401,168,26980, ,Iowa City  IA ,18,18,4271,1,2,288,0,0,0,0,0,0,10,10,2878,0,0,0,0,0,0,0,0,0
201401,170,16620, ,Charleston  WV ,1,1,230,0,0,0,0,0,0,0,0,0,1,1,230,0,0,0,0,0,0,0,0,0
201401,170,26580, ,Huntington-Ashland  WV-KY-OH ,12,12,2094,0,0,0,0,0,0,1,5,250,8,8,1641,0,0,0,0,0,0,0,0,0
201401,172,16740, ,Charlotte-Concord-Gastonia  NC-SC ,698,698,151803,2,4,120,0,0,0,10,170,14774,635,635,136006,2,4,120,0,0,0,9,149,12423
201401,174,16860, ,Chattanooga  TN-GA ,58,58,10024,6,12,935,1,3,268,14,311,24513,36,36,6921,6,12,935,1,3,268,12,300,23490
201401,174,17420, ,Cleveland  TN ,22,22,3053,0,0,0,1,4,144,0,0,0,22,22,3053,0,0,0,1,4,144,0,0,0
201401,174,19140,C,Dalton  GA ,3,3,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
