Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201110,102,18700, ,Corvallis  OR ,3,3,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201110,104,10580, ,Albany-Schenectady-Troy  NY ,41,41,9763,0,0,0,0,0,0,1,5,624,26,26,6632,0,0,0,0,0,0,0,0,0
201110,104,24020, ,Glens Falls  NY ,23,23,4287,0,0,0,0,0,0,0,0,0,13,13,2865,0,0,0,0,0,0,0,0,0
201110,112,11180, ,Ames  IA ,4,4,1275,0,0,0,0,0,0,0,0,0,4,4,1275,0,0,0,0,0,0,0,0,0
201110,118,11540, ,Appleton  WI ,36,36,6934,0,0,0,0,0,0,4,64,2948,36,36,6934,0,0,0,0,0,0,4,64,2948
201110,118,36780, ,Oshkosh-Neenah  WI ,9,9,2523,0,0,0,0,0,0,12,103,6280,9,9,2523,0,0,0,0,0,0,12,103,6280
201110,120,11700, ,Asheville  NC ,66,66,12975,0,0,0,0,0,0,0,0,0,56,56,10877,0,0,0,0,0,0,0,0,0
201110,122,12060,C,Atlanta-Sandy Springs-Marietta  GA ,456,456,92973,7,14,2678,1,3,526,11,260,8679,417,417,84723,7,14,2678,1,3,526,10,253,8061
201110,122,23580, ,Gainesville  GA ,8,8,1640,0,0,0,0,0,0,0,0,0,8,8,1640,0,0,0,0,0,0,0,0,0
201110,126,12420,C,Austin-Round Rock-San Marcos  TX ,415,415,84100,9,18,1403,4,16,318,3,169,10093,368,368,76552,9,18,1403,4,16,318,3,169,10093
201110,132,12940, ,Baton Rouge  LA ,187,187,36112,1,2,158,0,0,0,1,5,407,133,133,28190,0,0,0,0,0,0,0,0,0
201110,140,13460,C,Bend  OR ,31,31,8307,0,0,0,0,0,0,0,0,0,27,27,7578,0,0,0,0,0,0,0,0,0
201110,142,13820,C,Birmingham-Hoover  AL ,131,131,27030,0,0,0,0,0,0,1,54,5090,107,107,22750,0,0,0,0,0,0,1,54,5090
201110,148,14460,C,Boston-Cambridge-Quincy  MA-NH ,326,326,97127,5,10,1606,6,21,3717,18,321,35412,243,243,76486,3,6,906,4,15,3066,3,214,25452
201110,148,31700, ,Manchester-Nashua  NH ,17,17,2943,0,0,0,1,4,302,0,0,0,11,11,1968,0,0,0,0,0,0,0,0,0
201110,148,39300, ,Providence-New Bedford-Fall River  RI-MA ,80,80,17901,2,4,322,1,3,80,1,5,271,54,54,13760,1,2,160,0,0,0,0,0,0
201110,148,49340, ,Worcester  MA ,64,64,11718,2,4,680,1,3,511,0,0,0,53,53,9719,2,4,680,1,3,511,0,0,0
201110,154,15180, ,Brownsville-Harlingen  TX ,93,93,8267,0,0,0,0,0,0,0,0,0,84,84,6922,0,0,0,0,0,0,0,0,0
201110,160,15380, ,Buffalo-Niagara Falls  NY ,50,50,16722,0,0,0,0,0,0,0,0,0,50,50,16722,0,0,0,0,0,0,0,0,0
201110,164,16020, ,Cape Girardeau-Jackson  MO-IL ,6,6,981,1,2,185,1,4,400,0,0,0,5,5,906,1,2,185,1,4,400,0,0,0
201110,172,16740,C,Charlotte-Gastonia-Rock Hill  NC-SC ,412,412,77129,0,0,0,5,20,1802,3,68,5550,269,269,52043,0,0,0,0,0,0,0,0,0
201110,174,16860, ,Chattanooga  TN-GA ,45,45,7070,0,0,0,0,0,0,1,7,651,26,26,4262,0,0,0,0,0,0,0,0,0
201110,174,17420, ,Cleveland  TN ,16,16,2873,0,0,0,3,11,763,0,0,0,16,16,2873,0,0,0,3,11,763,0,0,0
201110,176,16980,C,Chicago-Joliet-Naperville  IL-IN-WI ,440,440,109715,12,24,2031,3,11,1196,17,619,37943,353,353,87818,11,22,1794,3,11,1196,10,562,32120
201110,176,28100, ,Kankakee-Bradley  IL ,2,2,242,0,0,0,0,0,0,0,0,0,2,2,242,0,0,0,0,0,0,0,0,0
201110,176,33140, ,Michigan City-La Porte  IN ,5,5,1186,0,0,0,0,0,0,0,0,0,5,5,1186,0,0,0,0,0,0,0,0,0
201110,178,17140,C,Cincinnati-Middletown  OH-KY-IN ,207,207,38235,0,0,0,2,7,1048,6,85,12164,195,195,36199,0,0,0,2,7,1048,6,85,12164
201110,184,10420, ,Akron  OH ,29,29,7360,0,0,0,0,0,0,0,0,0,29,29,7360,0,0,0,0,0,0,0,0,0
201110,184,17460,C,Cleveland-Elyria-Mentor  OH ,124,124,25854,0,0,0,1,4,350,9,45,1975,94,94,19033,0,0,0,1,4,350,7,35,1050
201110,192,17900,C,Columbia  SC ,165,165,27010,0,0,0,0,0,0,2,27,1777,34,34,5989,0,0,0,0,0,0,0,0,0
201110,194,12220,C,Auburn-Opelika  AL ,32,32,9024,0,0,0,0,0,0,0,0,0,32,32,9024,0,0,0,0,0,0,0,0,0
201110,194,17980, ,Columbus  GA-AL ,37,37,6446,0,0,0,1,3,136,1,10,759,20,20,4646,0,0,0,0,0,0,0,0,0
201110,198,18140,C,Columbus  OH ,224,224,45475,0,0,0,5,17,1807,15,246,21574,171,171,38335,0,0,0,4,14,1499,13,234,20787
201110,204,18580, ,Corpus Christi  TX ,52,52,6534,0,0,0,0,0,0,3,35,1982,5,5,370,0,0,0,0,0,0,0,0,0
201110,206,19100,C,Dallas-Fort Worth-Arlington  TX ,1027,1027,276722,0,0,0,0,0,0,48,1002,73654,925,925,250887,0,0,0,0,0,0,47,984,72792
201110,206,43300, ,Sherman-Denison  TX ,1,1,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
