Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201702,104,10580,C,Albany-Schenectady-Troy  NY ,45,45,10170,0,0,0,0,0,0,6,61,4973,30,30,6938,0,0,0,0,0,0,3,44,2740
201702,104,24020, ,Glens Falls  NY ,6,6,1031,0,0,0,0,0,0,0,0,0,3,3,785,0,0,0,0,0,0,0,0,0
201702,106,10740,C,Albuquerque  NM ,169,169,36782,0,0,0,0,0,0,2,13,944,67,67,17185,0,0,0,0,0,0,0,0,0
201702,106,42140,C,Santa Fe  NM ,10,10,2421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201702,108,11100, ,Amarillo  TX ,42,42,10635,1,2,248,0,0,0,0,0,0,42,42,10635,1,2,248,0,0,0,0,0,0
201702,118,11540, ,Appleton  WI ,29,29,6616,0,0,0,0,0,0,0,0,0,29,29,6616,0,0,0,0,0,0,0,0,0
201702,118,36780, ,Oshkosh-Neenah  WI ,17,17,4036,0,0,0,0,0,0,0,0,0,17,17,4036,0,0,0,0,0,0,0,0,0
201702,120,11700, ,Asheville  NC ,133,133,37815,0,0,0,0,0,0,2,17,2058,43,43,12652,0,0,0,0,0,0,0,0,0
201702,122,12020, ,Athens-Clarke County  GA ,41,41,11779,0,0,0,0,0,0,0,0,0,41,41,11779,0,0,0,0,0,0,0,0,0
201702,122,12060, ,Atlanta-Sandy Springs-Roswell  GA ,1936,1936,428935,1,2,347,4,14,3020,13,769,119774,1757,1757,380189,1,2,347,4,14,3020,9,712,113318
201702,122,23580, ,Gainesville  GA ,74,74,16698,0,0,0,0,0,0,0,0,0,74,74,16698,0,0,0,0,0,0,0,0,0
201702,140,13460, ,Bend-Redmond  OR ,119,119,32724,0,0,0,0,0,0,0,0,0,102,102,28761,0,0,0,0,0,0,0,0,0
201702,142,13820,C,Birmingham-Hoover  AL ,218,218,53065,0,0,0,0,0,0,2,11,562,181,181,43907,0,0,0,0,0,0,0,0,0
201702,144,14020,C,Bloomington  IN ,17,17,4012,5,10,1159,0,0,0,0,0,0,17,17,4012,5,10,1159,0,0,0,0,0,0
201702,145,14010, ,Bloomington  IL ,18,18,2466,0,0,0,0,0,0,0,0,0,18,18,2466,0,0,0,0,0,0,0,0,0
201702,146,14100,C,Bloomsburg-Berwick  PA ,9,9,1980,0,0,0,0,0,0,0,0,0,3,3,730,0,0,0,0,0,0,0,0,0
201702,147,14260,C,Boise City  ID ,479,479,118989,2,4,515,28,112,9374,1,6,490,476,476,118455,2,4,515,28,112,9374,1,6,490
201702,148,12700, ,Barnstable Town  MA ,9,9,2556,0,0,0,0,0,0,0,0,0,6,6,1560,0,0,0,0,0,0,0,0,0
201702,148,14460,C,Boston-Cambridge-Newton  MA-NH ,268,268,78972,16,32,4640,3,10,2207,16,385,51273,181,181,56407,11,22,2830,2,7,1700,7,315,40220
201702,148,31700, ,Manchester-Nashua  NH ,26,26,4300,1,2,313,0,0,0,1,6,808,20,20,3269,0,0,0,0,0,0,0,0,0
201702,148,39300,C,Providence-Warwick  RI-MA ,88,88,20196,2,4,504,0,0,0,0,0,0,57,57,13911,1,2,288,0,0,0,0,0,0
201702,148,49340, ,Worcester  MA-CT ,7,7,1123,0,0,0,0,0,0,0,0,0,4,4,630,0,0,0,0,0,0,0,0,0
201702,150,14540, ,Bowling Green  KY ,55,55,12532,0,0,0,1,4,600,2,16,1000,55,55,12532,0,0,0,1,4,600,2,16,1000
201702,154,15180, ,Brownsville-Harlingen  TX ,52,52,5077,1,2,87,0,0,0,0,0,0,52,52,5077,1,2,87,0,0,0,0,0,0
201702,160,15380,C,Buffalo-Cheektowaga-Niagara Falls  NY ,50,50,12623,0,0,0,0,0,0,1,13,1430,35,35,8833,0,0,0,0,0,0,0,0,0
201702,162,15980,C,Cape Coral-Fort Myers  FL ,327,327,81869,9,18,2278,2,8,2189,7,154,14210,327,327,81869,9,18,2278,2,8,2189,7,154,14210
201702,162,34940, ,Naples-Immokalee-Marco Island  FL ,201,201,42666,0,0,0,5,20,5259,1,8,1700,201,201,42666,0,0,0,5,20,5259,1,8,1700
201702,164,16020, ,Cape Girardeau  MO-IL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201702,168,16300, ,Cedar Rapids  IA ,38,38,4347,1,2,176,2,6,616,0,0,0,38,38,4347,1,2,176,2,6,616,0,0,0
201702,168,26980, ,Iowa City  IA ,37,37,7100,0,0,0,0,0,0,0,0,0,27,27,5085,0,0,0,0,0,0,0,0,0
201702,170,16620, ,Charleston  WV ,8,8,402,0,0,0,0,0,0,0,0,0,8,8,402,0,0,0,0,0,0,0,0,0
201702,170,26580, ,Huntington-Ashland  WV-KY-OH ,10,10,1739,1,2,83,0,0,0,0,0,0,3,3,438,0,0,0,0,0,0,0,0,0
201702,172,16740, ,Charlotte-Concord-Gastonia  NC-SC ,1049,1049,260562,3,6,525,1,4,804,20,751,38743,905,905,215609,3,6,525,1,4,804,18,722,36000
201702,174,16860, ,Chattanooga  TN-GA ,133,133,23664,0,0,0,0,0,0,1,9,682,92,92,15686,0,0,0,0,0,0,0,0,0
201702,174,17420, ,Cleveland  TN ,19,19,3882,0,0,0,0,0,0,0,0,0,5,5,1360,0,0,0,0,0,0,0,0,0
201702,176,16980, ,Chicago-Naperville-Elgin  IL-IN-WI ,419,419,120467,7,14,1851,14,50,8410,18,1140,112823,320,320,89216,6,12,1538,13,46,7942,16,1112,110454
