Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201310,102,18700, ,Corvallis  OR ,6,6,1425,0,0,0,0,0,0,2,22,3530,0,0,0,0,0,0,0,0,0,0,0,0
201310,104,10580, ,Albany-Schenectady-Troy  NY ,99,99,30173,0,0,476,1,3,486,5,34,3465,91,91,28415,0,0,476,0,0,0,5,34,3465
201310,104,24020, ,Glens Falls  NY ,28,28,5353,0,0,0,0,0,0,0,0,0,18,18,4567,0,0,0,0,0,0,0,0,0
201310,112,11180, ,Ames  IA ,39,39,10166,0,0,0,1,4,330,25,265,18844,38,38,9974,0,0,0,1,4,330,25,265,18844
201310,118,11540, ,Appleton  WI ,41,41,9712,3,6,1233,0,0,0,0,0,0,40,40,9516,3,6,1233,0,0,0,0,0,0
201310,118,36780, ,Oshkosh-Neenah  WI ,23,23,5316,0,0,0,0,0,0,3,24,1155,23,23,5316,0,0,0,0,0,0,3,24,1155
201310,120,11700, ,Asheville  NC ,107,107,22779,0,0,0,0,0,0,0,0,0,43,43,9282,0,0,0,0,0,0,0,0,0
201310,122,12060,C,Atlanta-Sandy Springs-Marietta  GA ,1293,1293,260777,2,4,648,5,20,3250,13,809,48514,1261,1261,253108,2,4,648,5,20,3250,12,804,48240
201310,122,23580, ,Gainesville  GA ,38,38,9510,0,0,0,0,0,0,0,0,0,38,38,9510,0,0,0,0,0,0,0,0,0
201310,126,12420,C,Austin-Round Rock-San Marcos  TX ,806,806,173974,6,12,1232,1,4,472,40,951,61559,700,700,154408,6,12,1232,1,4,472,20,731,46791
201310,132,12940, ,Baton Rouge  LA ,256,256,48220,0,0,0,0,0,0,0,0,0,256,256,48220,0,0,0,0,0,0,0,0,0
201310,140,13460,C,Bend  OR ,126,126,36509,0,0,0,0,0,0,0,0,0,124,124,36076,0,0,0,0,0,0,0,0,0
201310,142,13820,C,Birmingham-Hoover  AL ,225,225,52939,0,0,0,0,0,0,6,143,9889,155,155,37761,0,0,0,0,0,0,0,0,0
201310,148,14460,C,Boston-Cambridge-Quincy  MA-NH ,525,525,142914,17,34,4910,6,20,2867,21,222,30564,401,401,107905,14,28,4345,4,14,1588,6,71,9580
201310,148,31700, ,Manchester-Nashua  NH ,41,41,7002,2,4,631,0,0,0,0,0,0,38,38,6256,2,4,631,0,0,0,0,0,0
201310,148,39300, ,Providence-New Bedford-Fall River  RI-MA ,127,127,25876,7,14,1495,0,0,0,1,5,500,88,88,19070,4,8,920,0,0,0,0,0,0
201310,148,49340, ,Worcester  MA ,92,92,18026,2,4,820,3,11,1535,0,0,0,70,70,13968,2,4,820,2,7,950,0,0,0
201310,154,15180, ,Brownsville-Harlingen  TX ,68,68,7149,2,4,270,0,0,0,1,5,306,44,44,5028,1,2,168,0,0,0,0,0,0
201310,160,15380, ,Buffalo-Niagara Falls  NY ,74,74,18547,1,2,130,0,0,0,4,23,2245,67,67,17523,1,2,130,0,0,0,3,18,1688
201310,164,16020, ,Cape Girardeau-Jackson  MO-IL ,11,11,1975,0,0,0,0,0,0,0,0,0,11,11,1975,0,0,0,0,0,0,0,0,0
201310,172,16740,C,Charlotte-Gastonia-Rock Hill  NC-SC ,641,641,134850,0,0,0,8,31,3475,41,900,31882,639,639,134547,0,0,0,8,31,3475,41,900,31882
201310,174,16860, ,Chattanooga  TN-GA ,104,104,17181,0,0,0,0,0,0,2,14,1302,78,78,13547,0,0,0,0,0,0,0,0,0
201310,174,17420, ,Cleveland  TN ,18,18,2593,1,2,50,1,4,280,0,0,0,18,18,2593,1,2,50,1,4,280,0,0,0
201310,176,16980,C,Chicago-Joliet-Naperville  IL-IN-WI ,864,864,229695,5,10,2027,7,24,3434,17,509,80106,703,703,191847,4,8,1790,7,24,3434,11,451,72354
201310,176,28100, ,Kankakee-Bradley  IL ,2,2,521,0,0,0,0,0,0,0,0,0,2,2,521,0,0,0,0,0,0,0,0,0
201310,176,33140, ,Michigan City-La Porte  IN ,6,6,1166,0,0,0,0,0,0,0,0,0,6,6,1166,0,0,0,0,0,0,0,0,0
201310,178,17140,C,Cincinnati-Middletown  OH-KY-IN ,248,248,54032,4,8,710,3,11,2626,1,5,425,233,233,51000,4,8,710,2,8,2126,0,0,0
201310,184,10420, ,Akron  OH ,44,44,11320,0,0,0,0,0,0,0,0,0,44,44,11320,0,0,0,0,0,0,0,0,0
201310,184,17460,C,Cleveland-Elyria-Mentor  OH ,232,232,51927,0,0,0,0,0,0,5,46,3205,143,143,34912,0,0,0,0,0,0,0,0,0
201310,192,17900,C,Columbia  SC ,269,269,42297,0,0,0,0,0,0,4,77,5504,64,64,9720,0,0,0,0,0,0,0,0,0
201310,194,12220,C,Auburn-Opelika  AL ,57,57,16670,0,0,0,0,0,0,1,7,715,20,20,5227,0,0,0,0,0,0,0,0,0
201310,194,17980, ,Columbus  GA-AL ,48,48,6933,0,0,0,0,0,0,2,23,1745,13,13,2064,0,0,0,0,0,0,0,0,0
201310,198,18140,C,Columbus  OH ,309,309,71405,3,6,980,14,50,6700,47,665,54435,263,263,60976,3,6,980,13,47,6465,47,665,54435
201310,204,18580, ,Corpus Christi  TX ,102,102,19279,0,0,0,0,0,0,0,0,0,102,102,19279,0,0,0,0,0,0,0,0,0
201310,206,19100,C,Dallas-Fort Worth-Arlington  TX ,1749,1749,488838,28,56,7979,3,9,1085,74,3019,222904,1624,1624,446621,28,56,7979,2,6,535,73,3010,221949
201310,206,43300, ,Sherman-Denison  TX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
