Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200101,0040,9999,,Abilene  TX MSA ,12,12,1995,1,2,80,0,0,0,0,0,0,12,12,1995,1,2,80,0,0,0,0,0,0
200101,0120,9999,,Albany  GA MSA ,42,42,5091,0,0,0,0,0,0,0,0,0,19,19,2455,0,0,0,0,0,0,0,0,0
200101,0160,9999,,Albany-Schenectady-Troy  NY MSA ,79,79,12174,1,2,187,0,0,0,1,5,290,65,65,10302,1,2,187,0,0,0,0,0,0
200101,0200,9999,,Albuquerque  NM MSA ,197,197,41824,0,0,0,0,0,0,2,326,13898,164,164,38453,0,0,0,0,0,0,2,326,13898
200101,0220,9999,,Alexandria  LA MSA ,17,17,2997,0,0,0,0,0,0,0,0,0,17,17,2997,0,0,0,0,0,0,0,0,0
200101,0240,9999,,Allentown-Bethlehem-Easton  PA MSA ,129,129,16462,0,0,0,0,0,0,1,15,950,115,115,14360,0,0,0,0,0,0,1,15,950
200101,0280,9999,,Altoona  PA MSA ,4,4,540,0,0,0,0,0,0,0,0,0,4,4,540,0,0,0,0,0,0,0,0,0
200101,0320,9999,,Amarillo  TX MSA ,45,45,6542,0,0,0,0,0,0,0,0,0,45,45,6542,0,0,0,0,0,0,0,0,0
200101,0380,9999,,Anchorage  AK MSA ,50,50,9589,23,46,5544,0,0,0,0,0,0,50,50,9589,23,46,5544,0,0,0,0,0,0
200101,0450,9999,,Anniston  AL MSA ,11,11,1023,0,0,0,0,0,0,1,5,229,1,1,125,0,0,0,0,0,0,0,0,0
200101,0460,9999,,Appleton-Oshkosh-Neenah  WI MSA ,83,83,12045,5,10,861,0,0,0,1,16,544,67,67,9667,5,10,861,0,0,0,0,0,0
200101,0480,9999,,Asheville  NC MSA ,81,81,10824,0,0,0,2,8,453,1,74,4060,81,81,10824,0,0,0,2,8,453,1,74,4060
200101,0500,9999,,Athens  GA MSA ,84,84,9812,7,14,608,0,0,0,0,0,0,70,70,8147,7,14,608,0,0,0,0,0,0
200101,0520,9999,,Atlanta  GA MSA ,3849,3849,426846,4,8,490,9,34,2526,59,1643,85069,3684,3684,407641,4,8,490,9,34,2526,56,1608,82419
200101,0580,9999,,Auburn-Opelika  AL MSA ,30,30,4300,4,8,482,0,0,0,4,146,7750,30,30,4300,4,8,482,0,0,0,4,146,7750
200101,0600,9999,,Augusta-Aiken  GA-SC MSA ,171,171,21583,0,0,0,0,0,0,0,0,0,146,146,18772,0,0,0,0,0,0,0,0,0
200101,0640,9999,,Austin-San Marcos  TX MSA ,678,678,97360,5,10,612,0,0,0,7,137,7029,628,628,90349,5,10,612,0,0,0,6,124,6459
200101,0680,9999,,Bakersfield  CA MSA ,233,233,29622,0,0,0,0,0,0,0,0,0,233,233,29622,0,0,0,0,0,0,0,0,0
200101,0730,9999,,Bangor  ME MSA ,4,4,411,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0
200101,0740,9999,,Barnstable-Yarmouth  MA MSA ,74,74,16411,0,0,0,0,0,0,0,0,0,74,74,16411,0,0,0,0,0,0,0,0,0
200101,0760,9999,,Baton Rouge  LA MSA ,101,101,8307,0,0,0,0,0,0,0,0,0,101,101,8307,0,0,0,0,0,0,0,0,0
200101,0840,9999,,Beaumont-Port Arthur  TX MSA ,30,30,3542,0,0,0,0,0,0,0,0,0,30,30,3542,0,0,0,0,0,0,0,0,0
200101,0860,9999,,Bellingham  WA MSA ,74,74,9856,1,2,211,1,3,178,3,49,2580,45,45,5570,0,0,0,1,3,178,0,0,0
200101,0870,9999,,Benton Harbor  MI MSA ,9,9,1545,0,0,0,0,0,0,0,0,0,9,9,1545,0,0,0,0,0,0,0,0,0
200101,0880,9999,,Billings  MT MSA ,31,31,3971,0,0,0,0,0,0,0,0,0,31,31,3971,0,0,0,0,0,0,0,0,0
200101,0920,9999,,Biloxi-Gulfport-Pascagoula  MS MSA ,144,144,14977,1,2,122,0,0,0,0,0,0,134,134,13617,1,2,122,0,0,0,0,0,0
200101,0960,9999,,Binghamton  NY MSA ,2,2,630,0,0,0,0,0,0,0,0,0,2,2,630,0,0,0,0,0,0,0,0,0
200101,1000,9999,,Birmingham  AL MSA ,308,308,42982,0,0,0,0,0,0,0,0,0,200,200,28601,0,0,0,0,0,0,0,0,0
200101,1010,9999,,Bismarck  ND MSA ,5,5,726,0,0,0,0,0,0,0,0,0,5,5,726,0,0,0,0,0,0,0,0,0
200101,1020,9999,,Bloomington  IN MSA ,32,32,4354,4,8,660,0,0,0,0,0,0,31,31,4273,4,8,660,0,0,0,0,0,0
200101,1040,9999,,Bloomington-Normal  IL MSA ,60,60,6082,0,0,0,0,0,0,0,0,0,60,60,6082,0,0,0,0,0,0,0,0,0
