Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

9305,0040,9999, ,Abilene TX MSA,21,21,2154,1,2,94,0,0,0,0,0,0,21,21,2154,1,2,94,0,0,0,0,0,0
9305,0120,9999, ,Albany GA MSA,14,14,1060,5,10,298,0,0,0,0,0,0,14,14,1060,5,10,298,0,0,0,0,0,0
9305,0160,9999, ,Albany-Schenectady-Troy NY MSA,244,244,25606,3,6,246,1,4,150,3,63,2640,220,220,22933,2,4,178,1,4,150,2,58,2605
9305,0200,9999, ,Albuquerque NM MSA,275,275,23510,0,0,0,0,0,0,0,0,0,207,207,19698,0,0,0,0,0,0,0,0,0
9305,0220,9999, ,Alexandria LA MSA,4,4,446,0,0,0,0,0,0,0,0,0,4,4,446,0,0,0,0,0,0,0,0,0
9305,0240,9999, ,Allentown-Bethlehem-Easton PA MSA,166,166,21236,0,0,0,0,0,0,7,79,3153,137,137,18386,0,0,0,0,0,0,5,64,2270
9305,0280,9999, ,Altoona PA MSA,19,19,2202,0,0,0,0,0,0,0,0,0,19,19,2202,0,0,0,0,0,0,0,0,0
9305,0320,9999, ,Amarillo TX MSA,37,37,4198,0,0,0,0,0,0,0,0,0,37,37,4198,0,0,0,0,0,0,0,0,0
9305,0380,9999, ,Anchorage AK MSA,96,96,15768,0,0,0,13,52,5802,5,30,3241,96,96,15768,0,0,0,13,52,5802,5,30,3241
9305,0450,9999, ,Anniston AL MSA,10,10,687,0,0,0,0,0,0,0,0,0,5,5,316,0,0,0,0,0,0,0,0,0
9305,0460,9999, ,Appleton-Oshkosh-Neenah WI MSA,124,124,12054,8,16,862,2,8,184,5,35,964,23,23,1783,1,2,134,2,8,184,0,0,0
9305,0480,9999, ,Asheville NC MSA,43,43,3691,3,6,373,1,3,418,0,0,0,43,43,3691,3,6,373,1,3,418,0,0,0
9305,0500,9999, ,Athens GA MSA,32,32,2464,0,0,0,1,4,156,0,0,0,32,32,2464,0,0,0,1,4,156,0,0,0
9305,0520,9999, ,Atlanta GA MSA,2547,2547,226075,3,6,202,0,0,0,0,0,0,2505,2505,223139,3,6,202,0,0,0,0,0,0
9305,0600,9999, ,Augusta-Aiken GA-SC MSA,196,196,17108,2,4,64,6,24,384,4,24,384,176,176,15485,2,4,64,6,24,384,4,24,384
9305,0640,9999, ,Austin-San Marcos TX MSA,526,526,47890,0,0,0,2,8,173,48,416,16360,518,518,47271,0,0,0,2,8,173,48,416,16360
9305,0680,9999, ,Bakersfield CA MSA,253,253,22964,0,0,0,0,0,0,0,0,0,138,138,12536,0,0,0,0,0,0,0,0,0
9305,0730,9999, ,Bangor ME MSA,19,19,1429,0,0,0,0,0,0,1,10,200,18,18,1358,0,0,0,0,0,0,1,10,200
9305,0740,9999, ,Barnstable-Yarmouth MA MSA,81,81,9733,0,0,0,2,8,475,0,0,0,75,75,9147,0,0,0,2,8,475,0,0,0
9305,0760,9999, ,Baton Rouge LA MSA,132,132,9958,0,0,0,0,0,0,0,0,0,129,129,9772,0,0,0,0,0,0,0,0,0
9305,0840,9999, ,Beaumont-Port Arthur TX MSA,18,18,1597,0,0,0,0,0,0,0,0,0,18,18,1597,0,0,0,0,0,0,0,0,0
9305,0860,9999, ,Bellingham WA MSA,80,80,8164,12,24,1916,3,12,1094,2,16,818,26,26,3503,11,22,1679,3,12,1094,1,11,607
9305,0870,9999, ,Benton Harbor MI MSA,11,11,1258,0,0,0,0,0,0,0,0,0,10,10,1081,0,0,0,0,0,0,0,0,0
9305,0880,9999, ,Billings MT MSA,45,45,4534,1,2,147,0,0,0,0,0,0,45,45,4534,1,2,147,0,0,0,0,0,0
9305,0920,9999, ,Biloxi-Gulfport-Pascagoula MS MSA,128,128,8189,0,0,0,2,8,100,0,0,0,116,116,7412,0,0,0,2,8,100,0,0,0
9305,0960,9999, ,Binghamton NY MSA,16,16,1603,0,0,0,0,0,0,0,0,0,15,15,1488,0,0,0,0,0,0,0,0,0
9305,1000,9999, ,Birmingham AL MSA,333,333,35314,0,0,0,0,0,0,0,0,0,234,234,26975,0,0,0,0,0,0,0,0,0
9305,1010,9999, ,Bismarck ND MSA,46,46,5091,0,0,0,0,0,0,1,14,643,46,46,5091,0,0,0,0,0,0,1,14,643
9305,1020,9999, ,Bloomington IN MSA,62,62,6128,4,8,394,0,0,0,3,31,773,32,32,3433,0,0,0,0,0,0,0,0,0
9305,1040,9999, ,Bloomington-Normal IL MSA,80,80,8418,0,0,0,1,4,208,1,6,152,80,80,8418,0,0,0,1,4,208,1,6,152
9305,1080,9999, ,Boise City ID MSA,437,437,40539,4,8,388,10,39,1581,10,64,1829,437,437,40539,4,8,388,10,39,1581,10,64,1829
