Survey,CSA,CBSA,HHEADER,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202407,101,10180,2,Abilene  TX ,55,55,15708,4,8,1242,0,0,0,0,0,0,54,54,15421,4,8,1242,0,0,0,0,0,0
202407,101,45020,5,Sweetwater  TX ,2,2,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202407,104,10580,2,Albany-Schenectady-Troy  NY ,83,83,30192,2,4,1310,6,23,3397,9,309,56272,47,47,17579,1,2,600,5,20,2873,6,294,54477
202407,104,11220,5,Amsterdam  NY ,5,5,1310,0,0,0,0,0,0,0,0,0,1,1,450,0,0,0,0,0,0,0,0,0
202407,104,24020,2,Glens Falls  NY ,18,18,5824,0,0,0,0,0,0,0,0,0,17,17,5533,0,0,0,0,0,0,0,0,0
202407,104,24100,5,Gloversville  NY ,7,7,2227,0,0,0,0,0,0,1,5,1333,3,3,1040,0,0,0,0,0,0,0,0,0
202407,104,26460,5,Hudson  NY ,8,8,4191,0,0,0,0,0,0,0,0,0,2,2,690,0,0,0,0,0,0,0,0,0
202407,105,10740,2,Albuquerque  NM ,210,210,56875,11,22,2392,0,0,0,2,82,11853,186,186,49752,11,22,2392,0,0,0,2,82,11853
202407,105,29780,5,Las Vegas  NM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202407,105,31060,5,Los Alamos  NM ,4,4,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202407,105,42140,2,Santa Fe  NM ,18,18,6028,0,0,0,0,0,0,0,0,0,18,18,6028,0,0,0,0,0,0,0,0,0
202407,106,10900,2,Allentown-Bethlehem-Easton  PA-NJ ,107,107,31694,0,0,0,0,0,0,4,49,6647,57,57,19355,0,0,0,0,0,0,3,44,5000
202407,106,20700,5,East Stroudsburg  PA ,12,12,4037,0,0,0,0,0,0,0,0,0,8,8,2755,0,0,0,0,0,0,0,0,0
202407,107,11020,2,Altoona  PA ,7,7,1964,0,0,0,1,3,285,0,0,0,2,2,664,0,0,0,0,0,0,0,0,0
202407,107,26500,5,Huntingdon  PA ,7,7,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202407,108,11100,2,Amarillo  TX ,52,52,14860,0,0,0,0,0,0,0,0,0,49,49,14092,0,0,0,0,0,0,0,0,0
202407,108,14420,5,Borger  TX ,1,1,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202407,118,11540,2,Appleton  WI ,59,59,23970,1,2,421,0,0,0,1,6,987,55,55,22260,1,2,421,0,0,0,1,6,987
202407,118,36780,2,Oshkosh-Neenah  WI ,13,13,5432,2,4,975,0,0,0,2,48,6540,9,9,3752,2,4,975,0,0,0,2,48,6540
202407,120,11700,2,Asheville  NC ,225,225,93731,0,0,0,0,0,0,2,18,3440,172,172,79016,0,0,0,0,0,0,1,10,1607
202407,120,14820,5,Brevard  NC ,18,18,10635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202407,120,48200,5,Waynesville  NC ,26,26,10223,0,0,0,0,0,0,0,0,0,26,26,10223,0,0,0,0,0,0,0,0,0
202407,122,12020,2,Athens-Clarke County  GA ,75,75,22845,0,0,0,0,0,0,1,162,18447,37,37,12088,0,0,0,0,0,0,1,162,18447
202407,122,12060,2,Atlanta-Sandy Springs-Roswell  GA ,2293,2293,667820,12,24,3810,7,27,5292,85,604,114773,2186,2186,639843,12,24,3810,7,27,5292,83,584,111626
202407,122,15660,5,Calhoun  GA ,14,14,3794,0,0,0,0,0,0,0,0,0,2,2,460,0,0,0,0,0,0,0,0,0
202407,122,16340,5,Cedartown  GA ,7,7,2733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202407,122,18460,5,Cornelia  GA ,13,13,5062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202407,122,23580,2,Gainesville  GA ,95,95,22802,1,2,170,1,3,234,1,5,403,32,32,8665,0,0,0,0,0,0,0,0,0
202407,122,27600,5,Jefferson  GA ,229,229,64091,0,0,0,0,0,0,0,0,0,211,211,59018,0,0,0,0,0,0,0,0,0
202407,122,29300,5,LaGrange  GA-AL ,44,44,11742,0,0,0,0,0,0,0,0,0,38,38,10649,0,0,0,0,0,0,0,0,0
202407,122,40660,2,Rome  GA ,41,41,6681,0,0,0,0,0,0,0,0,0,41,41,6681,0,0,0,0,0,0,0,0,0
202407,122,45580,5,Thomaston  GA ,10,10,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202407,132,12940,2,Baton Rouge  LA ,274,274,69292,0,0,0,0,0,0,0,0,0,100,100,27158,0,0,0,0,0,0,0,0,0
202407,132,25220,2,Hammond  LA ,68,68,12053,1,2,100,0,0,0,2,35,3332,3,3,565,0,0,0,0,0,0,0,0,0
202407,142,13820,2,Birmingham  AL ,273,273,87986,1,2,1182,0,0,0,2,24,3800,228,228,74145,0,0,0,0,0,0,0,0,0
202407,142,18980,5,Cullman  AL ,16,16,3200,0,0,0,0,0,0,0,0,0,15,15,3060,0,0,0,0,0,0,0,0,0
202407,142,45180,5,Talladega-Sylacauga  AL ,6,6,1449,0,0,0,0,0,0,0,0,0,6,6,1449,0,0,0,0,0,0,0,0,0
202407,144,13260,5,Bedford  IN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
