Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200608,102,18700, ,Corvallis  OR ,17,17,3815,0,0,0,1,3,274,0,0,0,17,17,3815,0,0,0,1,3,274,0,0,0
200608,104,10580, ,Albany-Schenectady-Troy  NY ,102,102,26082,8,16,3560,0,0,0,0,0,0,74,74,21661,8,16,3560,0,0,0,0,0,0
200608,104,24020, ,Glens Falls  NY ,40,40,6873,0,0,0,1,3,271,0,0,0,5,5,1477,0,0,0,0,0,0,0,0,0
200608,112,11180, ,Ames  IA ,15,15,2959,0,0,0,0,0,0,1,12,343,14,14,2830,0,0,0,0,0,0,1,12,343
200608,118,11540, ,Appleton  WI ,51,51,8936,1,2,184,0,0,0,1,10,416,50,50,8792,0,0,0,0,0,0,0,0,0
200608,118,36780, ,Oshkosh-Neenah  WI ,29,29,5469,0,0,0,2,8,800,4,64,2320,29,29,5469,0,0,0,2,8,800,4,64,2320
200608,120,11700, ,Asheville  NC ,340,340,56420,0,0,0,1,4,488,1,34,4930,340,340,56420,0,0,0,1,4,488,1,34,4930
200608,122,12060,C,Atlanta-Sandy Springs-Marietta  GA ,5144,5144,759187,21,42,3665,6,19,1728,29,1936,179732,4860,4860,730729,20,40,3585,4,13,1357,27,1926,179331
200608,122,23580, ,Gainesville  GA ,167,167,34023,0,0,0,0,0,0,0,0,0,167,167,34023,0,0,0,0,0,0,0,0,0
200608,132,12940, ,Baton Rouge  LA ,523,523,69507,0,0,0,1,3,320,5,55,4649,363,363,52849,0,0,0,1,3,320,0,0,0
200608,140,13460,C,Bend  OR ,233,233,61620,8,16,2417,1,4,319,0,0,0,185,185,54469,8,16,2417,0,0,0,0,0,0
200608,142,13820,C,Birmingham-Hoover  AL ,598,598,99762,2,4,157,0,0,0,5,100,15758,503,503,83972,2,4,157,0,0,0,5,100,15758
200608,148,14460,C,Boston-Cambridge-Quincy  MA-NH ,533,533,113783,39,78,8670,6,19,2650,21,498,45398,269,269,63135,27,54,5900,4,13,1746,4,268,23552
200608,148,31700, ,Manchester-Nashua  NH ,88,88,17169,4,8,1087,0,0,0,2,14,1384,50,50,10634,1,2,450,0,0,0,0,0,0
200608,148,49340, ,Worcester  MA ,99,99,16234,5,10,1188,5,16,1301,1,5,342,54,54,8798,3,6,694,1,3,260,0,0,0
200608,154,15180, ,Brownsville-Harlingen  TX ,220,220,18232,2,4,92,1,3,202,0,0,0,148,148,14042,1,2,34,0,0,0,0,0,0
200608,160,15380, ,Buffalo-Niagara Falls  NY ,104,104,21497,0,0,0,0,0,0,11,92,4573,103,103,21326,0,0,0,0,0,0,11,92,4573
200608,172,16740,C,Charlotte-Gastonia-Concord  NC-SC ,1711,1711,256693,1,2,200,1,4,408,13,258,25600,1563,1563,231169,0,0,0,0,0,0,11,248,24525
200608,174,16860, ,Chattanooga  TN-GA ,219,219,32767,3,6,431,1,3,273,3,107,16500,219,219,32767,3,6,431,1,3,273,3,107,16500
200608,174,17420, ,Cleveland  TN ,50,50,7105,4,8,345,0,0,0,0,0,0,50,50,7105,4,8,345,0,0,0,0,0,0
200608,176,16980,C,Chicago-Naperville-Joliet  IL-IN-WI ,2683,2683,578142,30,60,6468,65,206,19218,55,1411,140997,2279,2279,488943,28,56,6008,60,190,18072,43,1182,116652
200608,176,28100, ,Kankakee-Bradley  IL ,13,13,2597,0,0,0,0,0,0,0,0,0,12,12,2490,0,0,0,0,0,0,0,0,0
200608,176,33140, ,Michigan City-La Porte  IN ,22,22,3605,0,0,0,0,0,0,0,0,0,22,22,3605,0,0,0,0,0,0,0,0,0
200608,178,17140,C,Cincinnati-Middletown  OH-KY-IN ,658,658,118964,5,10,627,6,22,1958,16,113,7927,537,537,95020,5,10,627,3,12,813,9,67,5437
200608,184,10420, ,Akron  OH ,111,111,24853,1,2,220,3,10,769,1,20,706,93,93,23059,1,2,220,2,7,700,0,0,0
200608,184,17460,C,Cleveland-Elyria-Mentor  OH ,441,441,92640,5,10,1003,2,7,219,2,10,925,344,344,75672,2,4,375,0,0,0,0,0,0
200608,192,17900,C,Columbia  SC ,502,502,61784,0,0,0,0,0,0,4,62,4165,84,84,9862,0,0,0,0,0,0,0,0,0
200608,194,12220,C,Auburn-Opelika  AL ,267,267,36184,0,0,0,0,0,0,0,0,0,267,267,36184,0,0,0,0,0,0,0,0,0
200608,194,17980, ,Columbus  GA-AL ,133,133,18696,0,0,0,1,3,137,3,33,2324,69,69,11891,0,0,0,0,0,0,0,0,0
200608,198,18140,C,Columbus  OH ,493,493,97198,9,18,1842,23,89,10900,11,94,7946,392,392,79713,9,18,1842,21,82,10601,11,94,7946
200608,204,18580, ,Corpus Christi  TX ,136,136,16553,2,4,240,0,0,0,2,25,994,20,20,2330,0,0,0,0,0,0,0,0,0
200608,206,19100,C,Dallas-Fort Worth-Arlington  TX ,4063,4063,750188,34,68,5417,3,11,1000,10,633,67869,3740,3740,679434,32,64,5241,3,11,1000,9,628,67734
200608,212,19380, ,Dayton  OH ,143,143,30060,1,2,382,0,0,0,10,108,5866,135,135,28879,1,2,382,0,0,0,10,108,5866
200608,212,44220, ,Springfield  OH ,14,14,2529,0,0,0,1,4,420,0,0,0,14,14,2529,0,0,0,1,4,420,0,0,0
200608,214,19660,C,Deltona-Daytona Beach-Ormond Beach  FL ,231,231,48939,0,0,0,0,0,0,3,75,9779,168,168,38624,0,0,0,0,0,0,1,33,6195
200608,216,14500, ,Boulder  CO ,36,36,11496,0,0,0,0,0,0,1,8,581,32,32,10768,0,0,0,0,0,0,0,0,0
