Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

9501,0040,9999, ,Abilene TX MSA,16,16,1822,0,0,0,1,3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9501,0120,9999, ,Albany GA MSA,37,37,2790,4,8,270,2,6,111,3,29,539,37,37,2790,4,8,270,2,6,111,3,29,539
9501,0160,9999, ,Albany-Schenectady-Troy NY MSA,64,64,7435,1,2,86,2,7,143,0,0,0,46,46,5347,0,0,0,1,4,80,0,0,0
9501,0200,9999, ,Albuquerque NM MSA,297,297,25355,0,0,0,0,0,0,1,5,157,236,236,21957,0,0,0,0,0,0,0,0,0
9501,0220,9999, ,Alexandria LA MSA,15,15,1323,0,0,0,0,0,0,0,0,0,6,6,613,0,0,0,0,0,0,0,0,0
9501,0240,9999, ,Allentown-Bethlehem-Easton PA MSA,92,92,8848,0,0,0,0,0,0,1,40,800,85,85,8112,0,0,0,0,0,0,1,40,800
9501,0280,9999, ,Altoona PA MSA,5,5,372,0,0,0,0,0,0,0,0,0,4,4,301,0,0,0,0,0,0,0,0,0
9501,0320,9999, ,Amarillo TX MSA,33,33,3960,0,0,0,0,0,0,0,0,0,33,33,3960,0,0,0,0,0,0,0,0,0
9501,0380,9999, ,Anchorage AK MSA,46,46,6385,0,0,0,0,0,0,0,0,0,46,46,6385,0,0,0,0,0,0,0,0,0
9501,0450,9999, ,Anniston AL MSA,11,11,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9501,0460,9999, ,Appleton-Oshkosh-Neenah WI MSA,60,60,6559,7,14,717,0,0,0,5,43,1515,40,40,4283,6,12,586,0,0,0,5,43,1515
9501,0480,9999, ,Asheville NC MSA,41,41,5637,6,12,600,0,0,0,0,0,0,41,41,5637,6,12,600,0,0,0,0,0,0
9501,0500,9999, ,Athens GA MSA,47,47,4715,3,6,195,1,3,163,8,96,3461,39,39,4006,3,6,195,1,3,163,8,96,3461
9501,0520,9999, ,Atlanta GA MSA,2517,2517,236957,4,8,274,0,0,0,44,998,44732,2482,2482,234394,4,8,274,0,0,0,44,998,44732
9501,0600,9999, ,Augusta-Aiken GA-SC MSA,145,145,11844,0,0,0,0,0,0,0,0,0,145,145,11844,0,0,0,0,0,0,0,0,0
9501,0640,9999, ,Austin-San Marcos TX MSA,354,354,43236,3,6,285,1,4,192,0,0,0,345,345,42440,2,4,200,1,4,192,0,0,0
9501,0680,9999, ,Bakersfield CA MSA,140,140,14063,1,2,93,1,3,109,1,7,390,75,75,7803,1,2,93,0,0,0,0,0,0
9501,0730,9999, ,Bangor ME MSA,1,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9501,0740,9999, ,Barnstable-Yarmouth MA MSA,68,68,7891,1,2,254,1,3,300,0,0,0,57,57,6493,1,2,254,1,3,300,0,0,0
9501,0760,9999, ,Baton Rouge LA MSA,65,65,5031,0,0,0,0,0,0,0,0,0,65,65,5031,0,0,0,0,0,0,0,0,0
9501,0840,9999, ,Beaumont-Port Arthur TX MSA,25,25,2287,0,0,0,0,0,0,0,0,0,25,25,2287,0,0,0,0,0,0,0,0,0
9501,0860,9999, ,Bellingham WA MSA,81,81,9297,2,4,274,5,20,1068,1,5,233,32,32,4457,2,4,274,5,20,1068,0,0,0
9501,0870,9999, ,Benton Harbor MI MSA,1,1,61,0,0,0,1,3,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9501,0880,9999, ,Billings MT MSA,21,21,2035,0,0,0,0,0,0,0,0,0,21,21,2035,0,0,0,0,0,0,0,0,0
9501,0920,9999, ,Biloxi-Gulfport-Pascagoula MS MSA,136,136,8656,1,2,75,0,0,0,0,0,0,127,127,7970,1,2,75,0,0,0,0,0,0
9501,0960,9999, ,Binghamton NY MSA,3,3,325,0,0,0,0,0,0,0,0,0,2,2,127,0,0,0,0,0,0,0,0,0
9501,1000,9999, ,Birmingham AL MSA,251,251,28565,0,0,0,0,0,0,2,21,800,156,156,19851,0,0,0,0,0,0,0,0,0
9501,1010,9999, ,Bismarck ND MSA,3,3,210,0,0,0,0,0,0,0,0,0,3,3,210,0,0,0,0,0,0,0,0,0
9501,1020,9999, ,Bloomington IN MSA,20,20,1596,0,0,0,0,0,0,6,53,1927,20,20,1596,0,0,0,0,0,0,6,53,1927
9501,1040,9999, ,Bloomington-Normal IL MSA,19,19,1648,0,0,0,1,4,160,1,18,350,19,19,1648,0,0,0,1,4,160,1,18,350
9501,1080,9999, ,Boise City ID MSA,161,161,16608,0,0,0,0,0,0,0,0,0,161,161,16608,0,0,0,0,0,0,0,0,0
9501,1122,1120, ,Boston MA-NH PMSA,309,309,43336,3,6,617,2,8,477,2,29,1163,252,252,36615,1,2,120,2,8,477,1,24,1000
