Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

9607,0040,9999, ,Abilene TX MSA,24,24,2722,0,0,0,0,0,0,0,0,0,24,24,2722,0,0,0,0,0,0,0,0,0
9607,0120,9999, ,Albany GA MSA,51,51,3521,1,2,59,1,4,78,3,30,359,22,22,1813,0,0,0,0,0,0,0,0,0
9607,0160,9999, ,Albany-Schenectady-Troy NY MSA,118,118,14575,5,10,503,1,4,100,3,30,1154,104,104,13257,3,6,350,1,4,100,2,16,415
9607,0200,9999, ,Albuquerque NM MSA,412,412,37671,0,0,0,1,3,124,3,124,4501,221,221,22894,0,0,0,1,3,124,1,108,4163
9607,0220,9999, ,Alexandria LA MSA,39,39,4006,0,0,0,0,0,0,0,0,0,39,39,4006,0,0,0,0,0,0,0,0,0
9607,0240,9999, ,Allentown-Bethlehem-Easton PA MSA,114,114,12279,2,4,100,0,0,0,0,0,0,107,107,11272,2,4,100,0,0,0,0,0,0
9607,0280,9999, ,Altoona PA MSA,10,10,851,0,0,0,0,0,0,1,5,193,3,3,460,0,0,0,0,0,0,0,0,0
9607,0320,9999, ,Amarillo TX MSA,42,42,4629,0,0,0,0,0,0,0,0,0,42,42,4629,0,0,0,0,0,0,0,0,0
9607,0380,9999, ,Anchorage AK MSA,83,83,13425,3,6,652,4,12,1593,0,0,0,83,83,13425,3,6,652,4,12,1593,0,0,0
9607,0450,9999, ,Anniston AL MSA,17,17,1506,0,0,0,0,0,0,1,6,288,3,3,345,0,0,0,0,0,0,0,0,0
9607,0460,9999, ,Appleton-Oshkosh-Neenah WI MSA,97,97,10649,8,16,889,2,8,284,10,150,4747,55,55,5625,6,12,608,2,8,284,9,145,4643
9607,0480,9999, ,Asheville NC MSA,92,92,9134,6,12,790,0,0,0,0,0,0,92,92,9134,6,12,790,0,0,0,0,0,0
9607,0500,9999, ,Athens GA MSA,55,55,5198,10,20,771,0,0,0,0,0,0,43,43,4043,10,20,771,0,0,0,0,0,0
9607,0520,9999, ,Atlanta GA MSA,3258,3258,316716,8,16,660,1,3,0,51,782,29162,3082,3082,302333,8,16,660,0,0,0,51,782,29162
9607,0600,9999, ,Augusta-Aiken GA-SC MSA,156,156,15622,0,0,0,4,16,1206,0,0,0,150,150,15146,0,0,0,4,16,1206,0,0,0
9607,0640,9999, ,Austin-San Marcos TX MSA,619,619,64037,24,48,1641,0,0,0,46,766,33670,608,608,62979,23,46,1543,0,0,0,46,766,33670
9607,0680,9999, ,Bakersfield CA MSA,145,145,17515,0,0,0,2,8,405,0,0,0,145,145,17515,0,0,0,2,8,405,0,0,0
9607,0730,9999, ,Bangor ME MSA,17,17,1671,0,0,0,0,0,0,0,0,0,6,6,653,0,0,0,0,0,0,0,0,0
9607,0740,9999, ,Barnstable-Yarmouth MA MSA,78,78,11163,3,6,470,0,0,0,0,0,0,67,67,9628,3,6,470,0,0,0,0,0,0
9607,0760,9999, ,Baton Rouge LA MSA,144,144,11807,0,0,0,0,0,0,0,0,0,144,144,11807,0,0,0,0,0,0,0,0,0
9607,0840,9999, ,Beaumont-Port Arthur TX MSA,41,41,4064,0,0,0,0,0,0,3,26,669,41,41,4064,0,0,0,0,0,0,3,26,669
9607,0860,9999, ,Bellingham WA MSA,92,92,11106,2,4,415,6,20,1417,2,22,663,49,49,6370,2,4,415,6,20,1417,2,22,663
9607,0870,9999, ,Benton Harbor MI MSA,11,11,822,0,0,0,1,3,199,0,0,0,6,6,436,0,0,0,0,0,0,0,0,0
9607,0880,9999, ,Billings MT MSA,34,34,3858,5,10,831,0,0,0,3,41,3352,34,34,3858,5,10,831,0,0,0,3,41,3352
9607,0920,9999, ,Biloxi-Gulfport-Pascagoula MS MSA,163,163,10221,1,2,150,1,4,135,1,8,450,156,156,9625,1,2,150,1,4,135,1,8,450
9607,0960,9999, ,Binghamton NY MSA,1,1,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9607,1000,9999, ,Birmingham AL MSA,355,355,40722,1,2,100,0,0,0,3,18,439,259,259,31743,1,2,100,0,0,0,1,8,200
9607,1010,9999, ,Bismarck ND MSA,43,43,4334,0,0,0,0,0,0,0,0,0,43,43,4334,0,0,0,0,0,0,0,0,0
9607,1020,9999, ,Bloomington IN MSA,61,61,6188,0,0,0,0,0,0,0,0,0,52,52,5650,0,0,0,0,0,0,0,0,0
9607,1040,9999, ,Bloomington-Normal IL MSA,51,51,4803,0,0,0,0,0,0,8,104,3600,51,51,4803,0,0,0,0,0,0,8,104,3600
9607,1080,9999, ,Boise City ID MSA,383,383,44535,4,8,412,6,24,1290,2,27,755,291,291,35633,4,8,412,6,24,1290,0,0,0
