Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200105,0040,9999,,Abilene  TX MSA ,23,23,3470,0,0,0,0,0,0,0,0,0,23,23,3470,0,0,0,0,0,0,0,0,0
200105,0120,9999,,Albany  GA MSA ,53,53,6858,0,0,0,0,0,0,0,0,0,25,25,3661,0,0,0,0,0,0,0,0,0
200105,0160,9999,,Albany-Schenectady-Troy  NY MSA ,183,183,28589,1,2,230,0,0,0,2,14,638,149,149,23945,0,0,0,0,0,0,1,8,291
200105,0200,9999,,Albuquerque  NM MSA ,503,503,49858,0,0,0,3,12,649,1,188,8000,454,454,42663,0,0,0,3,12,649,1,188,8000
200105,0220,9999,,Alexandria  LA MSA ,36,36,4732,0,0,0,0,0,0,0,0,0,36,36,4732,0,0,0,0,0,0,0,0,0
200105,0240,9999,,Allentown-Bethlehem-Easton  PA MSA ,165,165,21182,0,0,0,1,4,306,3,74,2400,104,104,13844,0,0,0,0,0,0,3,74,2400
200105,0280,9999,,Altoona  PA MSA ,8,8,1125,0,0,0,0,0,0,0,0,0,8,8,1125,0,0,0,0,0,0,0,0,0
200105,0320,9999,,Amarillo  TX MSA ,82,82,9889,0,0,0,0,0,0,0,0,0,82,82,9889,0,0,0,0,0,0,0,0,0
200105,0380,9999,,Anchorage  AK MSA ,113,113,23069,49,98,11744,0,0,0,1,12,1145,113,113,23069,49,98,11744,0,0,0,1,12,1145
200105,0450,9999,,Anniston  AL MSA ,26,26,4086,0,0,0,0,0,0,0,0,0,4,4,370,0,0,0,0,0,0,0,0,0
200105,0460,9999,,Appleton-Oshkosh-Neenah  WI MSA ,149,149,21180,3,6,499,0,0,0,3,25,916,111,111,15571,2,4,390,0,0,0,0,0,0
200105,0480,9999,,Asheville  NC MSA ,141,141,19639,7,14,220,0,0,0,5,46,2899,141,141,19639,7,14,220,0,0,0,5,46,2899
200105,0500,9999,,Athens  GA MSA ,98,98,12316,0,0,0,0,0,0,0,0,0,82,82,10312,0,0,0,0,0,0,0,0,0
200105,0520,9999,,Atlanta  GA MSA ,4652,4652,525252,3,6,342,1,4,300,67,1572,89228,4167,4167,483347,3,6,342,1,4,300,64,1527,87998
200105,0580,9999,,Auburn-Opelika  AL MSA ,50,50,5074,1,2,106,0,0,0,1,17,950,50,50,5074,1,2,106,0,0,0,1,17,950
200105,0600,9999,,Augusta-Aiken  GA-SC MSA ,196,196,25332,0,0,0,0,0,0,13,100,3193,169,169,22136,0,0,0,0,0,0,13,100,3193
200105,0640,9999,,Austin-San Marcos  TX MSA ,713,713,82094,5,10,623,8,29,1679,50,1027,58769,625,625,80849,4,8,480,6,23,1370,49,981,55475
200105,0680,9999,,Bakersfield  CA MSA ,348,348,45415,0,0,0,0,0,0,0,0,0,347,347,45302,0,0,0,0,0,0,0,0,0
200105,0730,9999,,Bangor  ME MSA ,24,24,2322,0,0,0,0,0,0,0,0,0,18,18,1626,0,0,0,0,0,0,0,0,0
200105,0740,9999,,Barnstable-Yarmouth  MA MSA ,110,110,22576,1,2,265,1,3,404,0,0,0,75,75,15004,0,0,0,0,0,0,0,0,0
200105,0760,9999,,Baton Rouge  LA MSA ,143,143,13358,0,0,0,0,0,0,14,276,8050,143,143,13358,0,0,0,0,0,0,14,276,8050
200105,0840,9999,,Beaumont-Port Arthur  TX MSA ,55,55,7906,0,0,0,0,0,0,0,0,0,55,55,7906,0,0,0,0,0,0,0,0,0
200105,0860,9999,,Bellingham  WA MSA ,96,96,12006,3,6,624,0,0,0,1,29,1509,54,54,7269,0,0,0,0,0,0,0,0,0
200105,0870,9999,,Benton Harbor  MI MSA ,14,14,3058,0,0,0,0,0,0,0,0,0,14,14,3058,0,0,0,0,0,0,0,0,0
200105,0880,9999,,Billings  MT MSA ,47,47,6745,0,0,0,0,0,0,0,0,0,47,47,6745,0,0,0,0,0,0,0,0,0
200105,0920,9999,,Biloxi-Gulfport-Pascagoula  MS MSA ,185,185,17457,0,0,0,0,0,0,0,0,0,173,173,15863,0,0,0,0,0,0,0,0,0
200105,0960,9999,,Binghamton  NY MSA ,8,8,1562,0,0,0,0,0,0,0,0,0,8,8,1562,0,0,0,0,0,0,0,0,0
200105,1000,9999,,Birmingham  AL MSA ,398,398,52712,0,0,0,0,0,0,1,10,380,300,300,41827,0,0,0,0,0,0,1,10,380
200105,1010,9999,,Bismarck  ND MSA ,62,62,8808,2,4,572,1,4,350,4,82,3786,62,62,8808,2,4,572,1,4,350,4,82,3786
200105,1020,9999,,Bloomington  IN MSA ,55,55,7880,1,2,171,1,4,296,0,0,0,53,53,7730,1,2,171,1,4,296,0,0,0
200105,1040,9999,,Bloomington-Normal  IL MSA ,93,93,10611,0,0,0,0,0,0,4,30,1108,92,92,10518,0,0,0,0,0,0,4,30,1108
