Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200604,102,18700, ,Corvallis  OR ,10,10,2609,0,0,0,0,0,0,0,0,0,10,10,2609,0,0,0,0,0,0,0,0,0
200604,104,10580, ,Albany-Schenectady-Troy  NY ,105,105,24148,0,0,0,0,0,0,3,19,1138,65,65,15673,0,0,0,0,0,0,1,8,500
200604,104,24020, ,Glens Falls  NY ,44,44,8187,0,0,0,1,3,150,0,0,0,23,23,4483,0,0,0,0,0,0,0,0,0
200604,112,11180, ,Ames  IA ,24,24,4816,0,0,0,0,0,0,0,0,0,20,20,4019,0,0,0,0,0,0,0,0,0
200604,118,11540, ,Appleton  WI ,84,84,16514,4,8,780,8,32,1440,0,0,0,81,81,16026,4,8,780,8,32,1440,0,0,0
200604,118,36780, ,Oshkosh-Neenah  WI ,32,32,5519,0,0,0,0,0,0,0,0,0,32,32,5519,0,0,0,0,0,0,0,0,0
200604,120,11700, ,Asheville  NC ,255,255,54348,2,4,303,1,3,225,3,49,2317,108,108,23809,0,0,0,0,0,0,0,0,0
200604,122,12060,C,Atlanta-Sandy Springs-Marietta  GA ,4841,4841,726013,6,12,1025,3,12,1822,35,1205,123960,4468,4468,683654,6,12,1025,3,12,1822,33,1195,123559
200604,122,23580, ,Gainesville  GA ,105,105,24841,0,0,0,3,10,890,3,17,1700,104,104,24628,0,0,0,3,10,890,3,17,1700
200604,132,12940, ,Baton Rouge  LA ,395,395,41347,1,2,112,0,0,0,4,57,4861,163,163,19521,0,0,0,0,0,0,0,0,0
200604,140,13460,C,Bend  OR ,318,318,70460,2,4,506,2,8,651,0,0,0,313,313,69491,2,4,506,2,8,651,0,0,0
200604,142,13820,C,Birmingham-Hoover  AL ,556,556,93569,0,0,0,0,0,0,0,0,0,392,392,60446,0,0,0,0,0,0,0,0,0
200604,148,14460,C,Boston-Cambridge-Quincy  MA-NH ,617,617,136901,32,64,8258,25,80,7968,38,1174,117540,353,353,85928,22,44,5947,23,74,7222,24,1015,102543
200604,148,31700, ,Manchester-Nashua  NH ,85,85,17062,2,4,480,2,8,750,1,6,464,48,48,10802,2,4,480,2,8,750,0,0,0
200604,148,49340, ,Worcester  MA ,153,153,28487,1,2,211,2,6,465,0,0,0,84,84,17672,0,0,0,0,0,0,0,0,0
200604,154,15180, ,Brownsville-Harlingen  TX ,300,300,25022,5,10,836,0,0,0,0,0,0,229,229,21242,3,6,729,0,0,0,0,0,0
200604,160,15380, ,Buffalo-Niagara Falls  NY ,86,86,16623,1,2,120,0,0,0,1,50,2113,85,85,16451,1,2,120,0,0,0,1,50,2113
200604,172,16740,C,Charlotte-Gastonia-Concord  NC-SC ,1793,1793,286905,5,10,1017,1,4,408,28,706,69903,1636,1636,260066,3,6,757,0,0,0,26,696,68828
200604,174,16860, ,Chattanooga  TN-GA ,203,203,30649,4,8,521,2,6,546,1,6,262,117,117,19441,2,4,342,2,6,546,0,0,0
200604,174,17420, ,Cleveland  TN ,61,61,9023,2,4,277,1,3,228,0,0,0,48,48,6979,1,2,160,0,0,0,0,0,0
200604,176,16980,C,Chicago-Naperville-Joliet  IL-IN-WI ,2842,2842,598179,27,54,5875,61,194,18804,69,1077,104820,2204,2204,448815,25,50,5563,55,176,17234,53,927,88004
200604,176,28100, ,Kankakee-Bradley  IL ,13,13,2948,0,0,0,0,0,0,0,0,0,12,12,2841,0,0,0,0,0,0,0,0,0
200604,176,33140, ,Michigan City-La Porte  IN ,29,29,4979,0,0,0,0,0,0,0,0,0,29,29,4979,0,0,0,0,0,0,0,0,0
200604,178,17140,C,Cincinnati-Middletown  OH-KY-IN ,839,839,152263,3,6,930,9,34,2290,9,79,5163,729,729,128651,3,6,930,8,31,2015,6,56,4072
200604,184,10420, ,Akron  OH ,111,111,23037,5,10,1225,1,4,384,1,10,353,91,91,21043,5,10,1225,1,4,384,0,0,0
200604,184,17460,C,Cleveland-Elyria-Mentor  OH ,452,452,94741,4,8,725,6,22,2357,2,10,598,332,332,72092,2,4,300,3,11,1642,0,0,0
200604,192,17900,C,Columbia  SC ,519,519,64877,1,2,108,0,0,0,3,60,4052,94,94,12481,0,0,0,0,0,0,0,0,0
200604,194,12220,C,Auburn-Opelika  AL ,140,140,21292,1,2,112,0,0,0,13,226,13322,140,140,21292,1,2,112,0,0,0,13,226,13322
200604,194,17980, ,Columbus  GA-AL ,148,148,22561,0,0,0,1,4,183,3,32,2253,82,82,15543,0,0,0,0,0,0,0,0,0
200604,198,18140,C,Columbus  OH ,613,613,123200,6,12,1568,7,28,2139,18,147,12427,511,511,105122,6,12,1568,6,24,1842,18,147,12427
200604,204,18580, ,Corpus Christi  TX ,137,137,16757,3,6,361,0,0,0,1,25,994,10,10,1117,0,0,0,0,0,0,0,0,0
200604,206,19100,C,Dallas-Fort Worth-Arlington  TX ,4339,4339,770839,13,26,1845,3,12,1109,22,466,27021,3894,3894,685779,11,22,1587,3,12,1109,19,432,25292
200604,212,19380, ,Dayton  OH ,156,156,28100,3,6,742,0,0,0,1,5,227,140,140,25933,2,4,617,0,0,0,0,0,0
200604,212,44220, ,Springfield  OH ,13,13,2044,0,0,0,0,0,0,0,0,0,13,13,2044,0,0,0,0,0,0,0,0,0
200604,214,19660,C,Deltona-Daytona Beach-Ormond Beach  FL ,296,296,55104,0,0,0,1,4,1125,14,116,21814,126,126,27439,0,0,0,1,4,1125,11,76,18390
200604,216,14500, ,Boulder  CO ,33,33,9793,0,0,0,1,3,270,1,8,581,28,28,8882,0,0,0,0,0,0,0,0,0
