Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202303,104,10580,C,Albany-Schenectady-Troy  NY ,90,90,30804,0,0,0,1,4,1060,6,75,8826,64,64,21736,0,0,0,1,4,1060,4,60,7305
202303,104,24020,C,Glens Falls  NY ,17,17,6582,0,0,0,0,0,0,0,0,0,17,17,6582,0,0,0,0,0,0,0,0,0
202303,106,10740,C,Albuquerque  NM ,187,187,45870,0,0,0,0,0,0,6,297,29912,179,179,44150,0,0,0,0,0,0,5,290,29621
202303,106,42140,C,Santa Fe  NM ,14,14,4082,0,0,0,0,0,0,4,44,4843,0,0,0,0,0,0,0,0,0,0,0,0
202303,107,11020,C,Altoona  PA ,4,4,1276,0,0,0,0,0,0,0,0,0,1,1,230,0,0,0,0,0,0,0,0,0
202303,108,11100,C,Amarillo  TX ,33,33,8455,0,0,0,0,0,0,0,0,0,33,33,8455,0,0,0,0,0,0,0,0,0
202303,118,11540,C,Appleton  WI ,32,32,11402,0,0,0,0,0,0,2,16,1411,27,27,10131,0,0,0,0,0,0,0,0,0
202303,118,36780,C,Oshkosh-Neenah  WI ,22,22,7586,0,0,0,0,0,0,0,0,0,20,20,6813,0,0,0,0,0,0,0,0,0
202303,120,11700,C,Asheville  NC ,219,219,76140,0,0,0,0,0,0,5,89,8984,28,28,12663,0,0,0,0,0,0,0,0,0
202303,122,12020,C,Athens-Clarke County  GA ,61,61,20717,2,4,811,0,0,0,0,0,0,40,40,14163,2,4,811,0,0,0,0,0,0
202303,122,12060,C,Atlanta-Sandy Springs-Alpharetta  GA ,2390,2390,578431,5,10,1075,5,19,1331,33,829,117337,2148,2148,526105,5,10,1075,5,19,1331,32,822,116665
202303,122,23580,C,Gainesville  GA ,88,88,20656,1,2,170,1,4,340,2,14,1190,9,9,2037,1,2,170,1,4,340,2,14,1190
202303,122,40660,C,Rome  GA ,26,26,5534,0,0,0,0,0,0,0,0,0,26,26,5534,0,0,0,0,0,0,0,0,0
202303,140,13460,C,Bend  OR ,115,115,42577,2,4,791,1,4,475,3,58,7750,115,115,42577,2,4,791,1,4,475,3,58,7750
202303,142,13820,C,Birmingham-Hoover  AL ,296,296,86005,1,2,75,1,4,646,0,0,0,227,227,60613,1,2,75,1,4,646,0,0,0
202303,144,14020,C,Bloomington  IN ,17,17,7494,0,0,0,0,0,0,0,0,0,14,14,6723,0,0,0,0,0,0,0,0,0
202303,145,14010,C,Bloomington  IL ,16,16,4963,1,2,146,0,0,0,0,0,0,12,12,4007,0,0,0,0,0,0,0,0,0
202303,146,14100,C,Bloomsburg-Berwick  PA ,9,9,2240,0,0,0,0,0,0,1,6,544,4,4,1202,0,0,0,0,0,0,0,0,0
202303,147,14260,C,Boise City  ID ,566,566,141296,3,6,1044,15,57,4107,4,225,31303,423,423,107282,2,4,759,9,36,1880,2,178,28928
202303,148,12700,C,Barnstable Town  MA ,35,35,22403,0,0,0,0,0,0,0,0,0,18,18,12278,0,0,0,0,0,0,0,0,0
202303,148,14460,C,Boston-Cambridge-Newton  MA-NH ,297,297,106284,27,54,13567,27,88,20842,63,744,135067,129,129,57788,17,34,9329,24,79,18366,27,357,91627
202303,148,31700,C,Manchester-Nashua  NH ,43,43,13822,0,0,0,0,0,0,0,0,0,18,18,7635,0,0,0,0,0,0,0,0,0
202303,148,39300,C,Providence-Warwick  RI-MA ,114,114,30797,9,18,2709,2,6,675,4,31,1816,55,55,17783,5,10,1489,1,3,375,2,21,1040
202303,148,49340,C,Worcester  MA-CT ,69,69,20810,20,40,2090,0,0,0,3,37,4289,34,34,10860,19,38,1837,0,0,0,0,0,0
202303,150,14540,C,Bowling Green  KY ,79,79,20616,3,6,1162,1,3,613,47,420,49763,79,79,20616,3,6,1162,1,3,613,47,420,49763
202303,154,15180,C,Brownsville-Harlingen  TX ,127,127,19760,6,12,1228,2,7,952,4,23,1982,17,17,5486,0,0,0,0,0,0,0,0,0
202303,160,15380,C,Buffalo-Cheektowaga  NY ,72,72,29614,1,2,350,1,4,800,3,41,7488,55,55,25092,1,2,350,1,4,800,2,20,2779
202303,162,15540,C,Burlington-South Burlington  VT ,46,46,13090,4,8,1480,1,3,145,5,176,21581,30,30,8077,3,6,1180,0,0,0,3,161,19922
202303,163,15980,C,Cape Coral-Fort Myers  FL ,554,554,124099,53,106,14161,0,0,0,8,349,48158,554,554,124099,53,106,14161,0,0,0,8,349,48158
202303,163,34940,C,Naples-Marco Island  FL ,306,306,181430,0,0,0,2,8,1157,1,12,996,306,306,181430,0,0,0,2,8,1157,1,12,996
202303,164,16020,C,Cape Girardeau  MO-IL ,10,10,2920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202303,168,16300,C,Cedar Rapids  IA ,45,45,9177,1,2,300,2,8,1472,4,32,2400,42,42,8278,1,2,300,2,8,1472,4,32,2400
202303,168,26980,C,Iowa City  IA ,44,44,15018,1,2,300,0,0,0,3,67,10603,31,31,11917,1,2,300,0,0,0,2,56,9027
202303,170,16620,C,Charleston  WV ,12,12,1596,0,0,0,0,0,0,0,0,0,10,10,1249,0,0,0,0,0,0,0,0,0
202303,170,26580,C,Huntington-Ashland  WV-KY-OH ,19,19,3766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202303,172,16740,C,Charlotte-Concord-Gastonia  NC-SC ,1755,1755,459373,2,4,722,0,0,0,17,650,97433,1553,1553,400362,2,4,722,0,0,0,15,602,91606
