Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202308,104,10580,C,Albany-Schenectady-Troy  NY ,104,104,37924,6,12,2856,3,11,1374,6,36,4375,62,62,24115,3,6,1146,3,11,1374,1,6,715
202308,104,24020,C,Glens Falls  NY ,26,26,8264,0,0,0,0,0,0,0,0,0,26,26,8264,0,0,0,0,0,0,0,0,0
202308,106,10740,C,Albuquerque  NM ,235,235,48004,0,0,0,0,0,0,0,0,0,212,212,41573,0,0,0,0,0,0,0,0,0
202308,106,42140,C,Santa Fe  NM ,15,15,7352,1,2,295,0,0,0,1,33,3749,0,0,0,0,0,0,0,0,0,0,0,0
202308,107,11020,C,Altoona  PA ,7,7,2163,1,2,458,0,0,0,0,0,0,3,3,1042,1,2,458,0,0,0,0,0,0
202308,108,11100,C,Amarillo  TX ,61,61,17188,5,10,1470,0,0,0,0,0,0,54,54,15417,5,10,1470,0,0,0,0,0,0
202308,118,11540,C,Appleton  WI ,51,51,18367,2,4,686,0,0,0,0,0,0,44,44,15783,2,4,686,0,0,0,0,0,0
202308,118,36780,C,Oshkosh-Neenah  WI ,35,35,14891,0,0,0,0,0,0,0,0,0,31,31,12800,0,0,0,0,0,0,0,0,0
202308,120,11700,C,Asheville  NC ,199,199,80808,1,2,410,0,0,0,2,31,6291,52,52,22426,1,2,410,0,0,0,0,0,0
202308,122,12020,C,Athens-Clarke County  GA ,95,95,35210,1,2,169,0,0,0,1,13,3924,77,77,29976,1,2,169,0,0,0,1,13,3924
202308,122,12060,C,Atlanta-Sandy Springs-Alpharetta  GA ,2520,2520,706195,5,10,1732,1,4,572,32,1286,191662,2262,2262,639867,4,8,1286,1,4,572,29,1233,184408
202308,122,23580,C,Gainesville  GA ,113,113,26467,0,0,0,0,0,0,0,0,0,28,28,6225,0,0,0,0,0,0,0,0,0
202308,122,40660,C,Rome  GA ,30,30,6599,0,0,0,0,0,0,0,0,0,30,30,6599,0,0,0,0,0,0,0,0,0
202308,140,13460,C,Bend  OR ,127,127,52986,1,2,479,0,0,0,0,0,0,127,127,52986,1,2,479,0,0,0,0,0,0
202308,142,13820,C,Birmingham-Hoover  AL ,259,259,80627,0,0,0,0,0,0,0,0,0,226,226,69401,0,0,0,0,0,0,0,0,0
202308,144,14020,C,Bloomington  IN ,27,27,9235,0,0,0,0,0,0,0,0,0,12,12,5002,0,0,0,0,0,0,0,0,0
202308,145,14010,C,Bloomington  IL ,20,20,6350,0,0,0,0,0,0,0,0,0,4,4,2110,0,0,0,0,0,0,0,0,0
202308,146,14100,C,Bloomsburg-Berwick  PA ,10,10,2790,0,0,0,0,0,0,0,0,0,2,2,481,0,0,0,0,0,0,0,0,0
202308,147,14260,C,Boise City  ID ,741,741,197151,7,14,2345,5,20,2230,10,245,35448,639,639,162983,4,8,1336,0,0,0,7,188,27585
202308,148,12700,C,Barnstable Town  MA ,39,39,24954,1,2,750,1,4,1200,0,0,0,32,32,20225,1,2,750,1,4,1200,0,0,0
202308,148,14460,C,Boston-Cambridge-Newton  MA-NH ,348,348,135056,27,54,16473,13,41,11059,26,422,90835,210,210,86291,21,42,13684,10,32,9019,12,283,66367
202308,148,31700,C,Manchester-Nashua  NH ,63,63,21892,2,4,544,0,0,0,2,96,10200,38,38,15077,1,2,275,0,0,0,2,96,10200
202308,148,39300,C,Providence-Warwick  RI-MA ,114,114,35997,4,8,1588,2,7,1165,0,0,0,47,47,17518,2,4,680,2,7,1165,0,0,0
202308,148,49340,C,Worcester  MA-CT ,101,101,33764,5,10,1947,0,0,0,3,67,5956,64,64,23603,4,8,1470,0,0,0,3,67,5956
202308,150,14540,C,Bowling Green  KY ,70,70,21789,0,0,0,0,0,0,1,10,1500,70,70,21789,0,0,0,0,0,0,1,10,1500
202308,154,15180,C,Brownsville-Harlingen  TX ,169,169,32176,9,18,1904,3,10,1452,3,35,4055,2,2,1150,2,4,555,1,4,550,0,0,0
202308,160,15380,C,Buffalo-Cheektowaga  NY ,75,75,24151,2,4,827,1,4,725,5,118,19675,56,56,19224,1,2,482,1,4,725,4,104,16536
202308,162,15540,C,Burlington-South Burlington  VT ,36,36,13640,2,4,234,2,6,1016,5,98,18171,26,26,10754,0,0,0,1,3,915,2,81,17036
202308,163,15980,C,Cape Coral-Fort Myers  FL ,868,868,204356,4,8,2024,1,4,192,17,276,46306,868,868,204356,4,8,2024,1,4,192,17,276,46306
202308,163,34940,C,Naples-Marco Island  FL ,277,277,154446,2,4,2456,2,8,1400,2,16,300,277,277,154446,2,4,2456,2,8,1400,2,16,300
202308,164,16020,C,Cape Girardeau  MO-IL ,9,9,2705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202308,168,16300,C,Cedar Rapids  IA ,51,51,14445,2,4,431,0,0,0,0,0,0,49,49,13895,2,4,431,0,0,0,0,0,0
202308,168,26980,C,Iowa City  IA ,55,55,20303,5,10,2304,2,8,1663,1,10,992,45,45,17553,2,4,1073,1,4,887,0,0,0
202308,170,16620,C,Charleston  WV ,17,17,1775,0,0,0,0,0,0,0,0,0,14,14,1523,0,0,0,0,0,0,0,0,0
202308,170,26580,C,Huntington-Ashland  WV-KY-OH ,22,22,4578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202308,172,16740,C,Charlotte-Concord-Gastonia  NC-SC ,1782,1782,485552,24,48,7775,0,0,0,11,382,72417,1557,1557,416743,24,48,7775,0,0,0,9,350,68324
