Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200804,102,18700, ,Corvallis  OR ,5,5,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200804,104,10580, ,Albany-Schenectady-Troy  NY ,64,64,17306,0,0,0,0,0,0,6,98,12056,40,40,10787,0,0,0,0,0,0,3,67,10197
200804,104,24020, ,Glens Falls  NY ,23,23,3782,0,0,0,0,0,0,0,0,0,10,10,2202,0,0,0,0,0,0,0,0,0
200804,112,11180, ,Ames  IA ,12,12,2685,0,0,0,0,0,0,1,8,610,3,3,557,0,0,0,0,0,0,0,0,0
200804,118,11540, ,Appleton  WI ,43,43,7651,1,2,250,0,0,0,1,48,1363,41,41,7329,1,2,250,0,0,0,1,48,1363
200804,118,36780, ,Oshkosh-Neenah  WI ,36,36,7399,1,2,270,1,4,500,0,0,0,36,36,7399,1,2,270,1,4,500,0,0,0
200804,120,11700, ,Asheville  NC ,161,161,38132,0,0,0,2,7,578,2,13,1071,47,47,11595,0,0,0,0,0,0,0,0,0
200804,122,12060,C,Atlanta-Sandy Springs-Marietta  GA ,1703,1703,283703,4,8,1299,8,26,3095,9,176,18108,1578,1578,264838,4,8,1299,7,23,3095,8,163,17257
200804,122,23580, ,Gainesville  GA ,45,45,9472,0,0,0,0,0,0,0,0,0,29,29,7267,0,0,0,0,0,0,0,0,0
200804,132,12940, ,Baton Rouge  LA ,244,244,33318,1,2,182,1,3,220,31,378,31744,71,71,8374,0,0,0,0,0,0,26,260,22545
200804,140,13460,C,Bend  OR ,77,77,23890,0,0,0,0,0,0,0,0,0,74,74,23230,0,0,0,0,0,0,0,0,0
200804,142,13820,C,Birmingham-Hoover  AL ,305,305,54080,5,10,543,0,0,0,10,252,20362,213,213,38298,5,10,543,0,0,0,8,232,18719
200804,148,14460,C,Boston-Cambridge-Quincy  MA-NH ,327,327,84399,9,18,1907,3,11,1121,20,316,34588,176,176,51844,4,8,793,2,8,826,5,179,16271
200804,148,31700, ,Manchester-Nashua  NH ,29,29,7523,0,0,0,0,0,0,1,7,673,19,19,5011,0,0,0,0,0,0,0,0,0
200804,148,49340, ,Worcester  MA ,48,48,9550,0,0,0,0,0,0,0,0,0,28,28,6331,0,0,0,0,0,0,0,0,0
200804,154,15180, ,Brownsville-Harlingen  TX ,95,95,9466,3,6,345,0,0,0,0,0,0,11,11,1127,0,0,0,0,0,0,0,0,0
200804,160,15380, ,Buffalo-Niagara Falls  NY ,74,74,16244,0,0,0,2,8,860,1,5,1667,69,69,15333,0,0,0,2,8,860,0,0,0
200804,172,16740,C,Charlotte-Gastonia-Concord  NC-SC ,733,733,169302,1,2,172,1,4,381,3,19,1760,709,709,164450,1,2,172,1,4,381,3,19,1760
200804,174,16860, ,Chattanooga  TN-GA ,104,104,15183,1,2,91,0,0,0,1,11,1007,76,76,11240,0,0,0,0,0,0,0,0,0
200804,174,17420, ,Cleveland  TN ,32,32,4807,1,2,123,1,4,245,1,5,357,21,21,3369,0,0,0,0,0,0,0,0,0
200804,176,16980,C,Chicago-Naperville-Joliet  IL-IN-WI ,970,970,241848,3,6,799,25,77,14039,33,1467,247450,635,635,159946,2,4,510,24,74,13811,21,1370,236155
200804,176,28100, ,Kankakee-Bradley  IL ,5,5,1710,0,0,0,0,0,0,0,0,0,4,4,1610,0,0,0,0,0,0,0,0,0
200804,176,33140, ,Michigan City-La Porte  IN ,16,16,3244,0,0,0,0,0,0,0,0,0,16,16,3244,0,0,0,0,0,0,0,0,0
200804,178,17140,C,Cincinnati-Middletown  OH-KY-IN ,374,374,73412,5,10,632,7,23,2292,9,65,12661,248,248,49285,3,6,240,3,11,1129,1,12,8400
200804,184,10420, ,Akron  OH ,56,56,10557,0,0,0,1,3,69,1,12,424,42,42,8886,0,0,0,0,0,0,0,0,0
200804,184,17460,C,Cleveland-Elyria-Mentor  OH ,202,202,40236,0,0,0,2,6,406,4,34,1490,107,107,22048,0,0,0,0,0,0,1,11,170
200804,192,17900,C,Columbia  SC ,376,376,50683,1,2,108,0,0,0,4,69,4040,83,83,11519,0,0,0,0,0,0,0,0,0
200804,194,12220,C,Auburn-Opelika  AL ,91,91,18487,3,6,754,1,4,450,0,0,0,91,91,18487,3,6,754,1,4,450,0,0,0
200804,194,17980, ,Columbus  GA-AL ,65,65,8820,0,0,0,1,3,136,2,19,1434,34,34,5537,0,0,0,0,0,0,0,0,0
200804,198,18140,C,Columbus  OH ,398,398,90255,6,12,1581,20,80,7409,5,75,2963,326,326,72919,5,10,1355,20,80,7409,5,75,2963
200804,204,18580, ,Corpus Christi  TX ,90,90,11264,4,8,480,0,0,0,0,0,0,11,11,1814,4,8,480,0,0,0,0,0,0
200804,206,19100,C,Dallas-Fort Worth-Arlington  TX ,1967,1967,427073,10,20,1178,6,24,2448,38,1585,73323,1776,1776,377931,10,20,1178,6,24,2448,36,1528,70551
200804,212,19380, ,Dayton  OH ,73,73,16815,0,0,0,0,0,0,0,0,0,51,51,12399,0,0,0,0,0,0,0,0,0
200804,212,44220, ,Springfield  OH ,9,9,1602,0,0,0,0,0,0,0,0,0,9,9,1602,0,0,0,0,0,0,0,0,0
200804,216,14500, ,Boulder  CO ,11,11,6801,1,2,217,0,0,0,2,52,6751,9,9,6388,0,0,0,0,0,0,1,46,6300
200804,216,19740,C,Denver-Aurora  CO ,471,471,118721,0,0,0,0,0,0,15,315,24323,422,422,104188,0,0,0,0,0,0,14,286,22191
