Survey,CSA,CBSA,HHEADER,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202401,101,10180,2,Abilene  TX ,28,28,7967,1,2,294,0,0,0,0,0,0,28,28,7967,1,2,294,0,0,0,0,0,0
202401,101,45020,5,Sweetwater  TX ,1,1,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202401,104,10580,2,Albany-Schenectady-Troy  NY ,67,67,28308,2,4,1056,0,0,0,6,122,24718,48,48,21114,1,2,346,0,0,0,2,102,21873
202401,104,11220,5,Amsterdam  NY ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202401,104,24020,2,Glens Falls  NY ,6,6,1834,0,0,0,0,0,0,0,0,0,6,6,1834,0,0,0,0,0,0,0,0,0
202401,104,24100,5,Gloversville  NY ,5,5,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202401,104,26460,5,Hudson  NY ,10,10,5745,0,0,0,0,0,0,0,0,0,4,4,2475,0,0,0,0,0,0,0,0,0
202401,105,10740,2,Albuquerque  NM ,181,181,53779,0,0,0,0,0,0,1,20,2500,181,181,53779,0,0,0,0,0,0,1,20,2500
202401,105,29780,5,Las Vegas  NM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202401,105,31060,5,Los Alamos  NM ,3,3,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202401,105,42140,2,Santa Fe  NM ,30,30,10599,0,0,0,0,0,0,0,0,0,30,30,10599,0,0,0,0,0,0,0,0,0
202401,106,10900,2,Allentown-Bethlehem-Easton  PA-NJ ,128,128,29833,1,2,400,0,0,0,3,21,3389,90,90,21313,1,2,400,0,0,0,0,0,0
202401,106,20700,5,East Stroudsburg  PA ,12,12,3840,0,0,0,0,0,0,0,0,0,4,4,940,0,0,0,0,0,0,0,0,0
202401,107,11020,2,Altoona  PA ,4,4,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202401,107,26500,5,Huntingdon  PA ,4,4,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202401,108,11100,2,Amarillo  TX ,52,52,14971,0,0,0,0,0,0,0,0,0,47,47,13419,0,0,0,0,0,0,0,0,0
202401,108,14420,5,Borger  TX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202401,118,11540,2,Appleton  WI ,28,28,10813,1,2,425,0,0,0,0,0,0,20,20,8461,1,2,425,0,0,0,0,0,0
202401,118,36780,2,Oshkosh-Neenah  WI ,6,6,2060,3,6,1207,0,0,0,0,0,0,6,6,2060,3,6,1207,0,0,0,0,0,0
202401,120,11700,2,Asheville  NC ,238,238,91293,0,0,0,0,0,0,24,451,70813,205,205,84032,0,0,0,0,0,0,23,444,68874
202401,120,14820,5,Brevard  NC ,16,16,9036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202401,120,48200,5,Waynesville  NC ,23,23,9283,0,0,0,0,0,0,0,0,0,23,23,9283,0,0,0,0,0,0,0,0,0
202401,122,12020,2,Athens-Clarke County  GA ,57,57,17975,0,0,0,0,0,0,5,192,14624,27,27,9937,0,0,0,0,0,0,5,192,14624
202401,122,12060,2,Atlanta-Sandy Springs-Roswell  GA ,2161,2161,599731,5,10,1474,10,33,6776,55,708,114542,1833,1833,522210,5,10,1474,8,27,6176,49,587,97386
202401,122,15660,5,Calhoun  GA ,24,24,4131,0,0,0,0,0,0,0,0,0,12,12,1428,0,0,0,0,0,0,0,0,0
202401,122,16340,5,Cedartown  GA ,14,14,3492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202401,122,18460,5,Cornelia  GA ,25,25,7503,0,0,0,0,0,0,0,0,0,20,20,6840,0,0,0,0,0,0,0,0,0
202401,122,23580,2,Gainesville  GA ,92,92,22046,0,0,0,0,0,0,0,0,0,16,16,4134,0,0,0,0,0,0,0,0,0
202401,122,27600,5,Jefferson  GA ,141,141,38881,0,0,0,0,0,0,6,34,4686,93,93,26109,0,0,0,0,0,0,6,34,4686
202401,122,29300,5,LaGrange  GA-AL ,29,29,10033,0,0,0,0,0,0,1,15,2636,17,17,6334,0,0,0,0,0,0,0,0,0
202401,122,40660,2,Rome  GA ,28,28,5865,0,0,0,0,0,0,0,0,0,28,28,5865,0,0,0,0,0,0,0,0,0
202401,122,45580,5,Thomaston  GA ,4,4,864,0,0,0,0,0,0,0,0,0,3,3,500,0,0,0,0,0,0,0,0,0
202401,132,12940,2,Baton Rouge  LA ,270,270,61961,0,0,0,0,0,0,0,0,0,33,33,6233,0,0,0,0,0,0,0,0,0
202401,132,25220,2,Hammond  LA ,77,77,12877,1,2,100,0,0,0,1,33,3075,69,69,11400,0,0,0,0,0,0,0,0,0
202401,142,13820,2,Birmingham  AL ,266,266,81315,0,0,0,0,0,0,4,313,65000,213,213,65242,0,0,0,0,0,0,4,313,65000
202401,142,18980,5,Cullman  AL ,8,8,1084,0,0,0,0,0,0,0,0,0,6,6,819,0,0,0,0,0,0,0,0,0
202401,142,45180,5,Talladega-Sylacauga  AL ,14,14,2735,0,0,0,0,0,0,0,0,0,12,12,2378,0,0,0,0,0,0,0,0,0
202401,144,13260,5,Bedford  IN ,1,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
